,gainAhead,safef,signals,trade,commission,numBars,equity,maxEquity,drawdown,maxDD
2016-06-30 00:00:00,0.0,1,1,0.0,2.0,0.0,99998.0,100000.0,0.0,0.0
2016-06-30 04:00:00,-0.000189027135728,1,1,0.0,0.0,1.0,99998.0,100000.0,2e-05,2e-05
2016-06-30 08:00:00,0.000306069125407,1,1,-18.9023355186,0.0,2.0,99979.0976645,100000.0,0.000209023355185,0.000209023355185
2016-06-30 12:00:00,-5.50732469094e-05,1,1,30.6005149812,0.0,3.0,100009.698179,100009.698179,0.0,0.000209023355185
2016-06-30 16:00:00,0.000143885837186,1,1,-5.50785880117,0.0,4.0,100004.190321,100009.698179,5.50732469094e-05,0.000209023355185
2016-06-30 20:00:00,-0.000345064626331,1,1,14.3891866464,0.0,5.0,100018.579507,100018.579507,0.0,0.000209023355185
2016-07-01 00:00:00,0.000297357947478,1,1,-34.5128737638,0.0,6.0,99984.0666335,100018.579507,0.000345064626331,0.000345064626331
2016-07-01 04:00:00,4.81630155813e-05,1,1,29.7310568346,0.0,7.0,100013.79769,100018.579507,4.78092865621e-05,0.000345064626331
2016-07-01 08:00:00,-0.0001165266837,1,1,4.8169660965,0.0,8.0,100018.614656,100018.614656,0.0,0.000345064626331
2016-07-01 12:00:00,-0.000168361581732,1,1,-11.6548374741,0.0,9.0,100006.959819,100018.614656,0.0001165266837,0.000345064626331
2016-07-01 16:00:00,-0.000102092262198,1,1,-16.8373299393,0.0,10.0,99990.1224891,100018.614656,0.000284868646814,0.000345064626331
2016-07-01 20:00:00,-5.12779222259e-05,1,1,-10.2082178023,0.0,11.0,99979.9142713,100018.614656,0.000386931826127,0.000386931826127
2016-07-04 00:00:00,4.94140834658e-05,1,1,-5.12676226815,0.0,12.0,99974.787509,100018.614656,0.000438189907293,0.000438189907293
2016-07-04 04:00:00,-3.47162937122e-05,1,1,4.94016249445,0.0,13.0,99979.7276715,100018.614656,0.00038879747658,0.000438189907293
2016-07-04 08:00:00,-8.46983007035e-06,1,1,-3.4709255911,0.0,14.0,99976.2567459,100018.614656,0.000423500272685,0.000438189907293
2016-07-04 12:00:00,4.28768739418e-05,1,1,-0.846781905707,0.0,15.0,99975.409964,100018.614656,0.00043196651578,0.000438189907293
2016-07-04 16:00:00,0.000185430071056,1,1,4.2866330503,0.0,16.0,99979.696597,100018.614656,0.000389108163212,0.000438189907293
2016-07-04 20:00:00,-0.000132010783751,1,1,18.5392422441,0.0,17.0,99998.2358393,100018.614656,0.00020375024451,0.000438189907293
2016-07-05 00:00:00,-3.79561893172e-05,1,1,-13.2008454869,0.0,18.0,99985.0349938,100018.614656,0.000335734131032,0.000438189907293
2016-07-05 04:00:00,-0.000146388271962,1,1,-3.79505091711,0.0,19.0,99981.2399429,100018.614656,0.000373677577161,0.000438189907293
2016-07-05 08:00:00,-0.000350338078544,1,1,-14.6360809439,0.0,20.0,99966.6038619,100018.614656,0.000520011147108,0.000520011147108
2016-07-05 12:00:00,-5.18803109968e-05,1,1,-35.0221079155,0.0,21.0,99931.581754,100018.614656,0.000870167045946,0.000870167045946
2016-07-05 16:00:00,-0.000544267741023,1,1,-5.1844815398,0.0,22.0,99926.3972725,100018.614656,0.000922002212406,0.000922002212406
