,gainAhead,safef,signals,trade,numBars,equity,maxEquity,drawdown,maxDD
2016-03-25 16:30:00,0.0,1,1,0.0,0.0,1.0,1.0,0.0,0.0
2016-03-25 16:31:00,1.60364333579e-05,1,1,0.0,1.0,1.0,1.0,0.0,0.0
2016-03-25 16:32:00,5.8977343579e-06,1,1,1.60364333579e-05,2.0,1.00001603643,1.00001603643,0.0,0.0
2016-03-25 16:33:00,9.06457607528e-06,1,1,5.89782893653e-06,3.0,1.00002193426,1.00002193426,0.0,0.0
2016-03-25 16:34:00,-7.91194854179e-05,1,1,9.06477490007e-06,4.0,1.00003099904,1.00003099904,0.0,0.0
2016-03-25 16:38:00,0.000119122610112,1,1,-7.91219380457e-05,5.0,0.999951877099,1.00003099904,7.91194854178e-05,7.91194854178e-05
2016-03-25 16:39:00,7.25365761687e-06,1,1,0.000119116877586,6.0,1.00007099398,1.00007099398,0.0,7.91194854178e-05
2016-03-25 16:44:00,7.10980189003e-05,1,1,7.25417258287e-06,7.0,1.00007824815,1.00007824815,0.0,7.91194854178e-05
2016-03-25 16:46:00,-4.43246113091e-05,1,1,7.11035821887e-05,8.0,1.00014935173,1.00014935173,0.0,7.91194854178e-05
2016-03-25 16:48:00,5.25115760829e-05,1,1,-4.43312312665e-05,9.0,1.0001050205,1.00014935173,4.43246113091e-05,7.91194854178e-05
2016-03-25 16:50:00,-3.53041906083e-05,1,1,5.25170908749e-05,10.0,1.00015753759,1.00015753759,0.0,7.91194854178e-05
2016-03-25 16:51:00,-4.68628834829e-06,1,1,-3.53097523454e-05,11.0,1.00012222784,1.00015753759,3.53041906082e-05,7.91194854178e-05
