,price_diff,profit,total,returns,accuracy,equity
2016-08-02 09:30:00,9,1800,1800.0,,1,1800.0
2016-08-02 10:00:00,-32,-6400,-4600.0,-3.55555555556,0,-4600.0
2016-08-02 10:30:00,-23,0,-4600.0,0.0,0,-4600.0
2016-08-02 11:00:00,-23,-4600,-9200.0,1.0,0,-9200.0
2016-08-02 11:30:00,-7,0,-9200.0,0.0,0,-9200.0
2016-08-02 12:00:00,9,0,-9200.0,0.0,0,-9200.0
2016-08-02 12:30:00,-2,0,-9200.0,0.0,0,-9200.0
2016-08-02 13:00:00,2,0,-9200.0,0.0,0,-9200.0
2016-08-02 13:30:00,8,0,-9200.0,0.0,0,-9200.0
2016-08-02 14:00:00,-2,0,-9200.0,0.0,0,-9200.0
2016-08-02 14:30:00,12,0,-9200.0,0.0,0,-9200.0
2016-08-02 15:00:00,5,0,-9200.0,0.0,0,-9200.0
2016-08-02 15:30:00,-5,0,-9200.0,0.0,0,-9200.0
2016-08-02 16:00:00,11,0,-9200.0,0.0,0,-9200.0
2016-08-02 16:30:00,-25,-5000,-14200.0,0.54347826087,0,-14200.0
2016-08-02 17:00:00,-3,-600,-14800.0,0.0422535211268,0,-14800.0
2016-08-02 17:30:00,-22,0,-14800.0,0.0,0,-14800.0
2016-08-02 18:00:00,-6,0,-14800.0,0.0,0,-14800.0
2016-08-02 18:30:00,-1,0,-14800.0,0.0,0,-14800.0
2016-08-02 19:00:00,5,0,-14800.0,0.0,0,-14800.0
2016-08-02 19:30:00,-4,0,-14800.0,0.0,0,-14800.0
2016-08-02 20:00:00,-1,0,-14800.0,0.0,0,-14800.0
2016-08-02 20:30:00,0,0,-14800.0,0.0,0,-14800.0
2016-08-02 21:00:00,6,0,-14800.0,0.0,0,-14800.0
2016-08-02 21:30:00,12,0,-14800.0,0.0,0,-14800.0
2016-08-02 22:00:00,-1,0,-14800.0,0.0,0,-14800.0
2016-08-02 22:30:00,5,0,-14800.0,0.0,0,-14800.0
2016-08-03 09:00:00,8,0,-14800.0,0.0,0,-14800.0
2016-08-03 09:30:00,6,0,-14800.0,0.0,0,-14800.0
2016-08-03 10:00:00,-38,0,-14800.0,0.0,0,-14800.0
2016-08-03 10:30:00,-2,-400,-15200.0,0.027027027027,0,-15200.0
2016-08-03 11:00:00,3,600,-14600.0,-0.0394736842105,0,-14600.0
2016-08-03 11:30:00,-7,0,-14600.0,0.0,0,-14600.0
2016-08-03 12:00:00,8,0,-14600.0,0.0,0,-14600.0
2016-08-03 12:30:00,-11,0,-14600.0,0.0,0,-14600.0
2016-08-03 13:00:00,-2,0,-14600.0,0.0,0,-14600.0
2016-08-03 13:30:00,3,600,-14000.0,-0.041095890411,0,-14000.0
2016-08-03 14:00:00,-5,0,-14000.0,0.0,0,-14000.0
2016-08-03 14:30:00,4,800,-13200.0,-0.0571428571429,0,-13200.0
2016-08-03 15:00:00,-10,0,-13200.0,0.0,0,-13200.0
2016-08-03 15:30:00,4,800,-12400.0,-0.0606060606061,0,-12400.0
2016-08-03 16:00:00,10,0,-12400.0,0.0,0,-12400.0
2016-08-03 16:30:00,8,0,-12400.0,0.0,0,-12400.0
2016-08-03 17:00:00,15,0,-12400.0,0.0,0,-12400.0
2016-08-03 17:30:00,-2,0,-12400.0,0.0,0,-12400.0
2016-08-03 18:00:00,-2,0,-12400.0,0.0,0,-12400.0
2016-08-03 18:30:00,5,0,-12400.0,0.0,0,-12400.0
2016-08-03 19:00:00,-4,0,-12400.0,0.0,0,-12400.0
2016-08-03 19:30:00,2,0,-12400.0,0.0,0,-12400.0
2016-08-03 20:00:00,-2,0,-12400.0,0.0,0,-12400.0
2016-08-03 20:30:00,2,400,-12000.0,-0.0322580645161,0,-12000.0
2016-08-03 21:00:00,-4,0,-12000.0,0.0,0,-12000.0
2016-08-03 21:30:00,7,0,-12000.0,0.0,0,-12000.0
2016-08-03 22:00:00,12,0,-12000.0,0.0,0,-12000.0
2016-08-03 22:30:00,12,0,-12000.0,0.0,0,-12000.0
2016-08-04 09:00:00,0,0,-12000.0,0.0,0,-12000.0
2016-08-04 09:30:00,-6,-1200,-13200.0,0.1,0,-13200.0
2016-08-04 10:00:00,6,0,-13200.0,0.0,0,-13200.0
2016-08-04 10:30:00,-3,0,-13200.0,0.0,0,-13200.0
2016-08-04 11:00:00,3,0,-13200.0,0.0,0,-13200.0
2016-08-04 11:30:00,-14,-2800,-16000.0,0.212121212121,0,-16000.0
2016-08-04 12:00:00,-7,-1400,-17400.0,0.0875,0,-17400.0
2016-08-04 12:30:00,10,2000,-15400.0,-0.114942528736,0,-15400.0
2016-08-04 13:00:00,0,0,-15400.0,0.0,0,-15400.0
2016-08-04 13:30:00,6,0,-15400.0,0.0,0,-15400.0
2016-08-04 14:00:00,20,0,-15400.0,0.0,0,-15400.0
