,signals,gainAhead,safef,safef,trade,numBars,equity,maxEquity,drawdown,maxDD
2016-03-20 22:54:00,-1.0,-0.000345665992911,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2016-03-20 22:55:00,-1.0,-6.44684866314e-05,1.0,1.0,0.000345665992911,1.0,1.00034566599,1.00034566599,0.0,0.0
2016-03-20 22:56:00,-1.0,1.75834481141e-05,1.0,1.0,6.44907711948e-05,2.0,1.00041015676,1.00041015676,0.0,0.0
2016-03-20 22:57:00,-1.0,0.000193414528362,1.0,1.0,-1.75906600843e-05,3.0,1.0003925661,1.00041015676,1.75834481142e-05,1.75834481142e-05
2016-03-20 22:58:00,-1.0,-8.78986938255e-05,1.0,1.0,-0.00019349045635,4.0,1.00019907565,1.00041015676,0.000210994575582,0.000210994575582
2016-03-20 22:59:00,-1.0,4.10229963197e-05,1.0,1.0,8.79161923149e-05,5.0,1.00028699184,1.00041015676,0.000123114427904,0.000210994575582
2016-03-20 23:00:00,-1.0,-0.000117203752864,1.0,1.0,-4.10347695849e-05,6.0,1.00024595707,1.00041015676,0.000164132373701,0.000210994575582
2016-03-20 23:01:00,-1.0,1.7582623679e-05,1.0,1.0,0.000117232579956,7.0,1.00036318965,1.00041015676,4.69478577668e-05,0.000210994575582
2016-03-20 23:02:00,-1.0,-0.000205127002918,1.0,1.0,-1.7589009506e-05,8.0,1.00034560064,1.00041015676,6.45296559793e-05,0.000210994575582
2016-03-20 23:03:00,-1.0,4.68957916888e-05,1.0,1.0,0.000205197894942,9.0,1.00055079854,1.00055079854,0.0,0.000210994575582
2016-03-20 23:04:00,-1.0,5.86169907212e-06,1.0,1.0,-4.69216218222e-05,10.0,1.00050387691,1.00055079854,4.68957916888e-05,0.000210994575582
2016-03-20 23:05:00,-1.0,1.17233294256e-05,1.0,1.0,-5.86465264696e-06,11.0,1.00049801226,1.00055079854,5.2757215872e-05,0.000210994575582
2016-03-20 23:06:00,-1.0,-9.96471319211e-05,1.0,1.0,-1.17291677874e-05,12.0,1.00048628309,1.00055079854,6.44799268074e-05,0.000210994575582
2016-03-20 23:07:00,-1.0,2.9310900724e-05,1.0,1.0,9.96955886366e-05,13.0,1.00058597868,1.00058597868,0.0,0.000210994575582
2016-03-20 23:08:00,-1.0,0.000164136233073,1.0,1.0,-2.93280762869e-05,14.0,1.00055665061,1.00058597868,2.93109007239e-05,0.000210994575582
2016-03-20 23:09:00,-1.0,-4.68883705118e-05,1.0,1.0,-0.000164227599607,15.0,1.00039242301,1.00058597868,0.000193442322816,0.000210994575582
2016-03-20 23:10:00,-1.0,0.0,1.0,1.0,4.69067705871e-05,16.0,1.00043932978,1.00058597868,0.0001465630225,0.000210994575582
2016-03-20 23:11:00,-1.0,2.34452845671e-05,1.0,1.0,-0.0,17.0,1.00043932978,1.00058597868,0.0001465630225,0.000210994575582
2016-03-20 23:12:00,-1.0,1.75835511739e-05,1.0,1.0,-2.34555847787e-05,18.0,1.00041587419,1.00058597868,0.000170004870855,0.000210994575582
2016-03-20 23:13:00,-1.0,-9.37772906568e-05,1.0,1.0,-1.75908637191e-05,19.0,1.00039828333,1.00058597868,0.00018758543274,0.000210994575582
2016-03-20 23:14:00,-1.0,0.000117232607077,1.0,1.0,9.38146405882e-05,20.0,1.00049209797,1.00058597868,9.38257333367e-05,0.000210994575582
2016-03-20 23:15:00,-1.0,-5.86094326024e-06,1.0,1.0,-0.000117290297005,21.0,1.00037480767,1.00058597868,0.000211047340979,0.000211047340979
2016-03-20 23:16:00,-1.0,-5.86097761109e-06,1.0,1.0,5.86313998674e-06,22.0,1.00038067081,1.00058597868,0.000205187634655,0.000211047340979
2016-03-20 23:17:00,-1.0,-0.000117220239247,1.0,1.0,5.8632087142e-06,23.0,1.00038653402,1.00058597868,0.000199327859644,0.000211047340979
