,signals,gainAhead,safef,trade,commission,numBars,equity,maxEquity,drawdown,maxDD
2016-07-12,1.0,-0.0121703853197,1.0,0.0,2.0,0.0,99998.0,100000.0,0.0,0.0
2016-07-13,-1.0,0.0220739221641,1.0,-1217.01419119,2.0,1.0,98778.9858088,100000.0,0.0122101419119,0.0122101419119
2016-07-14,-1.0,-0.0301356105378,1.0,-2180.4396442,0.0,2.0,96598.5461646,100000.0,0.0340145383539,0.0340145383539
2016-07-15,-1.0,0.00310719832356,1.0,2911.05616573,0.0,3.0,99509.6023303,100000.0,0.00490397669659,0.0340145383539
2016-07-18,-1.0,-0.000516262090985,1.0,-309.196069539,0.0,4.0,99200.4062608,100000.0,0.00799593739199,0.0340145383539
2016-07-19,-1.0,-0.00413223154585,1.0,51.2134091628,0.0,5.0,99251.61967,100000.0,0.00748380330036,0.0340145383539
2016-07-20,-1.0,0.0145228218222,1.0,410.130673777,0.0,6.0,99661.7503437,100000.0,0.00338249656259,0.0340145383539
2016-07-21,-1.0,0.00153374232139,1.0,-1447.36984274,0.0,7.0,98214.380501,100000.0,0.0178561949899,0.0340145383539
2016-07-22,-1.0,0.0153139355828,1.0,-150.635551944,0.0,8.0,98063.7449491,100000.0,0.0193625505094,0.0340145383539
2016-07-25,-1.0,-0.0186023124392,1.0,-1501.74187316,0.0,9.0,96562.0030759,100000.0,0.034379969241,0.034379969241
2016-07-26,-1.0,-0.0215163937973,1.0,1796.27655098,0.0,10.0,98358.2796269,100000.0,0.0164172037312,0.034379969241
2016-07-27,-1.0,-0.0157068061843,1.0,2116.31547767,0.0,11.0,100474.595105,100474.595105,0.0,0.034379969241
2016-07-28,-1.0,0.0132978726,1.0,1578.13499175,0.0,12.0,102052.730096,102052.730096,0.0,0.034379969241
2016-07-29,-1.0,-0.012598425623,1.0,-1357.0842033,0.0,13.0,100695.645893,102052.730096,0.0132978726,0.034379969241
2016-08-01,-1.0,0.012759171091,1.0,1268.60660534,0.0,14.0,101964.252498,102052.730096,0.000866979235901,0.034379969241
2016-08-02,-1.0,-0.000524934719442,1.0,-1300.97934279,0.0,15.0,100663.273156,102052.730096,0.0136150883905,0.034379969241
