,gainAhead,safef,signals,trade,commission,numBars,equity,maxEquity,drawdown,maxDD
2016-04-19 11:00:00,0.0,1,1,0.0,2.0,0.0,99998.0,100000.0,0.0,0.0
2016-04-19 11:30:00,-0.000393559767563,1,1,0.0,0.0,1.0,99998.0,100000.0,2e-05,2e-05
2016-04-19 12:00:00,6.69567718148e-05,1,1,-39.3551896368,0.0,2.0,99958.6448104,100000.0,0.000413551896368,0.000413551896368
2016-04-19 12:30:00,0.000615528823431,1,1,6.69290817149,0.0,3.0,99965.3377185,100000.0,0.000346622814653,0.000413551896368
2016-04-19 13:00:00,0.000376678842904,1,1,61.5315467098,0.0,4.0,100026.869265,100026.869265,0.0,0.000413551896368
2016-04-19 13:30:00,-0.000112933120485,1,1,37.6780053741,0.0,5.0,100064.547271,100064.547271,0.0,0.000413551896368
2016-04-19 14:00:00,0.000164627188829,1,1,-11.3006015732,0.0,6.0,100053.246669,100064.547271,0.000112933120485,0.000413551896368
2016-04-19 14:30:00,-0.000175634242608,1,1,16.4714847323,0.0,7.0,100069.718154,100069.718154,0.0,0.000413551896368
2016-04-19 15:00:00,-0.000136523376272,1,1,-17.5756691559,0.0,8.0,100052.142485,100069.718154,0.000175634242608,0.000413551896368
2016-04-19 15:30:00,-8.48419444105e-05,1,1,-13.6594562952,0.0,9.0,100038.483028,100069.718154,0.000312133640699,0.000413551896368
2016-04-19 16:00:00,-3.69079465045e-05,1,1,-8.487459416,0.0,10.0,100029.995569,100069.718154,0.000396949103085,0.000413551896368
2016-04-19 16:30:00,0.000284890846473,1,1,-3.6919017253,0.0,11.0,100026.303667,100069.718154,0.000433842399013,0.000433842399013
2016-04-19 17:00:00,-5.66182355878e-05,1,1,28.4965783213,0.0,12.0,100054.800246,100069.718154,0.000149075150268,0.000433842399013
2016-04-19 17:30:00,0.000122510485915,1,1,-5.66492625199,0.0,13.0,100049.135319,100069.718154,0.000205684945484,0.000433842399013
2016-04-19 18:00:00,-0.000413217893162,1,1,12.2570681834,0.0,14.0,100061.392387,100069.718154,8.31996581313e-05,0.000433842399013
2016-04-19 18:30:00,0.00014492499695,1,1,-41.3471577492,0.0,15.0,100020.04523,100069.718154,0.000496383171706,0.000496383171706
2016-04-19 19:00:00,-1.21458612743e-05,1,1,14.4954047498,0.0,16.0,100034.540634,100069.718154,0.000351530113086,0.000496383171706
2016-04-19 19:30:00,0.00027440181489,1,1,-1.21500565318,0.0,17.0,100033.325629,100069.718154,0.000363671704724,0.000496383171706
2016-04-19 20:00:00,4.2246881114e-05,1,1,27.449326102,0.0,18.0,100060.774955,100069.718154,8.93696820097e-05,0.000496383171706
