,signals,gainAhead,safef,trade,commission,numBars,equity,maxEquity,drawdown,maxDD
2016-04-11 19:30:00,1.0,-0.000610079737422,1.0,0.0,2.0,0.0,99998.0,100000.0,0.0,0.0
2016-04-11 20:00:00,1.0,0.000708124507823,1.0,-61.0067535827,0.0,1.0,99936.9932464,100000.0,0.000630067535827,0.000630067535827
2016-04-11 20:30:00,1.0,0.00272069005484,1.0,70.7678341559,0.0,2.0,100007.761081,100007.761081,0.0,0.000630067535827
2016-04-11 21:00:00,1.0,-0.00169733840304,2.0,272.090120979,2.01,3.0,100277.841202,100277.841202,0.0,0.000630067535827
2016-04-11 21:30:00,1.0,-5.48459438377e-05,1.0,-340.410861691,2.0,4.0,99935.4303399,100277.841202,0.00341462139181,0.00341462139181
2016-04-11 22:00:00,1.0,0.00484499076709,1.0,-5.48105299981,0.0,5.0,99929.9492869,100277.841202,0.00346928005751,0.00346928005751
2016-04-11 22:30:00,1.0,-0.000509455246783,2.0,484.159681651,2.01,6.0,100412.098969,100412.098969,0.0,0.00346928005751
2016-04-11 23:00:00,1.0,-0.000382286192794,1.0,-102.31094132,2.0,7.0,100307.788027,100412.098969,0.00103882841203,0.00346928005751
2016-04-11 23:30:00,1.0,0.00273165993869,1.0,-38.3462823925,0.0,8.0,100269.441745,100412.098969,0.00142071747506,0.00346928005751
2016-04-12 00:00:00,1.0,-0.00107757968339,2.0,273.902017089,2.01,9.0,100541.333762,100541.333762,0.0,0.00346928005751
2016-04-12 00:30:00,1.0,0.00173932015005,1.0,-216.682597205,2.0,10.0,100322.651165,100541.333762,0.00217505168295,0.00346928005751
2016-04-12 01:00:00,1.0,0.00013914600651,2.0,174.493208678,2.01,11.0,100495.134373,100541.333762,0.00045950642187,0.00346928005751
2016-04-12 01:30:00,1.0,5.44408621012e-05,1.0,27.9669932434,2.0,12.0,100521.101367,100541.333762,0.000201234601994,0.00346928005751
2016-04-12 02:00:00,1.0,-0.000743984612221,1.0,5.47245541776,0.0,13.0,100526.573822,100541.333762,0.000146804695278,0.00346928005751
2016-04-12 02:30:00,1.0,0.000441880595389,1.0,-74.7902240428,0.0,14.0,100451.783598,100541.333762,0.000890680087065,0.00346928005751
2016-04-12 03:00:00,1.0,0.00163968150246,1.0,44.3876939441,0.0,15.0,100496.171292,100541.333762,0.000449193065923,0.00346928005751
2016-04-12 03:30:00,1.0,-0.00198131044356,2.0,164.781713135,2.01,16.0,100658.943005,100658.943005,0.0,0.00346928005751
2016-04-12 04:00:00,1.0,2.42102905841e-05,1.0,-398.873230027,2.0,17.0,100258.069775,100658.943005,0.00398248996125,0.00398248996125
2016-04-12 04:30:00,1.0,0.00211229671414,1.0,2.42727700266,0.0,18.0,100260.497052,100658.943005,0.0039583760879,0.00398248996125
2016-04-12 05:00:00,1.0,0.00102070398377,2.0,211.779918481,2.01,19.0,100470.266971,100658.943005,0.00187440905806,0.00398248996125
2016-04-12 05:30:00,1.0,0.000892959497047,2.0,205.100803494,0.0,20.0,100675.367774,100675.367774,0.0,0.00398248996125
2016-04-12 06:00:00,1.0,0.000198928198976,1.0,179.798051545,2.0,21.0,100853.165826,100853.165826,0.0,0.00398248996125
2016-04-12 06:30:00,1.0,0.000114511637999,1.0,20.0625386387,0.0,22.0,100873.228364,100873.228364,0.0,0.00398248996125
2016-04-12 07:00:00,1.0,3.61574294478e-05,1.0,11.5511586102,0.0,23.0,100884.779523,100884.779523,0.0,0.00398248996125
2016-04-12 07:30:00,1.0,-0.00119917805082,1.0,3.64773429795,0.0,24.0,100888.427257,100888.427257,0.0,0.00398248996125
2016-04-12 08:00:00,1.0,0.00124285059247,1.0,-120.983187549,0.0,25.0,100767.44407,100888.427257,0.00119917805082,0.00398248996125
2016-04-12 08:30:00,1.0,-0.000307314074985,2.0,125.238877563,2.02,26.0,100890.662947,100890.662947,0.0,0.00398248996125
2016-04-12 09:00:00,1.0,0.000138635226608,1.0,-62.0102415164,2.0,27.0,100826.652706,100890.662947,0.000634451589935,0.00398248996125
2016-04-12 09:30:00,1.0,-0.000216964188855,1.0,13.978125846,0.0,28.0,100840.630831,100890.662947,0.000495904320666,0.00398248996125
2016-04-12 10:00:00,1.0,-0.00176623063476,1.0,-21.878805672,0.0,29.0,100818.752026,100890.662947,0.000712760916043,0.00398248996125
2016-04-12 10:30:00,1.0,-0.00166669686045,1.0,-178.069168386,0.0,30.0,100640.682857,100890.662947,0.00247773265064,0.00398248996125
2016-04-12 11:00:00,1.0,0.00253446325633,1.0,-167.737510152,0.0,31.0,100472.945347,100890.662947,0.00414029988186,0.00414029988186
2016-04-12 11:30:00,1.0,0.00343912151563,2.0,254.644988238,2.01,32.0,100725.580335,100890.662947,0.00163625262061,0.00414029988186
2016-04-12 12:00:00,1.0,-0.0003126691119,2.0,692.815021011,0.0,33.0,101418.395356,101418.395356,0.0,0.00414029988186
2016-04-12 12:30:00,1.0,0.00134128884024,1.0,-63.4207992128,2.0,34.0,101352.974557,101418.395356,0.000645058512145,0.00414029988186
2016-04-12 13:00:00,1.0,0.000858956877962,2.0,135.943613698,2.03,35.0,101486.888171,101486.888171,0.0,0.00414029988186
2016-04-12 13:30:00,1.0,-0.000300076819666,1.0,174.345721235,2.0,36.0,101659.233892,101659.233892,0.0,0.00414029988186
2016-04-12 14:00:00,1.0,0.000588327109873,1.0,-30.505579596,0.0,37.0,101628.728313,101659.233892,0.000300076819666,0.00414029988186
2016-04-12 14:30:00,1.0,0.000539982720553,1.0,59.7909360082,0.0,38.0,101688.519249,101688.519249,0.0,0.00414029988186
2016-04-12 15:00:00,1.0,0.000731581535362,1.0,54.9100432729,0.0,39.0,101743.429292,101743.429292,0.0,0.00414029988186
2016-04-12 15:30:00,1.0,-0.000593226432732,1.0,74.4336142143,0.0,40.0,101817.862906,101817.862906,0.0,0.00414029988186
2016-04-12 16:00:00,1.0,-0.000539616872021,1.0,-60.4010476002,0.0,41.0,101757.461859,101817.862906,0.000593226432732,0.00414029988186
2016-04-12 16:30:00,1.0,0.00107981643121,1.0,-54.9100432729,0.0,42.0,101702.551815,101817.862906,0.00113252318976,0.00414029988186
2016-04-12 17:00:00,1.0,-0.000359550561798,2.0,109.820086546,2.04,43.0,101810.331902,101817.862906,7.39654527441e-05,0.00414029988186
2016-04-12 17:30:00,1.0,-0.000617450469082,1.0,-73.2119240642,2.0,44.0,101735.119978,101817.862906,0.000812656306367,0.00414029988186
2016-04-12 18:00:00,1.0,0.00113369163587,1.0,-62.8163975524,0.0,45.0,101672.30358,101817.862906,0.00142960500043,0.00414029988186
2016-04-12 18:30:00,1.0,-0.00013780624442,2.0,115.265040169,2.04,46.0,101785.52862,101817.862906,0.00031756987283,0.00414029988186
2016-04-12 19:00:00,1.0,-0.000275650475197,1.0,-28.053362871,2.0,47.0,101755.475257,101817.862906,0.000612737754116,0.00414029988186
2016-04-12 19:30:00,1.0,0.000341661072216,1.0,-28.0489451087,0.0,48.0,101727.426312,101817.862906,0.00088821932786,0.00414029988186
2016-04-12 20:00:00,1.0,-6.59120732944e-05,1.0,34.7563015477,0.0,49.0,101762.182614,101817.862906,0.000546861725612,0.00414029988186
2016-04-12 20:30:00,1.0,0.000491376934048,1.0,-6.70735643904,0.0,50.0,101755.475257,101817.862906,0.000612737754116,0.00414029988186
2016-04-13 03:00:00,1.0,-0.00281504551988,1.0,50.0002934546,0.0,51.0,101805.475551,101817.862906,0.000121661905267,0.00414029988186
2016-04-13 03:30:00,1.0,0.00178389092438,1.0,-286.587047849,0.0,52.0,101518.888503,101817.862906,0.00293636494135,0.00414029988186
2016-04-13 04:00:00,1.0,0.000611558454796,1.0,181.098623854,0.0,53.0,101699.987127,101817.862906,0.00115771217174,0.00414029988186
2016-04-13 04:30:00,1.0,0.00107856119936,1.0,62.1954869801,0.0,54.0,101762.182614,101817.862906,0.000546861725612,0.00414029988186
2016-04-13 05:00:00,1.0,0.00201713064662,1.0,109.75674173,0.0,55.0,101871.939356,101871.939356,0.0,0.00414029988186
2016-04-13 05:30:00,1.0,0.00207280503686,1.0,205.489010905,0.0,56.0,102077.428367,102077.428367,0.0,0.00414029988186
2016-04-13 06:00:00,1.0,-0.00166315952621,1.0,211.586607668,0.0,57.0,102289.014974,102289.014974,0.0,0.00414029988186
2016-04-13 06:30:00,1.0,-0.000197045511542,1.0,-170.122949681,0.0,58.0,102118.892025,102289.014974,0.00166315952621,0.00414029988186
2016-04-13 07:00:00,1.0,-0.000477780233037,1.0,-20.1220693171,0.0,59.0,102098.769955,102289.014974,0.00185987731963,0.00414029988186
2016-04-13 07:30:00,1.0,8.36515078185e-05,1.0,-48.780774102,0.0,60.0,102049.989181,102289.014974,0.00233676894005,0.00414029988186
2016-04-13 08:00:00,1.0,0.000585511575803,2.0,8.53663546786,2.04,61.0,102056.485817,102289.014974,0.00227325639699,0.00414029988186
2016-04-13 08:30:00,1.0,-0.00141515348743,1.0,119.510507663,2.0,62.0,102173.996324,102289.014974,0.00112444772294,0.00414029988186
2016-04-13 09:00:00,1.0,-0.000974670525485,1.0,-144.591887223,0.0,63.0,102029.404437,102289.014974,0.00253800994425,0.00414029988186
2016-04-13 09:30:00,1.0,0.000939708989484,1.0,-99.4450532375,0.0,64.0,101929.959384,102289.014974,0.00351020674625,0.00414029988186
2016-04-13 10:00:00,1.0,-0.00181187585959,1.0,95.7844991306,0.0,65.0,102025.743883,102289.014974,0.0025737963296,0.00414029988186
2016-04-13 10:30:00,1.0,0.000215663134184,1.0,-184.857982399,0.0,66.0,101840.885901,102289.014974,0.00438100878976,0.00438100878976
2016-04-13 11:00:00,1.0,-0.000323424950438,1.0,21.9633246414,0.0,67.0,101862.849225,102289.014974,0.00416629047766,0.00438100878976
2016-04-13 11:30:00,1.0,0.00174945629055,1.0,-32.9449869621,0.0,68.0,101829.904238,102289.014974,0.00448836794581,0.00448836794581
2016-04-13 12:00:00,1.0,-0.000777507311559,2.0,178.146966536,2.04,69.0,102006.011205,102289.014974,0.0027667073493,0.00448836794581
2016-04-13 12:30:00,1.0,-0.000568620526602,1.0,-158.620839069,2.0,70.0,101845.390366,102289.014974,0.00433697214372,0.00448836794581
2016-04-13 13:00:00,1.0,0.000808499425067,1.0,-57.9113795017,0.0,71.0,101787.478986,102289.014974,0.00490312657894,0.00490312657894
2016-04-13 13:30:00,1.0,-3.59042791917e-05,1.0,82.2951182393,0.0,72.0,101869.774104,102289.014974,0.00409859132889,0.00490312657894
2016-04-13 14:00:00,1.0,0.00171149875827,1.0,-3.65756081064,0.0,73.0,101866.116544,102289.014974,0.00413434845111,0.00490312657894
2016-04-13 14:30:00,1.0,-2.38961473436e-05,2.0,174.343731974,2.04,74.0,102038.420276,102289.014974,0.0024498691156,0.00490312657894
2016-04-13 15:00:00,1.0,-0.000328579877768,1.0,-4.87665025122,2.0,75.0,102031.543625,102289.014974,0.00251709676711,0.00490312657894
2016-04-13 15:30:00,1.0,0.000334664021227,1.0,-33.5255121329,0.0,76.0,101998.018113,102289.014974,0.00284484957753,0.00490312657894
2016-04-13 16:00:00,1.0,-0.000615336822233,1.0,34.135066899,0.0,77.0,102032.15318,102289.014974,0.0025111376251,0.00490312657894
2016-04-13 16:30:00,1.0,-0.000292913291688,1.0,-62.7841409035,0.0,78.0,101969.369039,102289.014974,0.00312492925189,0.00490312657894
2016-04-13 17:00:00,1.0,0.000717548853118,1.0,-29.8681835366,0.0,79.0,101939.500856,102289.014974,0.00341692721026,0.00490312657894
2016-04-13 17:30:00,1.0,2.9876431081e-05,1.0,73.1465719264,0.0,80.0,102012.647428,102289.014974,0.00270183016934,0.00490312657894
2016-04-13 18:00:00,1.0,-0.000478008616105,1.0,3.04777383026,0.0,81.0,102015.695201,102289.014974,0.00267203445931,0.00490312657894
2016-04-13 18:30:00,1.0,0.000860826991709,1.0,-48.7643812842,0.0,82.0,101966.93082,102289.014974,0.00314876581992,0.00490312657894
2016-04-13 19:00:00,1.0,0.000961624608033,1.0,87.7758863116,0.0,83.0,102054.706706,102289.014974,0.00229064937082,0.00490312657894
2016-04-13 19:30:00,1.0,0.000190946737794,1.0,98.1383173345,0.0,84.0,102152.845024,102289.014974,0.00133122750759,0.00490312657894
2016-04-13 20:00:00,1.0,0.0,1.0,19.5057525137,0.0,85.0,102172.350776,102289.014974,0.00114053496334,0.00490312657894
2016-04-13 20:30:00,1.0,-0.00223722989178,1.0,0.0,0.0,86.0,102172.350776,102289.014974,0.00114053496334,0.00490312657894
2016-04-13 21:00:00,1.0,-0.00118988537637,1.0,-228.58303727,0.0,87.0,101943.767739,102289.014974,0.00337521321621,0.00490312657894
2016-04-13 21:30:00,1.0,0.00102966882977,1.0,-121.301398445,0.0,88.0,101822.466341,102289.014974,0.00456108247573,0.00490312657894
2016-04-13 22:00:00,1.0,0.0,2.0,104.843419761,2.04,89.0,101925.26976,102289.014974,0.00355605354093,0.00490312657894
