,gainAhead,safef,signals,trade,commission,numBars,equity,maxEquity,drawdown,maxDD
2016-07-13,0.0,1,1,0.0,2.0,0.0,99998.0,100000.0,0.0,0.0
2016-07-14,-0.00191778313893,1,1,0.0,0.0,1.0,99998.0,100000.0,2e-05,2e-05
2016-07-15,0.00171676016007,1,1,-191.774478327,0.0,2.0,99806.2255217,100000.0,0.00193774478327,0.00193774478327
2016-07-18,-0.000473314027846,1,1,171.343351703,0.0,3.0,99977.5688734,100000.0,0.000224311266241,0.00193774478327
2016-07-19,-0.00347229128714,1,1,-47.3207858177,0.0,4.0,99930.2480876,100000.0,0.000697519124418,0.00193774478327
2016-07-20,-0.00295425128789,1,1,-346.986929756,0.0,5.0,99583.2611578,100000.0,0.00416738842198,0.00416738842198
2016-07-21,-0.000908610152604,1,1,-294.193977528,0.0,6.0,99289.0671803,100000.0,0.00710932819725,0.00710932819725
2016-07-22,-0.000948256060463,1,1,-90.2150544825,0.0,7.0,99198.8521258,100000.0,0.00801147874208,0.00801147874208
2016-07-25,-0.00128028475494,1,1,-94.0659127193,0.0,8.0,99104.7862131,100000.0,0.00895213786927,0.00895213786927
2016-07-26,-0.00180435382234,1,1,-126.88234693,0.0,9.0,98977.9038661,100000.0,0.0102209613386,0.0102209613386
2016-07-27,-0.00269557983475,1,1,-178.591159168,0.0,10.0,98799.312707,100000.0,0.0120068729303,0.0120068729303
2016-07-28,-0.000449074980413,1,1,-266.32143502,0.0,11.0,98532.991272,100000.0,0.0146700872805,0.0146700872805
2016-07-29,0.00334821324084,1,1,-44.2487011255,0.0,12.0,98488.7425708,100000.0,0.0151125742917,0.0151125742917
2016-08-03,-0.00175913678979,1,1,329.761311949,0.0,13.0,98818.5038828,100000.0,0.0118149611722,0.0151125742917
2016-08-04,-0.00138732340033,1,1,-173.835265692,0.0,14.0,98644.6686171,100000.0,0.0135533138291,0.0151125742917
2016-08-05,-0.00215784028312,1,1,-136.85205709,0.0,15.0,98507.81656,100000.0,0.0149218344,0.0151125742917
2016-08-08,-0.000260659184376,1,1,-212.564134775,0.0,16.0,98295.2524252,100000.0,0.0170474757478,0.0170474757478
2016-08-10,-0.00088266170251,1,1,-25.6215603252,0.0,17.0,98269.6308649,100000.0,0.017303691351,0.017303691351
2016-08-11,0.000802114457476,1,1,-86.7388396843,0.0,18.0,98182.8920252,100000.0,0.0181710797479,0.0181710797479
2016-08-12,0.00180934934437,1,1,78.7539171703,0.0,19.0,98261.6459424,100000.0,0.0173835405762,0.0181710797479
2016-08-15,0.00304905343229,1,1,177.789644662,0.0,20.0,98439.435587,100000.0,0.0156056441296,0.0181710797479
2016-08-16,0.00220782558839,1,1,300.14709895,0.0,21.0,98739.582686,100000.0,0.0126041731401,0.0181710797479
2016-08-17,0.000727151408196,1,1,217.999777241,0.0,22.0,98957.5824632,100000.0,0.0104241753677,0.0181710797479
2016-08-18,0.00182555963503,1,1,71.9571454398,0.0,23.0,99029.5396087,100000.0,0.00970460391325,0.0181710797479
2016-08-19,0.000407943601105,1,1,180.784330185,0.0,24.0,99210.3239389,100000.0,0.0078967606114,0.0181710797479
2016-08-22,-0.00143243293374,1,1,40.4722168144,0.0,25.0,99250.7961557,100000.0,0.00749203844326,0.0181710797479
2016-08-23,-0.000460869080438,1,1,-142.170109113,0.0,26.0,99108.6260466,100000.0,0.00891373953439,0.0181710797479
2016-08-24,-0.000197196552948,1,1,-45.6761013495,0.0,27.0,99062.9499452,100000.0,0.00937050054789,0.0181710797479
2016-08-25,-0.00114200232708,1,1,-19.534872254,0.0,28.0,99043.415073,100000.0,0.00956584927043,0.0181710797479
2016-08-26,-0.00159376038531,1,1,-113.107810495,0.0,29.0,98930.3072625,100000.0,0.0106969273754,0.0181710797479
2016-08-30,-0.0040350572477,1,1,-157.671204622,0.0,30.0,98772.6360578,100000.0,0.0122736394216,0.0181710797479
2016-08-31,-0.000190412888673,1,1,-398.553240999,0.0,31.0,98374.0828168,100000.0,0.0162591718316,0.0181710797479
2016-09-01,0.00143791786338,1,1,-18.7316932797,0.0,32.0,98355.3511236,100000.0,0.0164464887644,0.0181710797479
2016-09-02,-8.87595726595e-05,1,1,141.42691634,0.0,33.0,98496.7780399,100000.0,0.015032219601,0.0181710797479
2016-09-06,-0.00205350145296,1,1,-8.74253192716,0.0,34.0,98488.035508,100000.0,0.0151196449203,0.0181710797479
2016-09-07,0.00116003680299,1,1,-202.245324015,0.0,35.0,98285.790184,100000.0,0.0171420981604,0.0181710797479
2016-09-08,0.00389726203193,1,1,114.015133824,0.0,36.0,98399.8053178,100000.0,0.0160019468222,0.0181710797479
2016-09-09,0.00195138747075,1,1,383.489825215,0.0,37.0,98783.295143,100000.0,0.01216704857,0.0181710797479
2016-09-12,0.00210705906841,1,1,192.764484462,0.0,38.0,98976.0596275,100000.0,0.0102394037254,0.0181710797479
2016-09-13,-0.000246293371421,1,1,208.548403993,0.0,39.0,99184.6080315,100000.0,0.00815391968548,0.0181710797479
2016-09-14,0.000602038651832,1,1,-24.4285115051,0.0,40.0,99160.1795199,100000.0,0.00839820480053,0.0181710797479
2016-09-19,-0.00346081450406,1,1,59.6982607936,0.0,41.0,99219.8777807,100000.0,0.00780122219259,0.0181710797479
