,gainAhead,safef,signals,trade,commission,numBars,equity,maxEquity,drawdown,maxDD
2016-09-20,0.0018903343937,1,1,-343.381592115,0.0,42.0,98876.4961886,100000.0,0.0112350381137,0.0181710797479
2016-09-21,-0.00171947669707,1,1,186.909641474,0.0,43.0,99063.4058301,100000.0,0.009365941699,0.0181710797479
2016-09-22,-0.000247375195408,1,1,-170.337217857,0.0,44.0,98893.0686122,100000.0,0.0110693138776,0.0181710797479
2016-09-23,-0.00257719689023,1,1,-24.4636921725,0.0,45.0,98868.6049201,100000.0,0.0113139507993,0.0181710797479
2016-09-26,0.00289991825744,1,1,-254.803861141,0.0,46.0,98613.8010589,100000.0,0.0138619894107,0.0181710797479
2016-09-29,-0.000808617636461,1,1,285.971962127,0.0,47.0,98899.7730211,100000.0,0.0110022697894,0.0181710797479
2016-09-30,0.00108105465614,1,1,-79.9721007068,0.0,48.0,98819.8009203,100000.0,0.0118019907965,0.0181710797479
2016-10-04,-0.0018100939808,1,1,106.829605903,0.0,49.0,98926.6305263,100000.0,0.0107336947375,0.0181710797479
2016-10-05,0.00160468854407,1,1,-179.066498457,0.0,50.0,98747.5640278,100000.0,0.012524359722,0.0181710797479
2016-10-06,-0.000911609658466,1,1,158.45908475,0.0,51.0,98906.0231125,100000.0,0.0109397688745,0.0181710797479
2016-10-07,0.00101371647875,1,1,-90.1636859498,0.0,52.0,98815.8594266,100000.0,0.011841405734,0.0181710797479
2016-10-11,0.00438708555305,1,1,100.171265062,0.0,53.0,98916.0306917,100000.0,0.0108396930834,0.0181710797479
2016-10-12,-0.0015792522098,1,1,433.953089212,0.0,54.0,99349.9837809,100000.0,0.0065001621913,0.0181710797479
2016-10-13,0.00509313410983,1,1,-156.898681429,0.0,55.0,99193.0850994,100000.0,0.00806914900559,0.0181710797479
2016-10-14,-0.000391442832543,1,1,505.20368518,0.0,56.0,99698.2887846,100000.0,0.0030171121538,0.0181710797479
2016-10-17,0.0023421588813,1,1,-39.0261805615,0.0,57.0,99659.2626041,100000.0,0.00340737395941,0.0181710797479
2016-10-18,-0.000204030126857,1,1,233.417827012,0.0,58.0,99892.6804311,100000.0,0.00107319568929,0.0181710797479
2016-10-19,0.000794659310258,1,1,-20.3811162605,0.0,59.0,99872.2993148,100000.0,0.00127700685189,0.0181710797479
2016-10-20,-0.00152752860799,1,1,79.3644524873,0.0,60.0,99951.6637673,100000.0,0.000483362327019,0.0181710797479
2016-10-24,-8.32773142484e-05,1,1,-152.679025821,0.0,61.0,99798.9847415,100000.0,0.00201015258522,0.0181710797479
2016-10-25,-0.000156371903223,1,1,-8.31099141399,0.0,62.0,99790.6737501,100000.0,0.00209326249936,0.0181710797479
2016-10-26,0.00138885361714,1,1,-15.6044575782,0.0,63.0,99775.0692925,100000.0,0.00224930707515,0.0181710797479
2016-10-27,0.00325433475939,1,1,138.572965888,0.0,64.0,99913.6422584,100000.0,0.000863577416269,0.0181710797479
2016-10-28,0.000288100914385,1,1,325.152438939,0.0,65.0,100238.794697,100238.794697,0.0,0.0181710797479
2016-10-31,-0.000687732870078,1,1,28.8788884092,0.0,66.0,100267.673586,100267.673586,0.0,0.0181710797479
2016-11-01,-0.000494696185826,1,1,-68.9573749312,0.0,67.0,100198.716211,100267.673586,0.000687732870078,0.0181710797479
2016-11-02,0.00112781332043,1,1,-49.5679227341,0.0,68.0,100149.148288,100267.673586,0.00118208883708,0.0181710797479
2016-11-03,0.000465497767384,1,1,112.949543468,0.0,69.0,100262.097832,100267.673586,5.56086921874e-05,0.0181710797479
2016-11-04,-0.00024241427734,1,1,46.6717826938,0.0,70.0,100308.769614,100308.769614,0.0,0.0181710797479
2016-11-07,-0.00575258573453,1,1,-24.3162778969,0.0,71.0,100284.453336,100308.769614,0.00024241427734,0.0181710797479
2016-11-08,-0.00195771870477,1,1,-576.894915657,0.0,72.0,99707.5584207,100308.769614,0.00599360550295,0.0181710797479
2016-11-09,-0.00347394392908,1,1,-195.199352127,0.0,73.0,99512.3590685,100308.769614,0.00793959041412,0.0181710797479
2016-11-10,-0.00266644486173,1,1,-345.700355655,0.0,74.0,99166.6587129,100308.769614,0.0113859526513,0.0181710797479
2016-11-14,-0.00379032828035,1,1,-264.42242758,0.0,75.0,98902.2362853,100308.769614,0.0140220374981,0.0181710797479
2016-11-15,0.000893187134615,1,1,-374.871943182,0.0,76.0,98527.3643421,100308.769614,0.0177592176531,0.0181710797479
