,signals,gainAhead,safef,trade,commission,numBars,equity,maxEquity,drawdown,maxDD
2016-04-19 04:30:00,-1.0,0.000836808509167,1.0,0.0,2.0,0.0,99998.0,100000.0,0.0,0.0
2016-04-19 05:00:00,-1.0,0.000172749761605,1.0,-83.6791772997,0.0,1.0,99914.3208227,100000.0,0.000856791772997,0.000856791772997
2016-04-19 05:30:00,-1.0,0.000217627104592,1.0,-17.2601751031,0.0,2.0,99897.0606476,100000.0,0.00102939352403,0.00102939352403
2016-04-19 06:00:00,-1.0,-0.00242100646177,1.0,-21.740308066,0.0,3.0,99875.3203395,100000.0,0.00124679660469,0.00124679660469
2016-04-19 06:30:00,-1.0,-0.000983216085969,1.0,241.798795914,0.0,4.0,100117.119135,100117.119135,0.0,0.00124679660469
2016-04-19 07:00:00,-1.0,-0.000183668094426,1.0,98.4367620149,0.0,5.0,100215.555897,100215.555897,0.0,0.00124679660469
2016-04-19 07:30:00,-1.0,-0.00106061813934,1.0,18.4064001835,0.0,6.0,100233.962298,100233.962298,0.0,0.00124679660469
2016-04-19 08:00:00,-1.0,0.000201245641123,1.0,106.309958591,0.0,7.0,100340.272256,100340.272256,0.0,0.00124679660469
2016-04-19 08:30:00,-1.0,0.000454446113445,1.0,-20.1930424207,0.0,8.0,100320.079214,100340.272256,0.000201245641123,0.00124679660469
2016-04-19 09:00:00,-1.0,0.00125522722387,1.0,-45.5900700992,0.0,9.0,100274.489144,100340.272256,0.000655600299269,0.00124679660469
2016-04-19 09:30:00,-1.0,9.35045505549e-05,1.0,-125.867268633,0.0,10.0,100148.621875,100340.272256,0.00191000459579,0.00191000459579
2016-04-19 10:00:00,-1.0,-0.00193570951199,1.0,-9.36435187713,0.0,11.0,100139.257523,100340.272256,0.00200333055223,0.00200333055223
2016-04-19 10:30:00,-1.0,-0.000464916176307,1.0,193.840513311,0.0,12.0,100333.098037,100340.272256,7.14989062457e-05,0.00200333055223
2016-04-19 11:00:00,-1.0,-0.000947620535249,1.0,46.6464802962,0.0,13.0,100379.744517,100379.744517,0.0,0.00200333055223
2016-04-19 11:30:00,-1.0,-0.000396085012352,1.0,95.1219072272,0.0,14.0,100474.866424,100474.866424,0.0,0.00200333055223
2016-04-19 12:00:00,-1.0,0.000827241982183,1.0,39.7965887086,0.0,15.0,100514.663013,100514.663013,0.0,0.00200333055223
2016-04-19 12:30:00,-1.0,0.000211848955168,1.0,-83.1499490691,0.0,16.0,100431.513064,100514.663013,0.000827241982183,0.00200333055223
2016-04-19 13:00:00,-1.0,0.000975687668836,1.0,-21.2763111085,0.0,17.0,100410.236753,100514.663013,0.001038915687,0.00200333055223
2016-04-19 13:30:00,-1.0,-0.000117939663456,1.0,-97.9690298243,0.0,18.0,100312.267723,100514.663013,0.00201358969861,0.00201358969861
2016-04-19 14:00:00,-1.0,-0.00165135004805,1.0,11.8307950957,0.0,19.0,100324.098518,100514.663013,0.00189588751725,0.00201358969861
2016-04-19 14:30:00,-1.0,-0.000104248835019,1.0,165.670204908,0.0,20.0,100489.768723,100514.663013,0.000247668243142,0.00201358969861
