,gainAhead,safef,signals,trade,numBars,equity,maxEquity,drawdown,maxDD
2016-03-25 16:30:00,0.0,1,1,0.0,0.0,1.0,1.0,0.0,0.0
2016-03-25 16:31:00,1.03942565471e-05,1,1,0.0,1.0,1.0,1.0,0.0,0.0
2016-03-25 16:32:00,2.6783015101e-05,1,1,1.03942565471e-05,2.0,1.00001039426,1.00001039426,0.0,0.0
2016-03-25 16:33:00,5.96582760848e-06,1,1,2.67832934905e-05,3.0,1.00003717755,1.00003717755,0.0,0.0
2016-03-25 16:34:00,-9.38309990553e-05,1,1,5.96604940333e-06,4.0,1.0000431436,1.0000431436,0.0,0.0
2016-03-25 16:38:00,0.000108733551901,1,1,-9.38350472623e-05,5.0,0.999949308552,1.0000431436,9.38309990553e-05,9.38309990553e-05
2016-03-25 16:39:00,7.44592758491e-06,1,1,0.00010872804004,6.0,1.00005803659,1.00005803659,0.0,9.38309990553e-05
2016-03-25 16:44:00,3.11268571811e-05,1,1,7.44635972117e-06,7.0,1.00006548295,1.00006548295,0.0,9.38309990553e-05
2016-03-25 16:46:00,1.05255779807e-06,1,1,3.11288954596e-05,8.0,1.00009661185,1.00009661185,0.0,9.38309990553e-05
2016-03-25 16:48:00,3.62579968761e-05,1,1,1.05265948762e-06,9.0,1.00009766451,1.00009766451,0.0,9.38309990553e-05
2016-03-25 16:50:00,-2.84327263485e-05,1,1,3.62615379955e-05,10.0,1.00013392604,1.00013392604,0.0,9.38309990553e-05
2016-03-27 19:00:00,0.000185763166629,1,1,-2.84365342311e-05,11.0,1.00010548951,1.00013392604,2.84327263485e-05,9.38309990553e-05
2016-03-27 19:01:00,1.46696074483e-05,1,1,0.000185782762694,12.0,1.00029127227,1.00029127227,0.0,9.38309990553e-05
2016-03-27 19:02:00,-9.22744679513e-07,1,1,1.46738802982e-05,13.0,1.00030594615,1.00030594615,0.0,9.38309990553e-05
2016-03-27 19:03:00,1.293075544e-05,1,1,-9.23026989698e-07,14.0,1.00030502313,1.00030594615,9.22744679544e-07,9.38309990553e-05
2016-03-27 19:04:00,-3.3271812029e-06,1,1,1.29346996194e-05,15.0,1.00031795783,1.00031795783,0.0,9.38309990553e-05
2016-03-27 19:05:00,-1.19065212085e-05,1,1,-3.3282391062e-06,16.0,1.00031462959,1.00031795783,3.32718120279e-06,9.38309990553e-05
2016-03-27 19:06:00,3.1139435267e-07,1,1,-1.19102673523e-05,17.0,1.00030271932,1.00031795783,1.52336627962e-05,9.38309990553e-05
2016-03-27 19:07:00,-3.19921641989e-06,1,1,3.11488617756e-07,18.0,1.00030303081,1.00031795783,1.49222731871e-05,9.38309990553e-05
2016-03-27 19:08:00,-1.59341017134e-06,1,1,-3.20018588103e-06,19.0,1.00029983062,1.00031795783,1.81214418674e-05,9.38309990553e-05
2016-03-27 19:09:00,-6.26160476552e-06,1,1,-1.5938879245e-06,20.0,1.00029823673,1.00031795783,1.97148231638e-05,9.38309990553e-05
2016-03-27 19:10:00,1.85246974246e-05,1,1,-6.26347220608e-06,21.0,1.00029197326,1.00031795783,2.59763044829e-05,9.38309990553e-05
2016-03-27 19:11:00,7.49115157579e-06,1,1,1.8530106141e-05,22.0,1.00031050337,1.00031795783,7.45208826132e-06,9.38309990553e-05
2016-03-27 19:12:00,-2.40832956729e-06,1,1,7.49347760359e-06,23.0,1.00031799685,1.00031799685,0.0,9.38309990553e-05
2016-03-27 19:13:00,1.23661577068e-05,1,1,-2.4090954085e-06,24.0,1.00031558775,1.00031799685,2.40832956729e-06,9.38309990553e-05
2016-03-27 19:14:00,-7.49002251424e-06,1,1,1.23700603147e-05,25.0,1.00032795781,1.00032795781,0.0,9.38309990553e-05
