,signals,gainAhead,safef,trade,numBars,equity,maxEquity,drawdown,maxDD
2016-04-03 17:15:00,1.0,-0.000171087149162,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2016-04-03 17:30:00,1.0,-0.000469473268543,1.0,-0.000171087149162,1.0,0.999828912851,1.0,0.000171087149162,0.000171087149162
2016-04-03 18:00:00,1.0,0.000144858828487,1.0,-0.0004693929477,2.0,0.999359519903,1.0,0.000640480096862,0.000640480096862
2016-04-03 18:30:00,1.0,7.90024622435e-05,1.0,0.000144766049291,3.0,0.999504285952,1.0,0.000495714047571,0.000640480096862
2016-04-03 19:00:00,1.0,0.000153603763731,1.0,7.89632996132e-05,4.0,0.999583249252,1.0,0.000416750747958,0.000640480096862
2016-04-03 19:30:00,1.0,0.000710856801846,1.0,0.000153539749247,5.0,0.999736789001,1.0,0.000263210998711,0.000640480096862
2016-04-03 20:00:00,1.0,0.000298172378714,1.0,0.000710669696518,6.0,1.0004474587,1.0004474587,0.0,0.000640480096862
2016-04-03 20:30:00,1.0,0.000227946204696,1.0,0.000298305798538,7.0,1.0007457645,1.0007457645,0.0,0.000640480096862
2016-04-03 21:00:00,1.0,-0.000188451020265,1.0,0.000228116198882,8.0,1.0009738807,1.0009738807,0.0,0.000640480096862
2016-04-03 21:30:00,1.0,-0.000385739897341,1.0,-0.000188634549076,9.0,1.00078524615,1.0009738807,0.000188451020265,0.000640480096862
2016-04-03 22:00:00,1.0,-0.000394658948892,1.0,-0.000386042798108,10.0,1.00039920335,1.0009738807,0.000574118224528,0.000640480096862
2016-04-03 22:30:00,1.0,-0.000600995810577,1.0,-0.000394816498065,11.0,1.00000438685,1.0009738807,0.000968550592525,0.000968550592525
2016-04-03 23:00:00,1.0,-0.000307262815054,1.0,-0.000600998447055,12.0,0.999403388403,1.0009738807,0.00156896430825,0.00156896430825
2016-04-03 23:30:00,1.0,-0.000210759260235,1.0,-0.000307079498495,13.0,0.999096308904,1.0009738807,0.00187574503892,0.00187574503892
2016-04-04 00:00:00,1.0,-0.000153711023276,1.0,-0.000210568798968,14.0,0.998885740105,1.0009738807,0.00208610896852,0.00208610896852
2016-04-04 00:30:00,1.0,0.000245975446379,1.0,-0.000153539749248,15.0,0.998732200356,1.0009738807,0.00223949933385,0.00223949933385
2016-04-04 01:00:00,1.0,0.000425959836818,1.0,0.000245663598796,16.0,0.998977863955,1.0009738807,0.00199407474932,0.00223949933385
2016-04-04 01:30:00,1.0,-0.000228252376897,1.0,0.000425524447915,17.0,0.999403388403,1.0009738807,0.00156896430825,0.00223949933385
2016-04-04 02:00:00,1.0,-0.00113713196878,1.0,-0.000228116198882,18.0,0.999175272204,1.0009738807,0.00179685856532,0.00223949933385
2016-04-04 02:30:00,1.0,0.000650529434259,1.0,-0.00113619414443,19.0,0.99803907806,1.0009738807,0.00293194726878,0.00293194726878
2016-04-04 03:00:00,1.0,-0.000755529199886,1.0,0.000649253796819,20.0,0.998688331856,1.0009738807,0.00228332515251,0.00293194726878
2016-04-04 03:30:00,-1.0,-0.000382446160812,1.0,-0.000754538196303,21.0,0.99793379366,1.0009738807,0.00303712923357,0.00303712923357
2016-04-04 04:00:00,-1.0,0.000114337983078,1.0,0.00038165594813,22.0,0.998315449608,1.0009738807,0.00265584461118,0.00303712923357
2016-04-04 04:30:00,1.0,-0.000496873653384,1.0,-0.000114145374984,23.0,0.998201304233,1.0009738807,0.00276987893034,0.00303712923357
2016-04-04 05:00:00,1.0,-5.7190872337e-05,1.0,-0.000495979928847,24.0,0.997705324304,1.0009738807,0.00326537630386,0.00326537630386
2016-04-04 05:30:00,1.0,-0.00032996621146,1.0,-5.70596378322e-05,25.0,0.997648264667,1.0009738807,0.00332238042648,0.00332238042648
2016-04-04 06:00:00,1.0,0.000202446076727,1.0,-0.000329190218262,26.0,0.997319074448,1.0009738807,0.00365125036466,0.00365125036466
2016-04-04 06:30:00,1.0,-8.80022176559e-05,1.0,0.000201903333867,27.0,0.997520977782,1.0009738807,0.00344954346924,0.00365125036466
2016-04-04 07:00:00,1.0,0.00107372154528,1.0,-8.77840582031e-05,28.0,0.997433193724,1.0009738807,0.00353724211942,0.00365125036466
2016-04-04 07:30:00,-1.0,0.000857176767433,1.0,0.00107096551008,29.0,0.998504159234,1.0009738807,0.00246731858722,0.00365125036466
2016-04-04 08:00:00,-1.0,0.00117705963476,1.0,-0.00085589456748,30.0,0.997648264667,1.0009738807,0.00332238042648,0.00365125036466
2016-04-04 08:30:00,-1.0,0.000636093246883,1.0,-0.00117429150203,31.0,0.996473973165,1.0009738807,0.00449552942135,0.00449552942135
2016-04-04 09:00:00,-1.0,-0.000517319234192,1.0,-0.000633850365025,32.0,0.9958401228,1.0009738807,0.00512876309232,0.00512876309232
2016-04-04 09:30:00,-1.0,-0.0014211710625,1.0,0.000515167249705,33.0,0.996355290049,1.0009738807,0.00461409706593,0.00512876309232
2016-04-04 10:00:00,1.0,-0.0001405623372,1.0,0.00141599130619,34.0,0.997771281355,1.0009738807,0.00319948342466,0.00512876309232
2016-04-04 10:30:00,1.0,8.78638110928e-05,1.0,-0.000140249063299,35.0,0.997631032292,1.0009738807,0.00333959603499,0.00512876309232
2016-04-04 11:00:00,1.0,0.000294317907268,1.0,8.76556645616e-05,36.0,0.997718687957,1.0009738807,0.00325202565353,0.00512876309232
2016-04-04 11:30:00,1.0,0.000860736368746,1.0,0.000293646476281,37.0,0.998012334433,1.0009738807,0.00295866487565,0.00512876309232
2016-04-04 12:00:00,1.0,-1.31632062061e-05,1.0,0.000859025512704,38.0,0.998871359946,1.0009738807,0.00210047513736,0.00512876309232
2016-04-04 12:30:00,1.0,0.000359799039074,1.0,-1.31483496843e-05,39.0,0.998858211596,1.0009738807,0.00211361069458,0.00512876309232
2016-04-04 13:00:00,1.0,-0.000359669630286,1.0,0.000359388224703,40.0,0.999217599821,1.0009738807,0.0017545721306,0.00512876309232
2016-04-04 13:30:00,1.0,0.000605515456001,1.0,-0.000359388224703,41.0,0.998858211596,1.0009738807,0.00211361069458,0.00512876309232
2016-04-04 14:00:00,1.0,-5.70067925786e-05,1.0,0.000604824085475,42.0,0.999463035681,1.0009738807,0.00150937506252,0.00512876309232
