,signals,gainAhead,safef,trade,commission,numBars,equity,maxEquity,drawdown,maxDD
2016-04-22 05:00:00,1.0,-0.00127573055508,1.0,0.0,2.0,0.0,99998.0,100000.0,0.0,0.0
2016-04-22 05:30:00,1.0,0.000341516421618,1.0,-127.570504046,0.0,1.0,99870.429496,100000.0,0.00129570504046,0.00129570504046
2016-04-22 06:00:00,1.0,0.000181784323984,1.0,34.1073917069,0.0,2.0,99904.5368877,100000.0,0.000954631123396,0.00129570504046
2016-04-22 06:30:00,1.0,-0.00148060802454,1.0,18.1610787011,0.0,3.0,99922.6979664,100000.0,0.000773020336385,0.00129570504046
2016-04-22 07:00:00,1.0,0.000572699545836,1.0,-147.946348443,0.0,4.0,99774.7516179,100000.0,0.00225248382081,0.00225248382081
2016-04-22 07:30:00,1.0,0.000244034466541,1.0,57.1409549375,0.0,5.0,99831.8925729,100000.0,0.00168107427144,0.00225248382081
2016-04-22 08:00:00,1.0,-0.000643206629021,1.0,24.3624226478,0.0,6.0,99856.2549955,100000.0,0.00143745004496,0.00225248382081
2016-04-22 08:30:00,1.0,-0.000909946379745,1.0,-64.2282051623,0.0,7.0,99792.0267903,100000.0,0.00207973209658,0.00225248382081
2016-04-22 09:00:00,1.0,0.000182155027257,1.0,-90.8053935053,0.0,8.0,99701.2213968,100000.0,0.00298778603164,0.00298778603164
2016-04-22 09:30:00,1.0,-0.000430873651854,1.0,18.1610787011,0.0,9.0,99719.3824755,100000.0,0.00280617524463,0.00298778603164
2016-04-22 10:00:00,-1.0,-0.000177756447004,1.0,-42.9664544879,2.0,10.0,99674.416021,100000.0,0.0032558397895,0.0032558397895
2016-04-22 10:30:00,-1.0,0.00120451403859,1.0,17.7177700491,0.0,11.0,99692.1337911,100000.0,0.00307866208901,0.0032558397895
2016-04-22 11:00:00,-1.0,-0.00202434541725,1.0,-120.080574688,0.0,12.0,99572.0532164,100000.0,0.0042794678359,0.0042794678359
2016-04-22 11:30:00,-1.0,9.34155390077e-05,1.0,201.568229615,0.0,13.0,99773.621446,100000.0,0.00226378553974,0.0042794678359
2016-04-22 12:00:00,-1.0,-0.00021350128768,1.0,-9.32040662613,0.0,14.0,99764.3010394,100000.0,0.002356989606,0.0042794678359
2016-04-22 12:30:00,-1.0,-0.000871983094205,1.0,21.2998067364,0.0,15.0,99785.6008461,100000.0,0.00214399153864,0.0042794678359
2016-04-22 13:00:00,-1.0,-0.000516522025657,1.0,87.0113569829,0.0,16.0,99872.6122031,100000.0,0.00127387796881,0.0042794678359
2016-04-22 13:30:00,-1.0,-0.000191568320837,1.0,51.5864039628,0.0,17.0,99924.1986071,100000.0,0.000758013929183,0.0042794678359
2016-04-22 14:00:00,-1.0,-6.23830318156e-05,1.0,19.1423109381,0.0,18.0,99943.340918,100000.0,0.000566590819802,0.0042794678359
2016-04-22 14:30:00,-1.0,0.000717449622559,1.0,6.23476861624,0.0,19.0,99949.5756866,100000.0,0.000504243133639,0.0042794678359
2016-04-22 15:00:00,-1.0,-4.45301402257e-06,1.0,-71.7087853513,0.0,20.0,99877.8669013,100000.0,0.00122133098715,0.0042794678359
2016-04-22 15:30:00,-1.0,0.000525457994532,1.0,0.444757541856,0.0,21.0,99878.3116588,100000.0,0.00121688341173,0.0042794678359
2016-04-22 16:00:00,-1.0,-0.00106371615246,1.0,-52.4818573415,0.0,22.0,99825.8298015,100000.0,0.00174170198515,0.0042794678359
2016-04-22 16:30:00,-1.0,0.00064158257034,1.0,106.186347593,0.0,23.0,99932.0161491,100000.0,0.00067983850922,0.0042794678359
2016-04-22 17:00:00,-1.0,-0.000360658803414,1.0,-64.1146397802,0.0,24.0,99867.9015093,100000.0,0.00132098490702,0.0042794678359
2016-04-22 17:30:00,-1.0,0.000498868637198,1.0,36.0182378579,0.0,25.0,99903.9197472,100000.0,0.000960802528444,0.0042794678359
2016-04-24 19:30:00,-1.0,0.000102395156264,1.0,-49.838932295,0.0,26.0,99854.0808149,100000.0,0.00145919185139,0.0042794678359
2016-04-24 20:00:00,-1.0,-2.67090450181e-05,1.0,-10.2245742086,0.0,27.0,99843.8562407,100000.0,0.00156143759348,0.0042794678359
2016-04-24 20:30:00,-1.0,0.000271549210504,1.0,2.66673405111,0.0,28.0,99846.5229747,100000.0,0.00153477025297,0.0042794678359
2016-04-24 21:00:00,-1.0,-0.000694265191501,1.0,-27.1132444853,0.0,29.0,99819.4097302,100000.0,0.00180590269782,0.0042794678359
2016-04-24 21:30:00,-1.0,0.000436443961486,1.0,69.3011416119,0.0,30.0,99888.7108718,100000.0,0.0011128912817,0.0042794678359
2016-04-24 22:00:00,-1.0,0.00059650997151,1.0,-43.5958246806,0.0,31.0,99845.1150471,100000.0,0.00154884952851,0.0042794678359
2016-04-24 22:30:00,-1.0,0.000271383700962,1.0,-59.5586067322,0.0,32.0,99785.5564404,100000.0,0.00214443559583,0.0042794678359
2016-04-24 23:00:00,-1.0,0.000293548602308,1.0,-27.0801736093,0.0,33.0,99758.4762668,100000.0,0.00241523733192,0.0042794678359
2016-04-24 23:30:00,-1.0,-1.33392025824e-05,1.0,-29.2839612765,0.0,34.0,99729.1923055,100000.0,0.00270807694469,0.0042794678359
2016-04-25 00:00:00,-1.0,-0.000124500884846,1.0,1.33030789954,0.0,35.0,99730.5226134,100000.0,0.00269477386569,0.0042794678359
2016-04-25 00:30:00,-1.0,-3.11290968115e-05,1.0,12.4165383115,0.0,36.0,99742.9391517,100000.0,0.00257060848258,0.0042794678359
2016-04-25 01:00:00,-1.0,-0.00016899178611,1.0,3.10490760912,0.0,37.0,99746.0440594,100000.0,0.00253955940649,0.0042794678359
2016-04-25 01:30:00,-1.0,0.000257978427666,1.0,16.856262143,0.0,38.0,99762.9003215,100000.0,0.00237099678506,0.0042794678359
