,signals,gainAhead,safef,trade,numBars,equity,maxEquity,drawdown,maxDD
2016-03-23 07:34:00,-1.0,0.000436753023872,5.0,0.0,0.0,1.0,1.0,0.0,0.0
2016-03-23 07:35:00,-1.0,-0.000112992609256,3.33983511751,-0.00218376511936,1.0,0.997816234881,1.0,0.00218376511936,0.00218376511936
2016-03-23 07:36:00,-1.0,5.13660809225e-06,3.33983511751,0.000376552582372,2.0,0.998192787463,1.0,0.00180721253699,0.00218376511936
2016-03-23 07:37:00,-1.0,0.000138687706105,3.33983511751,-1.71244205939e-05,3.0,0.998175663042,1.0,0.00182433695758,0.00218376511936
2016-03-23 07:38:00,-1.0,-1.02717388514e-05,3.33983511751,-0.000462349049155,4.0,0.997713313993,1.0,0.00228668600674,0.00228668600674
2016-03-23 07:39:00,-1.0,6.67669883466e-05,3.33983511751,3.42274672799e-05,5.0,0.997747541461,1.0,0.00225245853946,0.00228668600674
2016-03-23 07:40:00,-1.0,-0.000215694330321,3.33983511751,-0.000222488454991,6.0,0.997525053006,1.0,0.00247494699445,0.00247494699445
2016-03-23 07:41:00,-1.0,7.70503087148e-05,3.33983511751,0.000718600588076,7.0,0.998243653594,1.0,0.00175634640637,0.00247494699445
2016-03-23 07:42:00,-1.0,-6.67717894325e-05,3.33983511751,-0.000256883356884,8.0,0.997986770237,1.0,0.00201322976326,0.00247494699445
2016-03-23 07:43:00,-1.0,7.70495171563e-05,3.33983511751,0.000222557803344,9.0,0.99820932804,1.0,0.00179067195991,0.00247494699445
2016-03-23 07:44:00,-1.0,4.62261485915e-05,3.33983511751,-0.000256871884766,10.0,0.997952456155,1.0,0.00204754384468,0.00247494699445
2016-03-23 07:45:00,-1.0,-4.62240118334e-05,3.33983511751,-0.000154071598799,11.0,0.997798384557,1.0,0.00220161544348,0.00247494699445
2016-03-23 07:46:00,-1.0,-8.21798197179e-05,3.33983511751,0.000154040691329,12.0,0.997952425248,1.0,0.00204757475215,0.00247494699445
2016-03-23 07:47:00,-1.0,-8.73232346582e-05,3.33983511751,0.000273905056047,13.0,0.998226330304,1.0,0.0017736696961,0.00247494699445
2016-03-23 07:48:00,-1.0,9.24679701226e-05,3.33983511751,0.000291127923423,14.0,0.998517458227,1.0,0.00148254177268,0.00247494699445
