,gainAhead,safef,signals,trade,commission,numBars,equity,maxEquity,drawdown,maxDD
2016-04-19 11:00:00,0.0,1,1,0.0,2.0,0.0,99998.0,100000.0,0.0,0.0
2016-04-19 11:30:00,0.000278918761916,1,1,0.0,0.0,1.0,99998.0,100000.0,2e-05,2e-05
2016-04-19 12:00:00,-0.000169418842158,1,1,27.8913183541,0.0,2.0,100025.891318,100025.891318,0.0,2e-05
2016-04-19 12:30:00,-0.000646029181693,1,1,-16.946270693,0.0,3.0,100008.945048,100025.891318,0.000169418842158,0.000169418842158
2016-04-19 13:00:00,-0.000626557726686,1,1,-64.6086969312,0.0,4.0,99944.3363507,100025.891318,0.000815338574336,0.000815338574336
2016-04-19 13:30:00,-2.36411133428e-05,1,1,-62.620896179,0.0,5.0,99881.7154546,100025.891318,0.00144138544434,0.00144138544434
2016-04-19 14:00:00,0.000171036056442,1,1,-2.36131495594,0.0,6.0,99879.3541396,100025.891318,0.00146499248172,0.00146499248172
2016-04-19 14:30:00,0.000729833099456,1,1,17.0829708521,0.0,7.0,99896.4371104,100025.891318,0.00129420699182,0.00146499248172
2016-04-19 15:00:00,0.000227593985269,1,1,72.907726321,0.0,8.0,99969.3448368,100025.891318,0.000565318447462,0.00146499248172
2016-04-19 15:30:00,0.000242829855464,1,1,22.7524215961,0.0,9.0,99992.0972584,100025.891318,0.000337853125272,0.00146499248172
2016-04-19 16:00:00,0.000115682099285,1,1,24.2810665248,0.0,10.0,100016.378325,100025.891318,9.5105310633e-05,0.00146499248172
2016-04-19 16:30:00,-0.000126758498017,1,1,11.5701046075,0.0,11.0,100027.948429,100027.948429,0.0,0.00146499248172
2016-04-19 17:00:00,0.000225012278089,1,1,-12.6793925026,0.0,12.0,100015.269037,100027.948429,0.000126758498017,0.00146499248172
2016-04-19 17:30:00,-0.000512398317874,1,1,22.5046635297,0.0,13.0,100037.773701,100037.773701,0.0,0.00146499248172
2016-04-19 18:00:00,0.000177665381956,1,1,-51.259186968,0.0,14.0,99986.5145136,100037.773701,0.000512398317874,0.00146499248172
2016-04-19 18:30:00,8.4609148987e-05,1,1,17.7641422915,0.0,15.0,100004.278656,100037.773701,0.000334823971361,0.00146499248172
2016-04-19 19:00:00,-0.000378692688567,1,1,8.46127691213,0.0,16.0,100012.739933,100037.773701,0.000250243151545,0.00146499248172
2016-04-19 19:30:00,-0.000396141726956,1,1,-37.8740933761,0.0,17.0,99974.8658394,100037.773701,0.00062884107486,0.00146499248172
2016-04-19 20:00:00,-0.000153285708246,1,1,-39.6042160058,0.0,18.0,99935.2616234,100037.773701,0.00102473369163,0.00146499248172
2016-04-19 20:30:00,-0.000482130306416,1,1,-15.3186473567,0.0,19.0,99919.942976,100037.773701,0.00117786232284,0.00146499248172
2016-04-19 21:00:00,-0.000869166413631,1,1,-48.1744327241,0.0,20.0,99871.7685433,100037.773701,0.00165942474614,0.00165942474614
2016-04-19 21:30:00,1.98709975746e-05,1,1,-86.8051868878,0.0,21.0,99784.9633564,100037.773701,0.00252714884351,0.00252714884351
2016-04-19 22:00:00,-0.00032821533499,1,1,1.98282676484,0.0,22.0,99786.9461832,100037.773701,0.00250732806291,0.00252714884351
2016-04-19 22:30:00,-0.000104273264529,1,1,-32.7516059692,0.0,23.0,99754.1945772,100037.773701,0.00283472045438,0.00283472045438
2016-04-19 23:00:00,9.18211017039e-06,1,1,-10.401695519,0.0,24.0,99743.7928817,100037.773701,0.00293869813335,0.00293869813335
