,signals,gainAhead,safef,safef,trade,numBars,equity,maxEquity,drawdown,maxDD
2016-03-20 22:55:00,1.0,-9.9508428364e-05,3.30639884627,3.30639884627,0.0,0.0,1.0,1.0,0.0,0.0
2016-03-20 22:56:00,1.0,0.000152594774624,2.84355059198,2.84355059198,-0.000329014552737,1.0,0.999670985447,1.0,0.000329014552737,0.000329014552737
2016-03-20 22:57:00,1.0,0.000424546763163,3.44011746838,3.44011746838,0.000433768198694,2.0,1.00010475365,1.00010475365,0.0,0.000329014552737
2016-03-20 22:58:00,1.0,-4.64150968416e-05,3.27120495352,3.27120495352,0.00146064372783,3.0,1.00156539737,1.00156539737,0.0,0.000329014552737
2016-03-20 22:59:00,1.0,6.63103590027e-06,3.8952720023,3.8952720023,-0.000152070974147,4.0,1.0014133264,1.00156539737,0.000151833294706,0.000329014552737
2016-03-20 23:00:00,1.0,9.28338870212e-05,3.8952720023,3.8952720023,2.58661942692e-05,5.0,1.00143919259,1.00156539737,0.000126007528025,0.000329014552737
2016-03-20 23:01:00,1.0,-2.65215056258e-05,3.8952720023,3.8952720023,0.000362133672077,6.0,1.00180132627,1.00180132627,0.0,0.000329014552737
2016-03-20 23:02:00,1.0,-0.000119349940657,3.8952720023,3.8952720023,-0.000103494570599,7.0,1.0016978317,1.00180132627,0.000103308478323,0.000329014552737
2016-03-20 23:03:00,1.0,3.31567185458e-05,3.8952720023,3.8952720023,-0.00046568980509,8.0,1.00123214189,1.00180132627,0.000568160932477,0.000568160932477
2016-03-20 23:04:00,1.0,-3.97867430572e-05,3.8952720023,3.8952720023,0.000129313574032,9.0,1.00136145546,1.00180132627,0.000439079875543,0.000568160932477
2016-03-20 23:05:00,1.0,-0.000245361344315,3.8952720023,3.8952720023,-0.000155191184915,10.0,1.00120626428,1.00180132627,0.000593992013156,0.000593992013156
2016-03-20 23:06:00,1.0,-0.0002188895006,3.8952720023,3.8952720023,-0.000956902061047,11.0,1.00024936222,1.00180132627,0.00154917348074,0.00154917348074
2016-03-20 23:07:00,1.0,-9.95170107743e-05,3.8952720023,3.8952720023,-0.000852846758028,12.0,0.99939651546,1.00180132627,0.00240048674582,0.00240048674582
2016-03-20 23:08:00,1.0,0.000159243064633,3.8952720023,3.8952720023,-0.000387411887559,13.0,0.999009103573,1.00180132627,0.00278720203297,0.00278720203297
2016-03-20 23:09:00,1.0,-5.97066413688e-05,3.8952720023,3.8952720023,0.000619680403074,14.0,0.999628783976,1.00180132627,0.00216863586938,0.00278720203297
2016-03-20 23:10:00,1.0,0.000225571891089,3.8952720023,3.8952720023,-0.000232487273425,15.0,0.999396296702,1.00180132627,0.00240070511038,0.00278720203297
2016-03-20 23:11:00,1.0,6.63297117312e-05,3.8952720023,3.8952720023,0.000878133419587,16.0,1.00027443012,1.00180132627,0.00152415065137,0.00278720203297
2016-03-20 23:12:00,1.0,-1.98975937178e-05,3.8952720023,3.8952720023,0.00025844317416,17.0,1.0005328733,1.00180132627,0.0012661721806,0.00278720203297
2016-03-20 23:13:00,1.0,-3.31633160663e-05,3.8952720023,3.8952720023,-7.75478408872e-05,18.0,1.00045532546,1.00180132627,0.0013435805837,0.00278720203297
2016-03-20 23:14:00,1.0,0.0,3.8952720023,3.8952720023,-0.000129238955581,19.0,1.0003260865,1.00180132627,0.00147258715635,0.00278720203297
2016-03-20 23:15:00,1.0,0.00011939189727,3.8952720023,3.8952720023,0.0,20.0,1.0003260865,1.00180132627,0.00147258715635,0.00278720203297
2016-03-20 23:16:00,1.0,2.65283654547e-05,3.8952720023,3.8952720023,0.000465215565801,21.0,1.00079130207,1.00180132627,0.00100820808876,0.00278720203297
2016-03-20 23:17:00,1.0,-6.63191542985e-06,3.8952720023,3.8952720023,0.000103416968579,22.0,1.00089471903,1.00180132627,0.000904977072923,0.00278720203297
2016-03-20 23:18:00,1.0,-7.29515535365e-05,3.8952720023,3.8952720023,-2.58562278747e-05,23.0,1.00086886281,1.00180132627,0.000930786809042,0.00278720203297
2016-03-20 23:19:00,1.0,0.000271930173637,3.8952720023,3.8952720023,-0.000284413045408,24.0,1.00058444976,1.00180132627,0.00121468845496,0.00278720203297
2016-03-20 23:20:00,1.0,-0.000523820574877,3.8952720023,3.8952720023,0.00105986106568,25.0,1.00164431083,1.00180132627,0.000156733112028,0.00278720203297
2016-03-20 23:21:00,1.0,-5.97070374694e-05,3.8952720023,3.8952720023,-0.00204377871019,26.0,0.999600532116,1.00180132627,0.00219683692963,0.00278720203297
2016-03-20 23:22:00,1.0,0.000152593762232,3.8952720023,3.8952720023,-0.000232482245091,27.0,0.999368049871,1.00180132627,0.00242890115134,0.00278720203297
2016-03-20 23:23:00,1.0,-4.64344941957e-05,3.8952720023,3.8952720023,0.000594018582252,28.0,0.999962068453,1.00180132627,0.00183595066637,0.00278720203297
2016-03-20 23:24:00,1.0,-7.29718792912e-05,3.8952720023,3.8952720023,-0.000180868124314,29.0,0.999781200329,1.00180132627,0.00201649357401,0.00278720203297
2016-03-20 23:25:00,1.0,-0.000298543109625,3.8952720023,3.8952720023,-0.000284183125576,30.0,0.999497017204,1.00180132627,0.00230016571351,0.00278720203297
2016-03-20 23:26:00,1.0,-4.64539077691e-05,3.8952720023,3.8952720023,-0.00116232169438,31.0,0.998334695509,1.00180132627,0.00346039745198,0.00346039745198
