,price_diff,profit,total,returns,accuracy,equity
2016-05-25 00:00:00,-0.001,-20.0000000001,-20.0000000001,,0.0,-20.0000000001
2016-05-25 00:30:00,0.044,880.0,860.0,-43.9999999998,0.5,860.0
2016-05-25 01:00:00,0.012,-240.0,620.0,-0.279069767442,0.166666666667,620.0
2016-05-25 01:30:00,-0.022,-440.0,180.0,-0.709677419355,0.166666666667,180.0
2016-05-25 02:00:00,0.055,1100.0,1280.0,6.11111111112,0.366666666667,1280.0
2016-05-25 02:30:00,0.224,4480.0,5760.0,3.5,0.366666666667,5760.0
2016-05-25 03:00:00,-0.099,1980.0,7740.0,0.34375,0.366666666667,7740.0
2016-05-25 03:30:00,0.004,-80.0000000001,7660.0,-0.0103359173127,0.241666666667,7660.0
2016-05-25 04:00:00,-0.05,1000.0,8660.0,0.130548302872,0.352777777778,8660.0
2016-05-25 04:30:00,0.01,-200.0,8460.0,-0.0230946882217,0.252777777778,8460.0
2016-05-25 05:00:00,-0.067,-1340.0,7120.0,-0.158392434988,0.252777777778,7120.0
2016-05-25 05:30:00,0.117,2340.0,9460.0,0.328651685393,0.336111111111,9460.0
2016-05-25 06:00:00,0.101,2020.0,11480.0,0.213530655391,0.336111111111,11480.0
2016-05-25 06:30:00,-0.066,1320.0,12800.0,0.114982578397,0.336111111111,12800.0
2016-05-25 07:00:00,-0.019,380.0,13180.0,0.0296875,0.336111111111,13180.0
2016-05-25 07:30:00,-0.087,1740.0,14920.0,0.132018209408,0.336111111111,14920.0
2016-05-25 08:00:00,0.009,-180.0,14740.0,-0.0120643431635,0.277287581699,14740.0
2016-05-25 08:30:00,0.014,280.0,15020.0,0.0189959294437,0.332843137255,15020.0
2016-05-25 09:00:00,-0.02,-400.0,14620.0,-0.0266311584554,0.280211558308,14620.0
2016-05-25 09:30:00,0.031,-620.0,14000.0,-0.0424076607387,0.280211558308,14000.0
2016-05-25 10:00:00,0.05,-1000.0,13000.0,-0.0714285714286,0.280211558308,13000.0
2016-05-25 10:30:00,-0.034,680.0,13680.0,0.0523076923077,0.325666103762,13680.0
2016-05-25 11:00:00,-0.064,-1280.0,12400.0,-0.093567251462,0.282187842893,12400.0
2016-05-25 11:30:00,-0.015,300.0,12700.0,0.0241935483871,0.323854509559,12700.0
2016-05-25 12:00:00,0.059,-1180.0,11520.0,-0.0929133858268,0.283854509559,11520.0
2016-05-25 12:30:00,0.1,2000.0,13520.0,0.173611111111,0.322316048021,13520.0
2016-05-25 13:00:00,0.111,2220.0,15740.0,0.164201183432,0.322316048021,15740.0
2016-05-25 13:30:00,-0.000999999999991,19.9999999998,15760.0,0.00127064803048,0.322316048021,15760.0
2016-05-25 14:00:00,0.059,-1180.0,14580.0,-0.0748730964467,0.2878332894,14580.0
2016-05-25 14:30:00,0.046,-920.0,13660.0,-0.0631001371742,0.2878332894,13660.0
2016-05-25 15:00:00,-0.053,1060.0,14720.0,0.0775988286969,0.320091353916,14720.0
2016-05-25 15:30:00,-0.043,860.0,15580.0,0.0584239130435,0.320091353916,15580.0
2016-05-25 16:00:00,0.06,-1200.0,14380.0,-0.0770218228498,0.289788323613,14380.0
2016-05-25 16:30:00,0.067,-1340.0,13040.0,-0.0931849791377,0.289788323613,13040.0
2016-05-25 17:00:00,-0.083,1660.0,14700.0,0.127300613497,0.318359752185,14700.0
2016-05-25 17:30:00,-0.042,840.0,15540.0,0.0571428571429,0.318359752185,15540.0
2016-05-25 18:00:00,0.034,680.0,16220.0,0.0437580437581,0.318359752185,16220.0
2016-05-25 18:30:00,-0.00500000000001,100.0,16320.0,0.00616522811345,0.318359752185,16320.0
2016-05-25 19:00:00,-0.07,-1400.0,14920.0,-0.0857843137255,0.292718726544,14920.0
2016-05-25 19:30:00,0.028,560.0,15480.0,0.0375335120643,0.317718726544,15480.0
2016-05-25 20:00:00,0.029,580.0,16060.0,0.0374677002584,0.317718726544,16060.0
2016-05-25 20:30:00,0.026,520.0,16580.0,0.0323785803238,0.317718726544,16580.0
2016-05-25 21:00:00,0.095,1900.0,18480.0,0.114595898673,0.317718726544,18480.0
2016-05-25 21:30:00,-0.076,1520.0,20000.0,0.0822510822511,0.317718726544,20000.0
2016-05-25 22:00:00,0.046,920.0,20920.0,0.046,0.317718726544,20920.0
2016-05-25 22:30:00,-0.025,500.0,21420.0,0.0239005736138,0.317718726544,21420.0
2016-05-25 23:00:00,0.002,39.9999999999,21460.0,0.00186741363212,0.317718726544,21460.0
2016-05-25 23:30:00,-0.00800000000001,-160.0,21300.0,-0.00745573159367,0.29688539321,21300.0
2016-05-26 00:00:00,0.012,240.0,21540.0,0.0112676056338,0.317293556476,21540.0
2016-05-26 00:30:00,-0.19,-3800.0,17740.0,-0.176415970288,0.297293556476,17740.0
2016-05-26 01:00:00,-0.052,1040.0,18780.0,0.0586245772266,0.316901399613,18780.0
