,signals,gainAhead,safef,trade,numBars,equity,maxEquity,drawdown,maxDD
2016-03-28 18:30:00,1.0,-0.000168504723943,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2016-03-28 19:00:00,1.0,1.74344609554e-05,1.0,-0.000168504723943,1.0,0.999831495276,1.0,0.000168504723943,0.000168504723943
2016-03-28 19:30:00,1.0,-0.000412608382343,1.0,1.74315231664e-05,2.0,0.999848926799,1.0,0.000151073200776,0.000168504723943
2016-03-28 20:00:00,1.0,-0.000604633586233,1.0,-0.000412546048274,3.0,0.999436380751,1.0,0.00056361924905,0.00056361924905
2016-03-28 20:30:00,1.0,0.00186735388392,1.0,-0.000604292803105,4.0,0.998832087948,1.0,0.00116791205216,0.00116791205216
2016-03-28 21:00:00,1.0,-0.000168387314048,1.0,0.00186517297881,5.0,1.00069726093,1.00069726093,0.0,0.00116791205216
2016-03-28 21:30:00,1.0,0.000232297480153,1.0,-0.000168504723943,6.0,1.0005287562,1.00069726093,0.000168387314048,0.00116791205216
2016-03-28 22:00:00,1.0,-0.000452874884604,1.0,0.000232420308887,7.0,1.00076117651,1.00076117651,0.0,0.00116791205216
2016-03-28 22:30:00,1.0,-0.000360140570997,1.0,-0.000453219602329,8.0,1.00030795691,1.00076117651,0.000452874884604,0.00116791205216
2016-03-28 23:00:00,1.0,0.000203378405862,1.0,-0.000360251478774,9.0,0.999947705431,1.00076117651,0.000812852356982,0.00116791205216
2016-03-28 23:30:00,1.0,0.000888873396542,1.0,0.000203367770276,10.0,1.0001510732,1.00076117651,0.000609639267736,0.00116791205216
2016-03-29 00:00:00,1.0,-0.000342463765592,1.0,0.000889007681491,11.0,1.00104008088,1.00104008088,0.0,0.00116791205216
2016-03-29 00:30:00,-1.0,-0.000133548559417,1.0,-0.000342819955608,12.0,1.00069726093,1.00104008088,0.000342463765592,0.00116791205216
2016-03-29 01:00:00,-1.0,-0.000888506901899,1.0,0.00013364167761,13.0,1.0008309026,1.00104008088,0.000208960941717,0.00116791205216
2016-03-29 01:30:00,-1.0,5.81239900959e-06,1.0,0.000889245164597,14.0,1.00172014777,1.00172014777,0.0,0.00116791205216
2016-03-29 02:00:00,-1.0,0.000255744069934,1.0,-5.82239719478e-06,15.0,1.00171432537,1.00172014777,5.81239900963e-06,0.00116791205216
2016-03-29 02:30:00,-1.0,0.000215002527732,1.0,-0.000256182498482,16.0,1.00145814287,1.00172014777,0.000261554982457,0.00116791205216
2016-03-29 03:00:00,-1.0,0.000406674102993,1.0,-0.000215316032136,17.0,1.00124282684,1.00172014777,0.000476501275207,0.00116791205216
2016-03-29 03:30:00,-1.0,-0.000383279712889,1.0,-0.000407179528484,18.0,1.00083564731,1.00172014777,0.000882981597472,0.00116791205216
2016-03-29 04:00:00,-1.0,0.000981804661539,1.0,0.000383599999551,19.0,1.00121924731,1.00172014777,0.000500040313517,0.00116791205216
2016-03-29 04:30:00,-1.0,0.000719670808643,1.0,-0.000983001724233,20.0,1.00023624559,1.00172014777,0.00148135403314,0.00148135403314
2016-03-29 05:00:00,-1.0,-0.00118892272002,1.0,-0.000719840827696,21.0,0.99951640476,1.00172014777,0.00219995875453,0.00219995875453
2016-03-29 05:30:00,-1.0,0.00252003251655,1.0,0.00118834776266,22.0,1.00070475252,1.00172014777,0.00101365161546,0.00219995875453
2016-03-29 06:00:00,-1.0,-0.000967252423923,1.0,-0.00252180851582,23.0,0.998182944007,1.00172014777,0.00353112969697,0.00353112969697
2016-03-29 06:30:00,-1.0,0.000550766144695,1.0,0.00096549487211,24.0,0.999148438879,1.00172014777,0.00256729276681,0.00353112969697
2016-03-29 07:00:00,-1.0,6.95321644206e-05,1.0,-0.000550297133659,25.0,0.998598141745,1.00172014777,0.00311664493356,0.00353112969697
2016-03-29 07:30:00,-1.0,-0.00105449783886,1.0,-6.94346901819e-05,26.0,0.998528707055,1.00172014777,0.00318596039092,0.00353112969697
2016-03-29 08:00:00,1.0,0.000266802774749,1.0,0.00105294636363,27.0,0.999581653419,1.00172014777,0.0021348221404,0.00353112969697
2016-03-29 08:30:00,1.0,-0.0011365085992,1.0,0.00026669115872,28.0,0.999848344578,1.00172014777,0.00186858894213,0.00353112969697
2016-03-29 09:00:00,1.0,-0.001126191499,1.0,-0.0011363362415,29.0,0.998712008336,1.00172014777,0.00300297387392,0.00353112969697
2016-03-29 09:30:00,1.0,0.00111002626868,1.0,-0.00112474097373,30.0,0.997587267362,1.00172014777,0.00412578344927,0.00412578344927
2016-03-29 10:00:00,1.0,0.000267039748286,1.0,0.00110734807208,31.0,0.998694615434,1.00172014777,0.00302033690859,0.00412578344927
