dates,signals,gainAhead,prior_index
2000-11-22,-1.0,0.017509991705,400
2000-11-24,1.0,0.00737408472416,401
2000-11-27,-1.0,-0.0156039638924,402
2000-11-28,-1.0,-0.000112102596296,403
2000-11-29,-1.0,-0.010740632778,404
2000-11-30,1.0,-0.00439729815495,405
2000-12-01,-1.0,0.00871201772759,406
2000-12-04,-1.0,0.0341784532049,407
2000-12-05,-1.0,-0.0167826978896,408
2000-12-06,-1.0,-0.00869365769925,409
2000-12-07,-1.0,0.0135168419403,410
2000-12-08,-1.0,0.0327117945092,411
2000-12-11,-1.0,-0.00134774733659,412
2000-12-12,-1.0,-0.0106679995716,413
2000-12-13,-1.0,-0.021226840658,414
2000-12-14,1.0,-0.0203967259052,415
2000-12-15,1.0,0.0139110535666,416
2000-12-18,1.0,-0.0224957681228,417
2000-12-19,1.0,-0.0301985386824,418
2000-12-20,1.0,0.00754977053083,419
2000-12-21,1.0,0.0341935483871,420
2000-12-22,1.0,0.00689219761141,421
2000-12-26,-1.0,0.00986817550722,422
2000-12-27,-1.0,0.00056915617054,423
2000-12-28,1.0,-0.0142651350054,424
2000-12-29,-1.0,-0.023794535126,425
2001-01-02,1.0,0.0410566640309,426
2001-01-03,1.0,-0.00213853267162,427
2001-01-04,-1.0,-0.0354648713761,428
2001-01-05,-1.0,0.00257435755988,429
2001-01-08,1.0,-0.000596084185428,430
2001-01-09,-1.0,0.014436899737,431
2001-01-10,-1.0,0.00610565036483,432
2001-01-11,-1.0,-0.00173067413878,433
2001-01-12,-1.0,0.00177870507269,434
2001-01-16,-1.0,0.00498201977824,435
2001-01-17,-1.0,0.0122628499012,436
2001-01-18,-1.0,-0.00410928639811,437
2001-01-19,-1.0,0.00690664931377,438
2001-01-22,-1.0,0.00353979701247,439
2001-01-23,-1.0,0.00394444119197,440
2001-01-24,-1.0,-0.00649478449124,441
2001-01-25,-1.0,-0.000564946880319,442
2001-01-26,-1.0,0.00383940566294,443
2001-01-29,-1.0,0.0123590411139,444
2001-01-30,-1.0,-0.00954981507166,445
2001-01-31,-1.0,0.00754139012472,446
2001-02-01,-1.0,-0.019725793375,447
2001-02-02,-1.0,0.0045266912324,448
2001-02-05,1.0,-0.00537373559163,449
2001-02-06,-1.0,-0.00108646647105,450
2001-02-07,-1.0,-0.0116311762878,451
2001-02-08,-1.0,-0.0119926337381,452
2001-02-09,-1.0,0.0119866646462,453
2001-02-12,-1.0,-0.00694808403588,454
2001-02-13,-1.0,-0.00581298912798,455
2001-02-14,-1.0,0.012156556426,456
2001-02-15,-1.0,-0.0220430671482,457
2001-02-16,-1.0,-0.0140280714658,458
2001-02-20,-1.0,-0.0238319100495,459
2001-02-21,-1.0,-0.000684571665101,460
2001-02-22,1.0,-0.00396686315119,461
2001-02-23,-1.0,0.0193375025991,462
2001-02-26,-1.0,-0.0110309116586,463
2001-02-27,1.0,-0.011042886382,464
2001-02-28,-1.0,-0.00540661949913,465
2001-03-01,1.0,-0.00323418395329,466
2001-03-02,-1.0,0.00582585547024,467
2001-03-05,-1.0,0.013796487728,468
2001-03-06,1.0,0.00545142911555,469
2001-03-07,-1.0,0.0126826034457,470
2001-03-08,-1.0,-0.0280557373983,471
2001-03-09,-1.0,-0.0443086692966,472
2001-03-12,1.0,0.0139273428979,473
2001-03-13,1.0,-0.0236243276789,474
2001-03-14,1.0,-0.000966142633162,475
2001-03-15,-1.0,-0.0144382894614,476
2001-03-16,1.0,0.0147358816998,477
2001-03-19,1.0,-0.0216640795311,478
2001-03-20,1.0,-0.0198808708394,479
2001-03-21,1.0,-0.011836099218,480
2001-03-22,1.0,0.0281632141514,481
2001-03-23,1.0,0.016595270435,482
2001-03-26,1.0,0.0216687507494,483
2001-03-27,-1.0,-0.0261551874455,484
2001-03-28,1.0,-0.00139453205702,485
2001-03-29,1.0,0.00864610451184,486
2001-03-30,1.0,-0.016665384714,487
2001-04-02,-1.0,-0.0386323538359,488
2001-04-03,-1.0,0.00184425117978,489
2001-04-04,1.0,0.0429352632244,490
2001-04-05,-1.0,-0.0130736485083,491
2001-04-06,-1.0,0.00613685179503,492
2001-04-09,-1.0,0.0259922450224,493
2001-04-10,1.0,-0.000178346978293,494
2001-04-11,-1.0,0.0131830421229,495
