2016-02-06,2016-02-07,2016-02-08,2016-02-09,2016-02-10,2016-02-11,2016-02-12,2016-02-13,2016-02-14,2016-02-15,2016-02-16,2016-02-17,2016-02-18,2016-02-19,2016-02-20,2016-02-21,2016-02-22,2016-02-23,2016-02-24,2016-02-25,2016-02-26,2016-02-27,2016-02-28,2016-02-29,2016-03-01,2016-03-02,2016-03-03,2016-03-04,2016-03-05,2016-03-06,2016-03-07
375.405,375.284,371.101,373.321,379.96,377.72,383.126,392.182,406.738,399.485,407.361,415.561,421.637,420.334,436.517,438.985,438.072,419.981,424.362,423.517,432.064,432.138,432.64,436.608,433.637,421.598,419.466,407.982,397.833,404.55,412.982
