19860501,14912.68424927,15205.91118676,14854.03886178,15180.77744926,    1480,    8493,198607,    3
19860502,15164.02162426,15281.31239925,14904.30633677,14929.44007427,    1547,    8466,198607,    3
19860505,15038.35293677,15164.02162426,14996.46337427,15038.35293677,     648,    8654,198607,    3
19860506,14996.46337427,14996.46337427,14594.32357429,14619.45731179,    1893,    8987,198607,    3
19860507,14410.00949930,14678.10269928,14368.11993680,14602.70148679,    1346,    9027,198607,    3
19860508,14661.34687428,14803.77138678,14535.67818679,14753.50391178,    1257,    8996,198607,    3
19860509,14686.48061178,14778.63764928,14585.94566179,14711.61434928,     953,    9048,198607,    3
19860512,14661.34687428,15113.75414926,14577.56774929,14996.46337427,    1983,    8886,198607,    3
19860513,15063.48667427,15063.48667427,14493.78862429,14686.48061178,    1840,    8651,198607,    3
19860514,14770.25973678,14787.01556178,14477.03279929,14577.56774929,    1293,    8585,198607,    3
19860515,14686.48061178,14828.90512428,14661.34687428,14795.39347428,    1261,    8506,198607,    3
19860516,14761.88182428,14887.55051177,14686.48061178,14837.28303678,     920,    8507,198607,    3
19860519,14761.88182428,14812.14929928,14619.45731179,14644.59104929,     903,    8558,198607,    3
19860520,14611.07939929,15247.80074926,14426.76532430,14988.08546177,    2806,    8276,198607,    3
19860521,14912.68424927,14937.81798677,14761.88182428,14854.03886178,    1547,    7665,198607,    3
19860522,14594.32357429,14736.74808678,14493.78862429,14602.70148679,    1559,    7684,198607,    3
19860523,14611.07939929,14921.06216177,14602.70148679,14870.79468677,    1513,    7647,198607,    3
19860527,14795.39347428,14988.08546177,14778.63764928,14879.17259927,     845,    7433,198607,    3
19860528,14870.79468677,14971.32963677,14753.50391178,14921.06216177,    1293,    7371,198607,    3
19860529,14828.90512428,15038.35293677,14812.14929928,14862.41677427,    1702,    6904,198607,    3
19860530,14644.59104929,14828.90512428,14594.32357429,14736.74808678,    1229,    6767,198607,    3
19860602,14644.59104929,14787.01556178,14384.87576180,14426.76532430,    1303,    6605,198607,    3
19860603,14627.83522429,14652.96896179,14167.05003681,14451.89906180,    1552,    6541,198607,    3
19860604,14812.14929928,14828.90512428,14644.59104929,14736.74808678,    1050,    6135,198607,    3
19860605,14849.04897885,15541.02768674,14832.76712690,15541.02768674,    3730,    7762,198609,    3
19860606,15614.29602052,15630.57787247,15304.94083346,15345.64546334,    3666,    6962,198609,    3
19860609,15215.39064773,15264.23620358,15011.86749835,15028.14935030,    1281,    6747,198609,    3
19860610,15125.84046200,15190.96786981,14963.02194250,14971.16286847,    1707,    6904,198609,    3
19860611,15052.57212823,15076.99490615,14775.78064507,14800.20342299,    1900,    7112,198609,    3
19860612,14832.76712690,14995.58564640,14824.62620092,14979.30379445,    1165,    7009,198609,    3
19860613,14800.20342299,14938.59916457,14743.21694117,14800.20342299,    1070,    7048,198609,    3
19860616,14792.06249702,14849.04897885,14409.43897618,14376.87527228,    3362,    7671,198609,    3
19860617,14271.04323460,14490.84823594,14254.76138265,14474.56638398,    2112,    8118,198609,    3
19860618,14360.59342033,14368.73434631,14083.80193717,14108.22471510,    2317,    8396,198609,    3
19860619,14197.77490083,14336.17064241,14100.08378912,14311.74786448,    2243,    8961,198609,    3
19860620,14116.36564107,14262.90230863,14091.94286315,14124.50656705,     786,    9184,198609,    3
19860623,14026.81545535,14246.62045668,13937.26526962,14222.19767875,    1362,    9175,198609,    3
19860624,14189.63397485,14287.32508655,14083.80193717,14100.08378912,    1090,    9236,198609,    3
19860625,14222.19767875,14360.59342033,14197.77490083,14319.88879046,    1271,    9151,198609,    3
19860626,14328.02971643,14442.00268008,14271.04323460,14409.43897618,     695,    9219,198609,    3
19860627,14336.17064241,14401.29805021,14189.63397485,14336.17064241,     872,    9298,198609,    3
19860630,14360.59342033,14726.93508922,14352.45249436,14653.66675544,    2052,    9113,198609,    3
19860701,14759.49879312,14832.76712690,14612.96212556,14645.52582946,    1811,    9144,198609,    3
19860702,14629.24397751,14653.66675544,14523.41193984,14580.39842166,    1207,    9031,198609,    3
19860707,14735.07601519,15158.40416591,14694.37138532,15125.84046200,    3078,    8333,198609,    3
19860708,15125.84046200,15296.79990748,14995.58564640,15044.43120225,    3345,    8074,198609,    3
19860709,14954.88101652,15020.00842433,14572.25749569,14963.02194250,    2741,    8113,198609,    3
19860710,15133.98138798,15386.35009321,15060.71305420,15199.10879578,    2350,    8132,198609,    3
19860711,15150.26323993,15174.68601786,14995.58564640,15101.41768408,     919,    8087,198609,    3
19860714,14971.16286847,15345.64546334,14938.59916457,15296.79990748,    2228,    8135,198609,    3
19860715,15532.88676077,15581.73231662,15435.19564906,15467.75935296,    1938,    7959,198609,    3
19860716,15500.32305687,15589.87324259,15142.12231395,15166.54509188,    1651,    7767,198609,    3
19860717,15272.37712956,15451.47750101,15247.95435163,15435.19564906,    1570,    7789,198609,    3
19860718,15524.74583479,16224.86546866,15467.75935296,16176.01991281,    4398,    7319,198609,    3
19860721,16192.30176476,16403.96584012,16070.18787513,16314.41565439,    1399,    7407,198609,    3
19860722,16102.75157903,16273.71102451,16037.62417123,16167.87898684,    1506,    7322,198609,    3
19860723,16021.34231928,16078.32880111,15882.94657770,15996.91954136,     956,    7204,198609,    3
19860724,15888.30551811,16214.99585223,15880.33746118,16135.31528293,     889,    7361,198612,    3
19860725,16175.15556758,16238.90002302,15912.20968890,15960.01803048,     558,    7446,198612,    3
19860728,16007.82637206,16254.83613688,15999.85831513,16159.21945372,    1467,    7886,198612,    3
19860729,16366.38893390,16446.06950320,16302.64447846,16342.48476311,     947,    7708,198612,    3
