model,params,sample,FS,cols,barSizeSetting,perturbDataPct,validationPeriod,rows,rStochBars,CAR25_threshold,maxReadLines,rfe_model,RSILookback,version_,t_start,ROCLookback,ticker,zScoreLookback,signal,CCLookback,rStochLookback,maxLeverage,input_signal,test_split,longMemory,initial_equity,v_start,version,statsLookback,data_type,wf_step,iters,wf_is_period,ACLookback,ATRLookback,t_end,DPOLookback,v_end,tailRiskPct,DD95_limit,filter,horizon,minSafef,beLongThreshold,n_features,tox_adj,YIF,CAR75,safef,DD95,DD100,SOR25,C25sig,TPY,CAR25,CAR50,SHA25,f1,acc,prec,rec,fn_mag,fp_mag,avg_prec,logloss,ham,tp,fn,fp,tn,f1mm,accmm,precmm,recmm,fn_magmm,fp_magmm,CAR25mm,CAR50mm,CAR75mm,SOR25mm,TPYmm,scoremm,windowLength,timestamp,lastBartime,cycleTime
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 02:00:00,25,NZDCAD,3,SH1,3,3,2,1,0,False,10000,2016-04-22 16:00:00,v3,25,ALL,1,1,0,3,3,2016-04-22 15:30:00,3,2016-04-22 17:00:00,95,0.01,DF1,20,1,0.0,10,0,500,14602823.2043,1,3.31655400545e-05,3.31655400545e-05,0.0,SH1,0.002,8506350.70191,11242160.2917,28.9321468156,0.0,1.0,0.0,0.0,0.0,0.0,,9.99200722163e-16,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160423 21:14:32 EDT,20160422 17:00:00 EDT,0.48
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 02:00:00,25,NZDCAD,3,SH1,3,3,2,1,0,False,10000,2016-04-22 16:00:00,v3,25,ALL,1,1,0,3,3,2016-04-22 15:30:00,3,2016-04-22 17:00:00,95,0.01,DF1,20,1,0.0,10,0,500,14602823.2043,1,3.31655400545e-05,3.31655400545e-05,0.0,SH1,0.002,8506350.70191,11242160.2917,28.9321468156,0.0,1.0,0.0,0.0,0.0,0.0,,9.99200722163e-16,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160423 21:14:32 EDT,20160422 17:00:00 EDT,0.48
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 16:00:00,25,NZDCAD,3,SH1,3,3,2,1,0,False,10000,2016-04-25 07:30:00,v3,25,ALL,1,1,0,3,3,2016-04-25 07:00:00,3,2016-04-25 08:30:00,95,0.01,DF1,20,1,0.0,10,0,500,135658.039356,1,9.09769043177e-05,9.09769043177e-05,0.0,SH1,0.002,102555.18056,113751.366973,29.9042787302,0.0,1.0,0.0,0.0,0.0,0.0,,9.99200722163e-16,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160425 08:03:32 EDT,20160425 08:30:00 EDT,-26.46175
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 17:30:00,25,NZDCAD,3,SH1,3,3,2,1,0,False,10000,2016-04-25 09:00:00,v3,25,ALL,1,1,0,3,3,2016-04-25 08:30:00,3,2016-04-25 10:00:00,95,0.01,DF1,20,1,0.0,10,0,500,1551321800.97,1,0.0,0.0,0.0,SH1,0.002,891672043.018,1058859513.53,36.3466117546,0.0,1.0,0.0,0.0,0.0,0.0,,9.99200722163e-16,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160425 09:36:43 EDT,20160425 10:00:00 EDT,-23.2740333333
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 12:00:00,25,NZDCAD,3,SH1,3,3,2,1,0,False,10000,2016-04-27 02:00:00,v3,25,ALL,1,1,0,3,3,2016-04-27 01:30:00,3,2016-04-27 03:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.5788661593,1,0.156172395028,0.161053824009,-0.784486476706,SH1,0.002,-99.6606072578,-99.6150799851,-28.2412614089,0.0,0.333333333333,0.0,0.0,0.000319940213543,0.0,0.833333333333,23.0258509299,0.666666666667,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 03:06:39 EDT,20160427 03:00:00 EDT,6.66378333333
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 15:30:00,25,NZDCAD,3,SH1,3,3,2,1,0,False,10000,2016-04-27 05:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 05:00:00,3,2016-04-27 06:30:00,95,0.01,DF1,20,1,0.0,10,0,500,1415635100.74,1,0.00267255782978,0.00340019681506,4.80128638895,SH1,0.002,318286174.271,804784218.655,16.4389218081,0.0,0.666666666667,0.0,0.0,0.000243255452976,0.0,0.666666666667,11.512925465,0.333333333333,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 06:30:24 EDT,20160427 06:30:00 EDT,0.408683333333
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 16:30:00,25,NZDCAD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 06:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 06:00:00,3,2016-04-27 07:30:00,95,0.01,DF1,20,1,0.0,10,0,500,38217169465.3,1,0.0,0.0,0.0,BH1,0.002,33931657651.2,35941714605.1,116.514465703,0.8,0.666666666667,0.666666666667,1.0,0.0,0.0,0.833333333333,11.5131919974,0.333333333333,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 07:21:43 EDT,20160427 07:30:00 EDT,-8.28325
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 17:30:00,25,NZDCAD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 07:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 07:00:00,3,2016-04-27 08:30:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.9997835612,1,0.31828573841,0.319298593694,-0.922010080252,BH1,0.002,-99.9998367732,-99.9998219688,-52.9517627303,0.0,0.0,0.0,0.0,0.0,0.000499966428129,,34.5395759923,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 08:15:09 EDT,20160427 08:30:00 EDT,-14.83515
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 19:00:00,25,NZDCAD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 09:00:00,v3,25,ALL,1,1,0,3,3,2016-04-27 08:30:00,3,2016-04-27 10:00:00,95,0.01,DF1,20,1,0.0,10,0,500,670889205.249,1,0.00665744387724,0.00686408388932,2.38070474287,BH1,0.002,243287115.302,375763288.298,13.5310700668,0.5,0.333333333333,0.333333333333,1.0,0.0,0.000245930572353,0.666666666667,23.0263839949,0.666666666667,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 09:55:26 EDT,20160427 10:00:00 EDT,-4.56591666667
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-27 06:30:00,25,NZDCAD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 20:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 20:00:00,3,2016-04-27 21:30:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.9998469333,1,0.321315370274,0.322150768344,-0.968842716223,BH1,0.002,-99.9998625875,-99.9998517139,-86.1628674105,0.0,0.0,0.0,0.0,0.0,0.000510722439146,,34.5395759923,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 21:17:41 EDT,20160427 21:30:00 EDT,-12.3112833333
