model,params,sample,FS,cols,featureRank,input_signal,test_split,longMemory,v_start,statsLookback,rfe_model,RSILookback,data_type,wf_step,iters,t_start,ticker,rows,ACLookback,ROCLookback,ATRLookback,zScoreLookback,t_end,DPOLookback,v_end,signal,CCLookback,filter,rStochLookback,beLongThreshold,n_features,tox_adj,YIF,CAR75,safef,DD95,DD100,SOR25,C25sig,TPY,CAR25,CAR50,SHA25,f1,acc,prec,rec,fn_mag,fp_mag,avg_prec,logloss,ham,tp,fn,fp,tn,f1mm,accmm,precmm,recmm,fn_magmm,fp_magmm,CAR25mm,CAR50mm,CAR75mm,DD100mm,scoremm,timestamp
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,AUDUSD,50,12,500,5,10,2016-03-10 02:32:00,10,2016-03-11 16:59:00,"ZZ 0.003,-0.003",60,DF1,300,0.0,10,0,5.71428571429,0.201757362385,2.72447214496,0.0489297209346,0.0625103903339,0.0,"ZZ 0.003,-0.003",252.0,-0.240488940687,-0.0777872142213,0.0,0.588738417676,0.495629370629,0.494907130018,0.726473175022,0.0001964636863,0.000157691767764,0.678653439233,17.4206389949,0.504370629371,826,311,843,308,0.99945128454,0.461538461538,0.560231215061,1.0,-0.922991333381,-0.00808358552404,1.0,0.77990142249,0.842902685524,-0.263205065958,1.89006258469,2016-03-13 08:47:40
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,AUDUSD,50,12,500,5,10,2016-03-10 02:32:00,10,2016-03-11 16:59:00,"ZZ 0.003,-0.003",60,DF1,300,0.0,10,0,5.71428571429,0.201757362385,2.72447214496,0.0489297209346,0.0625103903339,0.0,"ZZ 0.003,-0.003",252.0,-0.240488940687,-0.0777872142213,0.0,0.588738417676,0.495629370629,0.494907130018,0.726473175022,0.0001964636863,0.000157691767764,0.678653439233,17.4206389949,0.504370629371,826,311,843,308,0.99945128454,0.461538461538,0.560231215061,1.0,-0.922991333381,-0.00808358552404,1.0,0.77990142249,0.842902685524,-0.263205065958,1.89006258469,2016-03-13 08:47:40
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,AUDUSD,25,12,500,5,10,2016-03-10 02:32:00,10,2016-03-11 16:59:00,"ZZ 0.003,-0.003",60,DF1,300,0.0,10,0,5.71428571429,0.276021978693,2.47824575073,0.0462036743017,0.0560372119015,0.0,"ZZ 0.003,-0.003",252.0,-0.273756080495,0.130982661456,0.0,0.588781707753,0.496940559441,0.49578820698,0.72471416007,0.000198426178017,0.000157571394233,0.678651533175,17.3753503904,0.503059440559,824,313,838,313,1.0,0.538461538462,0.617553212849,0.991416309013,-1.0,-0.0,0.824499746186,1.0,0.927219825892,-0.386931422009,1.90324968853,2016-03-13 09:14:10
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,AUDUSD,25,12,500,5,10,2016-03-10 02:32:00,10,2016-03-11 16:59:00,"ZZ 0.003,-0.003",60,DF1,300,0.0,10,0,5.71428571429,0.257014789237,2.83023084077,0.0515172171112,0.060884052702,0.0,"ZZ 0.003,-0.003",252.0,-0.212268408073,0.0166051805814,0.0,0.588781707753,0.496940559441,0.49578820698,0.72471416007,0.000198426178017,0.000157571394233,0.678651533175,17.3753503904,0.503059440559,824,313,838,313,1.0,0.538461538462,0.617553212849,0.991416309013,-1.0,-0.0,1.0,1.0,1.0,-0.540396012714,1.99806552575,2016-03-13 12:02:04
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,AUDUSD,25,12,500,5,10,2016-03-10 02:32:00,10,2016-03-11 16:59:00,"ZZ 0.003,-0.003",60,DF1,300,0.0,10,0,5.71428571429,0.380350836013,2.54594836421,0.0473537469729,0.0639057107463,0.0,"ZZ 0.003,-0.003",252.0,-0.145723671998,0.0669673565256,0.0,0.588781707753,0.496940559441,0.49578820698,0.72471416007,0.000198426178017,0.000157571394233,0.678651533175,17.3753503904,0.503059440559,824,313,838,313,1.0,0.538461538462,0.617553212849,0.991416309013,-1.0,-0.0,1.0,1.0,1.0,-0.689405349795,1.84905618867,2016-03-13 14:14:56
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,AUDUSD,50,12,500,5,10,2016-03-10 02:32:00,10,2016-03-11 16:59:00,"ZZ 0.003,-0.003",60,DF1,300,0.0,10,0,5.71428571429,0.264859014202,2.52448679979,0.0453364420195,0.0666294153654,0.0,"ZZ 0.003,-0.003",252.0,-0.238104231431,0.0588561282065,0.0,0.588738417676,0.495629370629,0.494907130018,0.726473175022,0.0001964636863,0.000157691767764,0.678653439233,17.4206389949,0.504370629371,826,311,843,308,0.99945128454,0.461538461538,0.560231215061,1.0,-0.922991333381,-0.00808358552404,1.0,1.0,1.0,-0.359045336099,2.17141820653,2016-03-13 15:04:02
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,AUDUSD,25,12,500,5,10,2016-03-10 02:32:00,10,2016-03-11 16:59:00,"ZZ 0.003,-0.003",60,DF1,300,0.0,10,0,5.71428571429,0.361961710569,2.75299806359,0.0457407535614,0.0595672415964,0.0,"ZZ 0.003,-0.003",252.0,-0.0988898628595,0.0259742725568,0.0,0.588781707753,0.496940559441,0.49578820698,0.72471416007,0.000198426178017,0.000157571394233,0.678651533175,17.3753503904,0.503059440559,824,313,838,313,1.0,0.538461538462,0.617553212849,0.991416309013,-1.0,-0.0,1.0,0.800541074374,0.942147301319,-0.431476736518,1.84967317764,2016-03-13 16:39:48
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,40,"['ROC_USDCHF', 'Pri_rStochEURUSD', 'ROC_EURUSD', 'Pri_rStochUSDJPY', 'ROC_USDJPY', 'Pri_rStoch_Y1', 'Pri_rStoch_Y2', 'Pri_rStoch_Y3', 'Pri_rStoch_Y4', 'std60_ga']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,AUDUSD,50,12,500,5,10,2016-03-10 02:32:00,10,2016-03-13 17:33:00,"ZZ 0.001,-0.001",60,DF1,300,0.0,10,0,5.71428571429,0.786231833252,2.9906029922,0.0487151484094,0.0624846116221,0.0,"ZZ 0.001,-0.001",252.0,0.146976558993,0.505138208056,0.0,0.520806520807,0.515821413091,0.511804384486,0.530131004367,0.000165702527472,0.000173159476664,0.637569341587,16.7231366277,0.484178586909,607,538,579,583,0.13001139249,1.0,1.0,0.0472103004292,-0.0,-0.854598956342,1.0,1.0,1.0,-1.0,2.14540104366,2016-03-13 17:40:27
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,40,"['ROC_USDCHF', 'corrEURUSD', 'ROC_EURUSD', 'corrUSDJPY', 'ROC_USDJPY', 'Pri_ROC', 'Pri_ATR_Y3', 'Pri_ATR_Y4', 'mean60_ga', 'std60_ga']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,AUDUSD,50,12,500,5,10,2016-03-10 02:32:00,10,2016-03-13 17:59:00,"ZZ 0.001,-0.001",60,DF1,300,0.0,10,0,5.71428571429,0.862342386317,3.26223071179,0.045780911155,0.054866872214,0.0,"ZZ 0.001,-0.001",252.0,0.22688721044,0.437064036379,0.0,0.517035775128,0.51372212693,0.511804384486,0.522375215146,0.000162894719868,0.000173159476664,0.636086369284,16.7956412516,0.48627787307,607,555,579,591,0.128736014846,1.0,1.0,0.0472103004292,-0.0,-0.854598956342,1.0,1.0,1.0,-0.0,3.14540104366,2016-03-13 18:06:53
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,AUDUSD,25,12,500,5,10,2016-03-10 02:32:00,10,2016-03-13 18:29:00,"ZZ 0.003,-0.003",60,DF1,300,0.0,10,0,5.71428571429,0.517634802774,3.13038849327,0.0525117884314,0.0544070635976,0.0,"ZZ 0.003,-0.003",252.0,-0.0906131940574,0.221287105231,0.0,0.583362831858,0.496578272027,0.49578820698,0.708512467756,0.000190709812927,0.000157571394233,0.674648198788,17.3878570913,0.503421727973,824,339,838,337,1.0,0.6,0.69265944645,0.991266375546,-1.0,-0.0,1.0,1.0,1.0,-0.0560117888543,2.54398821115,2016-03-13 18:37:11
