model,params,sample,FS,cols,featureRank,input_signal,test_split,longMemory,v_start,statsLookback,rfe_model,RSILookback,data_type,wf_step,iters,t_start,ticker,rows,ACLookback,ROCLookback,ATRLookback,zScoreLookback,t_end,DPOLookback,v_end,signal,CCLookback,filter,rStochLookback,beLongThreshold,n_features,tox_adj,YIF,CAR75,safef,DD95,DD100,SOR25,C25sig,TPY,CAR25,CAR50,SHA25,f1,acc,prec,rec,fn_mag,fp_mag,avg_prec,logloss,ham,tp,fn,fp,tn,f1mm,accmm,precmm,recmm,fn_magmm,fp_magmm,CAR25mm,CAR50mm,CAR75mm,DD100mm,scoremm,timestamp
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,USDCHF,25,12,500,5,10,2016-03-10 02:32:00,10,2016-03-11 16:59:00,"ZZ 0.002,-0.002",60,DF1,300,0.0,10,0,5.71428571429,0.536868859532,2.28426027568,0.0510275598755,0.0707683164236,0.0,"ZZ 0.002,-0.002",252.0,-0.0747481890508,0.123945030283,0.0,0.505541346974,0.493006993007,0.486863711002,0.525709219858,0.000196080077121,0.000169421227798,0.623200801094,17.5111365238,0.506993006993,593,535,625,535,0.753506709627,0.969696969697,0.966508600132,0.658823529412,-0.361662604027,-0.204776356366,1.0,1.0,1.0,-1.0,2.4032580093,2016-03-13 08:47:27
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,USDCHF,25,12,500,5,10,2016-03-10 02:32:00,10,2016-03-11 16:59:00,"ZZ 0.002,-0.002",60,DF1,300,0.0,10,0,5.71428571429,0.536868859532,2.28426027568,0.0510275598755,0.0707683164236,0.0,"ZZ 0.002,-0.002",252.0,-0.0747481890508,0.123945030283,0.0,0.505541346974,0.493006993007,0.486863711002,0.525709219858,0.000196080077121,0.000169421227798,0.623200801094,17.5111365238,0.506993006993,593,535,625,535,0.753506709627,0.969696969697,0.966508600132,0.658823529412,-0.361662604027,-0.204776356366,1.0,1.0,1.0,-1.0,2.4032580093,2016-03-13 08:47:27
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,USDCHF,25,12,500,5,10,2016-03-10 02:32:00,10,2016-03-11 16:59:00,"ZZ 0.002,-0.002",60,DF1,300,0.0,10,0,5.71428571429,0.417350328994,2.02266912119,0.0457966733185,0.046858900648,0.0,"ZZ 0.002,-0.002",252.0,-0.0920438139539,0.227761216503,0.0,0.505541346974,0.493006993007,0.486863711002,0.525709219858,0.000196080077121,0.000169421227798,0.623200801094,17.5111365238,0.506993006993,593,535,625,535,0.753506709627,0.969696969697,0.966508600132,0.658823529412,-0.361662604027,-0.204776356366,1.0,1.0,1.0,-0.0,3.4032580093,2016-03-13 09:13:57
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,USDCHF,25,12,500,5,10,2016-03-10 02:32:00,10,2016-03-11 16:59:00,"ZZ 0.002,-0.002",60,DF1,300,0.0,10,0,5.71428571429,0.464803610462,2.06753579736,0.0505666523952,0.0654758235924,0.0,"ZZ 0.002,-0.002",252.0,-0.12778038264,0.202551327649,0.0,0.505541346974,0.493006993007,0.486863711002,0.525709219858,0.000196080077121,0.000169421227798,0.623200801094,17.5111365238,0.506993006993,593,535,625,535,0.753506709627,0.969696969697,0.966508600132,0.658823529412,-0.361662604027,-0.204776356366,1.0,1.0,1.0,-0.504343414294,2.89891459501,2016-03-13 12:01:45
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,USDCHF,25,12,500,5,10,2016-03-10 02:32:00,10,2016-03-11 16:59:00,"ZZ 0.002,-0.002",60,DF1,300,0.0,10,0,5.71428571429,0.539524348062,2.1386934546,0.0474429157762,0.055678456629,0.0,"ZZ 0.002,-0.002",252.0,-0.113987312261,0.158387140919,0.0,0.505541346974,0.493006993007,0.486863711002,0.525709219858,0.000196080077121,0.000169421227798,0.623200801094,17.5111365238,0.506993006993,593,535,625,535,0.753506709627,0.969696969697,0.966508600132,0.658823529412,-0.361662604027,-0.204776356366,1.0,1.0,1.0,-0.0,3.4032580093,2016-03-13 14:15:07
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,USDCHF,25,12,500,5,10,2016-03-10 02:32:00,10,2016-03-11 16:59:00,"ZZ 0.002,-0.002",60,DF1,300,0.0,10,0,5.71428571429,0.745049031046,2.21738299651,0.0506743029265,0.0820967370737,0.0,"ZZ 0.002,-0.002",252.0,-0.244722109398,0.269189407367,0.0,0.505541346974,0.493006993007,0.486863711002,0.525709219858,0.000196080077121,0.000169421227798,0.623200801094,17.5111365238,0.506993006993,593,535,625,535,0.753506709627,0.969696969697,0.966508600132,0.658823529412,-0.361662604027,-0.204776356366,0.851761533846,1.0,1.0,-1.0,2.25501954315,2016-03-13 15:04:43
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,USDCHF,25,12,500,5,10,2016-03-10 02:32:00,10,2016-03-11 16:59:00,"ZZ 0.002,-0.002",60,DF1,300,0.0,10,0,5.71428571429,0.510137656507,2.38867546867,0.051198119157,0.0936043407178,0.0,"ZZ 0.002,-0.002",252.0,-0.211813722521,0.147970403274,0.0,0.505541346974,0.493006993007,0.486863711002,0.525709219858,0.000196080077121,0.000169421227798,0.623200801094,17.5111365238,0.506993006993,593,535,625,535,0.753506709627,0.969696969697,0.966508600132,0.658823529412,-0.361662604027,-0.204776356366,1.0,1.0,1.0,-1.0,2.4032580093,2016-03-13 16:39:18
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,40,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,USDCHF,50,12,500,5,10,2016-03-10 02:32:00,10,2016-03-13 17:33:00,"ZZ 0.002,-0.002",60,DF1,300,0.0,10,0,5.71428571429,0.707851585999,2.38134445096,0.0502864908147,0.0619231064155,0.0,"ZZ 0.002,-0.002",252.0,-0.0548069648316,0.349059151865,0.0,0.509075559308,0.495882097963,0.489051094891,0.530809859155,0.00019488609241,0.000164543297193,0.625448465753,17.4118338507,0.504117902037,603,533,630,541,0.805565565691,1.0,1.0,0.6875,-0.359048779998,-0.107466493499,0.965566224014,1.0,1.0,-1.0,2.49905095052,2016-03-13 17:40:41
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,44,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,USDCHF,25,12,500,5,10,2016-03-10 02:32:00,10,2016-03-13 18:00:00,"ZZ 0.002,-0.002",60,DF1,300,0.0,10,0,5.71428571429,0.603381363613,2.32648939225,0.046710891785,0.0493642356498,0.0,"ZZ 0.002,-0.002",252.0,-0.067519278064,0.166796878209,0.0,0.505059021922,0.491774891775,0.485020242915,0.526824978012,0.000202331630599,0.000164457760408,0.622372826914,17.5536935202,0.508225108225,599,538,636,537,0.779037179602,1.0,1.0,0.665354330709,-0.463006330908,-0.108106720207,1.0,1.0,1.0,-0.0,3.42888694889,2016-03-13 18:06:58
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,44,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,USDCHF,25,12,500,5,10,2016-03-10 02:32:00,10,2016-03-13 18:30:00,"ZZ 0.002,-0.002",60,DF1,300,0.0,10,0,5.71428571429,0.596958194517,2.57252067094,0.0518482431063,0.0759409388317,0.0,"ZZ 0.002,-0.002",252.0,-0.0931438503885,0.247806234525,0.0,0.50806785271,0.49188034188,0.485375494071,0.532986111111,0.000202331630599,0.000164887322684,0.624138067548,17.5500537058,0.50811965812,614,538,651,537,0.820801059089,1.0,1.0,0.707112970711,-0.49125853345,-0.10939902971,1.0,1.0,1.0,-1.0,2.39934243684,2016-03-13 18:36:50
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,44,"['priceChangeY2', 'priceChangeY3', 'priceChangeY4', 'mean60_ga', 'std60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-10 02:33:00,100,None,1.5,ALL,1,1,2016-03-10 01:43:00,USDCHF,25,12,500,5,10,2016-03-10 02:32:00,10,2016-03-13 19:00:00,"ZZ 0.002,-0.002",60,DF1,300,0.0,10,0,5.71428571429,0.407665816504,2.00055276087,0.0467004310845,0.0578987163773,0.0,"ZZ 0.002,-0.002",252.0,-0.173012257431,0.0865875222837,0.0,0.509150061,0.490717299578,0.483397683398,0.537800687285,0.000202331630599,0.000161333316186,0.624101295046,17.5902270208,0.509282700422,626,538,669,537,0.847474673692,1.0,1.0,0.74449339207,-0.541011085868,-0.0506316311083,1.0,1.0,1.0,-0.152769893291,3.25558738973,2016-03-13 19:07:21
