model,params,sample,FS,cols,barSizeSetting,perturbDataPct,validationPeriod,rows,rStochBars,CAR25_threshold,maxReadLines,rfe_model,RSILookback,version_,t_start,ROCLookback,ticker,zScoreLookback,signal,CCLookback,rStochLookback,maxLeverage,input_signal,test_split,longMemory,initial_equity,v_start,version,statsLookback,data_type,wf_step,iters,wf_is_period,ACLookback,ATRLookback,t_end,DPOLookback,v_end,tailRiskPct,DD95_limit,filter,horizon,minSafef,beLongThreshold,n_features,tox_adj,YIF,CAR75,safef,DD95,DD100,SOR25,C25sig,TPY,CAR25,CAR50,SHA25,f1,acc,prec,rec,fn_mag,fp_mag,avg_prec,logloss,ham,tp,fn,fp,tn,f1mm,accmm,precmm,recmm,fn_magmm,fp_magmm,CAR25mm,CAR50mm,CAR75mm,SOR25mm,TPYmm,scoremm,windowLength,timestamp,lastBartime,cycleTime
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 02:00:00,25,AUDNZD,3,BH1,3,3,2,1,0,False,10000,2016-04-22 16:00:00,v3,25,ALL,1,1,0,3,3,2016-04-22 15:30:00,3,2016-04-22 17:00:00,95,0.01,DF1,20,1,0.0,10,0,500,22.4267783539,1,0.0071497838938,0.00950408215244,-0.00503580790791,BH1,0.002,-1.34740787338,8.21707848627,-0.0786914768528,0.5,0.333333333333,0.333333333333,1.0,0.0,0.000106685633001,0.666666666667,23.0263839949,0.666666666667,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160423 21:17:52 EDT,20160422 17:00:00 EDT,0.44
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 02:00:00,25,AUDNZD,3,BH1,3,3,2,1,0,False,10000,2016-04-22 16:00:00,v3,25,ALL,1,1,0,3,3,2016-04-22 15:30:00,3,2016-04-22 17:00:00,95,0.01,DF1,20,1,0.0,10,0,500,22.4267783539,1,0.0071497838938,0.00950408215244,-0.00503580790791,BH1,0.002,-1.34740787338,8.21707848627,-0.0786914768528,0.5,0.333333333333,0.333333333333,1.0,0.0,0.000106685633001,0.666666666667,23.0263839949,0.666666666667,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160423 21:17:52 EDT,20160422 17:00:00 EDT,0.44
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 16:00:00,25,AUDNZD,3,BH1,3,3,2,1,0,False,10000,2016-04-25 07:30:00,v3,25,ALL,1,1,0,3,3,2016-04-25 07:00:00,3,2016-04-25 08:30:00,95,0.01,DF1,20,1,0.0,10,0,500,530007.413974,1,0.0034601825321,0.00398196920347,2.55813352945,BH1,0.002,303428.591764,466901.376894,14.1170487766,0.5,0.333333333333,0.333333333333,1.0,0.0,0.000124669403457,0.666666666667,23.0263839949,0.666666666667,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160425 08:02:51 EDT,20160425 08:30:00 EDT,-27.1454166667
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 17:30:00,25,AUDNZD,3,BH1,3,3,2,1,0,False,10000,2016-04-25 09:00:00,v3,25,ALL,1,1,0,3,3,2016-04-25 08:30:00,3,2016-04-25 10:00:00,95,0.01,DF1,20,1,0.0,10,0,500,5233991.28439,1,0.0,0.0,0.0,BH1,0.002,4188354.4875,4779701.02451,56.1228453559,0.8,0.666666666667,0.666666666667,1.0,0.0,0.0,0.833333333333,11.5131919974,0.333333333333,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160425 09:35:52 EDT,20160425 10:00:00 EDT,-24.1259
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 12:30:00,25,AUDNZD,3,SH1,3,3,2,1,0,False,10000,2016-04-27 02:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 02:00:00,3,2016-04-27 03:30:00,95,0.01,DF1,20,1,0.0,10,0,500,8.64296185877e+14,1,0.0,0.0,0.0,SH1,0.002,6.31271870165e+14,7.75227697511e+14,68.4248470764,0.0,1.0,0.0,0.0,0.0,0.0,,9.99200722163e-16,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 03:08:44 EDT,20160427 03:30:00 EDT,-21.26335
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 15:30:00,25,AUDNZD,3,SH1,3,3,2,1,0,False,10000,2016-04-27 05:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 05:00:00,3,2016-04-27 06:30:00,95,0.01,DF1,20,1,0.0,10,0,500,67185.771209,1,0.000594008595797,0.00070197224343,8.86705663303,SH1,0.002,44099.0011772,55629.9022956,18.7890870014,0.0,0.666666666667,0.0,0.0,5.4015367372e-05,0.0,0.666666666667,11.512925465,0.333333333333,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 06:33:40 EDT,20160427 06:30:00 EDT,3.6687
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 16:30:00,25,AUDNZD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 06:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 06:00:00,3,2016-04-27 07:30:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.9999510996,1,0.346603828131,0.348314389462,-0.968699598285,BH1,0.002,-99.9999635835,-99.9999570715,-85.9621849186,0.0,0.0,0.0,0.0,0.0,0.000556848127128,,34.5395759923,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 07:24:43 EDT,20160427 07:30:00 EDT,-5.27145
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 17:30:00,25,AUDNZD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 07:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 07:00:00,3,2016-04-27 08:30:00,95,0.01,DF1,20,1,0.0,10,0,500,-39.3294824855,1,0.06640259952,0.0809988671552,-0.115367599588,BH1,0.002,-75.2191471035,-57.3216969455,-1.95860660308,0.5,0.333333333333,0.333333333333,1.0,0.0,0.000482001522584,0.666666666667,23.0263839949,0.666666666667,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 08:17:31 EDT,20160427 08:30:00 EDT,-12.4817333333
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 19:00:00,25,AUDNZD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 09:00:00,v3,25,ALL,1,1,0,3,3,2016-04-27 08:30:00,3,2016-04-27 10:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.9483891665,1,0.207820233373,0.218057445977,-0.777670118598,BH1,0.002,-99.9639363808,-99.9534132761,-27.6182893557,0.0,0.0,0.0,0.0,0.0,0.000291543017017,,34.5395759923,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 09:58:15 EDT,20160427 10:00:00 EDT,-1.74581666667
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-27 06:30:00,25,AUDNZD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 20:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 20:00:00,3,2016-04-27 21:30:00,95,0.01,DF1,20,1,0.0,10,0,500,233435.167161,1,0.0,0.0,0.0,BH1,0.002,205552.932114,220604.697822,70.6601099822,0.8,0.666666666667,0.666666666667,1.0,0.0,0.0,0.833333333333,11.5131919974,0.333333333333,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 21:20:14 EDT,20160427 21:30:00 EDT,-9.761
