model,params,sample,FS,cols,featureRank,input_signal,test_split,longMemory,v_start,statsLookback,rfe_model,RSILookback,data_type,wf_step,iters,t_start,ticker,rows,ACLookback,ROCLookback,ATRLookback,zScoreLookback,t_end,DPOLookback,v_end,signal,CCLookback,filter,rStochLookback,beLongThreshold,n_features,tox_adj,YIF,CAR75,safef,DD95,DD100,SOR25,C25sig,TPY,CAR25,CAR50,SHA25,f1,acc,prec,rec,fn_mag,fp_mag,avg_prec,logloss,ham,tp,fn,fp,tn,f1mm,accmm,precmm,recmm,fn_magmm,fp_magmm,CAR25mm,CAR50mm,CAR75mm,TPYmm,scoremm,timestamp,cycleTime,lastBarTime
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['priceChangeUSDCHF', 'Pri_rStochEURGBP', 'Pri_rStochEURUSD', 'Pri_RSI', 'Pri_ROC', 'Pri_ATR_Y3', 'priceChange', 'priceChangeY3', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-17 23:10:00,100,None,1.5,ALL,1,1,2016-03-17 03:22:00,EURCHF,500,12,600,5,10,2016-03-17 23:09:00,10,2016-03-20 22:58:00,gainAhead,60,DF1,300,0.0,10,0,5.55555555556,1.90785790089,9.66227280913,0.051187631527,0.0594498093723,0.0,gainAhead,252.0,0.923820185944,1.34119203068,0.0,0.450084602369,0.535714285714,0.510556621881,0.402420574887,7.10985490157e-05,6.75382924344e-05,0.597560026955,16.03600611,0.464285714286,266,395,255,484,0.93168978764,1.0,1.0,0.820987654321,-0.2841743413,-0.887907244405,1.0,1.0,1.0,-0.0,1.82791841429,2016-03-20 23:36:27,,
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['priceChangeUSDCHF', 'Pri_rStochEURGBP', 'Pri_rStochEURUSD', 'Pri_RSI', 'Pri_ROC', 'Pri_ATR_Y3', 'priceChange', 'priceChangeY3', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-17 23:10:00,100,None,1.5,ALL,1,1,2016-03-17 03:22:00,EURCHF,500,12,600,5,10,2016-03-17 23:09:00,10,2016-03-20 22:58:00,gainAhead,60,DF1,300,0.0,10,0,5.55555555556,1.90785790089,9.66227280913,0.051187631527,0.0594498093723,0.0,gainAhead,252.0,0.923820185944,1.34119203068,0.0,0.450084602369,0.535714285714,0.510556621881,0.402420574887,7.10985490157e-05,6.75382924344e-05,0.597560026955,16.03600611,0.464285714286,266,395,255,484,0.93168978764,1.0,1.0,0.820987654321,-0.2841743413,-0.887907244405,1.0,1.0,1.0,-0.0,1.82791841429,2016-03-20 23:36:27,,
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['priceChangeUSDCHF', 'Pri_RSI', 'Pri_ROC', 'Pri_ATR_Y3', 'priceChange', 'priceChangeY2', 'autoCor', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-18 00:08:00,100,None,1.5,ALL,1,1,2016-03-17 03:22:00,EURCHF,500,12,600,5,10,2016-03-18 00:07:00,10,2016-03-20 23:59:00,gainAhead,60,DF1,300,0.0,10,0,5.55555555556,2.11737885382,10.8464672025,0.0511174520313,0.0554373108689,0.0,gainAhead,252.0,0.976171673103,1.44904930074,0.0,0.445569620253,0.530714285714,0.503816793893,0.399394856278,7.11797704712e-05,6.72598935068e-05,0.593391539371,16.2087028477,0.469285714286,264,397,260,479,0.918448346264,1.0,1.0,0.822429906542,-0.330759282557,-0.887112144265,1.0,1.0,1.0,-0.0,1.78212857318,2016-03-21 00:49:45,,
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['corrUSDCHF', 'corrEURUSD', 'Pri_ROC', 'Pri_rStoch', 'priceChange', 'mean60_ga', 'autoCor', 'autoCor_Y2', 'autoCor_Y3', 'autoCor_Y4']",1,0,False,2016-03-18 01:03:00,100,None,1.5,ALL,1,1,2016-03-17 03:22:00,EURCHF,500,12,600,5,10,2016-03-18 01:02:00,10,2016-03-21 00:58:00,gainAhead,60,DF1,300,0.0,10,0,5.55555555556,2.04442703952,10.2835413209,0.0525871108249,0.0612899248642,0.0,gainAhead,252.0,0.906033932379,1.48749812224,0.0,0.450915141431,0.528571428571,0.5,0.410606060606,7.22455578293e-05,6.53404805592e-05,0.594231601732,16.282720794,0.471428571429,271,389,271,469,0.936346588476,1.0,1.0,0.854889589905,-0.464196341289,-0.876580688774,1.0,1.0,1.0,-0.0,1.65922296994,2016-03-21 01:41:01,,
LDA,"LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
              solver='svd', store_covariance=False, tol=0.0001)",DF1,None,48,"['corrUSDCHF', 'corrEURUSD', 'ROC_EURJPY', 'Pri_ROC', 'priceChange', 'mean60_ga', 'autoCor', 'autoCor_Y1', 'autoCor_Y2', 'autoCor_Y3']",1,0,False,2016-03-18 02:01:00,100,None,1.5,ALL,1,1,2016-03-17 03:22:00,EURCHF,500,12,600,5,10,2016-03-18 02:00:00,10,2016-03-21 01:58:00,gainAhead,60,DF1,300,0.0,10,0,5.55555555556,2.21354912592,11.1927615729,0.0540503723007,0.0668071636567,0.0,gainAhead,252.0,0.858687155836,1.5688983981,0.0,0.468497576737,0.53,0.508771929825,0.434131736527,7.33087023842e-05,6.44009044245e-05,0.606451833176,16.2333848251,0.47,290,378,280,452,0.96161365671,0.968253968254,0.997526603394,0.897832817337,-0.760665239842,-0.797817439043,1.0,1.0,1.0,-0.0,1.44151732111,2016-03-21 02:46:06,,
