model,params,sample,FS,cols,barSizeSetting,perturbDataPct,validationPeriod,rows,rStochBars,CAR25_threshold,maxReadLines,rfe_model,RSILookback,version_,t_start,ROCLookback,ticker,zScoreLookback,signal,CCLookback,rStochLookback,maxLeverage,input_signal,test_split,longMemory,initial_equity,v_start,version,statsLookback,data_type,wf_step,iters,wf_is_period,ACLookback,ATRLookback,t_end,DPOLookback,v_end,tailRiskPct,DD95_limit,filter,horizon,minSafef,beLongThreshold,n_features,tox_adj,YIF,CAR75,safef,DD95,DD100,SOR25,C25sig,TPY,CAR25,CAR50,SHA25,f1,acc,prec,rec,fn_mag,fp_mag,avg_prec,logloss,ham,tp,fn,fp,tn,f1mm,accmm,precmm,recmm,fn_magmm,fp_magmm,CAR25mm,CAR50mm,CAR75mm,SOR25mm,TPYmm,scoremm,windowLength,timestamp,lastBartime,cycleTime
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 02:00:00,25,AUDCAD,3,BH1,3,3,2,1,0,False,10000,2016-04-22 16:00:00,v3,25,ALL,1,1,0,3,3,2016-04-22 15:30:00,3,2016-04-22 17:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.9981398958,1,0.276167384187,0.278073073832,-0.90154790938,BH1,0.002,-99.9985841613,-99.9983252525,-46.3910370764,0.0,0.0,0.0,0.0,0.0,0.000421230492116,,34.5395759923,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160423 21:16:23 EDT,20160422 17:00:00 EDT,0.47
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 02:00:00,25,AUDCAD,3,BH1,3,3,2,1,0,False,10000,2016-04-22 16:00:00,v3,25,ALL,1,1,0,3,3,2016-04-22 15:30:00,3,2016-04-22 17:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.9981398958,1,0.276167384187,0.278073073832,-0.90154790938,BH1,0.002,-99.9985841613,-99.9983252525,-46.3910370764,0.0,0.0,0.0,0.0,0.0,0.000421230492116,,34.5395759923,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160423 21:16:23 EDT,20160422 17:00:00 EDT,0.47
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 15:30:00,25,AUDCAD,3,BH1,3,3,2,1,0,False,10000,2016-04-25 07:00:00,v3,25,ALL,1,1,0,3,3,2016-04-25 06:30:00,3,2016-04-25 08:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-94.1655083999,1,0.0853980537162,0.0885338812917,-0.724982922511,BH1,0.002,-95.058806647,-94.7070669477,-23.5104462018,0.0,0.0,0.0,0.0,0.0,0.000112413509534,,34.5395759923,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160425 08:01:25 EDT,20160425 08:00:00 EDT,1.42213333333
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 17:30:00,25,AUDCAD,3,BH1,3,3,2,1,0,False,10000,2016-04-25 09:00:00,v3,25,ALL,1,1,0,3,3,2016-04-25 08:30:00,3,2016-04-25 10:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.4795811667,1,0.15371530235,0.158575929577,-0.680565509788,BH1,0.002,-99.6144219256,-99.5493543345,-20.6970266641,0.5,0.333333333333,0.333333333333,1.0,0.0,0.000324350277869,0.666666666667,23.0263839949,0.666666666667,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160425 09:34:59 EDT,20160425 10:00:00 EDT,-25.0126666667
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 12:30:00,25,AUDCAD,3,SH1,3,3,2,1,0,False,10000,2016-04-27 02:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 02:00:00,3,2016-04-27 03:30:00,95,0.01,DF1,20,1,0.0,10,0,500,2.92765737526e+12,1,0.0,0.0,0.0,SH1,0.002,2.67690197378e+12,2.77586210522e+12,108.581420905,0.0,1.0,0.0,0.0,0.0,0.0,,9.99200722163e-16,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 03:09:15 EDT,20160427 03:30:00 EDT,-20.7388166667
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 15:30:00,25,AUDCAD,3,SH1,3,3,2,1,0,False,10000,2016-04-27 05:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 05:00:00,3,2016-04-27 06:30:00,95,0.01,DF1,20,1,0.0,10,0,500,7.90688762994e+11,1,0.0,0.0,0.0,SH1,0.002,3.71478008982e+11,6.14673428611e+11,36.8072251829,0.0,1.0,0.0,0.0,0.0,0.0,,9.99200722163e-16,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 06:34:19 EDT,20160427 06:30:00 EDT,4.32725
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 16:30:00,25,AUDCAD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 06:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 06:00:00,3,2016-04-27 07:30:00,95,0.01,DF1,20,1,0.0,10,0,500,20402.6394253,1,0.000354085904797,0.000376016414983,11.921849589,BH1,0.002,15056.8669578,17324.5007225,19.3429502224,0.5,0.333333333333,0.333333333333,1.0,0.0,1.56700513978e-05,0.666666666667,23.0263839949,0.666666666667,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 07:25:24 EDT,20160427 07:30:00 EDT,-4.58518333333
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 19:00:00,25,AUDCAD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 09:00:00,v3,25,ALL,1,1,0,3,3,2016-04-27 08:30:00,3,2016-04-27 10:00:00,95,0.01,DF1,20,1,0.0,10,0,500,3550504.90082,1,0.0196342157531,0.0318895648742,0.508350342817,BH1,0.002,494540.791928,1240856.86627,5.80435659665,0.5,0.333333333333,0.333333333333,1.0,0.0,0.000667859770319,0.666666666667,23.0263839949,0.666666666667,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 09:58:44 EDT,20160427 10:00:00 EDT,-1.258
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-27 06:30:00,25,AUDCAD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 20:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 20:00:00,3,2016-04-27 21:30:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.5182692167,1,0.155827047037,0.160571589967,-0.696526715856,BH1,0.002,-99.6610830122,-99.5715522485,-21.6750548139,0.5,0.333333333333,0.333333333333,1.0,0.0,0.000326590758265,0.666666666667,23.0263839949,0.666666666667,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 21:20:41 EDT,20160427 21:30:00 EDT,-9.30418333333
None,None,DF1,None,101,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-27 09:00:00,25,AUDCAD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 23:00:00,v3,25,ALL,1,1,0,3,3,2016-04-27 22:30:00,3,2016-04-28 00:00:00,95,0.01,DF1,20,1,0.0,10,0,500,218274.805971,1,9.01271385968e-05,9.01271385968e-05,0.0,BH1,0.002,156982.551938,173892.625039,28.8359514279,0.8,0.666666666667,0.666666666667,1.0,0.0,0.0,0.833333333333,11.5131919974,0.333333333333,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 23:51:25 EDT,20160428 00:00:00 EDT,-8.57498333333
