model,params,sample,FS,cols,barSizeSetting,perturbDataPct,validationPeriod,rows,rStochBars,CAR25_threshold,maxReadLines,rfe_model,RSILookback,version_,t_start,ROCLookback,ticker,zScoreLookback,signal,CCLookback,rStochLookback,maxLeverage,input_signal,test_split,longMemory,initial_equity,v_start,version,statsLookback,data_type,wf_step,iters,wf_is_period,ACLookback,ATRLookback,t_end,DPOLookback,v_end,tailRiskPct,DD95_limit,filter,horizon,minSafef,beLongThreshold,n_features,tox_adj,YIF,CAR75,safef,DD95,DD100,SOR25,C25sig,TPY,CAR25,CAR50,SHA25,f1,acc,prec,rec,fn_mag,fp_mag,avg_prec,logloss,ham,tp,fn,fp,tn,f1mm,accmm,precmm,recmm,fn_magmm,fp_magmm,CAR25mm,CAR50mm,CAR75mm,SOR25mm,TPYmm,scoremm,windowLength,timestamp,lastBartime,cycleTime
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 02:00:00,25,GBPAUD,3,BH1,3,3,2,1,0,False,10000,2016-04-22 16:00:00,v3,25,ALL,1,1,0,3,3,2016-04-22 15:30:00,3,2016-04-22 17:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-87.0725925064,1,0.0603401049852,0.0614621544141,-0.76175696668,BH1,0.002,-88.0592996845,-87.6650940228,-26.2555013076,0.0,0.0,0.0,0.0,0.0,7.93573509747e-05,,34.5395759923,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160423 21:15:38 EDT,20160422 17:00:00 EDT,0.5
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 02:00:00,25,GBPAUD,3,BH1,3,3,2,1,0,False,10000,2016-04-22 16:00:00,v3,25,ALL,1,1,0,3,3,2016-04-22 15:30:00,3,2016-04-22 17:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-87.0725925064,1,0.0603401049852,0.0614621544141,-0.76175696668,BH1,0.002,-88.0592996845,-87.6650940228,-26.2555013076,0.0,0.0,0.0,0.0,0.0,7.93573509747e-05,,34.5395759923,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160423 21:15:38 EDT,20160422 17:00:00 EDT,0.5
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 15:30:00,25,GBPAUD,3,BH1,3,3,2,1,0,False,10000,2016-04-25 07:00:00,v3,25,ALL,1,1,0,3,3,2016-04-25 06:30:00,3,2016-04-25 08:00:00,95,0.01,DF1,20,1,0.0,10,0,500,2788172.27405,1,0.00493441287143,0.0055723294219,1.55529886732,BH1,0.002,1154439.37248,1793815.16468,11.4061653416,0.5,0.333333333333,0.333333333333,1.0,0.0,0.000240071061034,0.666666666667,23.0263839949,0.666666666667,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160425 08:00:51 EDT,20160425 08:00:00 EDT,0.850983333333
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 17:30:00,25,GBPAUD,3,BH1,3,3,2,1,0,False,10000,2016-04-25 09:00:00,v3,25,ALL,1,1,0,3,3,2016-04-25 08:30:00,3,2016-04-25 10:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.7890573724,1,0.181057566439,0.184137968925,-0.680567797302,BH1,0.002,-99.8744866125,-99.8349234164,-20.6853406101,0.5,0.333333333333,0.333333333333,1.0,0.0,0.000387456527644,0.666666666667,23.0263839949,0.666666666667,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160425 09:34:27 EDT,20160425 10:00:00 EDT,-25.5444
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 12:00:00,25,GBPAUD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 02:00:00,v3,25,ALL,1,1,0,3,3,2016-04-27 01:30:00,3,2016-04-27 03:00:00,95,0.01,DF1,20,1,0.0,10,0,500,19835575.3637,1,0.0205334753526,0.0228830486096,0.591303279777,BH1,0.002,1690665.88799,4015453.06136,6.48364683063,0.5,0.333333333333,0.333333333333,1.0,0.0,0.000646381962018,0.666666666667,23.0263839949,0.666666666667,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 03:05:12 EDT,20160427 03:00:00 EDT,5.21361666667
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 15:30:00,25,GBPAUD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 05:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 05:00:00,3,2016-04-27 06:30:00,95,0.01,DF1,20,1,0.0,10,0,500,1.33292749341e+12,1,0.0,0.0,0.0,BH1,0.002,4.26817044568e+11,5.90940969592e+11,29.2378441261,0.8,0.666666666667,0.666666666667,1.0,0.0,0.0,0.833333333333,11.5131919974,0.333333333333,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 06:31:14 EDT,20160427 06:30:00 EDT,1.24743333333
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 16:30:00,25,GBPAUD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 06:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 06:00:00,3,2016-04-27 07:30:00,95,0.01,DF1,20,1,0.0,10,0,500,89433.1080658,1,0.0226271519064,0.0268069292261,0.322496008563,BH1,0.002,14070.4253963,39590.3997073,4.0779590782,0.5,0.333333333333,0.333333333333,1.0,0.0,0.000608668057412,0.666666666667,23.0263839949,0.666666666667,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 07:10:49 EDT,20160427 07:30:00 EDT,-19.17015
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 17:30:00,25,GBPAUD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 07:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 07:00:00,3,2016-04-27 08:30:00,95,0.01,DF1,20,1,0.0,10,0,500,3910147.05613,1,0.00208927887334,0.00246867851571,3.91495176366,BH1,0.002,1332632.94548,2105652.204,15.746462178,0.5,0.333333333333,0.333333333333,1.0,0.0,9.50575293377e-05,0.666666666667,23.0263839949,0.666666666667,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 08:04:49 EDT,20160427 08:30:00 EDT,-25.1786333333
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 19:00:00,25,GBPAUD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 09:00:00,v3,25,ALL,1,1,0,3,3,2016-04-27 08:30:00,3,2016-04-27 10:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.6406333055,1,0.190531951333,0.20932859275,-0.401012696454,BH1,0.002,-99.8929185775,-99.8137710979,-8.7854492375,0.5,0.333333333333,0.333333333333,1.0,0.0,0.000676270841912,0.666666666667,23.0263839949,0.666666666667,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 09:44:52 EDT,20160427 10:00:00 EDT,-15.12225
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-27 06:30:00,25,GBPAUD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 20:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 20:00:00,3,2016-04-27 21:30:00,95,0.01,DF1,20,1,0.0,10,0,500,16020.6637213,1,0.000283652611615,0.000292797442217,15.9081346471,BH1,0.002,10590.1632952,13236.4838177,19.8394857198,0.5,0.333333333333,0.333333333333,1.0,0.0,1.04584733244e-05,0.666666666667,23.0263839949,0.666666666667,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 21:09:14 EDT,20160427 21:30:00 EDT,-20.7548666667
