model,params,sample,FS,cols,barSizeSetting,perturbDataPct,validationPeriod,rows,rStochBars,CAR25_threshold,maxReadLines,rfe_model,RSILookback,version_,t_start,ROCLookback,ticker,zScoreLookback,signal,CCLookback,rStochLookback,maxLeverage,input_signal,test_split,longMemory,initial_equity,v_start,version,statsLookback,data_type,wf_step,iters,wf_is_period,ACLookback,ATRLookback,t_end,DPOLookback,v_end,tailRiskPct,DD95_limit,filter,horizon,minSafef,beLongThreshold,n_features,tox_adj,YIF,CAR75,safef,DD95,DD100,SOR25,C25sig,TPY,CAR25,CAR50,SHA25,f1,acc,prec,rec,fn_mag,fp_mag,avg_prec,logloss,ham,tp,fn,fp,tn,f1mm,accmm,precmm,recmm,fn_magmm,fp_magmm,CAR25mm,CAR50mm,CAR75mm,SOR25mm,TPYmm,scoremm,windowLength,timestamp,lastBartime,cycleTime
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 02:00:00,25,GBPNZD,3,BH1,3,3,2,1,0,False,10000,2016-04-22 16:00:00,v3,25,ALL,1,1,0,3,3,2016-04-22 15:30:00,3,2016-04-22 17:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-85.9262874302,1,0.0693642351477,0.0704783875546,-0.412000373674,BH1,0.002,-90.1219322699,-88.1417788592,-9.096598675,0.5,0.333333333333,0.333333333333,1.0,0.0,0.000223541805885,0.666666666667,23.0263839949,0.666666666667,1,0,2,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160423 21:14:19 EDT,20160422 17:00:00 EDT,0.57
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 02:00:00,25,GBPNZD,3,BH1,3,3,2,1,0,False,10000,2016-04-22 16:00:00,v3,25,ALL,1,1,0,3,3,2016-04-22 15:30:00,3,2016-04-22 17:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-85.9262874302,1,0.0693642351477,0.0704783875546,-0.412000373674,BH1,0.002,-90.1219322699,-88.1417788592,-9.096598675,0.5,0.333333333333,0.333333333333,1.0,0.0,0.000223541805885,0.666666666667,23.0263839949,0.666666666667,1,0,2,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160423 21:14:19 EDT,20160422 17:00:00 EDT,0.57
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 15:30:00,25,GBPNZD,3,BH1,3,3,2,1,0,False,10000,2016-04-25 07:00:00,v3,25,ALL,1,1,0,3,3,2016-04-25 06:30:00,3,2016-04-25 08:00:00,95,0.01,DF1,20,1,0.0,10,0,500,5292021.09251,1,0.00227297246178,0.0025631336001,4.63040580488,BH1,0.002,2244891.80383,4047960.80755,16.6444101081,0.5,0.333333333333,0.333333333333,1.0,0.0,8.5540150408e-05,0.666666666667,23.0263839949,0.666666666667,1,0,2,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160425 07:59:31 EDT,20160425 08:00:00 EDT,-0.4825
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-22 17:30:00,25,GBPNZD,3,BH1,3,3,2,1,0,False,10000,2016-04-25 09:00:00,v3,25,ALL,1,1,0,3,3,2016-04-25 08:30:00,3,2016-04-25 10:00:00,95,0.01,DF1,20,1,0.0,10,0,500,17077.8271885,1,0.00472140897222,0.0061995698148,0.915609205335,BH1,0.002,7735.99528324,11372.3387596,8.70246955685,0.5,0.333333333333,0.333333333333,1.0,0.0,0.00019080667373,0.666666666667,23.0263839949,0.666666666667,1,0,2,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160425 09:33:29 EDT,20160425 10:00:00 EDT,-26.51415
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 12:00:00,25,GBPNZD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 02:00:00,v3,25,ALL,1,1,0,3,3,2016-04-27 01:30:00,3,2016-04-27 03:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.2068270677,1,0.157325502757,0.165418326551,-0.473992743409,BH1,0.002,-99.6312874193,-99.4945602012,-11.1527993595,0.5,0.333333333333,0.333333333333,1.0,0.0,0.000468102968504,0.666666666667,23.0263839949,0.666666666667,1,0,2,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 03:04:17 EDT,20160427 03:00:00 EDT,4.28643333333
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 15:30:00,25,GBPNZD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 05:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 05:00:00,3,2016-04-27 06:30:00,95,0.01,DF1,20,1,0.0,10,0,500,1747498444.27,1,0.00384255774817,0.00521930622317,3.24158829949,BH1,0.002,495371523.312,710149795.272,15.1328418639,0.5,0.333333333333,0.333333333333,1.0,0.0,0.00018685701795,0.666666666667,23.0263839949,0.666666666667,1,0,2,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 06:30:05 EDT,20160427 06:30:00 EDT,0.08995
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 16:30:00,25,GBPNZD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 06:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 06:00:00,3,2016-04-27 07:30:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.9692699377,1,0.255323010373,0.268961334714,-0.406436212848,BH1,0.002,-99.9938237556,-99.9865545733,-8.90018430163,0.5,0.333333333333,0.333333333333,1.0,0.0,0.000938781154994,0.666666666667,23.0263839949,0.666666666667,1,0,2,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 07:09:45 EDT,20160427 07:30:00 EDT,-20.2353666667
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 17:30:00,25,GBPNZD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 07:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 07:00:00,3,2016-04-27 08:30:00,95,0.01,DF1,20,1,0.0,10,0,500,1746230.6164,1,0.0,0.0,0.0,BH1,0.002,1491313.78672,1627957.9252,70.6023363587,0.8,0.666666666667,0.666666666667,1.0,0.0,0.0,0.833333333333,11.5131919974,0.333333333333,2,0,1,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 08:04:09 EDT,20160427 08:30:00 EDT,-25.8347166667
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-26 19:00:00,25,GBPNZD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 09:00:00,v3,25,ALL,1,1,0,3,3,2016-04-27 08:30:00,3,2016-04-27 10:00:00,95,0.01,DF1,20,1,0.0,10,0,500,-99.9998652383,1,0.338225946273,0.346627454076,-0.783234389228,BH1,0.002,-99.9999275418,-99.999915384,-28.1249613987,0.0,0.0,0.0,0.0,0.0,0.000526392963972,,34.5395759923,1.0,0,0,3,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 09:43:49 EDT,20160427 10:00:00 EDT,-16.18095
None,None,DF1,None,95,30m,0.0002,3,28,25,0,500,None,1.5,v3.1,2016-04-27 06:30:00,25,GBPNZD,3,BH1,3,3,2,1,0,False,10000,2016-04-27 20:30:00,v3,25,ALL,1,1,0,3,3,2016-04-27 20:00:00,3,2016-04-27 21:30:00,95,0.01,DF1,20,1,0.0,10,0,500,46455326.9492,1,0.0,0.0,0.0,BH1,0.002,39816822.0504,41729898.5747,78.9972654041,0.8,0.666666666667,0.666666666667,1.0,0.0,0.0,0.833333333333,11.5131919974,0.333333333333,2,0,1,0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,2.0,20160427 21:08:30 EDT,20160427 21:30:00 EDT,-21.4916666667
