dates,signals,gainAhead,safef,CAR25,dd95,ddTol
2006-12-07,1,0.00958296362023,0.0,-70.7811467388,0.0,0.0117953564924
2006-12-08,1,0.00316400070311,2.0,1496.67864713,0.0,0.0117953564924
2006-12-11,1,-0.00122656386893,2.0,149.97803751,0.0,0.0117953564924
2006-12-12,1,0.00105263157895,0.0,-29.9224185936,0.0,0.0117953564924
2006-12-13,1,0.00823694356817,2.0,35.6587537241,0.0,0.0117953564924
2006-12-14,1,0.0,2.0,982.831181389,0.0,0.0117953564924
2006-12-15,1,-0.00243351294977,0.0,0.0,0.0,0.0117953564924
2006-12-18,1,0.00104547830633,0.0,-50.6218145313,0.0,0.0117953564924
2006-12-19,1,-0.000696257615318,2.0,35.3779690465,0.0,0.0117953564924
2006-12-20,1,-0.00383208500261,0.0,-18.2750288995,0.0,0.0117953564924
2006-12-21,1,-0.00664451827243,0.0,-67.0969067852,0.0,0.0117953564924
2006-12-22,1,0.0117936982926,0.0,-96.7746721084,0.0,0.0117953564924
2006-12-27,0,-0.00226165622825,0.0,0.0,0.0,0.0
2006-12-28,1,-0.00366172624237,2.0,2919.80103695,0.0,0.0117953564924
2006-12-29,1,-0.00070003500175,0.0,-65.4285116339,0.0,0.0117953564924
2007-01-04,1,-0.0077057793345,0.0,-18.364474386,0.0,0.0117953564924
2007-01-05,1,0.00423579244617,0.0,-89.326946062,0.0,0.0117953564924
2007-01-08,1,-0.00140597539543,2.0,240.837142749,0.0,0.0117953564924
2007-01-09,1,0.00281590989088,0.0,-33.4751719258,0.0,0.0117953564924
2007-01-10,1,0.004563004563,2.0,126.025297698,0.0,0.0117953564924
2007-01-11,1,0.00681341719078,2.0,274.661411937,0.0,0.0117953564924
2007-01-12,1,-0.00138816588582,2.0,617.908975336,0.0,0.0117953564924
2007-01-16,0,0.0,0.0,0.0,0.0,0.0
2007-01-17,0,-0.00382276281494,0.0,0.0,0.0,0.0
2007-01-18,0,0.002442002442,0.0,0.0,0.0,0.0
2007-01-19,0,-0.00400208804594,0.0,0.0,0.0,0.0
2007-01-22,1,0.00314465408805,0.0,-33.1306954378,0.0,0.0117953564924
2007-01-23,1,0.00748867990247,2.0,148.582614668,0.0,0.0117953564924
2007-01-24,1,-0.0117545375972,2.0,772.477369214,0.0,0.0117953564924
2007-01-25,0,-0.00122441840126,0.0,0.0,0.0,0.0
2007-01-26,1,-0.000875656742557,0.0,-96.7173355038,0.0,0.0117953564924
2007-01-29,1,0.00543382997371,0.0,-22.4169253712,0.0,0.0117953564924
2007-01-30,1,0.00627615062762,2.0,381.910679023,0.0,0.0117953564924
2007-01-31,1,0.00537075537076,2.0,514.710105705,0.0,0.0117953564924
2007-02-01,1,0.00155092193693,2.0,373.205145088,0.0,0.0117953564924
2007-02-02,1,0.000516173434274,2.0,56.7188107293,0.0,0.0117953564924
2007-02-05,0,-0.000343938091144,0.0,0.0,0.0,0.0
2007-02-06,0,0.00172028212627,0.0,0.0,0.0,0.0
2007-02-07,0,-0.00120212948652,0.0,0.0,0.0,0.0
2007-02-08,1,-0.00756533700138,2.0,16.1332161588,0.0,0.0117953564924
2007-02-09,0,-0.003465003465,0.0,0.0,0.0,0.0
2007-02-12,1,0.00799721835883,0.0,-88.8818555423,0.0,0.0117953564924
2007-02-13,0,0.00620903759917,0.0,0.0,0.0,0.0
2007-02-14,1,0.000685635927323,2.0,910.441663936,0.0,0.0117953564924
2007-02-15,1,-0.000342583076396,2.0,21.9771127846,0.0,0.0117953564924
2007-02-16,0,-0.00445510623715,0.0,0.0,0.0,0.0
2007-02-26,1,-0.0394148020654,0.0,-9.45190857587,0.0,0.0117953564924
2007-02-27,1,0.00985486471958,0.0,-96.8652946393,0.0,0.0117953564924
2007-02-28,1,-0.0028388928318,2.0,1626.92350784,0.0,0.0117953564924
2007-03-01,0,-0.0137010676157,0.0,0.0,0.0,0.0
2007-03-02,1,-0.00974201695833,0.0,-56.1017439837,0.0,0.0117953564924
2007-03-05,1,0.0169429768628,0.0,-94.0995108376,0.0,0.0117953564924
2007-03-06,0,-0.00161232533142,0.0,0.0,0.0,0.0
2007-03-07,1,0.0172259106406,2.0,13187.2974392,0.0,0.0117953564924
2007-03-08,0,0.000176397953784,0.0,0.0,0.0,0.0
2007-03-09,1,0.00141093474427,2.0,14312.6778818,0.0,0.0117953564924
2007-03-12,0,-0.0193730186685,0.0,0.0,0.0,0.0
2007-03-13,1,0.00700431034483,2.0,50.4927505294,0.0,0.0117953564924
2007-03-14,1,0.00124843945069,2.0,658.598898787,0.0,0.0117953564924
2007-03-15,1,-0.00320627003919,2.0,43.5746437005,0.0,0.0117953564924
2007-03-16,0,0.0119728377412,0.0,0.0,0.0,0.0
2007-03-19,1,0.00547413031962,0.0,-60.5415770691,0.0,0.0117953564924
2007-03-20,1,0.0151036178433,2.0,387.556441846,0.0,0.0117953564924
2007-03-21,1,0.0,2.0,7730.28458919,0.0,0.0117953564924
2007-03-22,0,0.00138408304498,0.0,0.0,0.0,0.0
2007-03-23,0,-0.00120939875605,0.0,0.0,0.0,0.0
2007-03-26,0,-0.00328662861097,0.0,0.0,0.0,0.0
2007-03-27,0,-0.00763623741756,0.0,0.0,0.0,0.0
2007-03-28,1,0.00139909059112,0.0,0.0,0.0,0.0117953564924
2007-03-29,1,-0.000174641983933,2.0,49.9774407553,0.0,0.0117953564924
2007-03-30,0,0.00139737991266,0.0,0.0,0.0,0.0
2007-04-02,1,0.00976800976801,0.0,-4.93539346923,0.0,0.0117953564924
2007-04-03,1,0.000863707030575,2.0,1584.20529611,0.0,0.0117953564924
2007-04-04,1,0.00517777010701,2.0,28.4344236183,0.0,0.0117953564924
2007-04-10,0,-0.0051510989011,0.0,0.0,0.0,0.0
2007-04-11,1,0.00483258543321,2.0,347.53241677,0.0,0.0117953564924
2007-04-12,1,0.00395053246307,2.0,305.031230474,0.0,0.0117953564924
2007-04-13,1,0.00975192472198,2.0,213.846896001,0.0,0.0117953564924
2007-04-16,0,0.00237207726195,0.0,0.0,0.0,0.0
2007-04-17,0,0.000845165652468,0.0,0.0,0.0,0.0
2007-04-18,0,0.0,0.0,0.0,0.0,0.0
2007-04-19,0,0.00861340989698,0.0,0.0,0.0,0.0
2007-04-20,1,-0.00318151373074,2.0,1576.41068222,0.0,0.0117953564924
2007-04-23,0,0.000167982529817,0.0,0.0,0.0,0.0
2007-04-24,1,0.00822976150487,0.0,-60.2570134264,0.0,0.0117953564924
2007-04-25,1,0.00133266699983,2.0,980.588982403,0.0,0.0117953564924
2007-04-26,1,-0.000499085010814,2.0,47.1199835338,0.0,0.0117953564924
2007-04-27,1,-0.0089880159787,0.0,-13.4677392909,0.0,0.0117953564924
2007-04-30,0,0.0159556600605,0.0,0.0,0.0,0.0
2007-05-08,1,0.00214911555629,0.0,-92.6509376851,0.0,0.0117953564924
2007-05-09,0,-0.0107225338172,0.0,0.0,0.0,0.0
2007-05-10,1,0.00867100216775,2.0,86.354260597,0.0,0.0117953564924
2007-05-11,1,-0.00231443213754,2.0,1127.32840994,0.0,0.0117953564924
2007-05-14,1,-0.00016570008285,0.0,-48.8859521986,0.0,0.0117953564924
2007-05-15,0,0.00629764666888,0.0,0.0,0.0,0.0
2007-05-16,1,-0.0018115942029,0.0,-4.68870609182,0.0,0.0117953564924
2007-05-17,0,0.00841445306055,0.0,0.0,0.0,0.0
2007-05-18,1,0.0,0.0,-40.8585359035,0.0,0.0117953564924
2007-05-21,0,-0.0017997382199,0.0,0.0,0.0,0.0
2007-05-22,1,0.000163907556138,0.0,0.0,0.0,0.0117953564924
2007-05-23,1,-0.00917731891183,2.0,4.86445898316,0.0,0.0117953564924
2007-05-24,1,0.00380416804499,0.0,-93.0449885983,0.0,0.0117953564924
2007-05-25,1,0.0110397100016,2.0,200.837706655,0.0,0.0117953564924
2007-05-30,1,-0.000651890482399,2.0,2330.08288676,0.0,0.0117953564924
2007-05-31,1,0.00424005218526,0.0,-17.2170991114,0.0,0.0117953564924
2007-06-01,0,0.000487171159467,0.0,0.0,0.0,0.0
2007-06-04,0,-0.00422009414056,0.0,0.0,0.0,0.0
2007-06-05,0,-0.0112469437653,0.0,0.0,0.0,0.0
2007-06-06,1,-0.0179690075833,2.0,241.257265828,0.0,0.0117953564924
2007-06-07,1,0.0223266745006,0.0,-96.8061112655,0.0,0.0117953564924
2007-06-08,0,0.00180623973727,0.0,0.0,0.0,0.0
2007-06-11,0,-0.0116374364858,0.0,0.0,0.0,0.0
2007-06-12,1,0.0150912106136,2.0,62192.2373898,0.0,0.0117953564924
2007-06-13,1,0.00604476392746,2.0,7702.39064019,0.0,0.0117953564924
2007-06-14,0,0.00535888275414,0.0,0.0,0.0,0.0
2007-06-15,0,-0.00113067355839,0.0,0.0,0.0,0.0
2007-06-18,0,0.0019404915912,0.0,0.0,0.0,0.0
2007-06-19,0,-0.0142027114267,0.0,0.0,0.0,0.0
2007-06-20,1,0.00573018991487,2.0,474.960205856,0.0,0.0117953564924
2007-06-21,1,-0.00993000162787,2.0,425.003461623,0.0,0.0117953564924
2007-06-22,1,-0.00460374876685,0.0,-94.413862669,0.0,0.0117953564924
2007-06-25,1,-0.0104063429138,0.0,-73.7027100239,0.0,0.0117953564924
2007-06-26,1,0.0141879485896,0.0,-95.1375669788,0.0,0.0117953564924
2007-06-27,1,-0.00115207373272,2.0,5916.86875775,0.0,0.0117953564924
2007-06-28,1,-0.00115340253749,0.0,-28.3922706247,0.0,0.0117953564924
2007-06-29,1,0.0136918508743,0.0,-28.4198564628,0.0,0.0117953564924
2007-07-03,0,-0.00113913751017,0.0,0.0,0.0,0.0
2007-07-05,1,0.00521342456826,2.0,5116.32428049,0.0,0.0117953564924
2007-07-06,1,0.0,2.0,352.168485109,0.0,0.0117953564924
2007-07-09,1,-0.0145867098865,0.0,0.0,0.0,0.0117953564924
2007-07-10,1,0.00723684210526,0.0,-98.5631532488,0.0,0.0117953564924
2007-07-11,0,0.0161659046375,0.0,0.0,0.0,0.0
2007-07-12,1,0.00273180138197,2.0,711.286949511,0.0,0.0117953564924
2007-07-13,1,-0.000160256410256,2.0,120.590059122,0.0,0.0117953564924
2007-07-16,0,-0.000641128385959,0.0,0.0,0.0,0.0
2007-07-17,0,-0.00256615878107,0.0,0.0,0.0,0.0
2007-07-18,1,0.00321595111754,0.0,-4.53821431337,0.0,0.0117953564924
2007-07-19,1,-0.0094566436929,2.0,153.76390312,0.0,0.0117953564924
2007-07-20,0,0.00258899676375,0.0,0.0,0.0,0.0
2007-07-23,1,-0.0171078114913,0.0,-93.5882305306,0.0,0.0117953564924
2007-07-24,0,0.00147783251232,0.0,0.0,0.0,0.0
2007-07-25,1,-0.0241023118544,0.0,-96.8037249353,0.0,0.0117953564924
2007-07-26,0,-0.0201612903226,0.0,0.0,0.0,0.0
2007-07-27,1,0.0156035665295,0.0,-96.8230847058,0.0,0.0117953564924
2007-07-30,1,-0.0126625021104,2.0,8941.09418498,0.0,0.0117953564924
2007-07-31,1,0.00547195622435,0.0,-97.4808759266,0.0,0.0117953564924
2007-08-01,0,0.00799319727891,0.0,0.0,0.0,0.0
2007-08-02,1,-0.0261515100388,2.0,387.250190092,0.0,0.0117953564924
2007-08-03,1,0.0171517671518,0.0,-96.8287472343,0.0,0.0117953564924
2007-08-06,1,0.010049395333,2.0,14008.8821321,0.0,0.0117953564924
2007-08-07,1,0.014502529511,2.0,1726.56534291,0.0,0.0117953564924
2007-08-08,0,-0.0307513297872,0.0,0.0,0.0,0.0
2007-08-09,1,-0.00463042359801,2.0,6486.90308337,0.0,0.0117953564924
2007-08-10,0,0.00275671950379,0.0,0.0,0.0,0.0
2007-08-13,1,-0.0142611683849,0.0,-73.9056807366,0.0,0.0117953564924
2007-08-14,0,-0.0137702632038,0.0,0.0,0.0,0.0
2007-08-15,1,0.00706963591375,0.0,-98.4199156724,0.0,0.0117953564924
2007-08-16,1,0.017901017901,2.0,673.045687773,0.0,0.0117953564924
2007-08-17,1,-0.000689655172414,2.0,17397.3800576,0.0,0.0117953564924
2007-08-20,1,0.000862663906142,0.0,-18.1184533272,0.0,0.0117953564924
2007-08-21,1,0.0127564213067,2.0,28.3956208305,0.0,0.0117953564924
2007-08-22,0,-0.00153191489362,0.0,0.0,0.0,0.0
2007-08-23,0,0.0115922263894,0.0,0.0,0.0,0.0
2007-08-24,0,-0.0092686215032,0.0,0.0,0.0,0.0
2007-08-27,0,-0.0214322163633,0.0,0.0,0.0,0.0
2007-08-28,1,0.0189466365375,2.0,3884.7962212,0.0,0.0117953564924
2007-08-29,1,-0.00272944387581,2.0,23525.001315,0.0,0.0117953564924
2007-08-30,1,0.010434485118,0.0,-54.6850447229,0.0,0.0117953564924
2007-08-31,1,0.00863382427628,2.0,1941.05693287,0.0,0.0117953564924
2007-09-04,1,-0.00872776099362,2.0,1114.23231812,0.0,0.0117953564924
2007-09-05,0,0.00203183203522,0.0,0.0,0.0,0.0
2007-09-06,1,-0.0047313281514,0.0,-92.0725600773,0.0,0.0117953564924
2007-09-07,0,-0.00305602716469,0.0,0.0,0.0,0.0
2007-09-10,0,0.012091280654,0.0,0.0,0.0,0.0
2007-09-11,1,0.002523977789,0.0,-74.6594241811,0.0,0.0117953564924
2007-09-12,1,0.00570661295737,2.0,107.71309926,0.0,0.0117953564924
2007-09-13,1,0.0,2.0,421.43870623,0.0,0.0117953564924
2007-09-14,1,-0.00550734312417,0.0,0.0,0.0,0.0117953564924
2007-09-17,1,0.029031716731,0.0,-79.7745717366,0.0,0.0117953564924
2007-09-18,1,0.00554468362688,2.0,424151.8163,0.0,0.0117953564924
2007-09-19,1,-0.00632500810898,2.0,397.599850722,0.0,0.0117953564924
2007-09-20,0,0.00179533213645,0.0,0.0,0.0,0.0
2007-09-21,0,-0.00179211469534,0.0,0.0,0.0,0.0
2007-09-24,0,-0.00179533213645,0.0,0.0,0.0,0.0
2007-09-25,0,0.00474166121648,0.0,0.0,0.0,0.0
2007-09-26,1,0.00537021969081,0.0,-96.7737832138,0.0,0.0117953564924
2007-09-27,1,-0.00420848170929,2.0,373.131887099,0.0,0.0117953564924
2007-09-28,1,0.0248699609883,0.0,-70.5036301839,0.0,0.0117953564924
2007-10-09,0,-0.00190325138779,0.0,0.0,0.0,0.0
2007-10-10,0,-0.00508501509614,0.0,0.0,0.0,0.0
2007-10-11,0,0.00590959910557,0.0,0.0,0.0,0.0
2007-10-12,1,-0.00905049221975,2.0,128961.140331,0.0,0.0117953564924
2007-10-15,0,-0.00817176734498,0.0,0.0,0.0,0.0
2007-10-16,1,0.0032310177706,0.0,-92.7833915788,0.0,0.0117953564924
2007-10-17,1,-0.0037037037037,2.0,154.872548264,0.0,0.0117953564924
2007-10-18,1,-0.0265071925004,0.0,-65.8472948432,0.0,0.0117953564924
2007-10-19,1,0.00514693674249,0.0,-96.8297296555,0.0,0.0117953564924
2007-10-22,0,0.00792864222002,0.0,0.0,0.0,0.0
2007-10-23,1,-0.00229432972796,2.0,343.56150386,0.0,0.0117953564924
2007-10-24,1,0.00197109067017,0.0,-48.5869636489,0.0,0.0117953564924
2007-10-25,1,0.0114754098361,2.0,76.9931381633,0.0,0.0117953564924
2007-10-26,1,0.00291734197731,2.0,2655.18456945,0.0,0.0117953564924
2007-10-29,1,-0.0071105365223,2.0,132.758137143,0.0,0.0117953564924
2007-10-30,1,0.0123697916667,0.0,-87.3093570781,0.0,0.0117953564924
2007-10-31,0,-0.0252411575563,0.0,0.0,0.0,0.0
2007-11-01,1,0.00115454395514,2.0,3464.91542296,0.0,0.0117953564924
2007-11-02,1,-0.00790774299835,2.0,39.7228038727,0.0,0.0117953564924
2007-11-05,0,0.0129525074726,0.0,0.0,0.0,0.0
2007-11-06,0,-0.0277049180328,0.0,0.0,0.0,0.0
2007-11-07,1,-0.00488956331141,0.0,-89.9360089035,0.0,0.0117953564924
2007-11-08,1,-0.0138935953914,0.0,-75.7978907656,0.0,0.0117953564924
2007-11-09,1,0.0194158075601,0.0,-98.2409815295,0.0,0.0117953564924
2007-11-13,1,-0.0035395246924,2.0,26930.8737393,0.0,0.0117953564924
2007-11-14,1,-0.0135317997294,0.0,-64.1799716829,0.0,0.0117953564924
2007-11-15,1,0.00154320987654,0.0,-98.0451212142,0.0,0.0117953564924
2007-11-16,1,-0.0155795240541,2.0,56.3692124632,0.0,0.0117953564924
2007-11-19,1,0.00591304347826,0.0,-98.9247565752,0.0,0.0117953564924
2007-11-20,0,-0.0195366528354,0.0,0.0,0.0,0.0
2007-11-21,1,0.0171045670958,2.0,453.489078357,0.0,0.0117953564924
2007-11-23,1,-0.0227115117892,2.0,13818.8231989,0.0,0.0117953564924
2007-11-26,0,0.0122405534859,0.0,0.0,0.0,0.0
2007-11-27,0,0.030844724851,0.0,0.0,0.0,0.0
2007-11-28,1,0.000680040802448,0.0,-96.8192391042,0.0,0.0117953564924
2007-11-29,0,0.00832483860007,0.0,0.0,0.0,0.0
2007-11-30,0,-0.0055602358888,0.0,0.0,0.0,0.0
2007-12-03,0,-0.00830227041681,0.0,0.0,0.0,0.0
2007-12-04,0,0.0162309926533,0.0,0.0,0.0,0.0
2007-12-05,1,0.0137861466039,2.0,21.7795585543,0.0,0.0117953564924
2007-12-06,0,0.00646766169154,0.0,0.0,0.0,0.0
2007-12-07,1,0.00774427418026,2.0,5259.83641,0.0,0.0117953564924
2007-12-10,1,-0.0264879005886,2.0,839.292494981,0.0,0.0117953564924
2007-12-11,1,0.00806180718844,0.0,-96.8296763731,0.0,0.0117953564924
2007-12-12,0,-0.00133288903699,0.0,0.0,0.0,0.0
2007-12-13,1,-0.0133466800133,2.0,929.456015084,0.0,0.0117953564924
2007-12-14,0,-0.0147108555969,0.0,0.0,0.0,0.0
2007-12-17,0,0.00669298095075,0.0,0.0,0.0,0.0
2007-12-18,1,-0.00102284350494,0.0,-97.9366336201,0.0,0.0117953564924
2007-12-19,1,0.00665529010239,0.0,-25.6581303475,0.0,0.0117953564924
2007-12-20,1,0.0157653839634,2.0,585.858500742,0.0,0.0117953564924
2007-12-21,0,0.00567423230975,0.0,0.0,0.0,0.0
2007-12-24,1,-0.0111184865582,2.0,9371.71510322,0.0,0.0117953564924
2007-12-27,1,-0.00285282765565,0.0,-96.0487059772,0.0,0.0117953564924
2007-12-28,0,-0.018175698418,0.0,0.0,0.0,0.0
2008-01-02,1,0.000171408981831,0.0,-56.2789129618,0.0,0.0117953564924
2008-01-03,0,-0.0245072836332,0.0,0.0,0.0,0.0
2008-01-04,1,-0.00105411103303,2.0,5.09265403003,0.0,0.0117953564924
2008-01-07,0,-0.0172353148083,0.0,0.0,0.0,0.0
2008-01-08,0,0.0103793843951,0.0,0.0,0.0,0.0
2008-01-09,1,0.00673042862203,0.0,-26.3290705144,0.0,0.0117953564924
2008-01-10,0,-0.00932441942294,0.0,0.0,0.0,0.0
2008-01-11,1,0.00887941751021,2.0,600.906050791,0.0,0.0117953564924
2008-01-14,1,-0.0227072698469,2.0,1203.39800032,0.0,0.0117953564924
2008-01-15,0,-0.00864553314121,0.0,0.0,0.0,0.0
2008-01-16,1,-0.0263444767442,0.0,-96.8192273721,0.0,0.0117953564924
2008-01-17,1,-0.0108229147229,0.0,-96.8292802385,0.0,0.0117953564924
2008-01-18,0,-0.012073193737,0.0,0.0,0.0,0.0
2008-01-22,1,0.024632423143,0.0,-95.6932985226,0.0,0.0117953564924
2008-01-23,0,0.00801341781588,0.0,0.0,0.0,0.0
2008-01-24,1,-0.0134960251433,2.0,120477.088076,0.0,0.0117953564924
2008-01-25,1,0.0153673163418,0.0,-98.0246093158,0.0,0.0117953564924
2008-01-28,0,0.00553709856035,0.0,0.0,0.0,0.0
2008-01-29,0,-0.00844346549192,0.0,0.0,0.0,0.0
2008-01-30,0,0.0214735283228,0.0,0.0,0.0,0.0
2008-01-31,1,0.0126857557086,2.0,8347.24992351,0.0,0.0117953564924
2008-02-01,0,-0.0130637079456,0.0,0.0,0.0,0.0
2008-02-04,1,-0.0257479601088,2.0,3804.52726772,0.0,0.0117953564924
2008-02-05,1,0.0152614926484,0.0,-96.8276324447,0.0,0.0117953564924
2008-02-13,0,-0.00934922089826,0.0,0.0,0.0,0.0
2008-02-14,0,0.000185048112509,0.0,0.0,0.0,0.0
2008-02-15,1,0.00314523589269,2.0,8094.03354992,0.0,0.0117953564924
2008-02-19,1,0.00258207303578,2.0,148.624465153,0.0,0.0117953564924
2008-02-20,1,-0.00883002207506,2.0,111.235227673,0.0,0.0117953564924
2008-02-21,1,0.00631031922791,0.0,-92.3050502906,0.0,0.0117953564924
2008-02-22,1,0.0118037624493,2.0,520.807955648,0.0,0.0117953564924
2008-02-25,1,0.00820269777616,2.0,2928.56961829,0.0,0.0117953564924
2008-02-26,0,-0.00162719218948,0.0,0.0,0.0,0.0
2008-02-27,0,-0.0106845345889,0.0,0.0,0.0,0.0
2008-02-28,0,-0.0252608456892,0.0,0.0,0.0,0.0
2008-02-29,1,0.00056338028169,2.0,972.181401752,0.0,0.0117953564924
2008-03-03,0,-0.00375375375375,0.0,0.0,0.0,0.0
2008-03-04,0,0.00640542577242,0.0,0.0,0.0,0.0
2008-03-05,1,-0.0205915387495,2.0,17.7324645164,0.0,0.0117953564924
2008-03-06,0,-0.0103211009174,0.0,0.0,0.0,0.0
2008-03-07,1,-0.013325608343,0.0,-96.8133735608,0.0,0.0117953564924
2008-03-10,1,0.0381679389313,0.0,-97.9239098765,0.0,0.0117953564924
2008-03-11,1,-0.0109351432881,2.0,5734440.681,0.0,0.0117953564924
2008-03-12,0,0.00285932138772,0.0,0.0,0.0,0.0
2008-03-13,1,-0.0169169359437,0.0,-95.8318571664,0.0,0.0117953564924
2008-03-14,1,-0.0104408352668,0.0,-96.8031959278,0.0,0.0117953564924
2008-03-17,0,0.0425947635795,0.0,0.0,0.0,0.0
2008-03-18,1,-0.0258620689655,0.0,-95.1861812841,0.0,0.0117953564924
2008-03-19,0,0.0194305502116,0.0,0.0,0.0,0.0
2008-03-20,0,0.0201924891489,0.0,0.0,0.0,0.0
2008-03-24,0,0.0,0.0,0.0,0.0,0.0
2008-03-25,0,-0.0118386977432,0.0,0.0,0.0,0.0
2008-03-26,0,-0.00430550355672,0.0,0.0,0.0,0.0
2008-03-27,0,-0.00808422635834,0.0,0.0,0.0,0.0
2008-03-28,1,0.00379075056861,0.0,-96.8279476823,0.0,0.0117953564924
2008-03-31,0,0.0351208459215,0.0,0.0,0.0,0.0
2008-04-01,1,0.000364830353885,2.0,199.672413528,0.0,0.0117953564924
2008-04-02,1,0.0018234865062,2.0,11.1508603183,0.0,0.0117953564924
2008-04-03,0,-0.000910083727703,0.0,0.0,0.0,0.0
2008-04-07,1,-0.00091091273456,2.0,69.5886532475,0.0,0.0117953564924
2008-04-08,0,-0.00784099197666,0.0,0.0,0.0,0.0
2008-04-09,1,0.00183789744532,0.0,-23.2059209871,0.0,0.0117953564924
2008-04-10,1,-0.0199963309484,2.0,70.2977352519,0.0,0.0117953564924
2008-04-11,1,-0.00318232871584,0.0,-96.8117259238,0.0,0.0117953564924
2008-04-14,1,0.00356807511737,0.0,-60.2664138772,0.0,0.0117953564924
2008-04-15,1,0.0261976047904,2.0,180.978197687,0.0,0.0117953564924
2008-04-16,1,0.0009117432531,2.0,188605.43995,0.0,0.0117953564924
2008-04-17,1,0.0114775004555,2.0,30.2340443718,0.0,0.0117953564924
2008-04-18,0,0.000180115273775,0.0,0.0,0.0,0.0
2008-04-21,0,-0.00540248514317,0.0,0.0,0.0,0.0
2008-04-22,0,-0.00162954915807,0.0,0.0,0.0,0.0
2008-04-23,0,0.00544069640914,0.0,0.0,0.0,0.0
2008-04-24,1,0.00793650793651,2.0,2656.84480578,0.0,0.0117953564924
2008-04-25,0,0.000357909806729,0.0,0.0,0.0,0.0
2008-04-28,0,-0.00447227191413,0.0,0.0,0.0,0.0
2008-04-29,1,-0.00377358490566,2.0,892.888856546,0.0,0.0117953564924
2008-04-30,1,0.0160533910534,0.0,-66.5332537391,0.0,0.0117953564924
2008-05-05,1,0.00887626486774,2.0,10189.4156518,0.0,0.0117953564924
2008-05-06,0,-0.0179482667605,0.0,0.0,0.0,0.0
2008-05-07,1,-0.00232933166099,2.0,1202.21297094,0.0,0.0117953564924
2008-05-08,0,-0.00215517241379,0.0,0.0,0.0,0.0
2008-05-09,0,0.0113390928726,0.0,0.0,0.0,0.0
2008-05-12,0,0.0,0.0,0.0,0.0,0.0
2008-05-13,1,0.00213561131874,0.0,-49.1064362342,0.0,0.0117953564924
2008-05-14,1,0.0118984194637,2.0,85.627160519,0.0,0.0117953564924
2008-05-15,1,0.000877500877501,2.0,3012.2951612,0.0,0.0117953564924
2008-05-16,1,0.00280554094336,2.0,28.9486379352,0.0,0.0117953564924
2008-05-19,0,-0.00856793145655,0.0,0.0,0.0,0.0
2008-05-20,1,-0.0172839506173,2.0,125.348079277,0.0,0.0117953564924
2008-05-21,0,0.000179468772434,0.0,0.0,0.0,0.0
2008-05-22,1,-0.0141754889647,0.0,-96.8042130686,0.0,0.0117953564924
2008-05-23,1,0.00819075354933,0.0,-98.3799032054,0.0,0.0117953564924
2008-05-27,1,0.00487452608774,2.0,968.491625123,0.0,0.0117953564924
2008-05-28,1,0.00449155587496,2.0,309.972118395,0.0,0.0117953564924
2008-05-29,0,0.00196744768378,0.0,0.0,0.0,0.0
