Date,Open,High,Low,Close,Volume
2016.04.19 09:31,10182.68000000,10184.80000000,10182.51000000,10183.63000000,54.000000002016.04.19 09:30,10187.65000000,10188.16000000,10182.51000000,10183.63000000,145.000000002016.04.19 09:00,10188.37000000,10208.53000000,10182.51000000,10183.63000000,2317.000000002016.04.19 00:00,10188.37000000,10208.53000000,10182.51000000,10183.63000000,2317.00000000
