Date,Open,High,Low,Close,Volume
2016.04.18 22:59,110.96000000,110.96000000,110.96000000,110.96000000,2.000000002016.04.18 22:30,110.87000000,110.96000000,110.69000000,110.96000000,457.000000002016.04.18 22:30,110.96000000,110.96000000,110.96000000,110.96000000,6.00000000
