Date,Open,High,Low,Close,Volume
2016.04.19 09:31,4566.91000000,4567.44000000,4566.59000000,4566.96000000,50.000000002016.04.19 09:30,4567.89000000,4567.94000000,4566.59000000,4566.96000000,117.000000002016.04.19 09:00,4564.52000000,4570.40000000,4563.40000000,4566.96000000,2246.000000002016.04.19 00:00,4564.52000000,4570.40000000,4563.40000000,4566.96000000,2246.00000000
