Date,Open,High,Low,Close,Volume
2016.04.18 22:59,85.67000000,85.75000000,85.65000000,85.75000000,28.000000002016.04.18 22:30,85.75000000,85.75000000,85.75000000,85.75000000,2.000000002016.04.18 22:30,85.69000000,85.75000000,85.59000000,85.75000000,250.00000000
