Date,Open,High,Low,Close,Volume
2016.04.18 18:29,3563.02000000,3563.02000000,3563.02000000,3563.02000000,2.000000002016.04.18 18:00,3563.02000000,3563.02000000,3563.02000000,3563.02000000,2.000000002016.04.18 18:00,3562.82000000,3565.72000000,3560.19000000,3563.02000000,120.000000002016.04.18 00:00,3503.56000000,3565.72000000,3496.52000000,3563.02000000,1995.00000000
