Date,Open,High,Low,Close,Volume
1996.03.03 00:00,39.50,40.56,37.62,38.12,451
1996.03.10 00:00,38.06,41.19,37.87,40.62,409
1996.03.17 00:00,41.12,42.19,41.00,41.50,201
1996.03.24 00:00,41.81,42.00,40.19,41.50,332
1996.03.31 00:00,41.56,42.37,41.31,42.31,138
1996.04.07 00:00,41.50,41.75,40.37,41.12,239
1996.04.14 00:00,41.06,42.00,40.87,41.81,152
1996.04.21 00:00,41.94,42.44,39.37,39.62,383
1996.04.28 00:00,39.31,40.44,38.94,39.31,301
1996.05.05 00:00,39.31,39.87,38.37,39.62,270
1996.05.12 00:00,39.62,41.69,39.44,40.69,344
1996.05.19 00:00,40.75,41.94,40.56,41.37,215
1996.05.27 00:00,41.37,41.56,39.81,39.87,201
1996.06.02 00:00,39.75,40.69,39.37,40.50,190
1996.06.09 00:00,40.44,40.44,38.75,39.19,214
1996.06.16 00:00,39.17,40.35,38.62,40.35,229
1996.06.23 00:00,40.37,40.62,39.25,39.56,194
1996.06.30 00:00,39.50,41.06,39.25,39.31,344
1996.07.07 00:00,38.87,39.75,38.69,38.94,206
1996.07.14 00:00,38.81,38.87,36.44,38.06,412
1996.07.21 00:00,37.94,40.37,36.50,40.25,544
1996.07.28 00:00,40.06,40.94,39.69,40.75,182
1996.08.04 00:00,40.81,41.75,40.75,41.31,151
1996.08.11 00:00,41.19,41.56,40.69,41.19,175
1996.08.18 00:00,41.12,42.12,40.87,41.69,194
1996.08.25 00:00,41.50,41.75,40.81,41.06,145
1996.09.02 00:00,40.50,42.12,40.50,41.81,194
1996.09.08 00:00,41.94,43.25,41.81,43.00,183
1996.09.15 00:00,42.87,44.00,42.69,43.25,225
1996.09.22 00:00,43.25,44.94,42.06,44.75,427
1996.09.29 00:00,44.25,47.44,43.87,46.69,471
1996.10.06 00:00,46.44,48.75,45.94,48.19,388
1996.10.13 00:00,48.06,48.56,47.12,48.44,251
1996.10.20 00:00,48.31,48.81,46.50,47.06,338
1996.10.27 00:00,47.19,47.25,45.94,46.94,238
1996.11.03 00:00,46.94,48.00,46.87,47.25,196
1996.11.10 00:00,47.37,47.94,45.87,46.37,315
1996.11.17 00:00,46.75,46.87,46.00,46.50,150
1996.11.24 00:00,46.06,47.94,45.87,47.12,309
1996.12.01 00:00,47.44,49.69,47.37,47.81,428
1996.12.08 00:00,48.19,48.19,44.87,45.69,415
