,system,signals,gainAhead,safef,CAR25,EMA30,dd95,ddTol,trade,numDays,equity,maxEquity,drawdown,maxDD
2007-01-31,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0037940379403800001,2.0,2403.9341203700001,2403.9341203700001,0.0,0.011795356492399999,0.0125756524833,8.0,1.01443596698,1.0277801244,0.0129834748721,0.0252192169191
2007-02-01,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0015509219369300002,2.0,373.20514508800005,373.20514508800005,0.0,0.011795356492399999,0.00769761709364,9.0,1.02213358408,1.0277801244,0.00549391858382,0.0252192169191
2007-02-02,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.0053898670499500003,2.0,68.432301642700011,68.432301642700011,0.0,0.011795356492399999,0.00317049879603,10.0,1.02530408287,1.0277801244,0.00240911598766,0.0252192169191
2007-02-05,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.00034393809114399997,2.0,16.1332161588,16.1332161588,0.0,0.011795356492399999,-0.0110525053849,11.0,1.01425157749,1.0277801244,0.0131628804578,0.0252192169191
2007-02-06,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0017202821262699999,2.0,10.480040471599999,10.480040471599999,0.0,0.011795356492399999,0.000697679503002,12.0,1.01494925699,1.0277801244,0.0124840587075,0.0252192169191
2007-02-07,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0070244956772299999,2.0,97.340426202999993,97.340426202999993,0.0,0.011795356492399999,-0.00349199813174,13.0,1.01145725886,1.0277801244,0.0158816707539,0.0252192169191
2007-02-08,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0026828832051500003,2.0,663.03388653900004,663.03388653900004,0.0,0.011795356492399999,0.0142099542851,14.0,1.02566721314,1.0277801244,0.00205580085455,0.0252192169191
2007-02-09,"('EMA30', 'less than threshold of', 0.0)",0,-0.0034650034649999998,0,0,0,0,0,0.00550349068043,15.0,1.03117070382,1.03117070382,0.0,0.0252192169191
2007-02-12,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0079972183588299991,2.0,172.723739822,172.723739822,0.0,0.011795356492399999,0.0,15.0,1.03117070382,1.03117070382,0.0,0.0252192169191
2007-02-13,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0062090375991699998,2.0,910.44166393600005,910.44166393600005,0.0,0.011795356492399999,0.0164929945674,16.0,1.04766369839,1.04766369839,0.0,0.0252192169191
2007-02-14,"('EMA30', 'less than threshold of', 0.0)",0,0.00068563592732300005,0,0,0,0,0,-0.0130099665892,17.0,1.0346537318,1.04766369839,0.0124180751983,0.0252192169191
2007-02-15,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.00034258307639599997,2.0,21.977112784599999,21.977112784599999,0.0,0.011795356492399999,0.0,17.0,1.0346537318,1.04766369839,0.0124180751983,0.0252192169191
2007-02-16,"('EMA30', 'less than threshold of', 0.0)",0,-0.0044551062371499996,0,0,0,0,0,-0.000708909716891,18.0,1.03394482209,1.04766369839,0.0130947329063,0.0252192169191
2007-02-26,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.039414802065400004,2.0,263.15295889200002,263.15295889200002,0.0,0.011795356492399999,0.0,18.0,1.03394482209,1.04766369839,0.0130947329063,0.0252192169191
2007-02-27,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0099027727763799991,2.0,117.48909679799999,117.48909679799999,0.0,0.011795356492399999,-0.0815054610181,19.0,0.952439361067,1.04766369839,0.0908920844259,0.0908920844259
2007-02-28,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.0028388928318000004,2.0,1626.92350784,1626.92350784,0.0,0.011795356492399999,0.0188635811519,20.0,0.971302942219,1.04766369839,0.0728867061916,0.0908920844259
2007-03-01,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.0017818959372800001,2.0,1650.94741359,1650.94741359,0.0,0.011795356492399999,-0.00551484992035,21.0,0.965788092299,1.04766369839,0.0781506567598,0.0908920844259
2007-03-02,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.0097420169583299996,2.0,5130.1807483900002,5130.1807483900002,0.0,0.011795356492399999,-0.00344186775588,22.0,0.962346224543,1.04766369839,0.0814359359588,0.0908920844259
2007-03-05,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.00425305688464,2.0,730.71879373600007,730.71879373600007,0.0,0.011795356492399999,-0.0187503864786,23.0,0.943595838064,1.04766369839,0.0993332693372,0.0993332693372
2007-03-06,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.0016123253314199999,2.0,13187.2974392,781.36185327004762,0.0,0.011795356492399999,0.0080263335508,24.0,0.951622171615,1.04766369839,0.0916720956579,0.0993332693372
2007-03-07,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.017225910640599997,2.0,59.530292796899992,734.79207517500583,0.0,0.011795356492399999,0.00306864906647,25.0,0.954690820682,1.04766369839,0.0887430554791,0.0993332693372
2007-03-08,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.00017639795378400001,2.0,14312.677881799998,1610.7847078604891,0.0,0.011795356492399999,0.0328908375329,26.0,0.987581658215,1.04766369839,0.0573485940853,0.0993332693372
2007-03-09,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.00141093474427,0.0,-4.9837618890800002,1506.5415807798718,0.0,0.011795356492399999,-0.000348414767407,27.0,0.987233243447,1.04766369839,0.0576811576435,0.0993332693372
2007-03-12,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.019373018668500001,2.0,50.492750529399999,1412.602946570164,0.0,0.011795356492399999,0.0,27.0,0.987233243447,1.04766369839,0.0576811576435,0.0993332693372
2007-03-13,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0070043103448299993,2.0,26600.934276199998,3037.6565807398306,0.0,0.011795356492399999,0.0382513761109,28.0,1.02548461956,1.04766369839,0.0211700365942,0.0993332693372
2007-03-14,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0012484394506900001,2.0,658.59889878699994,2884.1689883557769,0.0,0.011795356492399999,0.0143656250585,29.0,1.03985024462,1.04766369839,0.00745797891719,0.0993332693372
2007-03-15,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.00320627003919,2.0,43.574643700500005,2700.9048370876944,0.0,0.011795356492399999,0.00259638013638,30.0,1.04244662475,1.04766369839,0.00497972168602,0.0993332693372
2007-03-16,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.011972837741200002,0.0,-60.541577069100001,2522.7470039162881,0.0,0.011795356492399999,-0.0066847307608,31.0,1.03576189399,1.04766369839,0.0113603290995,0.0993332693372
2007-03-19,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0054741303196199995,0.0,-96.919738335400012,2353.7362463516629,0.0,0.011795356492399999,0.0,31.0,1.03576189399,1.04766369839,0.0113603290995,0.0993332693372
2007-03-20,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.015103617843299999,2.0,387.55644184599998,2226.8859363835554,0.0,0.011795356492399999,0.0,31.0,1.03576189399,1.04766369839,0.0113603290995,0.0993332693372
2007-03-21,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0,2.0,7730.2845891899997,2581.943913983971,0.0,0.011795356492399999,0.031287503647,32.0,1.06704939764,1.06704939764,0.0,0.0993332693372
2007-03-22,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0013840830449800001,0.0,0.0,2415.3668872753278,0.0,0.011795356492399999,0.0,33.0,1.06704939764,1.06704939764,0.0,0.0993332693372
2007-03-23,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.0012093987560499999,0.0,-33.051473425600001,2257.4044123913968,0.0,0.011795356492399999,0.0,33.0,1.06704939764,1.06704939764,0.0,0.0993332693372
2007-03-26,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.0032866286109699996,2.0,41.960382122399999,2114.4725394708162,0.0,0.011795356492399999,0.0,33.0,1.06704939764,1.06704939764,0.0,0.0993332693372
2007-03-27,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.007636237417560001,2.0,159.006566357,1988.3134444312152,0.0,0.011795356492399999,0.0070139901592,34.0,1.0740633878,1.0740633878,0.0,0.0993332693372
2007-03-28,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0013990905911199999,2.0,810.44892250600003,1912.322184952169,0.0,0.011795356492399999,0.0164036060615,35.0,1.09046699386,1.09046699386,0.0,0.0993332693372
2007-03-29,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.000174641983933,2.0,49.977440755299995,1792.170911133016,0.0,0.011795356492399999,0.00305132422207,36.0,1.09351831808,1.09351831808,0.0,0.0993332693372
2007-03-30,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0013973799126599999,0.0,-4.9353934692300001,1676.228568900613,0.0,0.011795356492399999,-0.000381948417074,37.0,1.09313636966,1.09351831808,0.000349283967866,0.0993332693372
2007-04-02,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0097680097680100005,0.0,-33.309137443499999,1565.9358136526057,0.0,0.011795356492399999,0.0,37.0,1.09313636966,1.09351831808,0.000349283967866,0.0993332693372
2007-04-03,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.00086370703057500012,2.0,1584.2052961100001,1567.1144899401795,0.0,0.011795356492399999,0.0,37.0,1.09313636966,1.09351831808,0.000349283967866,0.0993332693372
2007-04-04,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0051777701070100006,2.0,28.434423618299999,1467.8448082419936,0.0,0.011795356492399999,0.00188829913571,38.0,1.0950246688,1.0950246688,0.0,0.0993332693372
2007-04-10,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.0051510989011,2.0,347.53241677,1395.566589437349,0.0,0.011795356492399999,0.0113395719931,39.0,1.10636424079,1.10636424079,0.0,0.0993332693372
2007-04-11,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0048325854332100003,2.0,344.09547215599997,1327.729743161133,0.0,0.011795356492399999,0.0113979832499,40.0,1.11776222404,1.11776222404,0.0,0.0993332693372
2007-04-12,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0039505324630699995,2.0,305.03123047400004,1261.7491939555116,0.0,0.011795356492399999,0.0108033628834,41.0,1.12856558693,1.12856558693,0.0,0.0993332693372
2007-04-13,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0097519247219799987,2.0,213.84689600099998,1194.1425940874785,0.0,0.011795356492399999,0.00891686997572,42.0,1.1374824569,1.1374824569,0.0,0.0993332693372
2007-04-16,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0023720772619499997,2.0,1576.4106822199999,1218.8050513863509,0.0,0.011795356492399999,0.0221852865846,43.0,1.15966774349,1.15966774349,0.0,0.0993332693372
2007-04-17,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.00084516565246800003,0.0,-49.733733058599995,1136.9638394866765,0.0,0.011795356492399999,-0.00550164297149,44.0,1.15416610052,1.15966774349,0.0047441545239,0.0993332693372
2007-04-18,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0,0.0,-21.728041182199998,1062.2095246048136,0.0,0.011795356492399999,0.0,44.0,1.15416610052,1.15966774349,0.0047441545239,0.0993332693372
2007-04-19,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0086134098969799996,0.0,0.0,993.67987785611592,0.0,0.011795356492399999,0.0,44.0,1.15416610052,1.15966774349,0.0047441545239,0.0993332693372
2007-04-20,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.0031815137307400002,0.0,-91.804269159699999,923.6486425647729,0.0,0.011795356492399999,0.0,44.0,1.15416610052,1.15966774349,0.0047441545239,0.0993332693372
2007-04-23,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.00016798252981699998,0.0,-60.2570134264,860.17085830727785,0.0,0.011795356492399999,0.0,44.0,1.15416610052,1.15966774349,0.0047441545239,0.0993332693372
2007-04-24,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0082297615048700003,0.0,-4.7517344560100003,804.36940070964636,0.0,0.011795356492399999,0.0,44.0,1.15416610052,1.15966774349,0.0047441545239,0.0993332693372
2007-04-25,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.00133266699983,2.0,980.58898240300005,815.73840598018535,0.0,0.011795356492399999,0.0,44.0,1.15416610052,1.15966774349,0.0047441545239,0.0993332693372
2007-04-26,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.000499085010814,2.0,47.119983533800003,766.15012066106374,0.0,0.011795356492399999,0.00307623814896,45.0,1.15724233866,1.15966774349,0.00209146528059,0.0993332693372
2007-04-27,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.0089880159786999998,0.0,-13.467739290899999,715.85219421254999,0.0,0.011795356492399999,-0.00115512461021,46.0,1.15608721405,1.15966774349,0.00308754766428,0.0993332693372
2007-04-30,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.015955660060500001,0.0,-92.650937685100004,663.69070183205645,0.0,0.011795356492399999,0.0,46.0,1.15608721405,1.15966774349,0.00308754766428,0.0993332693372
2007-05-08,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0021491155562900002,0.0,-99.036635402900004,614.48248652657537,0.0,0.011795356492399999,0.0,46.0,1.15608721405,1.15966774349,0.00308754766428,0.0993332693372
2007-05-09,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.010722533817200001,2.0,86.354260597000007,580.40969775692531,0.0,0.011795356492399999,0.0,46.0,1.15608721405,1.15966774349,0.00308754766428,0.0993332693372
2007-05-10,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0086710021677500002,2.0,2117.7764297799999,679.59464821002689,0.0,0.011795356492399999,0.0247923684967,47.0,1.18087958255,1.18087958255,0.0,0.0993332693372
2007-05-11,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.0023144321375400002,2.0,1127.32840994,708.48069735389618,0.0,0.011795356492399999,0.0204788188403,48.0,1.20135840139,1.20135840139,0.0,0.0993332693372
2007-05-14,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.00016570008284999999,0.0,-48.885952198599995,659.61833286663841,0.0,0.011795356492399999,-0.00556092498577,49.0,1.19579747641,1.20135840139,0.00462886427508,0.0993332693372
2007-05-15,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0062976466688799996,0.0,-4.6887060918199994,616.75981422415725,0.0,0.011795356492399999,0.0,49.0,1.19579747641,1.20135840139,0.00462886427508,0.0993332693372
2007-05-16,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.0018115942029000001,0.0,-96.773707088099997,570.72539349433418,0.0,0.011795356492399999,0.0,49.0,1.19579747641,1.20135840139,0.00462886427508,0.0993332693372
2007-05-17,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0084144530605500013,0.0,-40.858535903499998,531.26836579124813,0.0,0.011795356492399999,0.0,49.0,1.19579747641,1.20135840139,0.00462886427508,0.0993332693372
2007-05-18,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0,0.0,-91.315693233700003,491.10165230576763,0.0,0.011795356492399999,0.0,49.0,1.19579747641,1.20135840139,0.00462886427508,0.0993332693372
2007-05-21,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.0017997382199000001,0.0,0.0,459.41767473765361,0.0,0.011795356492399999,0.0,49.0,1.19579747641,1.20135840139,0.00462886427508,0.0993332693372
2007-05-22,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.00016390755613799997,2.0,68.426557302999996,434.19244135477271,0.0,0.011795356492399999,0.0,49.0,1.19579747641,1.20135840139,0.00462886427508,0.0993332693372
2007-05-23,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.0091773189118299989,2.0,4.8644589831599996,406.49386184692673,0.0,0.011795356492399999,0.000392000483987,50.0,1.19618947689,1.20135840139,0.00430256657447,0.0993332693372
2007-05-24,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0038041680449899997,0.0,-93.044988598299994,374.26554891497665,0.0,0.011795356492399999,-0.0219556246168,51.0,1.17423385227,1.20135840139,0.0225782323469,0.0993332693372
2007-05-25,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.011039710001600001,2.0,200.83770665500001,363.0766558659459,0.0,0.011795356492399999,0.0,51.0,1.17423385227,1.20135840139,0.0225782323469,0.0993332693372
2007-05-30,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.000651890482399,2.0,2330.0828867599998,489.9802836655623,0.0,0.011795356492399999,0.0259264024063,52.0,1.20016025468,1.20135840139,0.000997326618657,0.0993332693372
2007-05-31,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0042400521852600003,0.0,-17.2170991114,457.25787187350022,0.0,0.011795356492399999,-0.00156474609476,53.0,1.19859550858,1.20135840139,0.00229980728799,0.0993332693372
2007-06-01,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.00048717115946699994,2.0,241.25726582799999,443.3223489028228,0.0,0.011795356492399999,0.0,53.0,1.19859550858,1.20135840139,0.00229980728799,0.0993332693372
2007-06-04,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.00422009414056,0.0,-13.1683847616,413.87133382769872,0.0,0.011795356492399999,-0.0011678423273,54.0,1.19742766626,1.20135840139,0.00327190880736,0.0993332693372
2007-06-05,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.017225910640599997,2.0,13187.2974392,1005.0726368548135,0.0,0.011795356492399999,0.0,54.0,1.19742766626,1.20135840139,0.00327190880736,0.0993332693372
2007-06-06,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.00017639795378400001,0.0,0.0,940.22924092869653,0.0,0.0,0.0412535639551,55.0,1.23868123021,1.23868123021,0.0,0.0993332693372
