,system,signals,gainAhead,safef,CAR25,EMA30,dd95,ddTol,trade,numDays,equity,maxEquity,drawdown,maxDD
2009-10-16,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.020537124802500001,0.0,0.0,102440885030.48375,0.0,0.0,0.0,294.0,3.37311819645,4.21582780872,0.199891848173,0.406824940206
2009-10-19,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.0090299277605800001,0.0,0.0,95831795673.678345,0.0,0.0,0.0,294.0,3.37311819645,4.21582780872,0.199891848173,0.406824940206
2009-10-20,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0023012017386900003,2.0,47.254677868000002,89649099181.651016,0.0,0.011795356492399999,0.0,294.0,3.37311819645,4.21582780872,0.199891848173,0.406824940206
2009-10-21,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,-0.0040816326530600001,0.0,0.0,83865286331.221924,0.0,0.0,0.015524450917,295.0,3.38864264737,4.21582780872,0.196209427633,0.406824940206
2009-10-22,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,-0.0010245901639299999,0.0,0.0,78454622696.949539,0.0,0.0,0.0,295.0,3.38864264737,4.21582780872,0.196209427633,0.406824940206
2009-10-23,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.0074358974358999996,0.0,0.0,73393034135.856018,0.0,0.0,0.0,295.0,3.38864264737,4.21582780872,0.196209427633,0.406824940206
2009-10-26,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.0022906592008099997,0.0,0.0,68657999675.47821,0.0,0.0,0.0,295.0,3.38864264737,4.21582780872,0.196209427633,0.406824940206
2009-10-27,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.016505840528200002,0.0,0.0,64228451309.318329,0.0,0.0,0.0,295.0,3.38864264737,4.21582780872,0.196209427633,0.406824940206
2009-10-28,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.0039970022483099997,0.0,0.0,60084680257.10424,0.0,0.0,0.0,295.0,3.38864264737,4.21582780872,0.196209427633,0.406824940206
2009-10-29,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,-0.0039810898233399996,0.0,0.0,56208249272.774933,0.0,0.0,0.0,295.0,3.38864264737,4.21582780872,0.196209427633,0.406824940206
2009-10-30,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.0057456907319499992,2.0,94.741898187099991,52581910616.12764,0.0,0.011795356492399999,0.0,295.0,3.38864264737,4.21582780872,0.196209427633,0.406824940206
2009-11-02,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.011557788944700002,0.0,0.0,49189529286.054886,0.0,0.0,-0.0389401853058,296.0,3.34970246206,4.21582780872,0.205446091717,0.406824940206
2009-11-03,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.00099354197714899986,0.0,-81.128126631699999,46016011262.365662,0.0,0.011795356492399999,0.0,296.0,3.34970246206,4.21582780872,0.205446091717,0.406824940206
2009-11-04,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.0052109181141400005,2.0,33.356655232500003,43047236344.365082,0.0,0.011795356492399999,0.0,296.0,3.34970246206,4.21582780872,0.205446091717,0.406824940206
2009-11-05,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.011224744325299999,0.0,-77.955229472399992,40269995284.860542,0.0,0.011795356492399999,-0.0349100504731,297.0,3.31479241159,4.21582780872,0.213726802424,0.406824940206
2009-11-06,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.0076467686235800001,2.0,2463.1872261200001,37671931231.849358,0.0,0.011795356492399999,0.0,297.0,3.31479241159,4.21582780872,0.213726802424,0.406824940206
2009-11-09,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,-0.027342779020599998,0.0,0.0,35241484055.601013,0.0,0.0,-0.0506949012133,298.0,3.26409751038,4.21582780872,0.225751700858,0.406824940206
2009-11-10,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0115001277792,0.0,-89.142137893600008,32967839917.230488,0.0,0.011795356492399999,0.0,298.0,3.26409751038,4.21582780872,0.225751700858,0.406824940206
2009-11-11,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0075795856493200003,2.0,2674.8780066700001,30840882675.788391,0.0,0.011795356492399999,0.0,298.0,3.26409751038,4.21582780872,0.225751700858,0.406824940206
2009-11-12,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.0077733199598800009,0.0,0.0,28851148309.608494,0.0,0.0,0.0494810132953,299.0,3.31357852367,4.21582780872,0.214014738263,0.406824940206
2009-11-13,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.020403085344599999,0.0,0.0,26989783902.53698,0.0,0.0,0.0,299.0,3.31357852367,4.21582780872,0.214014738263,0.406824940206
2009-11-16,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,-0.00073152889539100001,0.0,0.0,25248507521.728142,0.0,0.0,0.0,299.0,3.31357852367,4.21582780872,0.214014738263,0.406824940206
2009-11-17,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.0014641288433399999,0.0,0.0,23619571552.584389,0.0,0.0,0.0,299.0,3.31357852367,4.21582780872,0.214014738263,0.406824940206
2009-11-18,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.00073099415204699999,0.0,0.0,22095728226.611202,0.0,0.0,0.0,299.0,3.31357852367,4.21582780872,0.214014738263,0.406824940206
2009-11-19,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0024348672997300002,2.0,795.67921718699995,20670197424.615589,0.0,0.011795356492399999,0.0,299.0,3.31357852367,4.21582780872,0.214014738263,0.406824940206
2009-11-20,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,-0.0017002671848399997,0.0,0.0,19336636300.446842,0.0,0.0,0.0161362479848,300.0,3.32971477166,4.21582780872,0.21018719864,0.406824940206
2009-11-23,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.0075425790754300006,2.0,102.42421148299999,18089111384.445381,0.0,0.011795356492399999,0.0,300.0,3.32971477166,4.21582780872,0.21018719864,0.406824940206
2009-11-24,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,-0.022799705810200001,0.0,0.0,16922071940.287615,0.0,0.0,-0.0502292739277,301.0,3.27948549773,4.21582780872,0.222101649658,0.406824940206
2009-11-25,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.0022579026593099998,0.0,-88.80800644979999,15830325357.765316,0.0,0.011795356492399999,0.0,301.0,3.27948549773,4.21582780872,0.222101649658,0.406824940206
2009-11-27,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0075433744028199998,0.0,-48.040718800500002,14809014041.261702,0.0,0.011795356492399999,0.0,301.0,3.27948549773,4.21582780872,0.222101649658,0.406824940206
2009-11-30,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0122285999501,2.0,786.36412176399995,13853593831.268309,0.0,0.011795356492399999,0.0,301.0,3.27948549773,4.21582780872,0.222101649658,0.406824940206
2009-12-01,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.0066568047337299992,0.0,0.0,12959813584.089708,0.0,0.0,0.0802070323878,302.0,3.35969253012,4.21582780872,0.203076434201,0.406824940206
2009-12-02,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.0071026206220899998,0.0,0.0,12123696578.664566,0.0,0.0,0.0,302.0,3.35969253012,4.21582780872,0.203076434201,0.406824940206
2009-12-03,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.0092412451361900006,0.0,0.0,11341522605.847498,0.0,0.0,0.0,302.0,3.35969253012,4.21582780872,0.203076434201,0.406824940206
2009-12-04,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.00024096385542200002,2.0,3322.8483563999998,10609811684.363682,0.0,0.011795356492399999,0.0,302.0,3.35969253012,4.21582780872,0.203076434201,0.406824940206
2009-12-07,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.0060255483248999996,0.0,0.0,9925307704.7273159,0.0,0.0,-0.00161912893018,303.0,3.35807340119,4.21582780872,0.203460493751,0.406824940206
2009-12-08,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.0023957834211799996,0.0,0.0,9284965272.1642628,0.0,0.0,0.0,303.0,3.35807340119,4.21582780872,0.203460493751,0.406824940206
2009-12-09,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.016730401529600002,0.0,0.0,8685935254.605278,0.0,0.0,0.0,303.0,3.35807340119,4.21582780872,0.203460493751,0.406824940206
2009-12-10,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.00070521861777199997,0.0,-6.7452818858300008,8125552334.5181456,0.0,0.011795356492399999,0.0,303.0,3.35807340119,4.21582780872,0.203460493751,0.406824940206
2009-12-11,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,-0.00164667137144,0.0,0.0,7601323151.6460075,0.0,0.0,0.0,303.0,3.35807340119,4.21582780872,0.203460493751,0.406824940206
2009-12-14,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.00047125353440199996,0.0,-18.487059214400002,7110915205.1858101,0.0,0.011795356492399999,0.0,303.0,3.35807340119,4.21582780872,0.203460493751,0.406824940206
2009-12-15,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0063649222065100004,0.0,-12.766815082400001,6652146481.4469309,0.0,0.011795356492399999,0.0,303.0,3.35807340119,4.21582780872,0.203460493751,0.406824940206
2009-12-16,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.0077301475755399999,2.0,530.67819631300006,6222975774.9457226,0.0,0.011795356492399999,0.0,303.0,3.35807340119,4.21582780872,0.203460493751,0.406824940206
2009-12-17,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,-0.013928234183200001,0.0,0.0,5821493466.8847084,0.0,0.0,-0.0519168059214,304.0,3.30615659527,4.21582780872,0.215775229617,0.406824940206
2009-12-18,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,-0.0031122815417799999,0.0,0.0,5445913243.2147274,0.0,0.0,0.0,304.0,3.30615659527,4.21582780872,0.215775229617,0.406824940206
2009-12-21,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.017291066282400003,0.0,-89.402342692399998,5094563995.94911,0.0,0.011795356492399999,0.0,304.0,3.30615659527,4.21582780872,0.215775229617,0.406824940206
2009-12-22,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,-0.0040132200188900003,0.0,0.0,4765882447.8233614,0.0,0.0,0.0,304.0,3.30615659527,4.21582780872,0.215775229617,0.406824940206
2009-12-23,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,-0.0016591609386100001,0.0,0.0,4458406160.8670158,0.0,0.0,0.0,304.0,3.30615659527,4.21582780872,0.215775229617,0.406824940206
2009-12-24,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.014245014245,2.0,14585.032655999999,4170767994.684154,0.0,0.011795356492399999,0.0,304.0,3.30615659527,4.21582780872,0.215775229617,0.406824940206
2009-12-28,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.00327715355805,0.0,0.0,3901686188.5754991,0.0,0.0,0.0941924955916,305.0,3.40034909086,4.21582780872,0.193432643566,0.406824940206
2009-12-29,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,-0.00256649556696,0.0,0.0,3649964498.9899831,0.0,0.0,0.0,305.0,3.40034909086,4.21582780872,0.193432643566,0.406824940206
2009-12-30,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0177777777778,2.0,6016.4868482600004,3414483306.570426,0.0,0.011795356492399999,0.0,305.0,3.40034909086,4.21582780872,0.193432643566,0.406824940206
2009-12-31,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0018386577798200001,2.0,16788.820962600003,3194195144.1349769,0.0,0.011795356492399999,0.120901301008,306.0,3.52125039187,4.21582780872,0.164754693115,0.406824940206
2010-01-04,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,-0.0071117228722200011,0.0,0.0,2988118038.0617523,0.0,0.0,0.0129487488554,307.0,3.53419914072,4.21582780872,0.161683232552,0.406824940206
2010-01-05,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0083179297597000008,2.0,70.335229164300003,2795336233.6922994,0.0,0.011795356492399999,0.0,307.0,3.53419914072,4.21582780872,0.161683232552,0.406824940206
2010-01-06,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.00137488542621,2.0,1008.43835697,2614992025.6113997,0.0,0.011795356492399999,0.0587944404186,308.0,3.59299358114,4.21582780872,0.147737112576,0.406824940206
2010-01-07,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,-0.0105553005966,0.0,0.0,2446282862.6687288,0.0,0.0,-0.00987990902235,309.0,3.58311367212,4.21582780872,0.150080640223,0.406824940206
2010-01-08,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.011827458256000001,0.0,-32.872662606999995,2288458159.7305746,0.0,0.011795356492399999,0.0,309.0,3.58311367212,4.21582780872,0.150080640223,0.406824940206
2010-01-11,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.012606005042399998,2.0,2949.3155291899998,2140815888.0908942,0.0,0.011795356492399999,0.0,309.0,3.58311367212,4.21582780872,0.150080640223,0.406824940206
2010-01-12,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.0097493036211699999,0.0,-97.439024633700015,2002698727.7341251,0.0,0.011795356492399999,-0.0903374980364,310.0,3.49277617408,4.21582780872,0.171508815693,0.406824940206
2010-01-13,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.0056258790436000006,0.0,-94.1120184894,1873492352.1311481,0.0,0.011795356492399999,0.0,310.0,3.49277617408,4.21582780872,0.171508815693,0.406824940206
2010-01-14,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.020744931636,0.0,-80.459425448399998,1752621872.6091757,0.0,0.011795356492399999,0.0,310.0,3.49277617408,4.21582780872,0.171508815693,0.406824940206
2010-01-15,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.022147327876699999,0.0,0.0,1639549493.7311645,0.0,0.0,0.0,310.0,3.49277617408,4.21582780872,0.171508815693,0.406824940206
2010-01-19,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.026848798869500003,0.0,-96.813798120599998,1533772100.7927797,0.0,0.011795356492399999,0.0,310.0,3.49277617408,4.21582780872,0.171508815693,0.406824940206
2010-01-20,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0058083252662100007,0.0,-96.830673077000014,1434819055.7848151,0.0,0.011795356492399999,0.0,310.0,3.49277617408,4.21582780872,0.171508815693,0.406824940206
2010-01-21,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.0026467757459099996,0.0,0.0,1342250084.4438593,0.0,0.0,0.0,310.0,3.49277617408,4.21582780872,0.171508815693,0.406824940206
2010-01-22,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0050395968322500002,2.0,436.99208246400002,1255653332.9953575,0.0,0.011795356492399999,0.0,310.0,3.49277617408,4.21582780872,0.171508815693,0.406824940206
2010-01-25,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.015520534861500001,2.0,330.00996450400004,1174643461.8350096,0.0,0.011795356492399999,0.0352043674853,311.0,3.52798054157,4.21582780872,0.163158292597,0.406824940206
2010-01-26,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0028215377380700003,2.0,8727.778644,1098860575.7668569,0.0,0.011795356492399999,0.109512289972,312.0,3.63749283154,4.21582780872,0.13718183081,0.406824940206
2010-01-27,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.023915592028099997,0.0,0.0,1027966345.072221,0.0,0.0,0.0205266465923,313.0,3.65801947813,4.21582780872,0.132312882759,0.406824940206
2010-01-28,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.00022899015342299999,0.0,0.0,961645935.7127229,0.0,0.0,0.0,313.0,3.65801947813,4.21582780872,0.132312882759,0.406824940206
2010-01-29,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0038919413919399999,2.0,126.393714804,899604270.59536755,0.0,0.011795356492399999,0.0,313.0,3.65801947813,4.21582780872,0.132312882759,0.406824940206
2010-02-01,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.0082098061573499994,2.0,208.573112192,841565298.85199618,0.0,0.011795356492399999,0.0284735948389,314.0,3.68649307297,4.21582780872,0.125558907945,0.406824940206
2010-02-02,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0039089445849599998,0.0,-90.782795790599991,787270757.58523536,0.0,0.011795356492399999,-0.060530787059,315.0,3.62596228591,4.21582780872,0.139916891669,0.406824940206
2010-02-03,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.013513513513499999,2.0,210.094392188,736479109.36001968,0.0,0.011795356492399999,0.0,315.0,3.62596228591,4.21582780872,0.139916891669,0.406824940206
2010-02-04,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0011299435028200001,2.0,4855.31114179,688964641.35686624,0.0,0.011795356492399999,0.0979989807002,316.0,3.72396126661,4.21582780872,0.116671402255,0.406824940206
2010-02-05,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.00090293453724600006,0.0,0.0,644515309.65642321,0.0,0.0,0.00841573167592,317.0,3.73237699829,4.21582780872,0.114675179435,0.406824940206
2010-02-08,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.0128552097429,2.0,38.7307973785,602933679.27412474,0.0,0.011795356492399999,0.0,317.0,3.73237699829,4.21582780872,0.114675179435,0.406824940206
2010-02-09,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.0038839387708499997,0.0,-97.618558391800008,564034725.92620969,0.0,0.011795356492399999,-0.0959609783051,318.0,3.63641601998,4.21582780872,0.137437251953,0.406824940206
2010-02-10,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.012614678899100002,0.0,-67.588593724799992,527645384.40912557,0.0,0.011795356492399999,0.0,318.0,3.63641601998,4.21582780872,0.137437251953,0.406824940206
2010-02-11,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.00067950169875400008,2.0,3725.4194616499999,493603987.05495369,0.0,0.011795356492399999,0.0,318.0,3.63641601998,4.21582780872,0.137437251953,0.406824940206
2010-02-12,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.00543970988214,0.0,0.0,461758568.53527927,0.0,0.0,-0.00494190172591,319.0,3.63147411826,4.21582780872,0.138609477658,0.406824940206
2010-02-22,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.017583408476099998,0.0,-17.8770812259,431967691.99254632,0.0,0.011795356492399999,0.0,319.0,3.63147411826,4.21582780872,0.138609477658,0.406824940206
2010-02-23,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.0048187241854099998,0.0,0.0,404098808.63818848,0.0,0.0,0.0,319.0,3.63147411826,4.21582780872,0.138609477658,0.406824940206
2010-02-24,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,0.012559945193000001,0.0,0.0,378027917.75830537,0.0,0.0,0.0,319.0,3.63147411826,4.21582780872,0.138609477658,0.406824940206
2010-02-25,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",0,-0.00045105999097900005,0.0,0.0,353639019.83841473,0.0,0.0,0.0,319.0,3.63147411826,4.21582780872,0.138609477658,0.406824940206
2010-02-26,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.009025270758120001,0.0,-96.805042882500004,330823592.95819163,0.0,0.011795356492399999,0.0,319.0,3.63147411826,4.21582780872,0.138609477658,0.406824940206
2010-03-01,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0091074681238600009,0.0,-92.730209645599999,309480129.36539155,0.0,0.011795356492399999,0.0,319.0,3.63147411826,4.21582780872,0.138609477658,0.406824940206
2010-03-02,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.0038357400721999997,2.0,1292.0366838,289513752.76353943,0.0,0.011795356492399999,0.0,319.0,3.63147411826,4.21582780872,0.138609477658,0.406824940206
