,system,signals,gainAhead,safef,CAR25,dd95,ddTol,trade,numDays,equity,maxEquity,drawdown,maxDD
2007-01-17,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0028969762810100003,2.0,235.558356957,0.0,0.011795356492399999,0.0,0.0,1.0,1.0,0.0,0.0
2007-01-18,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0024420024419999999,2.0,202.460124135,0.0,0.011795356492399999,0.00579395256202,1.0,1.00579395256,1.00579395256,0.0,0.0
2007-01-19,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0026992981824699998,2.0,156.252772413,0.0,0.011795356492399999,-0.00491230257661,2.0,1.00088164999,1.00579395256,0.004884004884,0.004884004884
2007-01-22,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0031446540880500002,2.0,218.56178283900002,0.0,0.011795356492399999,0.00540335603735,3.0,1.00628500602,1.00628500602,0.0,0.004884004884
2007-01-23,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0074886799024700005,2.0,148.58261466799999,0.0,0.011795356492399999,0.00632883651587,4.0,1.01261384254,1.01261384254,0.0,0.004884004884
2007-01-24,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.0117545375972,2.0,772.47736921399996,0.0,0.011795356492399999,0.0151662818632,5.0,1.0277801244,1.0277801244,0.0,0.004884004884
2007-01-25,"('CAR25', 'less than threshold of', 0.0)",0,-0.00122441840126,0,0,0,0,-0.0241621602279,6.0,1.00361796417,1.0277801244,0.0235090751944,0.0235090751944
2007-01-26,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.00087565674255699999,2.0,42.579261469400002,0.0,0.011795356492399999,0.0,6.0,1.00361796417,1.0277801244,0.0235090751944,0.0235090751944
2007-01-29,"('CAR25', 'less than threshold of', 0.0)",0,0.00543382997371,0,0,0,0,-0.00175764967456,7.0,1.0018603145,1.0277801244,0.0252192169191,0.0252192169191
2007-01-30,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0062761506276200005,2.0,381.91067902300006,0.0,0.011795356492399999,0.0,7.0,1.0018603145,1.0277801244,0.0252192169191,0.0252192169191
2007-01-31,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0037940379403800001,2.0,2403.9341203700001,0.0,0.011795356492399999,0.0125756524833,8.0,1.01443596698,1.0277801244,0.0129834748721,0.0252192169191
2007-02-01,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0015509219369300002,2.0,373.20514508800005,0.0,0.011795356492399999,0.00769761709364,9.0,1.02213358408,1.0277801244,0.00549391858382,0.0252192169191
2007-02-02,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.0053898670499500003,2.0,68.432301642700011,0.0,0.011795356492399999,0.00317049879603,10.0,1.02530408287,1.0277801244,0.00240911598766,0.0252192169191
2007-02-05,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.00034393809114399997,2.0,16.1332161588,0.0,0.011795356492399999,-0.0110525053849,11.0,1.01425157749,1.0277801244,0.0131628804578,0.0252192169191
2007-02-06,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0017202821262699999,2.0,10.480040471599999,0.0,0.011795356492399999,0.000697679503002,12.0,1.01494925699,1.0277801244,0.0124840587075,0.0252192169191
2007-02-07,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0070244956772299999,2.0,97.340426202999993,0.0,0.011795356492399999,-0.00349199813174,13.0,1.01145725886,1.0277801244,0.0158816707539,0.0252192169191
2007-02-08,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0026828832051500003,2.0,663.03388653900004,0.0,0.011795356492399999,0.0142099542851,14.0,1.02566721314,1.0277801244,0.00205580085455,0.0252192169191
2007-02-09,"('CAR25', 'less than threshold of', 0.0)",0,-0.0034650034649999998,0,0,0,0,0.00550349068043,15.0,1.03117070382,1.03117070382,0.0,0.0252192169191
2007-02-12,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0079972183588299991,2.0,172.723739822,0.0,0.011795356492399999,0.0,15.0,1.03117070382,1.03117070382,0.0,0.0252192169191
2007-02-13,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0062090375991699998,2.0,910.44166393600005,0.0,0.011795356492399999,0.0164929945674,16.0,1.04766369839,1.04766369839,0.0,0.0252192169191
2007-02-14,"('CAR25', 'less than threshold of', 0.0)",0,0.00068563592732300005,0,0,0,0,-0.0130099665892,17.0,1.0346537318,1.04766369839,0.0124180751983,0.0252192169191
2007-02-15,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.00034258307639599997,2.0,21.977112784599999,0.0,0.011795356492399999,0.0,17.0,1.0346537318,1.04766369839,0.0124180751983,0.0252192169191
