dates,signals,gainAhead,prior_index
2000-12-13,1.0,-0.0130396565376,400
2000-12-14,1.0,-0.0231116868587,401
2000-12-15,-1.0,0.0146772953994,402
2000-12-18,1.0,-0.0250835375362,403
2000-12-19,-1.0,-0.0261249733419,404
2000-12-20,-1.0,0.00774272262283,405
2000-12-21,-1.0,0.0299180455096,406
2000-12-22,1.0,0.0142946491142,407
2000-12-27,-1.0,0.00505928501382,408
2000-12-28,-1.0,-0.0126178068522,409
2000-12-29,1.0,0.0190525385917,410
2001-01-03,-1.0,-0.00871270835935,411
2001-01-04,1.0,-0.0318148469286,412
2001-01-05,-1.0,0.00309237316677,413
2001-01-08,1.0,0.00186191319211,414
2001-01-09,1.0,0.0122018097066,415
2001-01-10,1.0,0.00462022363688,416
2001-01-11,-1.0,-0.00138568475297,417
2001-01-12,1.0,0.00903069987924,418
2001-01-17,1.0,0.0066529395586,419
2001-01-18,1.0,-0.00630621317068,420
2001-01-19,-1.0,0.0107752214494,421
2001-01-22,-1.0,0.00232322192651,422
2001-01-23,-1.0,0.00621268355656,423
2001-01-24,-1.0,-0.00656796495141,424
2001-01-25,-1.0,0.0012841209275,425
2001-01-26,-1.0,0.00691070316221,426
2001-01-29,-1.0,0.00257645671698,427
2001-01-30,-1.0,-0.00301991985597,428
2001-01-31,-1.0,0.00757266849187,429
2001-02-01,-1.0,-0.0208923512748,430
2001-02-02,-1.0,0.00735874820091,431
2001-02-05,-1.0,-0.00661625708885,432
2001-02-06,-1.0,-0.00245613258691,433
2001-02-07,-1.0,-0.0158525945314,434
2001-02-08,1.0,-0.00440263857793,435
2001-02-09,-1.0,0.00428627486492,436
2001-02-12,-1.0,-0.00126236061435,437
2001-02-13,-1.0,-0.00543952571549,438
2001-02-14,-1.0,0.00764790873949,439
2001-02-15,1.0,-0.0182577099787,440
2001-02-16,-1.0,-0.0361851160799,441
2001-02-21,1.0,-0.00244366867661,442
2001-02-22,1.0,-0.00548786307384,443
2001-02-23,-1.0,0.0212888469474,444
2001-02-26,-1.0,-0.00894255465765,445
2001-02-27,-1.0,-0.0219813214077,446
2001-02-28,1.0,0.00410405558249,447
2001-03-01,1.0,-0.00881018280124,448
2001-03-02,-1.0,0.0064938754637,449
2001-03-05,-1.0,0.0155250699636,450
2001-03-06,1.0,0.00453469718388,451
2001-03-07,-1.0,0.0110760619501,452
2001-03-08,1.0,-0.0283837673,453
2001-03-09,-1.0,-0.0467889908257,454
2001-03-12,1.0,0.0184387822299,455
2001-03-13,1.0,-0.0238000497389,456
2001-03-14,1.0,0.0102072877657,457
2001-03-15,1.0,-0.0243104883113,458
2001-03-16,1.0,0.0152495498367,459
2001-03-19,-1.0,-0.0200103531089,460
2001-03-20,-1.0,-0.0178644105957,461
2001-03-21,1.0,-0.0112504188048,462
2001-03-22,-1.0,0.0276613579212,463
2001-03-23,1.0,0.01544548957,464
2001-03-26,-1.0,0.0179963084495,465
2001-03-27,-1.0,-0.023386216738,466
2001-03-28,1.0,-0.00220037131266,467
2001-03-29,1.0,0.00550444490387,468
2001-03-30,-1.0,-0.0131075072605,469
2001-04-02,1.0,-0.0408083543842,470
2001-04-03,1.0,0.0051223573704,471
2001-04-04,1.0,0.0403018134015,472
2001-04-05,-1.0,-0.00977167685091,473
2001-04-06,1.0,0.00550655979862,474
2001-04-09,-1.0,0.0214101304775,475
2001-04-10,-1.0,-0.00205102891866,476
2001-04-11,-1.0,0.0158108834139,477
2001-04-12,-1.0,-0.000444948159342,478
2001-04-17,-1.0,0.0438511027868,479
2001-04-18,-1.0,0.0153359671073,480
2001-04-19,1.0,-0.0053887422834,481
2001-04-20,-1.0,-0.0238468954418,482
2001-04-23,-1.0,-0.00197525221196,483
2001-04-24,-1.0,0.0103374388668,484
2001-04-25,-1.0,0.00639479350483,485
2001-04-26,1.0,0.0135287304549,486
2001-04-27,-1.0,-0.00329338941354,487
2001-04-30,-1.0,0.0122058999164,488
2001-05-01,-1.0,0.00311497073815,489
2001-05-02,-1.0,-0.014624698096,490
2001-05-03,1.0,0.0136878377195,491
2001-05-04,-1.0,-0.00865919814098,492
2001-05-07,1.0,0.00232823339352,493
