dates,signals,gainAhead,prior_index
2000-11-01,-1.0,0.00128276631344,400
2000-11-02,-1.0,-0.00099565532223,401
2000-11-03,-1.0,0.00516444686056,402
2000-11-06,-1.0,0.00336980488414,403
2000-11-07,-1.0,-0.0234610387815,404
2000-11-08,1.0,-0.00590179247486,405
2000-11-09,-1.0,-0.0238398621858,406
2000-11-10,1.0,-0.0092248231605,407
2000-11-13,1.0,0.0297280388621,408
2000-11-14,1.0,-0.000671889295517,409
2000-11-15,1.0,-0.0129389886274,410
2000-11-16,-1.0,-0.00728255592351,411
2000-11-17,-1.0,-0.0182341090251,412
2000-11-20,1.0,0.00637184196048,413
2000-11-21,-1.0,-0.023220420376,414
2000-11-22,-1.0,0.0287946631168,415
2000-11-27,-1.0,-0.0160786360729,416
2000-11-28,1.0,-0.00317562316935,417
2000-11-29,1.0,-0.0087026917628,418
2000-11-30,-1.0,-0.000589809899732,419
2000-12-01,-1.0,0.0041613703771,420
2000-12-04,-1.0,0.0344113081873,421
2000-12-05,-1.0,-0.0185380777215,422
2000-12-06,-1.0,-0.00685023007273,423
2000-12-07,-1.0,0.0155361426426,424
2000-12-08,-1.0,0.0274474598222,425
2000-12-11,1.0,0.00503487889075,426
2000-12-12,-1.0,-0.0175017280819,427
2000-12-13,1.0,-0.0174145771833,428
2000-12-14,1.0,-0.019930317704,429
2000-12-15,1.0,0.017684451541,430
2000-12-18,1.0,-0.0216400236827,431
2000-12-19,1.0,-0.032618233532,432
2000-12-20,1.0,0.0058959682212,433
2000-12-21,1.0,0.0345854257684,434
2000-12-22,-1.0,0.0128712796892,435
2000-12-27,-1.0,0.00245548961424,436
2000-12-28,-1.0,-0.0107969303861,437
2000-12-29,-1.0,0.0174382069543,438
2001-01-03,-1.0,-0.00891156812717,439
2001-01-04,-1.0,-0.0340156241886,440
2001-01-05,-1.0,0.00473096477889,441
2001-01-08,1.0,-0.00160523459357,442
2001-01-09,-1.0,0.0172419073286,443
2001-01-10,-1.0,0.00237837186898,444
2001-01-11,-1.0,-0.0039570506082,445
2001-01-12,-1.0,0.0110061589259,446
2001-01-17,1.0,0.00913408841798,447
2001-01-18,-1.0,-0.00267478461334,448
2001-01-19,-1.0,0.0052453769559,449
2001-01-22,1.0,0.00759116771322,450
2001-01-23,-1.0,-0.000153605336688,451
2001-01-24,-1.0,-0.000724250693159,452
2001-01-25,-1.0,-0.00549804530214,453
2001-01-26,-1.0,0.00744241514101,454
2001-01-29,-1.0,0.0106244611045,455
2001-01-30,-1.0,-0.00756283078347,456
2001-01-31,-1.0,0.00619253690023,457
2001-02-01,-1.0,-0.0196579587581,458
2001-02-02,-1.0,0.00470468326477,459
2001-02-05,1.0,-0.00190393578076,460
2001-02-06,-1.0,-0.00852145092985,461
2001-02-07,-1.0,-0.00690843720751,462
2001-02-08,-1.0,-0.00713601819161,463
2001-02-09,1.0,0.00670513960251,464
2001-02-12,1.0,-0.00619649164821,465
2001-02-13,-1.0,-0.00875779390946,466
2001-02-14,-1.0,0.0108103591045,467
2001-02-15,1.0,-0.0185485810486,468
2001-02-16,-1.0,-0.0354550188379,469
2001-02-21,1.0,-0.00250877276553,470
2001-02-22,1.0,-0.00628770634024,471
2001-02-23,-1.0,0.0189664562842,472
2001-02-26,1.0,-0.00575381229366,473
2001-02-27,-1.0,-0.0179463664537,474
2001-02-28,1.0,-0.00162617334042,475
2001-03-01,1.0,-0.0067168752419,476
2001-03-02,1.0,0.00608850247193,477
2001-03-05,-1.0,0.0129182703558,478
2001-03-06,1.0,0.010220338713,479
2001-03-07,-1.0,0.0109685609973,480
2001-03-08,-1.0,-0.0306845126669,481
2001-03-09,1.0,-0.0448364098685,482
2001-03-12,1.0,0.020050209769,483
2001-03-13,1.0,-0.027279034043,484
2001-03-14,1.0,0.00164715271823,485
2001-03-15,-1.0,-0.0147152314513,486
2001-03-16,1.0,0.0171890189871,487
2001-03-19,1.0,-0.0232587643253,488
2001-03-20,-1.0,-0.0183660215612,489
2001-03-21,1.0,-0.0125260223704,490
2001-03-22,1.0,0.0299256771243,491
2001-03-23,1.0,0.0125418495325,492
2001-03-26,1.0,0.0186397121809,493
2001-03-27,-1.0,-0.0204177738908,494
2001-03-28,1.0,-0.00439530252043,495
2001-03-29,1.0,0.0100969166034,496
2001-03-30,-1.0,-0.018574952837,497
2001-04-02,-1.0,-0.0370615198615,498
2001-04-03,1.0,0.00270978231415,499
2001-04-04,-1.0,0.039329790109,500
2001-04-05,-1.0,-0.00938670087367,501
2001-04-06,-1.0,0.00481219322268,502
2001-04-09,-1.0,0.020593331766,503
2001-04-10,1.0,0.000895843287148,504
2001-04-11,-1.0,0.0165881019154,505
2001-04-12,1.0,0.00726989158051,506
2001-04-17,-1.0,0.0361703544611,507
2001-04-18,-1.0,0.00890167187538,508
2001-04-19,-1.0,-0.0043797131686,509
2001-04-20,-1.0,-0.0200033592207,510
2001-04-23,-1.0,-0.00507639070253,511
2001-04-24,1.0,0.0133381457845,512
2001-04-25,-1.0,0.00479228054269,513
2001-04-26,-1.0,0.0172730495311,514
2001-04-27,-1.0,-0.00526657585453,515
2001-04-30,1.0,0.0143547526731,516
2001-05-01,-1.0,-0.00211920945638,517
2001-05-02,1.0,-0.0122781902844,518
2001-05-03,-1.0,0.0157993231137,519
2001-05-04,-1.0,-0.00900759648476,520
2001-05-07,-1.0,-0.00174036864172,521
2001-05-08,1.0,-0.00793248276409,522
2001-05-09,-1.0,0.00678174600005,523
2001-05-10,-1.0,-0.00527618654691,524
2001-05-11,1.0,-0.000901310489499,525
2001-05-14,-1.0,0.00539677470861,526
2001-05-15,-1.0,0.0242504129081,527
2001-05-16,-1.0,-0.000341111714086,528
2001-05-17,1.0,0.00390861290773,529
2001-05-18,1.0,0.0141830822711,530
2001-05-21,1.0,-0.00136343555292,531
2001-05-22,1.0,-0.0184048143882,532
2001-05-23,-1.0,0.00307706652991,533
2001-05-24,1.0,-0.00849020063522,534
2001-05-25,1.0,-0.0212666218729,535
2001-05-30,1.0,0.00608276390574,536
2001-05-31,1.0,0.00428455813511,537
2001-06-01,-1.0,0.00416357229763,538
2001-06-04,-1.0,0.0120770096223,539
2001-06-05,-1.0,-0.0129512733605,540
2001-06-06,-1.0,0.00741907537214,541
2001-06-07,1.0,-0.00375257989868,542
2001-06-08,1.0,-0.00607382761002,543
2001-06-11,-1.0,-0.00329233052788,544
2001-06-12,1.0,-0.00560832059315,545
2001-06-13,-1.0,-0.0259135048155,546
2001-06-14,1.0,0.00552829571475,547
2001-06-15,1.0,-0.00841764533654,548
2001-06-18,1.0,0.00638938328918,549
2001-06-19,1.0,-0.000105949470253,550
2001-06-20,-1.0,0.0154295076088,551
2001-06-21,-1.0,-0.011253812811,552
2001-06-22,1.0,-0.00774488950949,553
2001-06-25,1.0,-0.00194724440372,554
2001-06-26,1.0,-0.00142639319266,555
2001-06-27,1.0,0.0063540537878,556
2001-06-28,-1.0,0.00470689964596,557
2001-06-29,1.0,0.0102709417601,558
2001-07-02,-1.0,0.00239495933391,559
2001-07-03,-1.0,-0.04583647355,560
2001-07-06,1.0,0.00631884983489,561
2001-07-09,1.0,-0.00967760790241,562
2001-07-10,1.0,0.00211632181582,563
2001-07-11,-1.0,0.020075218968,564
2001-07-12,1.0,0.0123722564521,565
2001-07-13,1.0,-0.0102249488753,566
2001-07-16,-1.0,0.00411576833163,567
2001-07-17,1.0,-0.00312336044071,568
2001-07-18,-1.0,0.00426798680954,569
2001-07-19,-1.0,-0.00501138206056,570
2001-07-20,1.0,-0.0191259978603,571
2001-07-23,-1.0,-0.0130971758428,572
2001-07-24,1.0,0.00973432518597,573
2001-07-25,1.0,0.012747326766,574
2001-07-26,1.0,0.00456419806458,575
2001-07-27,-1.0,0.000877243799293,576
2001-07-30,-1.0,0.00348936240584,577
2001-07-31,-1.0,0.00417761883966,578
2001-08-01,-1.0,0.00549775166574,579
2001-08-02,-1.0,-0.000669180172681,580
2001-08-03,-1.0,-0.0169856928203,581
2001-08-06,-1.0,0.00178607031302,582
2001-08-07,-1.0,-0.0190644409616,583
2001-08-08,-1.0,0.00602745747811,584
2001-08-09,-1.0,0.000302508297971,585
2001-08-10,-1.0,-0.00219252190422,586
2001-08-13,-1.0,0.00393163832295,587
2001-08-14,-1.0,-0.00927486645366,588
2001-08-15,-1.0,0.00352121617389,589
2001-08-16,-1.0,-0.0177889116627,590
2001-08-17,-1.0,0.013525350371,591
2001-08-20,-1.0,-0.0214195538158,592
2001-08-21,-1.0,0.0121563704056,593
2001-08-22,-1.0,-0.00508986389961,594
2001-08-23,-1.0,0.0255709175953,595
2001-08-24,-1.0,-0.0083670081658,596
2001-08-27,-1.0,-0.0190564761583,597
2001-08-28,-1.0,-0.00710185648044,598
2001-08-29,-1.0,-0.0215013628236,599
2001-08-30,-1.0,0.00410734087381,600
2001-08-31,1.0,-0.00229706329293,601
2001-09-05,-1.0,-0.0219431850383,602
2001-09-06,-1.0,-0.0132186509733,603
2001-09-07,1.0,0.00853289292596,604
2001-09-10,1.0,0.00465793304221,605
2001-09-11,1.0,-0.0614495798319,606
2001-09-18,-1.0,-0.0176080118866,607
2001-09-19,1.0,-0.0356507989511,608
2001-09-20,1.0,-0.0112332087462,609
2001-09-21,1.0,0.0411894363876,610
2001-09-24,1.0,0.00737978177214,611
2001-09-25,-1.0,-0.00372177977669,612
2001-09-26,-1.0,0.00550002957005,613
2001-09-27,-1.0,0.0244775124495,614
2001-09-28,-1.0,-0.00415275239453,615
2001-10-01,-1.0,0.0159212106654,616
2001-10-02,-1.0,0.0148299474142,617
2001-10-03,1.0,0.000149114631873,618
2001-10-04,1.0,-0.000642960975064,619
2001-10-05,-1.0,-0.00809346648391,620
2001-10-08,-1.0,-0.00211507910396,621
2001-10-09,-1.0,0.0214311283607,622
2001-10-10,-1.0,0.0178181113909,623
2001-10-11,-1.0,-0.00870778626508,624
2001-10-12,-1.0,-0.0045521023766,625
2001-10-15,-1.0,0.00896218618574,626
2001-10-16,-1.0,-0.0184568339431,627
2001-10-17,-1.0,-0.00259619842374,628
2001-10-18,-1.0,0.00254717858139,629
2001-10-19,1.0,0.0153184229072,630
2001-10-22,-1.0,-0.00280375538832,631
2001-10-23,-1.0,-0.00711610143879,632
2001-10-24,-1.0,0.0190477068959,633
2001-10-25,-1.0,-0.00534952976638,634
2001-10-26,-1.0,-0.0254809529876,635
2001-10-29,-1.0,-0.0129708832154,636
2001-10-30,-1.0,0.00333027427458,637
2001-10-31,-1.0,0.0204528095503,638
2001-11-01,-1.0,0.00373320519692,639
2001-11-02,-1.0,0.0155493362302,640
2001-11-05,-1.0,0.014821731287,641
2001-11-06,-1.0,0.000339449377378,642
2001-11-07,-1.0,0.00317902557508,643
2001-11-08,-1.0,0.0021007655332,644
2001-11-09,-1.0,-0.0121429079022,645
2001-11-12,-1.0,0.0288825544695,646
2001-11-13,-1.0,-0.00112741542199,647
2001-11-14,1.0,0.00389353585553,648
2001-11-15,-1.0,-0.00854998823396,649
2001-11-16,-1.0,0.0133795140476,650
2001-11-19,-1.0,-0.00632384323115,651
2001-11-20,-1.0,-0.0120559760452,652
2001-11-21,-1.0,0.0205093312597,653
2001-11-26,1.0,-0.000164517832867,654
2001-11-27,1.0,-0.0208972027366,655
2001-11-28,-1.0,0.00927850553261,656
2001-11-29,-1.0,-0.00327765411109,657
2001-11-30,-1.0,-0.00168817922836,658
2001-12-03,-1.0,0.0143649815043,659
2001-12-04,-1.0,0.013145670351,660
2001-12-05,-1.0,-0.00108840039422,661
2001-12-06,-1.0,-0.00571389351224,662
2001-12-07,-1.0,-0.0106737307148,663
2001-12-10,-1.0,-0.00689023592517,664
2001-12-11,-1.0,0.00100118561454,665
2001-12-12,-1.0,-0.0184156730626,666
2001-12-13,1.0,0.00822309617447,667
2001-12-14,-1.0,0.0090780141844,668
2001-12-17,-1.0,0.00506922968794,669
2001-12-18,1.0,0.00833908794504,670
2001-12-19,-1.0,-0.00684842442894,671
2001-12-20,-1.0,0.00248767075459,672
2001-12-21,1.0,0.000879407923378,673
2001-12-24,-1.0,0.0105001261407,674
2001-12-27,-1.0,0.000680108128583,675
2001-12-28,-1.0,-0.0160362018978,676
2001-12-31,1.0,0.0209927168125,677
2002-01-03,1.0,0.00547210851731,678
2002-01-04,-1.0,-0.00824440223825,679
2002-01-07,-1.0,-0.00281678045429,680
2002-01-08,-1.0,-0.00729436688857,681
2002-01-09,-1.0,0.00579508978919,682
2002-01-10,-1.0,-0.00887543342131,683
2002-01-11,-1.0,-0.00946836192117,684
2002-01-14,-1.0,0.0137672310031,685
2002-01-15,-1.0,-0.0240406281416,686
2002-01-16,-1.0,0.00492833928286,687
2002-01-17,-1.0,-0.00163472328995,688
2002-01-18,-1.0,0.00272604970615,689
2002-01-23,-1.0,0.000697313137733,690
2002-01-24,-1.0,-0.00373993349269,691
2002-01-25,-1.0,0.00463049040701,692
2002-01-28,1.0,-0.0302987573808,693
2002-01-29,-1.0,0.0143049294751,694
2002-01-30,-1.0,0.0156443201978,695
2002-01-31,-1.0,-0.0077457830475,696
2002-02-01,-1.0,-0.0255792449811,697
2002-02-04,1.0,-0.00595819228629,698
2002-02-05,-1.0,-0.00502092818329,699
2002-02-06,1.0,-0.00665147559434,700
2002-02-07,-1.0,0.019855863888,701
2002-02-08,-1.0,0.0137960551478,702
2002-02-11,-1.0,-0.00354804228907,703
2002-02-12,-1.0,0.010519768511,704
2002-02-13,1.0,-0.0034611644856,705
2002-02-14,-1.0,-0.0147520879396,706
2002-02-15,1.0,-0.000172625266888,707
2002-02-20,1.0,-0.0202097304763,708
2002-02-21,1.0,0.0149227430395,709
2002-02-22,-1.0,0.0113953084592,710
2002-02-25,-1.0,0.00460796183523,711
2002-02-26,-1.0,0.00293197107602,712
2002-02-27,-1.0,-0.00801693060961,713
2002-02-28,-1.0,0.02731874887,714
2002-03-01,-1.0,0.0125393780468,715
2002-03-04,-1.0,-0.000269408257798,716
2002-03-05,-1.0,0.00752807816683,717
2002-03-06,-1.0,-0.002493485876,718
2002-03-07,-1.0,0.0100940205686,719
2002-03-08,-1.0,0.00328823428669,720
2002-03-11,-1.0,-0.00182649960739,721
2002-03-12,-1.0,-0.0131423685336,722
2002-03-13,-1.0,0.00444490655299,723
2002-03-14,-1.0,0.00544312751238,724
2002-03-15,-1.0,0.00569678354796,725
2002-03-18,-1.0,0.00116020167035,726
2002-03-19,1.0,-0.0189848070418,727
2002-03-20,1.0,-0.000295320900902,728
2002-03-21,1.0,0.000390981363222,729
2002-03-22,1.0,-0.0139395518499,730
2002-03-25,-1.0,0.00635046461444,731
2002-03-26,-1.0,0.00411356952808,732
2002-03-27,-1.0,0.00628453881422,733
2002-03-28,-1.0,-0.0168129098201,734
2002-04-02,-1.0,-0.00407907952003,735
2002-04-03,-1.0,-0.00406924798528,736
2002-04-04,-1.0,0.00405922741444,737
2002-04-05,-1.0,-0.000495399858457,738
2002-04-08,-1.0,-0.010426255045,739
2002-04-09,-1.0,0.0129152281631,740
2002-04-10,-1.0,-0.0268079470199,741
2002-04-11,-1.0,0.00901881793602,742
2002-04-12,-1.0,-0.00522444428458,743
2002-04-15,-1.0,0.024731756262,744
2002-04-16,-1.0,-0.00424300697759,745
2002-04-17,-1.0,-0.00504952073847,746
2002-04-18,-1.0,0.00321426027495,747
2002-04-19,-1.0,-0.0138276250743,748
2002-04-22,-1.0,-0.0110156144535,749
2002-04-23,-1.0,-0.00363997051624,750
2002-04-24,-1.0,-0.00282214976573,751
2002-04-25,-1.0,-0.0181531754318,752
2002-04-26,-1.0,-0.0131156716418,753
2002-04-29,-1.0,0.0196703026637,754
2002-04-30,-1.0,0.0074808806489,755
2002-05-01,-1.0,-0.00130656410445,756
2002-05-02,-1.0,-0.0130827344758,757
2002-05-03,1.0,-0.0162341299477,758
2002-05-06,1.0,-0.00566515785578,759
2002-05-07,1.0,0.0369331195602,760
2002-05-08,1.0,-0.0100870653634,761
2002-05-09,-1.0,-0.0196173227468,762
2002-05-10,-1.0,0.019535695319,763
2002-05-13,1.0,0.0240168173531,764
2002-05-14,1.0,-0.00132618766464,765
2002-05-15,1.0,0.00418394819181,766
2002-05-16,1.0,-0.00205608492446,767
2002-05-17,1.0,-0.00924875427721,768
2002-05-20,1.0,-0.00393924403159,769
2002-05-21,1.0,-0.00382606136414,770
2002-05-22,1.0,0.0134241819928,771
