Date,Open,High,Low,Close,Volume,OI,P,R,RINFO
20140916,38894.0,39567.0,38211.0,39520.0,286780,98266,0,0,0.0
20140917,39478.0,39973.0,39170.0,39698.0,255450,90189,201411,201411,0.0
20140918,39656.0,39864.0,38577.0,38719.0,311120,219865,0,0,610.0
20140919,38730.0,38889.0,37973.0,38018.0,235832,221788,0,0,0.0
20140922,38038.0,38392.0,37632.0,38067.0,238660,222715,0,0,0.0
20140923,38067.0,38587.0,37642.0,37687.0,220556,223106,0,0,0.0
20140924,37862.0,38743.0,37447.0,38622.0,224049,227318,0,0,0.0
20140925,38486.0,39152.0,37729.0,39099.0,336126,226222,0,0,0.0
20140926,39051.0,39376.0,38654.0,39245.0,198960,223426,0,0,0.0
20140929,39285.0,40565.0,39063.0,40463.0,271084,232819,0,0,0.0
20140930,40279.0,40721.0,39910.0,40142.0,276910,222083,0,0,0.0
20141001,40240.0,40779.0,39121.0,39187.0,249888,214653,0,0,0.0
20141002,39285.0,39561.0,38059.0,38301.0,285505,206861,0,0,0.0
20141003,38583.0,39444.0,38419.0,39343.0,215411,205792,0,0,0.0
20141006,38973.0,38986.0,37854.0,37970.0,203791,203396,0,0,0.0
20141007,38135.0,38674.0,37649.0,38545.0,326367,188358,0,0,0.0
20141008,38379.0,38469.0,37367.0,37551.0,312263,173537,0,0,0.0
20141009,37619.0,38411.0,37153.0,37454.0,365533,157915,0,0,0.0
20141010,37580.0,37894.0,37328.0,37590.0,213579,143135,0,0,0.0
20141013,37375.0,38274.0,37201.0,38145.0,262354,119576,0,0,0.0
20141014,38213.0,38547.0,37065.0,37171.0,291330,111784,0,0,0.0
20141015,37375.0,37592.0,36656.0,37015.0,239691,96902,0,0,0.0
20141016,37131.0,37368.0,36461.0,36976.0,255950,86669,201412,201412,0.0
20141017,37189.0,37222.0,36305.0,36840.0,218367,143300,0,0,810.0
20141020,36416.0,36668.0,35809.0,35905.0,223169,146344,0,0,0.0
20141021,35615.0,36324.0,35523.0,36239.0,239887,148139,0,0,0.0
20141022,36082.0,36324.0,35637.0,35714.0,209698,151558,0,0,0.0
20141023,35691.0,35942.0,35017.0,35342.0,339468,151764,0,0,0.0
20141024,35481.0,35656.0,34702.0,35266.0,236585,164388,0,0,0.0
20141027,34765.0,35503.0,34521.0,34684.0,213527,167012,0,0,0.0
20141028,34784.0,35913.0,34502.0,35580.0,311425,165418,0,0,0.0
20141029,35738.0,36734.0,35226.0,36124.0,301609,165409,0,0,0.0
20141030,36186.0,36963.0,35912.0,36496.0,195546,166759,0,0,0.0
20141031,36806.0,37746.0,36551.0,36935.0,363999,166606,0,0,0.0
20141103,38227.0,38796.0,38019.0,38585.0,387968,164159,0,0,0.0
20141104,38551.0,39884.0,38400.0,39377.0,448259,157762,0,0,0.0
20141105,39534.0,41182.0,39382.0,39997.0,465597,154283,0,0,0.0
20141106,40154.0,42537.0,39182.0,42000.0,646234,159628,0,0,0.0
20141107,42253.0,42890.0,40812.0,42076.0,532277,148167,0,0,0.0
20141110,43016.0,43367.0,40469.0,40579.0,427311,136722,0,0,0.0
20141111,40698.0,41143.0,39278.0,40503.0,415731,122942,0,0,0.0
20141112,40240.0,40341.0,39488.0,39912.0,348072,105483,0,0,0.0
20141113,39639.0,39845.0,37763.0,37928.0,407635,88923,0,0,0.0
20141114,37950.0,38881.0,37468.0,38338.0,339819,81528,0,0,0.0
20141117,39572.0,41486.0,39203.0,41399.0,394482,71679,201501,201501,0.0
20141118,41051.0,41553.0,39737.0,40665.0,502494,265530,0,0,1010.0
20141119,40883.0,43232.0,40221.0,42072.0,573210,262745,0,0,0.0
20141120,42328.0,43447.0,41086.0,43311.0,638618,263235,0,0,0.0
20141121,43064.0,43736.0,40900.0,41150.0,378813,259484,0,0,0.0
20141124,39140.0,40238.0,38667.0,40097.0,384781,265785,0,0,0.0
20141125,39979.0,41451.0,39337.0,41019.0,238424,265779,0,0,0.0
20141126,41368.0,42244.0,40296.0,40572.0,242954,260819,0,0,0.0
20141128,40464.0,40733.0,37923.0,38085.0,192734,257719,0,0,0.0
20141201,37052.0,37692.0,36555.0,37330.0,357882,258494,0,0,0.0
20141202,37499.0,37552.0,35885.0,36091.0,308199,257182,0,0,0.0
20141203,36008.0,36060.0,34964.0,35448.0,280823,257205,0,0,0.0
20141204,35300.0,35519.0,33857.0,33995.0,313145,249906,0,0,0.0
20141205,34265.0,35668.0,34099.0,35420.0,366905,229249,0,0,0.0
20141208,35206.0,35304.0,33364.0,33492.0,362201,204666,0,0,0.0
20141209,33743.0,34595.0,33578.0,34023.0,335428,179639,0,0,0.0
20141210,34023.0,34912.0,33559.0,34526.0,340641,151099,0,0,0.0
20141211,34638.0,35238.0,33633.0,33855.0,379593,129491,0,0,0.0
20141212,34004.0,35686.0,33912.0,35355.0,295666,108398,0,0,0.0
20141215,36633.0,36712.0,34424.0,34647.0,311164,95624,0,0,0.0
20141216,34825.0,35341.0,33549.0,33715.0,259816,82885,0,0,0.0
20141217,33753.0,34735.0,33633.0,34488.0,227724,72569,201502,201502,0.0
20141218,34499.0,35556.0,34024.0,34143.0,330773,154867,0,0,110.0
20141219,34229.0,34459.0,32298.0,32490.0,344327,158683,0,0,0.0
20141222,31599.0,31622.0,29375.0,29536.0,460677,159376,0,0,0.0
20141223,29796.0,30450.0,29162.0,29759.0,266810,167310,0,0,0.0
20141224,29703.0,29901.0,28234.0,28533.0,209142,167046,0,0,0.0
20141226,29015.0,29222.0,27900.0,28171.0,156327,169291,0,0,0.0
20141229,28662.0,29864.0,28271.0,29713.0,160282,177642,0,0,0.0
20141231,28764.0,29111.0,26740.0,26834.0,281127,177647,0,0,0.0
20150102,26441.0,28795.0,26026.0,27893.0,244951,172778,0,0,0.0
20150105,28588.0,29539.0,26675.0,26769.0,316192,171816,0,0,0.0
20150106,27147.0,27484.0,26081.0,27289.0,274265,165201,0,0,0.0
20150107,27407.0,28014.0,26211.0,26667.0,343371,159137,0,0,0.0
20150108,26738.0,27605.0,26127.0,27187.0,377257,150767,0,0,0.0
20150109,27500.0,27810.0,26795.0,27363.0,324902,139305,0,0,0.0
20150112,27110.0,27289.0,25821.0,25960.0,380690,124575,0,0,0.0
20150113,26162.0,27633.0,25932.0,27335.0,380541,112595,0,0,0.0
20150114,27454.0,31037.0,27203.0,30029.0,687062,95930,0,0,0.0
20150115,30679.0,31177.0,28363.0,29332.0,611043,87519,201503,201503,0.0
20150116,29657.0,29940.0,28122.0,29053.0,411012,286368,0,0,-410.0
20150120,28367.0,28386.0,26420.0,26540.0,497953,296621,0,0,0.0
20150121,27134.0,28169.0,26759.0,27669.0,465785,307776,0,0,0.0
20150122,27925.0,28357.0,25978.0,26606.0,481265,311553,0,0,0.0
20150123,26758.0,27952.0,26712.0,27839.0,326997,310935,0,0,0.0
20150126,26909.0,27594.0,26430.0,26804.0,299600,304980,0,0,0.0
20150127,26947.0,27943.0,26834.0,27623.0,286098,309512,0,0,0.0
20150128,27182.0,27274.0,26270.0,26748.0,259672,306337,0,0,0.0
20150129,26852.0,27547.0,25132.0,25590.0,384298,315059,0,0,0.0
20150130,25722.0,25748.0,24803.0,25326.0,250454,319881,0,0,0.0
20150202,25082.0,25503.0,24530.0,25222.0,228535,319555,0,0,0.0
20150203,25346.0,26219.0,24925.0,25918.0,278336,313671,0,0,0.0
20150204,26043.0,26181.0,24916.0,25052.0,290638,301355,0,0,0.0
20150205,25054.0,25418.0,24248.0,24469.0,291033,291536,0,0,0.0
20150206,24423.0,24796.0,24173.0,24271.0,350867,263223,0,0,0.0
20150209,25035.0,25324.0,24182.0,24440.0,366755,236308,0,0,0.0
20150210,24668.0,25870.0,24539.0,25193.0,479216,199218,0,0,0.0
20150211,25355.0,26916.0,25254.0,26322.0,555400,167010,0,0,0.0
20150212,26692.0,27161.0,25198.0,25531.0,557046,133975,0,0,0.0
20150213,25562.0,26483.0,24982.0,26387.0,385997,109416,0,0,0.0
20150217,26532.0,27284.0,25368.0,25964.0,447283,88946,201504,201504,0.0
20150218,26174.0,26898.0,25838.0,26783.0,346273,232858,0,0,110.0
20150219,26596.0,27283.0,26335.0,26952.0,483633,233233,0,0,0.0
20150220,26746.0,28222.0,26597.0,27861.0,493865,241090,0,0,0.0
20150223,28012.0,28579.0,26775.0,27120.0,331383,238759,0,0,0.0
20150224,26915.0,27913.0,26597.0,27083.0,373027,238198,0,0,0.0
20150225,27224.0,27669.0,26531.0,26830.0,258442,238508,0,0,0.0
20150226,26961.0,27106.0,25191.0,25283.0,316272,237850,0,0,0.0
20150227,25386.0,25764.0,25144.0,25630.0,197660,233250,0,0,0.0
20150302,25236.0,25839.0,25003.0,25293.0,210294,229379,0,0,0.0
20150303,24927.0,25661.0,24741.0,25424.0,196727,224631,0,0,0.0
20150304,25443.0,26121.0,25406.0,25958.0,198671,219242,0,0,0.0
20150305,26043.0,26881.0,25696.0,26633.0,317684,211218,0,0,0.0
20150306,26521.0,26937.0,26071.0,26614.0,273660,194318,0,0,0.0
20150309,26024.0,26074.0,24994.0,25105.0,361104,178746,0,0,0.0
20150310,25255.0,25727.0,25135.0,25611.0,224956,167060,0,0,0.0
20150311,25471.0,26731.0,24938.0,26473.0,366070,157612,0,0,0.0
20150312,26521.0,26881.0,25528.0,25629.0,366855,143796,0,0,0.0
20150313,25780.0,25895.0,25050.0,25563.0,225354,138123,0,0,0.0
20150316,25367.0,25792.0,25106.0,25460.0,214631,123424,0,0,0.0
20150317,25714.0,26824.0,25668.0,26763.0,412833,107156,201505,201505,0.0
20150318,26764.0,27547.0,26033.0,27391.0,417824,249396,0,0,140.0
20150319,27249.0,27519.0,26080.0,26393.0,370200,249349,0,0,0.0
20150320,26558.0,27398.0,25950.0,26150.0,370383,249182,0,0,0.0
20150323,25550.0,25987.0,25325.0,25749.0,343192,263176,0,0,0.0
20150324,25886.0,26463.0,25726.0,26215.0,274918,273292,0,0,0.0
20150325,26185.0,26276.0,25465.0,25562.0,247241,279733,0,0,0.0
20150326,25653.0,25921.0,24859.0,25077.0,295336,289863,0,0,0.0
20150327,25065.0,25192.0,24384.0,24620.0,193870,295360,0,0,0.0
20150330,24486.0,24968.0,24309.0,24667.0,159117,293275,0,0,0.0
20150331,24635.0,25089.0,24439.0,24630.0,168566,292355,0,0,0.0
20150401,24607.0,24940.0,24075.0,24303.0,221074,290341,0,0,0.0
20150402,24271.0,25398.0,24150.0,25311.0,268677,278596,0,0,0.0
20150406,25018.0,25202.0,24541.0,24723.0,145695,272290,0,0,0.0
20150407,24775.0,25305.0,24671.0,25003.0,230650,258193,0,0,0.0
20150408,24878.0,24931.0,24335.0,24434.0,302403,247299,0,0,0.0
20150409,24486.0,24716.0,23506.0,23585.0,370780,244208,0,0,0.0
20150410,23693.0,23829.0,23338.0,23426.0,370780,244208,0,0,0.0
20150413,23786.0,24165.0,23496.0,23771.0,82601,115504,0,0,0.0
20150414,23739.0,24230.0,23710.0,23995.0,76201,137481,0,0,0.0
20150415,23916.0,24846.0,23607.0,24713.0,69717,154897,0,0,0.0
20150416,24597.0,25491.0,24101.0,25431.0,90406,165784,201506,201506,0.0
20150417,25437.0,25538.0,24912.0,25021.0,22527,172906,0,0,570.0
20150420,24797.0,24824.0,24054.0,24117.0,24599,173089,0,0,0.0
20150421,24249.0,24678.0,24091.0,24510.0,29758,174096,0,0,0.0
20150422,24487.0,24962.0,24301.0,24821.0,24990,176138,0,0,0.0
20150423,24725.0,24797.0,23963.0,24017.0,34561,173032,0,0,0.0
20150424,24158.0,24275.0,23844.0,23990.0,16159,174520,0,0,0.0
20150427,23555.0,23680.0,23178.0,23469.0,34512,177220,0,0,0.0
20150428,23390.0,23753.0,23205.0,23670.0,24241,180274,0,0,0.0
20150429,23591.0,24384.0,23388.0,24291.0,35175,182546,0,0,0.0
20150430,24194.0,25793.0,23844.0,25597.0,64102,185979,0,0,0.0
20150501,25437.0,26104.0,25249.0,25862.0,35156,189336,0,0,0.0
20150504,25547.0,26360.0,25495.0,26291.0,29078,190367,0,0,0.0
20150505,26159.0,26333.0,25750.0,25907.0,29078,192076,0,0,0.0
20150506,25976.0,26287.0,25549.0,25834.0,58059,194341,0,0,0.0
20150507,25839.0,26241.0,25193.0,25441.0,67000,199315,0,0,0.0
20150508,25455.0,26854.0,25330.0,26747.0,94180,202739,0,0,0.0
20150511,27146.0,27275.0,25950.0,26025.0,65212,214969,0,0,0.0
20150512,26177.0,27220.0,25841.0,26902.0,90092,224596,0,0,0.0
20150513,26826.0,27613.0,26516.0,27258.0,78995,238140,0,0,0.0
20150514,27292.0,28089.0,26817.0,27980.0,122875,250428,0,0,0.0
20150515,28051.0,28263.0,27602.0,28044.0,56062,257756,201507,201507,0.0
20150518,27667.0,28162.0,27483.0,27779.0,12954,73617,0,0,420.0
20150519,27874.0,28586.0,27051.0,27121.0,27641,73511,0,0,0.0
20150520,27297.0,27783.0,26664.0,26824.0,18200,72295,0,0,0.0
20150521,27090.0,27936.0,26853.0,27139.0,29803,71702,0,0,0.0
20150522,27288.0,27376.0,26349.0,26436.0,20056,73454,0,0,0.0
20150526,26423.0,26455.0,25512.0,25805.0,24076,73636,0,0,0.0
20150527,25882.0,26419.0,25548.0,25814.0,20364,75550,0,0,0.0
20150528,25756.0,25850.0,24540.0,24598.0,37489,76271,0,0,0.0
20150529,24746.0,24776.0,23901.0,24012.0,22933,77300,0,0,0.0
20150601,23745.0,24334.0,23631.0,24120.0,38243,79824,0,0,0.0
20150602,24097.0,24830.0,23631.0,24552.0,31562,87244,0,0,0.0
20150603,24647.0,24839.0,23883.0,23993.0,39449,88701,0,0,0.0
20150604,24007.0,24388.0,23289.0,23912.0,45890,88770,0,0,0.0
20150605,23926.0,24108.0,23487.0,23615.0,53938,93317,0,0,0.0
20150608,23899.0,24767.0,23856.0,24660.0,56891,102841,0,0,0.0
20150609,24773.0,26004.0,24567.0,25930.0,84427,115700,0,0,0.0
20150610,26053.0,26663.0,25683.0,26317.0,84723,122702,0,0,0.0
20150611,26513.0,26609.0,25593.0,25722.0,62044,137395,0,0,0.0
20150612,25675.0,25724.0,24927.0,25010.0,69541,142348,0,0,0.0
20150615,25188.0,26527.0,25089.0,26235.0,84034,150514,0,0,0.0
20150616,26504.0,26608.0,25656.0,26289.0,66234,167918,0,0,0.0
20150617,26432.0,26870.0,25791.0,25974.0,67227,173805,201508,201508,0.0
20150618,26044.0,26247.0,25242.0,25280.0,34796,192596,0,0,60.0
20150619,25315.0,25833.0,24919.0,25640.0,31446,194126,0,0,0.0
20150622,25162.0,25193.0,24703.0,24957.0,27391,198590,0,0,0.0
20150623,24982.0,25562.0,24694.0,24822.0,27901,197814,0,0,0.0
20150624,24838.0,25355.0,24676.0,25128.0,13872,197366,0,0,0.0
20150625,25162.0,25949.0,25017.0,25874.0,43728,198533,0,0,0.0
20150626,25837.0,25922.0,24972.0,25038.0,34080,200008,0,0,0.0
20150629,24919.0,25706.0,24694.0,25344.0,24158,198715,0,0,0.0
20150630,25360.0,25652.0,24847.0,25551.0,28900,200830,0,0,0.0
20150701,25567.0,25805.0,24937.0,25164.0,27838,201098,0,0,0.0
20150702,25315.0,26084.0,25269.0,25506.0,30633,201921,0,0,0.0
20150706,25639.0,25670.0,24649.0,24868.0,37995,204494,0,0,0.0
20150707,24892.0,25301.0,24254.0,24508.0,40293,206392,0,0,0.0
20150708,24586.0,24914.0,24128.0,24247.0,63777,206646,0,0,0.0
20150709,24280.0,24752.0,23850.0,24616.0,53705,207722,0,0,0.0
20150710,24721.0,25355.0,24559.0,24994.0,50782,218519,0,0,0.0
20150713,25378.0,25976.0,25089.0,25776.0,78511,230040,0,0,0.0
20150714,25819.0,26399.0,25349.0,25524.0,65841,237249,0,0,0.0
20150715,25567.0,26246.0,25421.0,26153.0,79827,240880,0,0,0.0
20150716,26134.0,26309.0,25529.0,25650.0,66006,253404,201509,201509,0.0
20150717,24137.0,24436.0,23823.0,24221.0,24056,140164,0,0,2050.0
20150720,24070.0,24344.0,23523.0,23878.0,28729,138799,0,0,0.0
20150721,23970.0,24495.0,23815.0,24371.0,20445,137999,0,0,0.0
20150722,24363.0,24671.0,24007.0,24538.0,29102,137042,0,0,0.0
20150723,24430.0,24981.0,23640.0,23786.0,37088,136629,0,0,0.0
20150724,23745.0,23842.0,23357.0,23427.0,23295,139380,0,0,0.0
20150727,23235.0,23825.0,23099.0,23527.0,21710,142172,0,0,0.0
20150728,23586.0,24059.0,23391.0,23769.0,31644,143061,0,0,0.0
20150729,23929.0,24268.0,23733.0,24128.0,38110,140679,0,0,0.0
20150730,24130.0,24419.0,23275.0,23368.0,34011,139339,0,0,0.0
20150731,23486.0,23582.0,22842.0,22967.0,39748,143326,0,0,0.0
20150803,23068.0,23582.0,22842.0,23201.0,33727,143478,0,0,0.0
20150804,23285.0,23833.0,23225.0,23736.0,49591,149783,0,0,0.0
20150805,23728.0,24176.0,23358.0,23569.0,68491,151550,0,0,0.0
20150806,23444.0,23958.0,22950.0,23686.0,62674,153479,0,0,0.0
20150807,23678.0,23824.0,23217.0,23577.0,63024,158815,0,0,0.0
20150810,23887.0,24084.0,23701.0,23961.0,63658,163734,0,0,0.0
20150811,23912.0,24193.0,23543.0,23986.0,67400,169065,0,0,0.0
20150812,24121.0,24779.0,24010.0,24696.0,88711,179241,0,0,0.0
20150813,24606.0,24754.0,23485.0,23560.0,112726,187156,0,0,0.0
20150814,23753.0,24034.0,23502.0,23702.0,52006,185379,0,0,0.0
20150817,23486.0,23649.0,22985.0,23117.0,69248,184874,201510,201510,0.0
20150818,23912.0,24034.0,23469.0,23627.0,22332,177670,0,0,110.0
20150819,23671.0,23875.0,23419.0,23602.0,35036,178256,0,0,0.0
20150820,23563.0,24192.0,23344.0,23918.0,35704,179502,0,0,0.0
20150821,23971.0,24017.0,23136.0,23202.0,28129,181751,0,0,0.0
20150824,23038.0,23383.0,22712.0,22803.0,36929,180036,0,0,0.0
20150825,22880.0,23199.0,22687.0,23078.0,30301,179553,0,0,0.0
20150826,23096.0,23349.0,22944.0,23170.0,25422,178571,0,0,0.0
20150827,23046.0,23291.0,22637.0,22845.0,30453,179050,0,0,0.0
20150828,22954.0,23366.0,22778.0,23236.0,22625,178789,0,0,0.0
20150831,23012.0,23066.0,22612.0,22978.0,24411,181315,0,0,0.0
20150901,22962.0,23266.0,22778.0,23061.0,33501,182170,0,0,0.0
20150902,22995.0,23041.0,22462.0,22637.0,23874,181494,0,0,0.0
20150903,22562.0,23391.0,22437.0,23270.0,43035,182323,0,0,0.0
20150904,23186.0,23266.0,22694.0,22812.0,34756,185436,0,0,0.0
20150908,22761.0,23349.0,22636.0,23236.0,50802,190175,0,0,0.0
20150909,23094.0,23232.0,22619.0,22770.0,59534,194227,0,0,0.0
20150910,22844.0,23407.0,22735.0,22961.0,77875,199544,0,0,0.0
20150911,22911.0,23257.0,22693.0,23028.0,53016,215724,0,0,0.0
20150914,23102.0,23691.0,22984.0,23536.0,75268,224609,0,0,0.0
20150915,23602.0,23849.0,23200.0,23303.0,51392,245059,0,0,0.0
20150916,23361.0,23432.0,22727.0,22795.0,65600,245099,0,0,0.0
20150917,22911.0,22973.0,22279.0,22703.0,53092,248471,201511,201511,0.0
20150918,23069.0,23323.0,22619.0,22678.0,22078,95821,0,0,1060.0
20150921,22556.0,22656.0,22243.0,22414.0,23087,101400,0,0,0.0
20150922,22404.0,22696.0,22299.0,22390.0,19534,101244,0,0,0.0
20150923,22372.0,22616.0,22235.0,22374.0,19585,103680,0,0,0.0
20150924,22412.0,22849.0,21987.0,22759.0,39928,104728,0,0,0.0
20150925,22653.0,22921.0,22163.0,22447.0,30167,107546,0,0,0.0
20150928,22741.0,23106.0,22483.0,22727.0,30841,112788,0,0,0.0
20150929,22733.0,22841.0,22035.0,22134.0,38937,116799,0,0,0.0
20150930,22140.0,22391.0,21531.0,21637.0,42174,115796,0,0,0.0
20151001,21651.0,21812.0,20924.0,21076.0,54892,121973,0,0,0.0
20151002,21050.0,21571.0,20836.0,21340.0,40999,120010,0,0,0.0
20151005,21299.0,21675.0,21124.0,21436.0,32836,115784,0,0,0.0
20151006,21516.0,21804.0,21316.0,21412.0,59374,116598,0,0,0.0
20151007,21452.0,21860.0,21244.0,21436.0,68756,128119,0,0,0.0
20151008,21436.0,21892.0,21276.0,21724.0,72462,133334,0,0,0.0
20151009,21620.0,21988.0,21364.0,21772.0,55213,144948,0,0,0.0
20151012,21925.0,22285.0,21708.0,22044.0,59617,157234,0,0,0.0
20151013,22053.0,22213.0,21628.0,21796.0,68027,167663,0,0,0.0
20151014,21780.0,22117.0,21588.0,21884.0,69627,179540,0,0,0.0
20151015,22021.0,22342.0,21412.0,21516.0,84862,194853,201512,201512,0.0
20151016,21821.0,21868.0,21364.0,21476.0,36976,205139,0,0,1180.0
20151019,21698.0,21837.0,21425.0,21537.0,25829,211016,0,0,0.0
20151020,21683.0,21891.0,21463.0,21598.0,35062,214813,0,0,0.0
20151021,21768.0,21814.0,20935.0,21099.0,43099,213686,0,0,0.0
20151022,21107.0,21321.0,20659.0,20877.0,48986,218745,0,0,0.0
20151023,20753.0,20859.0,20077.0,20194.0,43273,222520,0,0,0.0
20151026,19800.0,19950.0,19136.0,19296.0,55041,228543,0,0,0.0
