dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.4_system,safef,cycleTime,timestamp,mrThreshold
2016-07-14 00:00:00,-0.0125586395909,0.0,0.00114208048144,3.44143199201,86032.36,-388.7,both_zigZag_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,86605.34,-391.29,3.46435215766,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f107_is47,1.0,,20160714 20:58:40 EDT,0.5
2016-07-15 00:00:00,-0.00412142650073,0.0,0.00208514414057,3.46788052444,86693.55,661.19,both_zigZag_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,87270.93,665.59,3.49097678941,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f107_is47,1.0,,20160715 21:13:25 EDT,0.5
