trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,balance,commission,margin_available,index
104,-1.09353399998,20160314  13:51:17,20160314  13:51:17,20160314  13:51:17,1.1091308642,,EURUSD,short,20160314  13:47:40,20160314  13:47:43,closed,20160314  13:47:40,1.1091,1.0,,81000.0,81000.0,,EURUSD,IB_Live,9847.05140118,10.4994415,-58476.739,
105,9.4,20160314  13:54:42,20160314  13:54:42,20160314  13:54:42,1.1085,,EURUSD,long,20160314  13:51:17,20160314  13:51:17,closed,20160314  13:51:17,1.1091,1.0,,19000.0,19000.0,,EURUSD,IB_Live,9856.45140118,4.0,-58488.139,
99,34.5183256,20160314  13:54:57,20160314  13:54:57,20160314  13:54:57,113.773,,USDJPY,short,20160314  13:38:15,20160314  13:38:15,closed,20160314  13:38:15,113.69,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9888.96972678,4.0016744,-148198.955,
106,20.707974,20160314  13:58:31,20160314  13:58:31,20160314  13:58:31,1.1088,,EURUSD,short,20160314  13:54:42,20160314  13:54:46,closed,20160314  13:54:42,1.1085,1.0,,81000.0,81000.0,,EURUSD,IB_Live,9911.67770078,10.496689,-58386.155,
108,1.8,20160314  14:01:55,20160314  14:01:55,20160314  14:01:55,1.1086,,EURUSD,long,20160314  13:58:31,20160314  13:58:31,closed,20160314  13:58:31,1.1088,1.0,,19000.0,19000.0,,EURUSD,IB_Live,9911.47770078,4.0,-108041.6055,
107,-10.0976,20160314  14:02:12,20160314  14:02:12,20160314  14:02:12,0.98744,,USDCHF,short,20160314  13:54:54,20160314  13:54:54,closed,20160314  13:54:54,0.9876,1.0,,50000.0,50000.0,,USDCHF,IB_Live,9901.38010078,4.0,-147863.8671,
111,-4.201956,20160314  14:07:23,20160314  14:07:23,20160314  14:07:23,113.745,,USDJPY,short,20160314  14:02:15,20160314  14:02:15,closed,20160314  14:02:15,113.75,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9895.17814478,4.001956,-197825.7286,
100,-59.5,20160314  14:07:26,20160314  14:07:26,20160314  14:07:26,0.74945,,AUDUSD,short,20160314  13:38:18,20160314  13:38:18,closed,20160314  13:38:18,0.7506,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,9837.67814478,4.0,-160353.2286,
109,-0.131499999996,20160314  14:07:29,20160314  14:07:29,20160314  14:07:29,1.3286,,USDCAD,long,20160314  13:58:39,20160314  13:58:39,closed,20160314  13:58:39,1.32865,1.0,,50000.0,50000.0,,USDCAD,IB_Live,9839.54664478,4.0,-110703.4466,
112,17.7379,20160314  14:14:04,20160314  14:14:04,20160314  14:14:04,0.98754,,USDCHF,short,20160314  14:07:19,20160314  14:07:19,closed,20160314  14:07:19,0.98715,1.0,,50000.0,50000.0,,USDCHF,IB_Live,9857.28454478,4.0,-110778.4472,
113,26.597252,20160314  14:22:00,20160314  14:22:00,20160314  14:22:00,113.825,,USDJPY,short,20160314  14:10:43,20160314  14:10:43,closed,20160314  14:10:43,113.76,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9881.88179678,4.002748,-147794.0182,
115,22.2905,20160314  14:22:04,20160314  14:22:04,20160314  14:22:04,1.32765,,USDCAD,long,20160314  14:17:51,20160314  14:17:51,closed,20160314  14:17:51,1.3283,1.0,,50000.0,50000.0,,USDCAD,IB_Live,9906.17229678,4.0,-98179.7377,
110,-3.591864,20160314  14:25:57,20160314  14:25:57,20160314  14:25:57,1.1086,,EURUSD,short,20160314  14:01:55,20160314  14:01:55,closed,20160314  14:01:55,1.1086,1.0,,81000.0,81000.0,,EURUSD,IB_Live,9904.58043278,8.496396,-8383.1377,
116,0.850000000002,20160314  14:29:58,20160314  14:29:58,20160314  14:29:58,1.10845,,EURUSD,long,20160314  14:25:57,20160314  14:25:57,closed,20160314  14:25:57,1.1086,1.0,,19000.0,19000.0,,EURUSD,IB_Live,9903.43043278,4.0,-57983.4517,
118,-26.124816,20160314  14:34:28,20160314  14:34:28,20160314  14:34:28,1.10835,,EURUSD,short,20160314  14:29:58,20160314  14:30:01,closed,20160314  14:29:58,1.10845,1.0,,181000.0,181000.0,,EURUSD,IB_Live,9875.30561678,21.375013,-108075.3117,
114,13.0,20160314  14:34:34,20160314  14:34:34,20160314  14:34:34,0.7495,,AUDUSD,short,20160314  14:17:48,20160314  14:17:48,closed,20160314  14:17:48,0.7492,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,9887.66774378,4.0,-202493.9617,
120,6.624492,20160314  14:38:40,20160314  14:38:40,20160314  14:38:40,1.10825,,EURUSD,long,20160314  14:34:28,20160314  14:34:28,closed,20160314  14:34:28,1.10835,1.0,,119000.0,119000.0,,EURUSD,IB_Live,9896.93010878,7.913381,-70612.2117,
119,7.2368648,20160314  14:38:51,20160314  14:38:51,20160314  14:38:51,113.825,,USDJPY,short,20160314  14:30:10,20160314  14:30:10,closed,20160314  14:30:10,113.804,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9902.15510858,4.0031352,-221122.4617,
117,12.948,20160314  14:38:57,20160314  14:38:57,20160314  14:38:57,1.3268,,USDCAD,long,20160314  14:26:05,20160314  14:26:05,closed,20160314  14:26:05,1.3272,1.0,,50000.0,50000.0,,USDCAD,IB_Live,9915.10310858,4.0,-209019.9457,
124,5.474,20160314  14:47:02,20160314  14:47:02,20160314  14:47:02,1.3265,,USDCAD,long,20160314  14:43:37,20160314  14:43:37,closed,20160314  14:43:37,1.3267,1.0,,50000.0,50000.0,,USDCAD,IB_Live,9932.26647742,4.0,-171459.9582,
123,-22.244,20160314  14:53:50,20160314  14:53:50,20160314  14:53:50,0.98745,,USDCHF,short,20160314  14:43:32,20160314  14:43:32,closed,20160314  14:43:32,0.98785,1.0,,50000.0,50000.0,,USDCHF,IB_Live,9910.02247742,4.0,-171568.1137,
125,0.196635999998,20160314  14:58:41,20160314  14:58:41,20160314  14:58:41,113.83,,USDJPY,short,20160314  14:50:41,20160314  14:50:41,closed,20160314  14:50:41,113.825,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9984.10422367,4.003364,-60170.3777,
122,25.5,20160314  14:58:44,20160314  14:58:44,20160314  14:58:44,0.75015,,AUDUSD,short,20160314  14:38:54,20160314  14:38:54,closed,20160314  14:38:54,0.7496,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10011.6042237,4.0,-22662.8777,
126,7.34249999999,20160314  14:58:48,20160314  14:58:48,20160314  14:58:48,1.32695,,USDCAD,long,20160314  14:53:55,20160314  14:53:55,closed,20160314  14:53:55,1.3272,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10020.9467237,4.0,26925.2438,
127,-3.01220000001,20160314  15:12:47,20160314  15:12:47,20160314  15:12:47,0.98715,,USDCHF,short,20160314  15:03:45,20160314  15:03:45,closed,20160314  15:03:45,0.98717,1.0,,50000.0,50000.0,,USDCHF,IB_Live,9935.30632431,4.0,-221208.7159,
129,18.0,20160314  15:17:55,20160314  15:17:55,20160314  15:17:55,0.75085,,AUDUSD,short,20160314  15:03:51,20160314  15:03:51,closed,20160314  15:03:51,0.75045,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,9953.30632431,4.0,-233623.3469,
128,-4.202748,20160314  15:17:57,20160314  15:17:57,20160314  15:17:57,113.79,,USDJPY,short,20160314  15:03:48,20160314  15:03:48,closed,20160314  15:03:48,113.795,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9951.10357631,4.002748,-183555.7469,
130,7.3425,20160314  15:17:58,20160314  15:17:58,20160314  15:17:58,1.3265,,USDCAD,long,20160314  15:03:54,20160314  15:03:54,closed,20160314  15:03:54,1.32675,1.0,,50000.0,50000.0,,USDCAD,IB_Live,9960.44607631,4.0,-133984.4419,
133,-3.8685,20160314  15:25:38,20160314  15:25:38,20160314  15:25:38,1.32665,,USDCAD,long,20160314  15:21:51,20160314  15:21:51,closed,20160314  15:21:51,1.3266,1.0,,50000.0,50000.0,,USDCAD,IB_Live,9954.57757631,4.0,-184054.5734,
131,3.061,20160314  15:28:32,20160314  15:28:32,20160314  15:28:32,0.9872,,USDCHF,short,20160314  15:17:55,20160314  15:17:55,closed,20160314  15:17:55,0.9871,1.0,,50000.0,50000.0,,USDCHF,IB_Live,9959.63857631,4.0,-134092.3814,
132,22.196636,20160314  15:37:25,20160314  15:37:25,20160314  15:37:25,113.855,,USDJPY,short,20160314  15:21:46,20160314  15:21:46,closed,20160314  15:21:46,113.8,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9944.20122041,4.003364,-194966.1814,
136,2.396328,20160314  15:49:20,20160314  15:49:20,20160314  15:49:20,113.85,,USDJPY,short,20160314  15:45:23,20160314  15:45:23,closed,20160314  15:45:23,113.84,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9990.10950744,4.003672,-110154.8484,
134,8.122,20160314  15:52:54,20160314  15:52:54,20160314  15:52:54,0.9876,,USDCHF,short,20160314  15:41:12,20160314  15:41:12,closed,20160314  15:41:12,0.9874,1.0,,50000.0,50000.0,,USDCHF,IB_Live,9946.9455284,4.0,-171157.4124,
135,18.0,20160314  15:52:58,20160314  15:52:58,20160314  15:52:58,0.75085,,AUDUSD,short,20160314  15:41:18,20160314  15:41:18,closed,20160314  15:41:18,0.75045,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,9966.9455284,4.0,-133614.9124,
137,7.34249999999,20160314  15:53:02,20160314  15:53:02,20160314  15:53:02,1.32665,,USDCAD,long,20160314  15:45:36,20160314  15:45:36,closed,20160314  15:45:36,1.3269,1.0,,50000.0,50000.0,,USDCAD,IB_Live,9976.2880284,4.0,-84038.0019,
138,0.196635999998,20160314  16:07:37,20160314  16:07:37,20160314  16:07:37,113.83,,USDJPY,short,20160314  16:03:04,20160314  16:03:04,closed,20160314  16:03:04,113.825,1.0,,50000.0,50000.0,,USDJPY,IB_Live,9974.4846644,4.003364,-121568.3019,
139,0.5,20160314  16:07:40,20160314  16:07:40,20160314  16:07:40,0.7507,,AUDUSD,short,20160314  16:03:07,20160314  16:03:07,closed,20160314  16:03:07,0.75065,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,9976.9846644,4.0,-84033.3019,
140,-2.0,20160314  16:14:40,20160314  16:14:40,20160314  16:14:40,0.75085,,AUDUSD,short,20160314  16:10:56,20160314  16:10:56,closed,20160314  16:10:56,0.75085,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,9974.9846644,4.0,-84033.3019,
141,3.0,20160314  16:22:14,20160314  16:22:14,20160314  16:22:14,0.75095,,AUDUSD,short,20160314  16:17:55,20160314  16:17:55,closed,20160314  16:17:55,0.75085,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10071.946535,4.0,27001.6981,
142,-3.8685,20160314  16:26:42,20160314  16:26:42,20160314  16:26:42,1.32645,,USDCAD,long,20160314  16:22:19,20160314  16:22:19,closed,20160314  16:22:19,1.3264,1.0,,50000.0,50000.0,,USDCAD,IB_Live,9967.69383339,4.0,-121581.4334,
143,0.5,20160314  16:30:04,20160314  16:30:04,20160314  16:30:04,0.75095,,AUDUSD,short,20160314  16:26:27,20160314  16:26:27,closed,20160314  16:26:27,0.7509,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10067.3327889,4.0,-22946.0644,
145,-3.8685,20160314  16:34:53,20160314  16:34:53,20160314  16:34:53,1.3265,,USDCAD,long,20160314  16:30:14,20160314  16:30:14,closed,20160314  16:30:14,1.32645,1.0,,50000.0,50000.0,,USDCAD,IB_Live,9968.63771784,4.0,-133989.1959,
144,-2.0,20160314  16:40:16,20160314  16:40:16,20160314  16:40:16,0.9871,,USDCHF,short,20160314  16:30:00,20160314  16:30:00,closed,20160314  16:30:00,0.9871,1.0,,50000.0,50000.0,,USDCHF,IB_Live,10052.1942296,4.0,-10532.0649,
146,3.0,20160314  16:40:21,20160314  16:40:21,20160314  16:40:21,0.7509,,AUDUSD,short,20160314  16:35:02,20160314  16:35:02,closed,20160314  16:35:02,0.7508,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10057.1942296,4.0,27012.9351,
147,-12.8607,20160314  16:51:50,20160314  16:51:50,20160314  16:51:50,1.43045,,GBPUSD,long,20160314  16:47:49,20160314  16:47:49,closed,20160314  16:47:49,1.43025,1.0,,50000.0,50000.0,,GBPUSD,IB_Live,10004.0822641,4.8607,-78439.0739,
149,6.13962,20160314  16:59:42,20160314  16:59:42,20160314  16:59:42,1.4301,,GBPUSD,long,20160314  16:55:43,20160314  16:55:43,closed,20160314  16:55:43,1.43028,1.0,,50000.0,50000.0,,GBPUSD,IB_Live,10010.2218841,4.86038,-78448.0739,
150,-48.2,20160315  00:24:04,20160315  00:24:04,20160315  00:24:04,113.37,,USDJPY,short,20160315  00:00:08,20160315  00:00:08,closed,20160315  00:00:08,113.475,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10005.5257041,4.0,-115843.0214,
151,18.0,20160315  00:33:50,20160315  00:33:50,20160315  00:33:50,0.74915,,AUDUSD,short,20160315  00:11:18,20160315  00:11:18,closed,20160315  00:11:18,0.74875,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10021.5749525,4.0,-128314.8169,
152,59.382576,20160315  00:47:25,20160315  00:47:25,20160315  00:47:25,125.92,,EURJPY,long,20160315  00:15:36,20160315  00:15:36,closed,20160315  00:15:36,126.06,1.0,,50000.0,50000.0,,EURJPY,IB_Live,10015.6854567,4.217424,-115990.7824,
153,-7.0,20160315  00:47:31,20160315  00:47:31,20160315  00:47:31,0.7491,,AUDUSD,short,20160315  00:40:14,20160315  00:40:14,closed,20160315  00:40:14,0.7492,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10010.6854567,4.0,-78535.7824,
154,24.4,20160315  01:15:03,20160315  01:15:03,20160315  01:15:03,113.355,,USDJPY,short,20160315  00:56:49,20160315  00:56:49,closed,20160315  00:56:49,113.295,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10045.1321585,4.0,-115939.2299,
156,28.8,20160315  01:36:28,20160315  01:36:28,20160315  01:36:28,113.425,,USDJPY,short,20160315  01:20:45,20160315  01:20:45,closed,20160315  01:20:45,113.355,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10093.6172434,4.0,-165731.4389,
159,-35.0,20160315  02:00:11,20160315  02:00:11,20160315  02:00:11,113.4,,USDJPY,short,20160315  01:51:26,20160315  01:51:26,closed,20160315  01:51:26,113.475,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10102.5257104,4.0,-165511.5475,
155,15.5,20160315  02:21:13,20160315  02:21:13,20160315  02:21:13,0.7492,,AUDUSD,short,20160315  01:03:03,20160315  01:03:03,closed,20160315  01:03:03,0.74885,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10107.8927565,4.0,-178008.6785,
160,-35.0,20160315  02:37:32,20160315  02:37:32,20160315  02:37:32,113.295,,USDJPY,short,20160315  02:30:57,20160315  02:30:57,closed,20160315  02:30:57,113.37,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10082.8470575,4.0,-178034.087,
161,17.8,20160315  02:52:26,20160315  02:52:26,20160315  02:52:26,113.45,,USDJPY,short,20160315  02:43:27,20160315  02:43:27,closed,20160315  02:43:27,113.405,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10108.6089193,4.0,-178009.226,
162,6.8,20160315  03:02:39,20160315  03:02:39,20160315  03:02:39,113.41,,USDJPY,short,20160315  02:57:51,20160315  02:57:51,closed,20160315  02:57:51,113.39,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10141.3592767,4.0,-128025.5815,
157,200.188208,20160315  03:26:27,20160315  03:26:27,20160315  03:26:27,125.44,,EURJPY,long,20160315  01:24:46,20160315  01:24:46,closed,20160315  01:24:46,125.9,1.0,,50000.0,50000.0,,EURJPY,IB_Live,10356.2062255,4.211792,-265583.5175,
163,-112.0,20160315  03:26:32,20160315  03:26:32,20160315  03:26:32,113.14,,USDJPY,short,20160315  03:07:44,20160315  03:07:44,closed,20160315  03:07:44,113.39,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10246.2062255,4.0,-215801.9175,
165,4.6,20160315  03:37:09,20160315  03:37:09,20160315  03:37:09,113.175,,USDJPY,short,20160315  03:30:53,20160315  03:30:53,closed,20160315  03:30:53,113.16,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10250.8062255,4.0,-215795.3175,
164,-89.5,20160315  03:55:37,20160315  03:55:37,20160315  03:55:37,0.74715,,AUDUSD,short,20160315  03:07:49,20160315  03:07:49,closed,20160315  03:07:49,0.7489,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10291.2240608,4.0,-177938.8462,
166,-2.0,20160315  04:13:14,20160315  04:13:14,20160315  04:13:14,113.09,,USDJPY,short,20160315  03:49:21,20160315  03:49:21,closed,20160315  03:49:21,113.09,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10287.7757842,4.0,-165504.1852,
168,-2.0,20160315  04:13:19,20160315  04:13:19,20160315  04:13:19,0.7466,,AUDUSD,short,20160315  04:01:07,20160315  04:01:07,closed,20160315  04:01:07,0.7466,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10287.7757842,4.0,-128174.1852,
170,15.5,20160315  04:26:51,20160315  04:26:51,20160315  04:26:51,0.74685,,AUDUSD,short,20160315  04:19:52,20160315  04:19:52,closed,20160315  04:19:52,0.7465,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10324.5743885,4.0,-227806.5282,
171,30.5,20160315  04:44:18,20160315  04:44:18,20160315  04:44:18,0.7475,,AUDUSD,short,20160315  04:33:17,20160315  04:33:17,closed,20160315  04:33:17,0.74685,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10333.1045173,4.0,-177852.3242,
169,9.0,20160315  04:51:06,20160315  04:51:06,20160315  04:51:06,113.055,,USDJPY,short,20160315  04:19:46,20160315  04:19:46,closed,20160315  04:19:46,113.03,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10363.8431365,4.0,-178027.2977,
158,-140.269,20160315  04:51:10,20160315  04:51:10,20160315  04:51:10,1.33415,,USDCAD,long,20160315  01:41:55,20160315  01:41:55,closed,20160315  01:41:55,1.33045,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10225.5741365,4.0,-128170.1122,
167,57.18878,20160315  04:56:44,20160315  04:56:44,20160315  04:56:44,125.57,,EURJPY,long,20160315  03:55:29,20160315  03:55:29,closed,20160315  03:55:29,125.705,1.0,,50000.0,50000.0,,EURJPY,IB_Live,10284.7629165,4.21122,-72919.3122,
173,8.0,20160315  05:12:16,20160315  05:12:16,20160315  05:12:16,0.7476,,AUDUSD,short,20160315  05:02:48,20160315  05:02:48,closed,20160315  05:02:48,0.7474,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10225.0729319,4.0,-178172.1122,
172,42.0,20160315  05:33:54,20160315  05:33:54,20160315  05:33:54,113.095,,USDJPY,short,20160315  05:02:44,20160315  05:02:44,closed,20160315  05:02:44,112.995,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10290.2783625,4.0,-165708.8517,
175,-4.5,20160315  05:34:01,20160315  05:34:01,20160315  05:34:01,0.7473,,AUDUSD,short,20160315  05:22:42,20160315  05:22:42,closed,20160315  05:22:42,0.74735,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10287.7783625,4.0,-128343.8517,
176,0.200000000004,20160315  05:53:01,20160315  05:53:01,20160315  05:53:01,113.09,,USDJPY,short,20160315  05:43:02,20160315  05:43:02,closed,20160315  05:43:02,113.085,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10247.9475603,4.0,-215651.5877,
174,-157.0855,20160315  05:53:05,20160315  05:53:05,20160315  05:53:05,1.3394,,USDCAD,long,20160315  05:12:33,20160315  05:12:33,closed,20160315  05:12:33,1.33525,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10092.8620603,4.0,-165598.2097,
178,-15.2,20160315  06:06:56,20160315  06:06:56,20160315  06:06:56,113.115,,USDJPY,short,20160315  06:02:28,20160315  06:02:28,closed,20160315  06:02:28,113.145,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10164.4808285,4.0,-165641.0842,
180,-8.6,20160315  06:17:22,20160315  06:17:22,20160315  06:17:22,113.065,,USDJPY,short,20160315  06:11:58,20160315  06:11:58,closed,20160315  06:11:58,113.08,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10082.454699,4.0,-165371.5842,
177,-29.5,20160315  06:17:26,20160315  06:17:26,20160315  06:17:26,0.746,,AUDUSD,short,20160315  05:43:10,20160315  05:43:10,closed,20160315  05:43:10,0.74655,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10054.954699,4.0,-128071.5842,
181,-15.40572,20160315  06:22:07,20160315  06:22:07,20160315  06:22:07,125.34,,EURJPY,long,20160315  06:17:17,20160315  06:17:17,closed,20160315  06:17:17,125.31,1.0,,50000.0,50000.0,,EURJPY,IB_Live,10084.1669523,4.20572,-128359.4842,
184,28.8,20160315  06:52:19,20160315  06:52:19,20160315  06:52:19,113.12,,USDJPY,short,20160315  06:37:59,20160315  06:37:59,closed,20160315  06:37:59,113.05,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10000.8906105,4.0,-215368.3827,
183,-4.406204,20160315  06:58:17,20160315  06:58:17,20160315  06:58:17,125.355,,EURJPY,long,20160315  06:26:52,20160315  06:26:52,closed,20160315  06:26:52,125.35,1.0,,50000.0,50000.0,,EURJPY,IB_Live,10056.5822866,4.206204,-215632.1827,
185,-32.8,20160315  07:22:51,20160315  07:22:51,20160315  07:22:51,113.03,,USDJPY,short,20160315  06:58:27,20160315  06:58:27,closed,20160315  06:58:27,113.1,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10082.2611434,4.0,-165347.4147,
182,-2.0,20160315  07:32:19,20160315  07:32:19,20160315  07:32:19,0.7459,,AUDUSD,short,20160315  06:22:13,20160315  06:22:13,closed,20160315  06:22:13,0.7459,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10082.2611434,4.0,-128052.4147,
187,-21.8,20160315  07:48:42,20160315  07:48:42,20160315  07:48:42,112.995,,USDJPY,short,20160315  07:38:18,20160315  07:38:18,closed,20160315  07:38:18,113.04,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10044.4681087,4.0,-128087.3977,
179,111.97827075,20160315  07:48:47,20160315  07:48:47,20160315  07:48:47,1.3366,,USDCAD,long,20160315  06:02:32,20160315  06:02:32,closed,20160315  06:02:32,1.33965,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10158.4463795,4.00022925,-78138.6557,
189,-79.0,20160315  08:36:52,20160315  08:36:52,20160315  08:36:52,112.705,,USDJPY,short,20160315  08:26:52,20160315  08:26:52,closed,20160315  08:26:52,112.88,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10082.6590646,4.0,-115495.5337,
188,-52.0,20160315  08:36:55,20160315  08:36:55,20160315  08:36:55,0.7448,,AUDUSD,short,20160315  08:11:43,20160315  08:11:43,closed,20160315  08:11:43,0.7458,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10032.6590646,4.0,-78255.5337,
191,28.8,20160315  08:52:07,20160315  08:52:07,20160315  08:52:07,112.76,,USDJPY,short,20160315  08:46:36,20160315  08:46:36,closed,20160315  08:46:36,112.69,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10059.4590646,4.0,-115499.7337,
190,3.0,20160315  08:52:11,20160315  08:52:11,20160315  08:52:11,0.7456,,AUDUSD,short,20160315  08:41:39,20160315  08:41:39,closed,20160315  08:41:39,0.7455,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10064.4590646,4.0,-78219.7337,
192,78.3455,20160315  09:02:23,20160315  09:02:23,20160315  09:02:23,1.3344,,USDCAD,long,20160315  08:52:14,20160315  08:52:14,closed,20160315  08:52:14,1.33655,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10197.643288,4.0,-128199.0087,
186,-22.0077,20160315  09:28:30,20160315  09:28:30,20160315  09:28:30,125.46,,EURJPY,long,20160315  07:07:55,20160315  07:07:55,closed,20160315  07:07:55,125.415,1.0,,50000.0,50000.0,,EURJPY,IB_Live,10067.359481,4.2077,-215490.7467,
195,66.2,20160315  09:28:41,20160315  09:28:41,20160315  09:28:41,112.96,,USDJPY,short,20160315  09:18:05,20160315  09:18:05,closed,20160315  09:18:05,112.805,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10160.6360181,4.0,-286650.1117,
197,-54.8,20160315  10:08:16,20160315  10:08:16,20160315  10:08:16,112.73,,USDJPY,short,20160315  09:52:06,20160315  09:52:06,closed,20160315  09:52:06,112.85,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10032.6649762,4.0,-236819.1652,
194,-15.0795,20160315  10:08:20,20160315  10:08:20,20160315  10:08:20,1.33575,,USDCAD,long,20160315  09:12:36,20160315  09:12:36,closed,20160315  09:12:36,1.3354,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10019.5854762,4.0,-186902.1877,
199,79.4,20160315  10:33:07,20160315  10:33:07,20160315  10:33:07,113.04,,USDJPY,short,20160315  10:23:31,20160315  10:23:31,closed,20160315  10:23:31,112.855,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10170.0632233,4.0,-186424.1877,
198,32.994368,20160315  10:43:02,20160315  10:43:02,20160315  10:43:02,125.28,,EURJPY,long,20160315  10:23:13,20160315  10:23:13,closed,20160315  10:23:13,125.36,1.0,,50000.0,50000.0,,EURJPY,IB_Live,10251.1401198,4.205632,-236698.4147,
196,159.66585,20160315  10:43:09,20160315  10:43:09,20160315  10:43:09,1.41545,,GBPUSD,long,20160315  09:28:33,20160315  09:28:33,closed,20160315  09:28:33,1.4187,1.0,,50000.0,50000.0,,GBPUSD,IB_Live,10412.8059698,4.83415,-165925.9147,
201,-17.4,20160315  10:53:16,20160315  10:53:16,20160315  10:53:16,112.975,,USDJPY,short,20160315  10:43:14,20160315  10:43:14,closed,20160315  10:43:14,113.01,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10381.4991147,4.0,-215911.0982,
200,-39.37,20160315  10:53:22,20160315  10:53:22,20160315  10:53:22,1.3381,,USDCAD,long,20160315  10:33:27,20160315  10:33:27,closed,20160315  10:33:27,1.3371,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10344.1291147,4.0,-165906.3012,
203,-13.21164032,20160315  11:11:57,20160315  11:11:57,20160315  11:11:57,1.33855,,USDCAD,long,20160315  11:06:53,20160315  11:06:53,closed,20160315  11:06:53,1.33825,1.0,,50000.0,50000.0,,USDCAD,IB_Live,10326.4103034,4.00064032,-165323.0372,
202,-10.8,20160315  11:21:51,20160315  11:21:51,20160315  11:21:51,112.98,,USDJPY,short,20160315  11:02:35,20160315  11:02:35,closed,20160315  11:02:35,113.0,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10317.6103034,4.0,-115611.8372,
193,-44.5,20160315  11:32:27,20160315  11:32:27,20160315  11:32:27,0.74575,,AUDUSD,short,20160315  09:12:32,20160315  09:12:32,closed,20160315  09:12:32,0.7466,1.0,,50000.0,50000.0,,AUDUSD,IB_Live,10271.1103034,4.0,-178067.0357,
206,2.4,20160315  11:38:17,20160315  11:38:17,20160315  11:38:17,112.97,,USDJPY,short,20160315  11:26:35,20160315  11:26:35,closed,20160315  11:26:35,112.96,1.0,,50000.0,50000.0,,USDJPY,IB_Live,10328.1495327,4.0,-178259.1652,
