permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,balance,margin_available
310,Paper,Paper,2.0,USD,IDEALPRO,310.0,,,1.0,113.795,50000.0,0.0,-4.2,BOT,USD,JPY,20160314  15:17:57,,9782.71383737,1749156.73327
311,Paper,Paper,2.0,USD,IDEALPRO,311.0,,,1.0,1.32675,50000.0,0.0,7.3425,SLD,USD,CAD,20160314  15:17:58,,9790.05633737,1798728.03827
312,Paper,Paper,2.0,USD,IDEALPRO,312.0,,,1.0,113.8,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160314  15:21:46,,9788.05633737,1748656.03827
313,Paper,Paper,2.0,USD,IDEALPRO,313.0,,,1.0,1.3266,50000.0,50000.0,-2.0,BOT,USD,CAD,20160314  15:21:51,,9786.05633737,1699080.99627
314,Paper,Paper,2.0,USD,IDEALPRO,314.0,,,1.0,1.3266,50000.0,0.0,-3.8685,SLD,USD,CAD,20160314  15:25:38,,9782.18783737,1748657.90677
315,Paper,Paper,2.0,USD,IDEALPRO,315.0,,,1.0,0.9871,50000.0,0.0,3.061,BOT,USD,CHF,20160314  15:28:32,,9785.24883737,1798615.03777
316,Paper,Paper,2.0,USD,IDEALPRO,316.0,,,1.0,1.10969809547,50000.0,-52000.0,-1.9047735,BOT,EUR,USD,20160314  15:32:00,,9783.34406387,1854099.94254
317,Paper,Paper,2.0,USD,IDEALPRO,317.0,,,1.0,1.10969809547,50000.0,-2000.0,-1.9047735,BOT,EUR,USD,20160314  15:32:00,,9781.43929037,1909584.84731
318,Paper,Paper,2.2194,USD,IDEALPRO,318.0,,,1.0,1.10969996266,100000.0,-102000.0,-2.2194,SLD,EUR,USD,20160314  15:37:14,,9779.21989037,1798614.84731
319,Paper,Paper,2.2194,USD,IDEALPRO,319.0,,,1.0,1.10969998115,100000.0,-202000.0,-2.2194,SLD,EUR,USD,20160314  15:37:20,,9777.00049037,1687644.84731
320,Paper,Paper,2.0,USD,IDEALPRO,320.0,,,1.0,113.8,50000.0,0.0,22.2,BOT,USD,JPY,20160314  15:37:25,,9799.20049037,1737716.84731
321,Paper,Paper,2.21938,USD,IDEALPRO,321.0,,,1.0,1.10969998115,100000.0,-102000.0,-3.21749499998,BOT,EUR,USD,20160314  15:41:03,,9795.98299537,1848686.84542
322,Paper,Paper,2.21938,USD,IDEALPRO,322.0,,,1.0,1.10969998115,100000.0,-2000.0,-3.21749499998,BOT,EUR,USD,20160314  15:41:03,,9792.76550037,1959656.84354
323,Paper,Paper,2.0,USD,IDEALPRO,323.0,,,1.0,0.9874,50000.0,-50000.0,-2.0,SLD,USD,CHF,20160314  15:41:12,,9790.76550037,1909684.52954
324,Paper,Paper,2.0,USD,IDEALPRO,324.0,,,1.0,0.75045,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160314  15:41:18,,9788.76550037,1872162.02954
325,Paper,Paper,2.2196,USD,IDEALPRO,325.0,,,1.0,1.10979803885,100000.0,-102000.0,-2.2196,SLD,EUR,USD,20160314  15:45:06,,9786.54590037,1761182.02954
326,Paper,Paper,2.2196,USD,IDEALPRO,326.0,,,1.0,1.10979900972,100000.0,-202000.0,-2.2196,SLD,EUR,USD,20160314  15:45:06,,9784.32630037,1650202.02954
327,Paper,Paper,2.0,USD,IDEALPRO,327.0,,,1.0,113.84,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160314  15:45:23,,9782.32630037,1600112.42954
328,Paper,Paper,2.0,USD,IDEALPRO,328.0,,,1.0,1.3269,50000.0,50000.0,-2.0,BOT,USD,CAD,20160314  15:45:36,,9780.32630037,1550526.17654
329,Paper,Paper,2.2191,USD,IDEALPRO,329.0,,,1.0,1.10979900972,100000.0,-102000.0,-27.120072,BOT,EUR,USD,20160314  15:49:15,,9753.20622837,1661506.07751
330,Paper,Paper,2.2191,USD,IDEALPRO,330.0,,,1.0,1.10979900972,100000.0,-2000.0,-27.120072,BOT,EUR,USD,20160314  15:49:15,,9726.08615637,1772485.97848
331,Paper,Paper,2.0,USD,IDEALPRO,331.0,,,1.0,113.84,50000.0,0.0,2.4,BOT,USD,JPY,20160314  15:49:20,,9728.48615637,1822575.57848
332,Paper,Paper,2.2197,USD,IDEALPRO,332.0,,,1.0,1.10984900019,100000.0,-102000.0,-2.2197,SLD,EUR,USD,20160314  15:52:37,,9726.26645637,1711590.57848
333,Paper,Paper,2.0,USD,IDEALPRO,333.0,,,1.0,0.9874,50000.0,0.0,8.122,BOT,USD,CHF,20160314  15:52:54,,9734.38845637,1761562.89248
334,Paper,Paper,2.0,USD,IDEALPRO,334.0,,,1.0,0.75045,50000.0,0.0,18.0,BOT,AUD,USD,20160314  15:52:58,,9752.38845637,1799085.39248
335,Paper,Paper,2.0,USD,IDEALPRO,335.0,,,1.0,1.3269,50000.0,0.0,7.34249999999,SLD,USD,CAD,20160314  15:53:02,,9759.73095637,1848662.30298
336,Paper,Paper,2.0,USD,IDEALPRO,336.0,,,1.0,113.825,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160314  16:03:04,,9757.73095637,1798579.30298
337,Paper,Paper,2.0,USD,IDEALPRO,337.0,,,1.0,0.75065,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160314  16:03:07,,9755.73095637,1761046.80298
338,Paper,Paper,2.0,USD,IDEALPRO,338.0,,,1.0,113.825,50000.0,0.0,0.199999999998,BOT,USD,JPY,20160314  16:07:37,,9755.93095637,1811129.80298
339,Paper,Paper,2.0,USD,IDEALPRO,339.0,,,1.0,0.75065,50000.0,0.0,0.5,BOT,AUD,USD,20160314  16:07:40,,9756.43095637,1848662.30298
340,Paper,Paper,2.0,USD,IDEALPRO,340.0,,,1.0,0.75085,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160314  16:10:56,,9754.43095637,1811119.80298
341,Paper,Paper,2.0,USD,IDEALPRO,341.0,,,1.0,0.75085,50000.0,0.0,-2.0,BOT,AUD,USD,20160314  16:14:40,,9752.43095637,1848662.30298
342,Paper,Paper,2.0,USD,IDEALPRO,342.0,,,1.0,0.75085,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160314  16:17:55,,9750.43095637,1811119.80298
343,Paper,Paper,2.0,USD,IDEALPRO,343.0,,,1.0,1.10984900019,50000.0,-52000.0,20.5499905,BOT,EUR,USD,20160314  16:22:05,,9770.98094687,1866612.25299
344,Paper,Paper,2.0,USD,IDEALPRO,344.0,,,1.0,1.10984900019,50000.0,-2000.0,20.5499905,BOT,EUR,USD,20160314  16:22:08,,9791.53093737,1922104.703
345,Paper,Paper,2.0,USD,IDEALPRO,345.0,,,1.0,0.75085,50000.0,0.0,3.0,BOT,AUD,USD,20160314  16:22:14,,9794.53093737,1959647.203
346,Paper,Paper,2.0,USD,IDEALPRO,346.0,,,1.0,1.3264,50000.0,50000.0,-2.0,BOT,USD,CAD,20160314  16:22:19,,9792.53093737,1910079.635
347,Paper,Paper,2.0,USD,IDEALPRO,347.0,,,1.0,1.1103788077,50000.0,-52000.0,-2.0,SLD,EUR,USD,20160314  16:26:21,,9790.53093737,1854559.635
348,Paper,Paper,2.0,USD,IDEALPRO,348.0,,,1.0,1.11038919608,50000.0,-102000.0,-2.0,SLD,EUR,USD,20160314  16:26:21,,9788.53093737,1799039.635
349,Paper,Paper,2.0,USD,IDEALPRO,349.0,,,1.0,0.7509,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160314  16:26:27,,9786.53093737,1761494.635
350,Paper,Paper,2.0,USD,IDEALPRO,350.0,,,1.0,1.3264,50000.0,0.0,-3.8685,SLD,USD,CAD,20160314  16:26:42,,9782.66243737,1811064.0715
351,Paper,Paper,2.0,USD,IDEALPRO,351.0,,,1.0,1.11038919608,50000.0,-52000.0,1.040196,BOT,EUR,USD,20160314  16:29:44,,9783.70263337,1866583.5313
352,Paper,Paper,2.0,USD,IDEALPRO,352.0,,,1.0,1.11038919608,50000.0,-2000.0,1.040196,BOT,EUR,USD,20160314  16:29:47,,9784.74282937,1922102.9911
353,Paper,Paper,2.0,USD,IDEALPRO,353.0,,,1.0,0.9871,50000.0,-50000.0,-2.0,SLD,USD,CHF,20160314  16:30:00,,9782.74282937,1872145.8601
354,Paper,Paper,2.0,USD,IDEALPRO,354.0,,,1.0,0.7509,50000.0,0.0,0.5,BOT,AUD,USD,20160314  16:30:04,,9783.24282937,1909690.8601
355,Paper,Paper,2.0,USD,IDEALPRO,355.0,,,1.0,1.32645,50000.0,50000.0,-2.0,BOT,USD,CAD,20160314  16:30:14,,9781.24282937,1860121.4236
356,Paper,Paper,2.2209,USD,IDEALPRO,356.0,,,1.0,1.11044880777,100000.0,-102000.0,-2.2209,SLD,EUR,USD,20160314  16:34:21,,9779.02192937,1749076.4236
357,Paper,Paper,2.0,USD,IDEALPRO,357.0,,,1.0,1.32645,50000.0,0.0,-3.8685,SLD,USD,CAD,20160314  16:34:53,,9775.15342937,1798647.7286
358,Paper,Paper,2.0,USD,IDEALPRO,358.0,,,1.0,0.7508,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160314  16:35:02,,9773.15342937,1761107.7286
359,Paper,Paper,2.0,USD,IDEALPRO,359.0,,,1.0,1.11044880777,50000.0,-52000.0,-4.4403885,BOT,EUR,USD,20160314  16:40:09,,9768.71304087,1816630.16899
360,Paper,Paper,2.0,USD,IDEALPRO,360.0,,,1.0,1.11044880777,50000.0,-2000.0,-4.4403885,BOT,EUR,USD,20160314  16:40:12,,9764.27265237,1872152.60938
361,Paper,Paper,2.0,USD,IDEALPRO,361.0,,,1.0,0.9871,50000.0,0.0,-2.0,BOT,USD,CHF,20160314  16:40:16,,9762.27265237,1922109.74038
362,Paper,Paper,2.0,USD,IDEALPRO,362.0,,,1.0,0.7508,50000.0,0.0,3.0,BOT,AUD,USD,20160314  16:40:21,,9765.27265237,1959649.74038
363,Paper,Paper,2.0,USD,IDEALPRO,363.0,,,1.0,1.11049803107,50000.0,-52000.0,-2.0,SLD,EUR,USD,20160314  16:43:48,,9763.27265237,1904124.74038
364,Paper,Paper,2.0,USD,IDEALPRO,364.0,,,1.0,1.11049899623,50000.0,-102000.0,-2.0,SLD,EUR,USD,20160314  16:43:51,,9761.27265237,1848599.74038
365,Paper,Paper,2.0,USD,IDEALPRO,365.0,,,1.0,1.43025,50000.0,50000.0,-2.0,BOT,GBP,USD,20160314  16:47:49,,9759.27265237,1777087.24038
366,Paper,Paper,2.0,USD,IDEALPRO,366.0,,,1.0,0.9869,50000.0,-50000.0,-2.0,SLD,USD,CHF,20160314  16:47:52,,9757.27265237,1727140.23138
367,Paper,Paper,2.0,USD,IDEALPRO,367.0,,,1.0,1.11049899623,50000.0,-52000.0,8.0501885,BOT,EUR,USD,20160314  16:51:34,,9765.32284087,1782665.18119
368,Paper,Paper,2.0,USD,IDEALPRO,368.0,,,1.0,1.43025,50000.0,0.0,-12.0,SLD,GBP,USD,20160314  16:51:50,,9753.32284087,1854187.68119
369,Paper,Paper,2.0,USD,IDEALPRO,369.0,,,1.0,1.43028,50000.0,50000.0,-2.0,BOT,GBP,USD,20160314  16:55:43,,9751.32284087,1782673.68119
370,Paper,Paper,2.0,USD,IDEALPRO,370.0,,,1.0,1.43028,50000.0,0.0,7.0,SLD,GBP,USD,20160314  16:59:42,,9758.32284087,1854178.68119
371,Paper,Paper,2.0,USD,IDEALPRO,371.0,,,1.0,0.986575,50000.0,-100000.0,-2.0,SLD,USD,CHF,20160315  00:00:04,,9756.32284087,1804264.56869
372,Paper,Paper,2.0,USD,IDEALPRO,372.0,,,1.0,113.475,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160315  00:00:08,,9754.32284087,1754335.56869
373,Paper,Paper,2.0,USD,IDEALPRO,373.0,,,1.0,0.986575,50000.0,-50000.0,-18.44825,BOT,USD,CHF,20160315  00:11:13,,9735.87459087,1804266.12944
374,Paper,Paper,2.0,USD,IDEALPRO,374.0,,,1.0,0.74875,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160315  00:11:18,,9733.87459087,1766828.62944
375,Paper,Paper,2.0,USD,IDEALPRO,375.0,,,1.0,1.11049899623,50000.0,-2000.0,15.5501885,BOT,EUR,USD,20160315  00:15:31,,9749.42477937,1822353.57925
376,Paper,Paper,2.0,USD,IDEALPRO,376.0,,,1.0,126.06,50000.0,50000.0,-2.0,BOT,EUR,JPY,20160315  00:15:36,,9747.42477937,1766887.17925
377,Paper,Paper,2.0,USD,IDEALPRO,377.0,,,1.0,0.9863625,50000.0,-100000.0,-2.0,SLD,USD,CHF,20160315  00:15:40,,9745.42477937,1716978.12775
378,Paper,Paper,2.0,USD,IDEALPRO,378.0,,,1.0,0.9863625,50000.0,-50000.0,-0.102124999999,BOT,USD,CHF,20160315  00:24:00,,9745.32265437,1766897.93388
379,Paper,Paper,2.0,USD,IDEALPRO,379.0,,,1.0,113.475,50000.0,0.0,-48.2,BOT,USD,JPY,20160315  00:24:04,,9697.12265437,1816826.93388
380,Paper,Paper,2.0,USD,IDEALPRO,380.0,,,1.0,0.98645625,50000.0,-100000.0,-2.0,SLD,USD,CHF,20160315  00:28:28,,9695.12265437,1766897.63838
381,Paper,Paper,2.0,USD,IDEALPRO,381.0,,,1.0,0.74875,50000.0,0.0,18.0,BOT,AUD,USD,20160315  00:33:50,,9713.12265437,1804335.13838
382,Paper,Paper,2.0,USD,IDEALPRO,382.0,,,1.0,0.98645625,50000.0,-50000.0,-2.3163125,BOT,USD,CHF,20160315  00:40:03,,9710.80634187,1854259.68919
383,Paper,Paper,2.0,USD,IDEALPRO,383.0,,,1.0,0.7492,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160315  00:40:14,,9708.80634187,1816799.68919
384,Paper,Paper,2.0,USD,IDEALPRO,384.0,,,1.0,1.11088457678,50000.0,-52000.0,-2.0,SLD,EUR,USD,20160315  00:47:22,,9706.80634187,1761254.68919
385,Paper,Paper,2.0,USD,IDEALPRO,385.0,,,1.0,126.06,50000.0,0.0,59.6,SLD,EUR,JPY,20160315  00:47:25,,9766.40634187,1816659.48919
386,Paper,Paper,2.0,USD,IDEALPRO,386.0,,,1.0,0.7492,50000.0,0.0,-7.0,BOT,AUD,USD,20160315  00:47:31,,9759.40634187,1854119.48919
387,Paper,Paper,2.0,USD,IDEALPRO,387.0,,,1.0,113.295,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160315  00:56:49,,9757.40634187,1804269.68919
388,Paper,Paper,2.0,USD,IDEALPRO,388.0,,,1.0,0.986528125,50000.0,-100000.0,-2.0,SLD,USD,CHF,20160315  01:02:59,,9755.40634187,1754337.86319
389,Paper,Paper,2.0,USD,IDEALPRO,389.0,,,1.0,0.74885,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160315  01:03:03,,9753.40634187,1716895.36319
390,Paper,Paper,2.0,USD,IDEALPRO,390.0,,,1.0,0.986528125,50000.0,-50000.0,14.29009375,BOT,USD,CHF,20160315  01:13:09,,9767.69643562,1766823.5516
391,Paper,Paper,2.0,USD,IDEALPRO,391.0,,,1.0,113.295,50000.0,0.0,24.4,BOT,USD,JPY,20160315  01:15:03,,9792.09643562,1816673.3516
392,Paper,Paper,2.0,USD,IDEALPRO,392.0,,,1.0,113.355,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160315  01:20:45,,9790.09643562,1766797.1516
393,Paper,Paper,2.0,USD,IDEALPRO,393.0,,,1.0,1.11088457678,50000.0,-2000.0,-26.228839,BOT,EUR,USD,20160315  01:24:42,,9763.86759662,1822341.38044
394,Paper,Paper,2.0,USD,IDEALPRO,394.0,,,1.0,125.9,50000.0,50000.0,-2.0,BOT,EUR,JPY,20160315  01:24:46,,9761.86759662,1766945.38044
395,Paper,Paper,2.0,USD,IDEALPRO,395.0,,,1.0,0.9867140625,50000.0,-100000.0,-2.0,SLD,USD,CHF,20160315  01:30:28,,9759.86759662,1716998.37144
396,Paper,Paper,2.0,USD,IDEALPRO,396.0,,,1.0,113.355,50000.0,0.0,28.8,BOT,USD,JPY,20160315  01:36:28,,9788.66759662,1766874.57144
397,Paper,Paper,2.0,USD,IDEALPRO,397.0,,,1.0,0.9867140625,50000.0,-50000.0,15.001796875,BOT,USD,CHF,20160315  01:36:36,,9803.66939349,1816812.17014
398,Paper,Paper,2.0,USD,IDEALPRO,398.0,,,1.0,0.98691203125,50000.0,-100000.0,-2.0,SLD,USD,CHF,20160315  01:41:53,,9801.66939349,1766854.53304
399,Paper,Paper,2.0,USD,IDEALPRO,399.0,,,1.0,1.33045,50000.0,50000.0,-2.0,BOT,USD,CAD,20160315  01:41:55,,9799.66939349,1717135.61654
400,Paper,Paper,2.0,USD,IDEALPRO,400.0,,,1.0,0.98691203125,50000.0,-50000.0,32.8180984375,BOT,USD,CHF,20160315  01:47:37,,9832.48749193,1767083.23444
401,Paper,Paper,2.0,USD,IDEALPRO,401.0,,,1.0,113.475,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160315  01:51:26,,9830.48749193,1717154.23444
402,Paper,Paper,2.0,USD,IDEALPRO,402.0,,,1.0,0.987156015625,50000.0,-100000.0,-2.0,SLD,USD,CHF,20160315  01:55:30,,9828.48749193,1667181.92044
403,Paper,Paper,2.0,USD,IDEALPRO,403.0,,,1.0,0.987156015625,50000.0,-50000.0,2.75654921875,BOT,USD,CHF,20160315  02:00:07,,9831.24404115,1717141.88639
404,Paper,Paper,2.0,USD,IDEALPRO,404.0,,,1.0,113.475,50000.0,0.0,-35.0,BOT,USD,JPY,20160315  02:00:11,,9796.24404115,1767070.88639
405,Paper,Paper,2.0,USD,IDEALPRO,405.0,,,1.0,0.987178007812,50000.0,-100000.0,-2.0,SLD,USD,CHF,20160315  02:06:11,,9794.24404115,1717108.69439
406,Paper,Paper,2.0,USD,IDEALPRO,406.0,,,1.0,0.987178007812,50000.0,-50000.0,4.17402463468,BOT,USD,CHF,20160315  02:16:40,,9798.41806578,1767069.77337
407,Paper,Paper,2.0,USD,IDEALPRO,407.0,,,1.0,0.987189003906,50000.0,-100000.0,-2.0,SLD,USD,CHF,20160315  02:21:09,,9796.41806578,1717107.58137
408,Paper,Paper,2.0,USD,IDEALPRO,408.0,,,1.0,0.74885,50000.0,0.0,15.5,BOT,AUD,USD,20160315  02:21:13,,9811.91806578,1754550.08137
409,Paper,Paper,2.0,USD,IDEALPRO,409.0,,,1.0,0.987189003906,50000.0,-50000.0,11.2090123173,BOT,USD,CHF,20160315  02:30:43,,9823.1270781,1804511.71686
410,Paper,Paper,2.0,USD,IDEALPRO,410.0,,,1.0,113.37,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160315  02:30:57,,9821.1270781,1754628.91686
411,Paper,Paper,2.0,USD,IDEALPRO,411.0,,,1.0,0.987244501953,50000.0,-100000.0,-2.0,SLD,USD,CHF,20160315  02:37:27,,9819.1270781,1704661.66386
412,Paper,Paper,2.0,USD,IDEALPRO,412.0,,,1.0,113.37,50000.0,0.0,-35.0,BOT,USD,JPY,20160315  02:37:32,,9784.1270781,1754544.46386
413,Paper,Paper,2.0,USD,IDEALPRO,413.0,,,1.0,0.987244501953,50000.0,-50000.0,13.4612561587,BOT,USD,CHF,20160315  02:43:20,,9797.58833426,1804508.9081
414,Paper,Paper,2.0,USD,IDEALPRO,414.0,,,1.0,113.405,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160315  02:43:27,,9795.58833426,1754610.7081
415,Paper,Paper,2.0,USD,IDEALPRO,415.0,,,1.0,0.987347250976,50000.0,-100000.0,-2.0,SLD,USD,CHF,20160315  02:52:22,,9793.58833426,1704635.8636
416,Paper,Paper,2.0,USD,IDEALPRO,416.0,,,1.0,113.405,50000.0,0.0,17.8,BOT,USD,JPY,20160315  02:52:26,,9811.38833426,1754534.0636
417,Paper,Paper,2.0,USD,IDEALPRO,417.0,,,1.0,0.987347250976,50000.0,-50000.0,3.20012810464,BOT,USD,CHF,20160315  02:57:43,,9814.58846236,1804503.70797
418,Paper,Paper,2.0,USD,IDEALPRO,418.0,,,1.0,113.39,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160315  02:57:51,,9812.58846236,1754612.10797
419,Paper,Paper,2.0,USD,IDEALPRO,419.0,,,1.0,113.39,50000.0,0.0,6.8,BOT,USD,JPY,20160315  03:02:39,,9819.38846236,1804503.70797
420,Paper,Paper,2.0,USD,IDEALPRO,420.0,,,1.0,0.987473625488,50000.0,-100000.0,-2.0,SLD,USD,CHF,20160315  03:07:39,,9817.38846236,1754521.27197
421,Paper,Paper,2.0,USD,IDEALPRO,421.0,,,1.0,113.39,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160315  03:07:44,,9815.38846236,1704629.67197
422,Paper,Paper,2.0,USD,IDEALPRO,422.0,,,1.0,0.7489,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160315  03:07:49,,9813.38846236,1667184.67197
423,Paper,Paper,2.0,USD,IDEALPRO,423.0,,,1.0,1.10873594526,50000.0,-52000.0,-2.0,SLD,EUR,USD,20160315  03:26:19,,9811.38846236,1611752.17197
424,Paper,Paper,2.0,USD,IDEALPRO,424.0,,,1.0,125.9,50000.0,0.0,200.4,SLD,EUR,JPY,20160315  03:26:27,,10011.7884624,1666945.77197
425,Paper,Paper,2.0,USD,IDEALPRO,425.0,,,1.0,113.39,50000.0,0.0,-112.0,BOT,USD,JPY,20160315  03:26:32,,9899.7884624,1716837.37197
426,Paper,Paper,2.0,USD,IDEALPRO,426.0,,,1.0,113.16,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160315  03:30:53,,9897.7884624,1667046.97197
427,Paper,Paper,2.0,USD,IDEALPRO,427.0,,,1.0,113.16,50000.0,0.0,4.6,BOT,USD,JPY,20160315  03:37:09,,9902.3884624,1716837.37197
428,Paper,Paper,2.0,USD,IDEALPRO,428.0,,,1.0,0.987473625488,50000.0,-50000.0,-10.7871859477,BOT,USD,CHF,20160315  03:42:49,,9891.60127645,1766813.41216
429,Paper,Paper,2.0,USD,IDEALPRO,429.0,,,1.0,0.986996812744,50000.0,-100000.0,-2.0,SLD,USD,CHF,20160315  03:49:10,,9889.60127645,1716885.63496
430,Paper,Paper,2.0,USD,IDEALPRO,430.0,,,1.0,113.09,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160315  03:49:21,,9887.60127645,1667126.03496
431,Paper,Paper,2.0,USD,IDEALPRO,431.0,,,1.0,1.10873594526,50000.0,-2000.0,161.202737,BOT,EUR,USD,20160315  03:55:25,,10048.8040135,1722562.83222
432,Paper,Paper,2.0,USD,IDEALPRO,432.0,,,1.0,125.705,50000.0,50000.0,-2.0,BOT,EUR,JPY,20160315  03:55:29,,10046.8040135,1667252.63222
433,Paper,Paper,2.0,USD,IDEALPRO,433.0,,,1.0,0.986996812744,50000.0,-50000.0,-24.6131929738,BOT,USD,CHF,20160315  03:55:33,,10022.1908205,1717204.54091
434,Paper,Paper,2.0,USD,IDEALPRO,434.0,,,1.0,0.7489,50000.0,0.0,-89.5,BOT,AUD,USD,20160315  03:55:37,,9932.6908205,1754649.54091
435,Paper,Paper,2.0,USD,IDEALPRO,435.0,,,1.0,0.986298406372,50000.0,-100000.0,-2.0,SLD,USD,CHF,20160315  04:00:55,,9930.6908205,1704768.32491
436,Paper,Paper,2.0,USD,IDEALPRO,436.0,,,1.0,0.7466,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160315  04:01:07,,9928.6908205,1667438.32491
437,Paper,Paper,2.0,USD,IDEALPRO,437.0,,,1.0,0.986298406372,50000.0,-50000.0,-32.2853464869,BOT,USD,CHF,20160315  04:13:09,,9896.40547401,1717354.88726
438,Paper,Paper,2.0,USD,IDEALPRO,438.0,,,1.0,113.09,50000.0,0.0,-2.0,BOT,USD,JPY,20160315  04:13:14,,9894.40547401,1767114.48726
439,Paper,Paper,2.0,USD,IDEALPRO,439.0,,,1.0,0.7466,50000.0,0.0,-2.0,BOT,AUD,USD,20160315  04:13:19,,9892.40547401,1804444.48726
440,Paper,Paper,2.0,USD,IDEALPRO,440.0,,,1.0,113.03,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160315  04:19:46,,9890.40547401,1754711.28726
441,Paper,Paper,2.0,USD,IDEALPRO,441.0,,,1.0,0.7465,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160315  04:19:52,,9888.40547401,1717386.28726
442,Paper,Paper,2.0,USD,IDEALPRO,442.0,,,1.0,0.986299203186,50000.0,-100000.0,-2.0,SLD,USD,CHF,20160315  04:26:45,,9886.40547401,1667469.64426
443,Paper,Paper,2.0,USD,IDEALPRO,443.0,,,1.0,0.7465,50000.0,0.0,15.5,BOT,AUD,USD,20160315  04:26:51,,9901.90547401,1704794.64426
444,Paper,Paper,2.0,USD,IDEALPRO,444.0,,,1.0,0.986299203186,50000.0,-50000.0,3.10132675655,BOT,USD,CHF,20160315  04:33:13,,9905.00680077,1754711.24693
445,Paper,Paper,2.0,USD,IDEALPRO,445.0,,,1.0,0.74685,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160315  04:33:17,,9903.00680077,1717368.74693
446,Paper,Paper,2.0,USD,IDEALPRO,446.0,,,1.0,0.74685,50000.0,0.0,30.5,BOT,AUD,USD,20160315  04:44:18,,9933.50680077,1754711.24693
447,Paper,Paper,2.0,USD,IDEALPRO,447.0,,,1.0,0.986324601593,50000.0,-100000.0,-2.0,SLD,USD,CHF,20160315  04:51:03,,9931.50680077,1704792.07343
448,Paper,Paper,2.0,USD,IDEALPRO,448.0,,,1.0,113.03,50000.0,0.0,9.0,BOT,USD,JPY,20160315  04:51:06,,9940.50680077,1754525.27343
449,Paper,Paper,2.0,USD,IDEALPRO,449.0,,,1.0,1.33045,50000.0,0.0,-140.269,SLD,USD,CAD,20160315  04:51:10,,9800.23780077,1804382.45893
450,Paper,Paper,2.0,USD,IDEALPRO,450.0,,,1.0,125.705,50000.0,0.0,57.4,SLD,EUR,JPY,20160315  04:56:44,,9857.63780077,1859633.25893
451,Paper,Paper,2.0,USD,IDEALPRO,451.0,,,1.0,1.11081676713,50000.0,-52000.0,-2.0,SLD,EUR,USD,20160315  04:56:45,,9855.63780077,1804088.25893
452,Paper,Paper,2.0,USD,IDEALPRO,452.0,,,1.0,0.986324601593,50000.0,-50000.0,16.9989133783,BOT,USD,CHF,20160315  04:56:49,,9872.63671415,1854006.14702
453,Paper,Paper,2.0,USD,IDEALPRO,453.0,,,1.0,112.995,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160315  05:02:44,,9870.63671415,1804288.34702
454,Paper,Paper,2.0,USD,IDEALPRO,454.0,,,1.0,0.7474,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160315  05:02:48,,9868.63671415,1766918.34702
455,Paper,Paper,2.0,USD,IDEALPRO,455.0,,,1.0,0.986512300797,50000.0,-100000.0,-2.0,SLD,USD,CHF,20160315  05:12:12,,9866.63671415,1716981.46002
456,Paper,Paper,2.0,USD,IDEALPRO,456.0,,,1.0,0.7474,50000.0,0.0,8.0,BOT,AUD,USD,20160315  05:12:16,,9874.63671415,1754351.46002
457,Paper,Paper,2.0,USD,IDEALPRO,457.0,,,1.0,1.33525,50000.0,50000.0,-2.0,BOT,USD,CAD,20160315  05:12:33,,9872.63671415,1704453.16752
458,Paper,Paper,2.0,USD,IDEALPRO,458.0,,,1.0,0.986512300797,50000.0,-50000.0,37.8654566638,BOT,USD,CHF,20160315  05:22:37,,9910.50217081,1754380.55506
459,Paper,Paper,2.0,USD,IDEALPRO,459.0,,,1.0,0.74735,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160315  05:22:42,,9908.50217081,1717013.05506
