trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,commission,index
1,3.86019,20160316 12:49:15 EST,,,1.1066,,EURUSD,long,20160316 12:49:10 EST,20160316 12:49:10 EST,closed,20160316 12:49:10 EST,1.10667,10000.0,,15.0,15.0,,EURUSD,strat104v1v2,6.63981,
7,2.97728284801,20160316 12:49:27 EST,,,1.33604,,USDCAD,long,20160316 12:49:11 EST,20160316 12:49:11 EST,closed,20160316 12:49:11 EST,1.33612,10000.0,,15.0,15.0,,USDCAD,strat104v1v2,5.991517152,
5,-4.68233040001,20160316 12:49:39 EST,,,113.68,,USDJPY,long,20160316 12:49:11 EST,20160316 12:49:11 EST,closed,20160316 12:49:11 EST,113.681,10000.0,,15.0,15.0,,USDJPY,strat104v1v2,6.0023304,
8,0.860249999983,20160316 12:50:14 EST,,,1.10665,,EURUSD,short,20160316 12:49:15 EST,20160316 12:49:15 EST,closed,20160316 12:49:15 EST,1.1066,10000.0,,15.0,15.0,,EURUSD,strat104v1v2,6.63975,
4,4.61851677,20160316 12:50:31 EST,,,0.98949,,USDCHF,long,20160316 12:49:11 EST,20160316 12:49:11 EST,closed,20160316 12:49:11 EST,0.98956,10000.0,,15.0,15.0,,USDCHF,strat104v1v2,6.00958323,
10,-2.0423832,20160316 12:50:37 EST,,,113.683,,USDJPY,short,20160316 12:49:39 EST,20160316 12:49:39 EST,closed,20160316 12:49:39 EST,113.68,10000.0,,15.0,15.0,,USDJPY,strat104v1v2,6.0023832,
11,-45.64068,20160316 12:51:15 EST,,,1.10691,,EURUSD,long,20160316 12:50:14 EST,20160316 12:50:14 EST,closed,20160316 12:50:14 EST,1.10665,10000.0,,15.0,15.0,,EURUSD,strat104v1v2,6.64068,
13,36.2383824,20160316 12:51:37 EST,,,113.651,,USDJPY,long,20160316 12:50:37 EST,20160316 12:50:37 EST,closed,20160316 12:50:37 EST,113.683,10000.0,,15.0,15.0,,USDJPY,strat104v1v2,6.0016176,
14,-20.14119,20160316 12:52:16 EST,,,1.10682,,EURUSD,short,20160316 12:51:15 EST,20160316 12:51:15 EST,closed,20160316 12:51:15 EST,1.10691,10000.0,,15.0,15.0,,EURUSD,strat104v1v2,6.64119,
15,8.51893679999,20160316 12:52:37 EST,,,113.662,,USDJPY,short,20160316 12:51:37 EST,20160316 12:51:37 EST,closed,20160316 12:51:37 EST,113.651,10000.0,,15.0,15.0,,USDJPY,strat104v1v2,6.0010632,
9,0.735127691994,20160316 12:53:27 EST,,,1.3361,,USDCAD,short,20160316 12:49:27 EST,20160316 12:49:27 EST,closed,20160316 12:49:27 EST,1.33604,10000.0,,15.0,15.0,,USDCAD,strat104v1v2,5.991472308,
17,-12.6014856,20160316 12:54:38 EST,,,113.667,,USDJPY,long,20160316 12:52:37 EST,20160316 12:52:37 EST,closed,20160316 12:52:37 EST,113.662,10000.0,,15.0,15.0,,USDJPY,strat104v1v2,6.0014856,
16,-36.64152,20160316 12:55:14 EST,,,1.10702,,EURUSD,long,20160316 12:52:16 EST,20160316 12:52:16 EST,closed,20160316 12:52:16 EST,1.10682,10000.0,,15.0,15.0,,EURUSD,strat104v1v2,6.64152,
18,-23.928668712,20160316 12:55:25 EST,,,1.3359,,USDCAD,short,20160316 12:54:27 EST,20160316 12:54:27 EST,closed,20160316 12:54:27 EST,1.33606,10000.0,,15.0,15.0,,USDCAD,strat104v1v2,5.991068712,
20,80.35614,20160316 12:56:16 EST,,,1.1076,,EURUSD,short,20160316 12:55:14 EST,20160316 12:55:14 EST,closed,20160316 12:55:14 EST,1.10702,10000.0,,15.0,15.0,,EURUSD,strat104v1v2,6.64386,
21,34.369697232,20160316 12:56:25 EST,,,1.33554,,USDCAD,long,20160316 12:55:25 EST,20160316 12:55:25 EST,closed,20160316 12:55:25 EST,1.3359,10000.0,,15.0,15.0,,USDCAD,strat104v1v2,5.989902768,
12,-95.587279074,20160316 12:56:32 EST,,,0.9889,,USDCHF,short,20160316 12:50:31 EST,20160316 12:50:31 EST,closed,20160316 12:50:31 EST,0.98949,10000.0,,15.0,15.0,,USDCHF,strat104v1v2,6.007579074,
22,-21.6459,20160316 12:57:12 EST,,,1.1077,,EURUSD,long,20160316 12:56:16 EST,20160316 12:56:16 EST,closed,20160316 12:56:16 EST,1.1076,10000.0,,15.0,15.0,,EURUSD,strat104v1v2,6.6459,
23,0.737369891994,20160316 12:57:23 EST,,,1.3356,,USDCAD,short,20160316 12:56:25 EST,20160316 12:56:25 EST,closed,20160316 12:56:25 EST,1.33554,10000.0,,15.0,15.0,,USDCAD,strat104v1v2,5.989230108,
19,-78.6001656,20160316 12:57:33 EST,,,113.612,,USDJPY,short,20160316 12:54:38 EST,20160316 12:54:38 EST,closed,20160316 12:54:38 EST,113.667,10000.0,,15.0,15.0,,USDJPY,strat104v1v2,6.0001656,
25,27.85311,20160316 12:58:13 EST,,,1.10793,,EURUSD,short,20160316 12:57:12 EST,20160316 12:57:12 EST,closed,20160316 12:57:12 EST,1.1077,10000.0,,15.0,15.0,,EURUSD,strat104v1v2,6.64689,
24,44.099114598,20160316 12:58:27 EST,,,0.98857,,USDCHF,long,20160316 12:56:32 EST,20160316 12:56:32 EST,closed,20160316 12:56:32 EST,0.9889,10000.0,,15.0,15.0,,USDCHF,strat104v1v2,6.004785402,
27,-35.0392944,20160316 12:59:38 EST,,,113.634,,USDJPY,long,20160316 12:57:33 EST,20160316 12:57:33 EST,closed,20160316 12:57:33 EST,113.612,10000.0,,15.0,15.0,,USDJPY,strat104v1v2,5.9992944,
28,-41.14827,20160316 13:02:16 EST,,,1.10816,,EURUSD,long,20160316 12:58:13 EST,20160316 12:58:13 EST,closed,20160316 12:58:13 EST,1.10793,10000.0,,15.0,15.0,,EURUSD,strat104v1v2,6.64827,
26,110.607367248,20160316 13:02:33 EST,,,1.33456,,USDCAD,long,20160316 12:57:23 EST,20160316 12:57:23 EST,closed,20160316 12:57:23 EST,1.3356,10000.0,,15.0,15.0,,USDCAD,strat104v1v2,5.987032752,
30,-17.8796376,20160316 13:02:59 EST,,,113.625,,USDJPY,short,20160316 12:59:38 EST,20160316 12:59:38 EST,closed,20160316 12:59:38 EST,113.634,10000.0,,15.0,15.0,,USDJPY,strat104v1v2,5.9996376,
6,93.03855,20160316 13:04:16 EST,,,0.7439,,AUDUSD,short,20160316 12:49:11 EST,20160316 12:49:11 EST,closed,20160316 12:49:11 EST,0.74325,10000.0,,15.0,15.0,,AUDUSD,strat104v1v2,4.46145,
31,35.3502,20160316 13:04:23 EST,,,1.10844,,EURUSD,short,20160316 13:02:16 EST,20160316 13:02:16 EST,closed,20160316 13:02:16 EST,1.10816,10000.0,,15.0,15.0,,EURUSD,strat104v1v2,6.6498,
32,-11.590088754,20160316 13:04:41 EST,,,1.33451,,USDCAD,short,20160316 13:02:33 EST,20160316 13:02:33 EST,closed,20160316 13:02:33 EST,1.33456,10000.0,,15.0,15.0,,USDCAD,strat104v1v2,5.984588754,
33,-23.1597432,20160316 13:04:55 EST,,,113.638,,USDJPY,long,20160316 13:02:59 EST,20160316 13:02:59 EST,closed,20160316 13:02:59 EST,113.625,10000.0,,15.0,15.0,,USDJPY,strat104v1v2,5.9997432,
34,12.03693,20160316 13:06:14 EST,,,0.74379,,AUDUSD,long,20160316 13:04:16 EST,20160316 13:04:16 EST,closed,20160316 13:04:16 EST,0.7439,10000.0,,15.0,15.0,,AUDUSD,strat104v1v2,4.46307,
36,-17.195700864,20160316 13:06:45 EST,,,1.33461,,USDCAD,long,20160316 13:04:41 EST,20160316 13:04:41 EST,closed,20160316 13:04:41 EST,1.33451,10000.0,,15.0,15.0,,USDCAD,strat104v1v2,5.984700864,
