,dates, OPEN, HIGH, LOW, CLOSE, VOL, OI,F_ES,F_CL,F_DX,F_ED,F_GC,F_US,S_HSI,S_SEC,S_XLB,S_XLE,S_XLF,S_XLI,S_XLK,S_XLP,S_XLU,S_XLV,S_XLY,"Long1 ZZ 0.005,-0.005","Short-1 ZZ 0.005,-0.005",TOX25>0.012159,TOX20>0.014299,Pri_RSI,Pri_RSI_Y1,Pri_RSI_Y2,Pri_RSI_Y3,Pri_RSI_Y4,Pri_ATR,Pri_ATR_Y1,Pri_ATR_Y2,Pri_ATR_Y3,Rel_ATR,priceChange,priceChangeY1,priceChangeY2,priceChangeY3,Pri_DPO,GARCH,GARCH_Y1,GARCH_Y2,GARCH_Y3,autoCor,autoCor_Y1,autoCor_Y2,autoCor_Y3,K_Eff,K_Eff_Y1,K_Eff_Y2,K_Eff_Y3,volSpike,volSpike_Y1,volSpike_Y2,volSpike_Y3,F_CL_WOWzScore,F_DX_WOWzScore,F_ED_WOWzScore,F_GC_WOWzScore,F_US_WOWzScore,S_HSI_WOWzScore,S_SEC_WOWzScore,S_XLB_WOWzScore,S_XLE_WOWzScore,S_XLF_WOWzScore,S_XLI_WOWzScore,S_XLK_WOWzScore,S_XLP_WOWzScore,S_XLU_WOWzScore,S_XLV_WOWzScore,S_XLY_WOWzScore,runsScore10,percentUpDays10,mean60_ga,std60_ga,kurt60_ga,skew60_ga,gainAhead
0,1999-04-08,66912.5,67875.0,66537.5,67775.0,43903.0,16969.0,0.0127007844602,15830.0,100330.0,237550.0,28270.0,123250.0,11727.839844,1202.468994,22.42,24.91,26.47,25.8,39.06,26.91,28.42,29.5,30.0,1.0,1.0,-1,-1,0.993300282581,0.936028296957,0.672683584631,0.973131789399,0.681601707241,-0.325513000913,-2.00111540545,-0.509555430107,-0.547727177605,1.13121509841,0.0127007844602,0.00601277715145,-0.00224971878515,0.0236039147956,0.00898380968098,-0.011942163456,-0.640335614946,-0.726425218887,0.822989761216,0.765536462147,0.0547295833115,0.615279983042,-0.312005024593,1.76982851646,1.46994134628,1.24926521314,1.79562754868,1.47817402879,1.11442867753,1.58398055388,0.08522788971,-0.0554892601432,0.0041032826261,0.000315822718181,0.0028378857751,0.0222913426646,0.0717990564054,0.0383531689592,0.0308045977011,0.0130134200895,0.0613472333601,0.0344827586207,0.0675047827275,0.017776096823,0.0648182840015,0.0535714285714,0.0493179433368,1.0638122149,0.7,0.0015351553812,0.0130118844452,-0.478388432986,-0.322292272132,0.00202877167097
1,1999-04-09,67775.0,68150.0,67225.0,67912.5,33856.0,17384.0,0.00202877167097,16560.0,99920.0,237550.0,28340.0,122968.8,11914.099609,1205.139038,22.31,25.38,26.41,25.81,39.0,26.97,28.22,29.59,30.28,1.0,1.0,-1,-1,0.996114114322,0.993300282581,0.936028296957,0.672683584631,0.973131789399,-1.65068869278,-0.325513000913,-2.00111540545,-0.509555430107,-0.282694897571,0.00202877167097,0.0127007844602,0.00601277715145,-0.00224971878515,0.00548515090354,-0.713811084431,-0.011942163456,-0.640335614946,-0.726425218887,0.825540848719,0.765536462147,0.0547295833115,0.615279983042,1.45190582668,1.76982851646,1.46994134628,1.24926521314,-0.366013787875,1.47817402879,1.11442867753,1.58398055388,-0.00480769230769,0.0003003303634,0.000315822718181,0.00496453900709,0.0252739968734,0.075961403739,0.0313520613726,0.0140909090909,0.0333876221498,0.0564,0.0242063492063,0.0492332526231,0.0185045317221,0.0355963302752,0.0567857142857,0.0602240896359,1.0638122149,0.7,0.00156896824238,0.0130104634739,-0.473589601819,-0.330433684726,0.0101233204491
2,1999-04-12,67462.5,68637.5,66500.0,68600.0,47074.0,19025.0,0.0101233204491,16460.0,99650.0,237550.0,28450.0,123062.5,11744.740234,1195.337036,22.97,25.56,26.88,26.44,38.41,27.42,28.62,30.34,30.53,-1.0,-1.0,-1,-1,0.999662091462,0.996114114322,0.993300282581,0.936028296957,0.672683584631,1.57996488618,-1.65068869278,-0.325513000913,-2.00111540545,-0.323323414032,0.0101233204491,0.00202877167097,0.0127007844602,0.00601277715145,0.0077711361112,-0.134359749252,-0.713811084431,-0.011942163456,-0.640335614946,0.723366994459,0.825540848719,0.765536462147,0.0547295833115,1.55582990053,1.45190582668,1.76982851646,1.46994134628,1.00886581936,-0.366013787875,1.47817402879,1.11442867753,-0.0289085545723,-0.00914785721388,0.00015788642703,0.0149839457724,0.0165203923593,0.0606647009844,0.000726717900892,0.0314324202964,0.0158982511924,0.0541176470588,0.0267961165049,-0.00104031209363,0.0300525920361,0.0418638514743,0.0600978336827,0.0549412577747,0.245495126515,0.7,0.00177793169856,0.0130460374603,-0.475649852932,-0.372009224633,-0.00710641399417
3,1999-04-13,68562.5,68625.0,67662.5,68112.5,45934.0,18152.0,-0.00710641399417,16780.0,99840.0,237550.0,28560.0,122375.0,11899.69043,1178.192017,23.25,25.53,26.84,26.64,37.81,27.52,28.16,30.03,30.38,-1.0,-1.0,1,1,0.235927989896,0.999662091462,0.996114114322,0.993300282581,0.936028296957,1.37943262353,1.57996488618,-1.65068869278,-0.325513000913,0.0635711599814,-0.00710641399417,0.0101233204491,0.00202877167097,0.0127007844602,0.000304655759893,-0.287037312476,-0.134359749252,-0.713811084431,-0.011942163456,-0.0806391151979,0.723366994459,0.825540848719,0.765536462147,0.598070317625,1.55582990053,1.45190582668,1.76982851646,0.215774639088,1.00886581936,-0.366013787875,1.47817402879,-0.00178465199286,0.000902255639098,0.00015788642703,0.013484740951,0.0030737704918,0.0746582163822,-0.0178459148285,0.0626142595978,0.0248896025692,0.0604504148558,0.0402186645841,-0.0250128932439,0.045195594379,0.0303695572631,0.0478018143754,0.0443451357855,0.33920026265,0.8,0.00174016915794,0.0130687794437,-0.49606651757,-0.364334096725,-0.0168838318958
4,1999-04-14,68050.0,68387.5,66725.0,66962.5,47107.0,16278.0,-0.0168838318958,16550.0,99590.0,237550.0,28320.0,122250.0,11834.129883,1181.516968,24.38,25.22,26.5,27.22,36.88,26.69,27.75,29.75,29.69,-1.0,-1.0,-1,-1,0.02356642634,0.235927989896,0.999662091462,0.996114114322,0.993300282581,1.6842725622,1.37943262353,1.57996488618,-1.65068869278,0.255564042104,-0.0168838318958,-0.00710641399417,0.0101233204491,0.00202877167097,-0.00836149479851,1.224989416,-0.287037312476,-0.134359749252,-0.713811084431,-0.0571938301136,-0.0806391151979,0.723366994459,0.825540848719,-0.976561657796,0.598070317625,1.55582990053,1.45190582668,0.0890682115731,0.215774639088,1.00886581936,-0.366013787875,0.032439176544,-0.00559161258113,0.000210526315789,0.00318809776833,0.00204918032787,0.0188775047668,-0.0167414241337,0.102668475803,0.0227088402271,0.0192307692308,0.0607950116913,-0.0467821142414,0.0148288973384,0.00216684723727,0.0188356164384,0.0119291070211,0.245495126515,0.7,0.00117502651987,0.0131296399877,-0.571792498744,-0.303327522555,-0.0121336568975
8,1999-04-21,65750.0,67750.0,65475.0,67587.5,43489.0,17356.0,0.0279467680608,17920.0,100850.0,237487.5,28550.0,122062.5,12543.759766,1144.064941,25.66,26.62,26.88,28.22,36.25,26.33,29.45,29.12,29.94,1.0,1.0,1,-1,0.974767490725,0.72215946399,0.000943775687358,0.00563824808681,0.02356642634,1.47550333578,1.54772368056,1.99494620109,1.61374109814,0.786718570011,0.0279467680608,0.0101786057231,-0.0160619803477,-0.0121336568975,0.0129716122642,2.42389844957,-0.276357863245,0.750836329862,0.200592106208,-0.116674701081,0.300375704593,0.98458804103,0.946548230063,-0.401505526171,-1.20370168313,-0.602667207864,-1.47770403566,-0.990751462432,-0.908639872679,0.860752553159,-1.31044072337,0.0679380214541,0.0101161858974,-0.000263102504736,-0.000350140056022,-0.00255362614913,0.0541248816336,-0.0289656316692,0.103655913978,0.0426948687818,0.00149031296572,0.0593093093093,-0.04125892621,-0.0432412790698,0.0458096590909,-0.030303030303,-0.0144832126399,-1.00623058987,0.5,0.00135532260913,0.0137874963231,-0.699438989854,-0.213764512331,0.0127612354355
9,1999-04-22,67637.5,68487.5,67450.0,68450.0,39769.0,18094.0,0.0127612354355,18180.0,100710.0,237487.5,28520.0,120875.0,12933.540039,1137.161987,25.25,27.09,27.16,28.23,37.92,26.66,29.36,29.72,30.02,1.0,1.0,-1,-1,0.991948265497,0.974767490725,0.72215946399,0.000943775687358,0.00563824808681,1.12642996147,1.47550333578,1.54772368056,1.99494620109,0.408484796762,0.0127612354355,0.0279467680608,0.0101786057231,-0.0160619803477,0.0127836527905,-0.47508767818,2.42389844957,-0.276357863245,0.750836329862,0.891333927467,-0.116674701081,0.300375704593,0.98458804103,0.220716694731,-0.401505526171,-1.20370168313,-0.602667207864,-1.15147707564,-0.990751462432,-0.908639872679,0.860752553159,0.0984894259819,0.0112461090471,-0.000263102504736,0.00706214689266,-0.0112474437628,0.0929016469203,-0.0375407058902,0.0356849876948,0.0741475019826,0.0249056603774,0.0371050698016,0.0281995661605,-0.00112401648558,0.058018018018,-0.00100840336134,0.011114853486,-1.61561052498,0.6,0.0012089434391,0.0136150685201,-0.665543781694,-0.235479064155,-0.00292184075968
10,1999-04-23,68437.5,68637.5,67737.5,68250.0,32169.0,18606.0,-0.00292184075968,17940.0,100740.0,237487.5,28490.0,120968.8,12905.299805,1139.996948,25.62,26.75,27.06,28.45,38.0,26.61,29.34,30.39,30.34,1.0,1.0,-1,-1,0.554332172588,0.991948265497,0.974767490725,0.72215946399,0.000943775687358,-0.680374462768,1.12642996147,1.47550333578,1.54772368056,0.863713688323,-0.00292184075968,0.0127612354355,0.0279467680608,0.0101786057231,0.00488821806452,-0.867064336998,-0.47508767818,2.42389844957,-0.276357863245,0.85697803201,0.891333927467,-0.116674701081,0.300375704593,0.0801604870565,0.220716694731,-0.401505526171,-1.20370168313,-1.56151547385,-1.15147707564,-0.990751462432,-0.908639872679,0.0346020761246,0.00881233727218,5.26371196968e-05,-0.00245098039216,-0.00309039275183,0.0332257837265,-0.022499810611,0.00117233294256,-0.0143699336772,0.0359877488515,0.0131766381766,0.0500138159713,0.0179801071155,0.0352858151023,0.058147632312,0.0208613728129,-1.61561052498,0.6,0.00119279181985,0.0136194569307,-0.669837711571,-0.23184090913,0.0047619047619
11,1999-04-26,68225.0,68612.5,67987.5,68575.0,28770.0,18532.0,0.0047619047619,17660.0,100890.0,237487.5,28260.0,121375.0,13127.019531,1112.791016,25.38,26.16,26.66,28.42,38.97,26.42,29.19,30.34,30.16,1.0,1.0,-1,-1,0.902787961153,0.554332172588,0.991948265497,0.974767490725,0.72215946399,-1.35035250813,-0.680374462768,1.12642996147,1.47550333578,0.591114740765,0.0047619047619,-0.00292184075968,0.0127612354355,0.0279467680608,0.00481341896402,-0.83613448308,-0.867064336998,-0.47508767818,2.42389844957,-0.348357707757,0.85697803201,0.891333927467,-0.116674701081,0.457566976868,0.0801604870565,0.220716694731,-0.401505526171,-1.49828524504,-1.56151547385,-1.15147707564,-0.990751462432,0.00170164492343,0.00488047808765,5.26371196968e-05,-0.012923506811,-0.00359158542842,0.028244294326,-0.0402613990272,-0.0185614849188,-0.0476883873316,0.02067381317,0.0038855528082,0.131533101045,0.0546906187625,0.0199161425577,0.0858983536149,0.0378527185134,-1.00623058987,0.5,0.00115150210237,0.0136045624084,-0.662539869601,-0.224406977441,0.00364564345607
12,1999-04-27,68550.0,69037.5,68162.5,68825.0,38987.0,19627.0,0.00364564345607,17810.0,100480.0,237487.5,28350.0,121718.8,13364.790039,1091.694946,25.88,26.98,27.12,28.56,38.0,26.45,29.36,30.38,30.23,-1.0,-1.0,1,-1,0.975740688088,0.902787961153,0.554332172588,0.991948265497,0.974767490725,-1.95682958833,-1.35035250813,-0.680374462768,1.12642996147,0.581097566149,0.00364564345607,0.0047619047619,-0.00292184075968,0.0127612354355,0.00422041779596,-0.787535584488,-0.83613448308,-0.867064336998,-0.47508767818,0.310747622083,-0.348357707757,0.85697803201,0.891333927467,0.99716927753,0.457566976868,0.0801604870565,0.220716694731,0.329098389841,-1.49828524504,-1.56151547385,-1.15147707564,0.0188787185355,-0.00198649185538,0.0,-0.00839454354669,-0.00332610030706,0.0769562188041,-0.0682040581652,0.012915851272,-0.00184979652238,0.0245561012467,0.0156472261735,0.0761823845936,0.0364420062696,0.0145127850726,0.0670881629786,0.0268342391304,-0.335410196625,0.5,0.00138061299499,0.01352738289,-0.59632781258,-0.27063568858,-0.0127134035598
