,dates, OPEN, HIGH, LOW, CLOSE, VOL, OI,F_ES,F_CL,F_DX,F_ED,F_GC,F_US,S_HSI,S_SEC,S_XLB,S_XLE,S_XLF,S_XLI,S_XLK,S_XLP,S_XLU,S_XLV,S_XLY,"Long1 ZZ 0.005,-0.005","Short-1 ZZ 0.005,-0.005",TOX25>0.012159,TOX20>0.014299,Pri_RSI,Pri_RSI_Y1,Pri_RSI_Y2,Pri_RSI_Y3,Pri_RSI_Y4,Pri_ATR,Pri_ATR_Y1,Pri_ATR_Y2,Pri_ATR_Y3,Rel_ATR,priceChange,priceChangeY1,priceChangeY2,priceChangeY3,Pri_DPO,GARCH,GARCH_Y1,GARCH_Y2,GARCH_Y3,autoCor,autoCor_Y1,autoCor_Y2,autoCor_Y3,K_Eff,K_Eff_Y1,K_Eff_Y2,K_Eff_Y3,volSpike,volSpike_Y1,volSpike_Y2,volSpike_Y3,F_CL_WOWzScore,F_DX_WOWzScore,F_ED_WOWzScore,F_GC_WOWzScore,F_US_WOWzScore,S_HSI_WOWzScore,S_SEC_WOWzScore,S_XLB_WOWzScore,S_XLE_WOWzScore,S_XLF_WOWzScore,S_XLI_WOWzScore,S_XLK_WOWzScore,S_XLP_WOWzScore,S_XLU_WOWzScore,S_XLV_WOWzScore,S_XLY_WOWzScore,runsScore10,percentUpDays10,mean60_ga,std60_ga,kurt60_ga,skew60_ga,gainAhead
13,1999-04-28,68812.5,68837.5,67725.0,67950.0,36323.0,20583.0,-0.0127134035598,18450.0,100660.0,237487.5,28410.0,121437.5,13133.389648,1091.088989,27.25,27.88,26.97,28.92,37.5,26.06,29.23,29.56,30.12,-1.0,-1.0,-1,-1,0.0690405370394,0.975740688088,0.902787961153,0.554332172588,0.991948265497,-1.48968812749,-1.95682958833,-1.35035250813,-0.680374462768,0.560438662259,-0.0127134035598,0.00364564345607,0.0047619047619,-0.00292184075968,-0.00429166046121,-0.0395881527384,-0.787535584488,-0.83613448308,-0.867064336998,-0.637306543073,0.310747622083,-0.348357707757,0.85697803201,-0.499061644824,0.99716927753,0.457566976868,0.0801604870565,0.233227752856,0.329098389841,-1.49828524504,-1.56151547385,0.0295758928571,-0.001883986118,0.0,-0.00490367775832,-0.00512032770097,0.0470058334183,-0.0463050217706,0.0619641465316,0.0473328324568,0.00334821428571,0.024805102764,0.0344827586207,-0.0102544625902,-0.00747028862479,0.0151098901099,0.0060120240481,-1.00623058987,0.5,0.00146961252226,0.0134144504262,-0.561495587715,-0.265141007813,-0.00846210448859
14,1999-04-29,67925.0,68237.5,67137.5,67375.0,40453.0,21260.0,-0.00846210448859,18530.0,100820.0,237525.0,28730.0,122218.8,13179.700195,1116.405029,27.45,28.72,27.06,29.03,37.11,25.86,29.66,29.22,29.44,-1.0,-1.0,-1,-1,0.0170334748311,0.0690405370394,0.975740688088,0.902787961153,0.554332172588,-1.10776779825,-1.48968812749,-1.95682958833,-1.35035250813,0.587950065133,-0.00846210448859,-0.0127134035598,0.00364564345607,0.0047619047619,-0.00639941635917,-0.381163807094,-0.0395881527384,-0.787535584488,-0.83613448308,0.60301419218,-0.637306543073,0.310747622083,-0.348357707757,-1.37033501612,-0.499061644824,0.99716927753,0.457566976868,1.06970851621,0.233227752856,0.329098389841,-1.49828524504,0.0192519251925,0.00109224506007,0.000157903047529,0.00736325385694,0.0111172699069,0.0190326975645,-0.0182532992109,0.0871287128713,0.0601698043559,-0.00368188512518,0.0283386468296,-0.0213607594937,-0.0300075018755,0.0102179836512,-0.0168236877524,-0.0193204530313,-0.335410196625,0.5,0.00148844954977,0.0133994387435,-0.551291417126,-0.267670579248,-0.00816326530612
25,1999-05-17,66912.5,67300.0,66275.0,67050.0,40250.0,19491.0,0.00130670151204,17830.0,100730.0,237292.5,27480.0,117531.3,12588.599609,1065.557007,27.08,27.7,25.88,29.06,38.03,25.92,29.97,29.06,28.88,1.0,1.0,-1,-1,0.226539292704,0.0459709578408,0.99570562653,0.985990637698,0.926016088218,0.874620880202,1.20371034498,0.00720882273463,0.477918673807,0.427691239309,0.00130670151204,-0.026,0.00438276113952,0.00791459598748,-0.00468261217175,-0.479184137896,2.83465102219,-0.830761089146,0.546396255707,0.317242222255,-0.665050678866,0.98889544309,0.60572922827,-0.211799126146,0.00795528163603,1.98342457422,2.13768938386,-0.7558622303,-0.118833249552,-1.40409907867,-0.967079387419,-0.0362162162162,0.0122600743644,-0.00055807096978,-0.0129310344828,-0.0110439080541,-0.0436520433852,-0.00594256417472,-0.0345811051693,-0.0215471564818,-0.0152207001522,-0.0179114565732,0.0192977753953,0.0121046466224,0.021472392638,-0.00547570157426,-0.0190217391304,0.49170755108,0.6,0.000832665753474,0.0124227739119,-0.224838648358,-0.243739726134,0.000186428038777
34,1999-05-28,64312.5,65400.0,64212.5,64862.5,27653.0,22502.0,0.00874805598756,16840.0,102510.0,236550.0,27200.0,117468.8,12059.25,1277.150024,24.66,27.62,25.08,28.12,36.94,25.25,29.61,28.11,28.02,1.0,1.0,-1,-1,0.752537953346,0.16799663849,0.752954285263,0.000396437917947,0.00269583235837,0.990003025541,1.59082940518,1.17948065726,0.504649578025,-0.322104276633,0.00874805598756,-0.0141816788041,0.0155702608019,-0.0213333333333,0.000694469647954,-0.540821415071,-0.205826969127,-0.103222366974,0.922401173024,-0.945383117156,-0.97726255614,0.213411722299,0.978824003829,0.271049976165,1.09877941289,0.516737204048,2.09909472362,-1.77931610183,0.620584056057,1.00468718051,2.02250382869,-0.0327398047099,0.00905600944975,-0.000844772967265,-0.0101892285298,-0.00948616200847,-0.0173473945136,0.092776760636,-0.0644916540212,-0.0202199361476,-0.0248833592535,-0.025641025641,-0.0165069222577,-0.0258487654321,0.00101419878296,-0.0360082304527,-0.0264072272411,-0.210731807606,0.4,0.000969598979288,0.0123594736341,-0.181297515895,-0.284320692746,-0.0013490075159
45,1999-06-15,65475.0,66275.0,65337.5,65925.0,43135.0,10049.0,0.00687285223368,18670.0,101900.0,236325.0,26100.0,114406.3,12935.410156,1387.592041,26.81,29.23,24.53,29.2,36.78,24.77,30.64,28.44,27.66,1.0,1.0,1,1,0.943108498589,0.0857637436284,0.00222914108215,0.0125471059721,0.233679978717,0.417136151075,-0.457437981778,0.000953817955821,-1.1471983752,-0.3836187536,0.00687285223368,0.000190949016613,-0.00851950018932,-0.00863363363363,0.0019211273765,-0.024217380923,-0.501308008594,0.380147874909,0.324915108434,-0.503687729816,0.859393937764,0.93528288276,0.431634204558,-1.48941952371,0.00941120776579,-0.0844317145955,-1.42661164283,-0.109481750544,-0.447934798726,1.17186447805,1.2571164417,0.0571913929785,0.00503008186212,-0.000317258883249,-0.0106141015921,-0.0102730423258,0.00548391525984,0.0404515719792,0.0311538461538,0.0368925150763,-0.019584332534,0.00274725274725,-0.00915948275862,-0.0278649921507,0.0213333333333,-0.00280504908836,-0.034217877095,-0.913171166292,0.6,0.000154987912246,0.0118740389356,0.0482602914226,-0.223170271877,0.0185817216534
73,1999-07-26,68137.5,68375.0,67637.5,67737.5,41383.0,16703.0,-0.00587048248028,20520.0,100340.0,236362.5,25570.0,115593.8,12866.519531,1602.031006,25.67,27.75,25.41,29.44,39.77,25.31,31.06,28.84,28.47,1.0,1.0,-1,-1,6.72355256087e-05,0.000369672417419,0.000844524202556,0.00959790528376,0.0125229456648,0.274146397402,1.62879327175,2.03896355822,1.75209289253,-2.75339778155,-0.00587048248028,-0.00365563882288,-0.0128112594731,-0.00144144144144,-0.00629842491136,-0.396320776149,-0.5194509372,0.256629875468,-0.511645457349,0.90244163862,0.735479605744,0.621490500206,0.722783338927,0.117407117287,-0.328136905753,-0.678153699453,-1.71414794659,-0.701207507773,-1.20661653355,1.15963299677,0.269618533931,-0.00629539951574,-0.0229795520935,-0.000687030969242,0.00708940527767,-0.0138629639614,-0.0431772695774,0.0831295699771,-0.0119322555812,-0.0437629221227,-0.0297823596793,-0.0180120080053,-0.0817363195567,-0.0136399064692,0.00387847446671,-0.0296096904441,-0.0500500500501,-1.39113905025,0.3,-8.00943059993e-06,0.00946845884269,0.474899640916,-0.401024058623,0.00664329212032
75,1999-07-28,68225.0,68925.0,68087.5,68387.5,46455.0,17900.0,0.00293308890926,20540.0,100210.0,236387.5,25560.0,115875.0,13140.419922,1597.198975,26.17,28.16,25.44,29.66,41.12,25.16,31.19,29.16,28.53,-1.0,-1.0,1,-1,0.936826864619,0.821502175835,6.72355256087e-05,0.000369672417419,0.000844524202556,-0.155749595805,0.618482547938,0.274146397402,1.62879327175,0.699261579893,0.00293308890926,0.00664329212032,-0.00587048248028,-0.00365563882288,0.00154013570071,-0.545402517782,-0.400733705755,-0.396320776149,-0.5194509372,-0.116710677412,-0.231860214285,0.90244163862,0.735479605744,-0.715131069355,-0.548098032626,0.117407117287,-0.328136905753,0.209249590753,-0.50552074905,-0.701207507773,-1.20661653355,0.0452926208651,-0.0117357001972,-0.000792560498785,-0.00273117440499,-0.0112,-0.020808294007,-0.00783449717128,0.0112055641422,-0.0140056022409,-0.00469483568075,-0.00868983957219,-0.018147086915,-0.0152641878669,-0.00255836264791,-0.0125296308838,-0.0131442407471,-1.61561052498,0.4,0.000428686416472,0.00938166153189,0.683434728639,-0.525687078717,-0.0131602997624
81,1999-08-05,65475.0,66112.5,64575.0,66062.5,60459.0,23490.0,0.00935828877005,20560.0,99260.0,236337.5,25760.0,115437.5,13254.339844,1653.536987,26.58,29.2,23.84,28.75,39.61,24.44,30.81,27.67,26.23,-1.0,-1.0,-1,-1,0.741440085228,0.00841739645629,0.0980471507184,0.51258642356,0.0106190413456,1.22487494945,1.36392942303,1.67382872139,1.64307471565,0.729948963292,0.00935828877005,-0.014863593603,-0.00561272217025,0.00337901257744,-0.000211600423139,-0.201257606733,1.49896433443,-0.405564933504,-0.634099713876,0.131304629361,0.61515109568,-0.349956619637,0.720576692123,0.156237603562,1.76989867969,1.18038834923,0.983670028236,1.04248049689,0.486710719577,1.20387628692,-0.353915210791,-0.0195517405818,-0.00341365461847,0.0,-0.00348162475822,0.00108401084011,0.0104056766681,0.0361416430903,0.0346438302842,0.0436025732666,-0.048683160415,-0.0106675843083,-0.0205242334322,-0.0137207425343,0.00456472122595,-0.0345429169574,-0.0662157351371,0.245495126515,0.3,-0.00041298456944,0.0097867075851,0.152667062031,-0.359427471854,-0.0107852412488
83,1999-08-09,65262.5,65725.0,65037.5,65150.0,41725.0,24427.0,-0.00306044376435,21270.0,99820.0,236025.0,25900.0,113687.5,12945.469727,1628.83606,25.94,29.86,23.28,28.39,39.17,23.97,30.81,27.41,25.69,-1.0,-1.0,-1,-1,0.0654153372877,0.139902498546,0.741440085228,0.00841739645629,0.0980471507184,0.423430205449,1.12320706669,1.22487494945,1.36392942303,0.00518425954402,-0.00306044376435,-0.0107852412488,0.00935828877005,-0.014863593603,-0.00430404215773,-0.920154338184,0.194296110493,-0.201257606733,1.49896433443,-0.182553918977,-0.86999289955,0.131304629361,0.61515109568,0.814844223764,0.763317183916,0.156237603562,1.76989867969,-1.8306237461,-0.593554519548,1.04248049689,0.486710719577,0.040097799511,0.0012036108325,-0.0008466504392,0.00935307872175,-0.0114130434783,-0.0364677552098,0.00777098650987,0.00620636152056,0.0683363148479,-0.045118949959,-0.0142361111111,-0.0192789183776,-0.0271915584416,-0.0125,-0.0307637906648,-0.0610380116959,0.49170755108,0.4,-0.000848701938443,0.00979610184704,0.0912342387091,-0.254252094507,-0.00959324635457
84,1999-08-10,65150.0,65275.0,63550.0,64525.0,67980.0,25479.0,-0.00959324635457,21300.0,99700.0,236050.0,25950.0,113625.0,12596.709961,1602.146973,25.84,29.69,22.88,28.12,38.52,23.89,30.25,26.86,25.69,1.0,1.0,-1,-1,0.00701949614322,0.0654153372877,0.139902498546,0.741440085228,0.00841739645629,0.653412619096,0.423430205449,1.12320706669,1.22487494945,0.157161424722,-0.00959324635457,-0.00306044376435,-0.0107852412488,0.00935828877005,-0.0069763314075,-0.016931312395,-0.920154338184,0.194296110493,-0.201257606733,0.823831910161,-0.182553918977,-0.86999289955,0.131304629361,1.15256522453,0.814844223764,0.763317183916,0.156237603562,1.2732114534,-1.8306237461,-0.593554519548,1.04248049689,0.0492610837438,-0.000901893977352,-0.0007408191343,0.0069848661234,-0.00980392156863,-0.0650987315535,-0.0151790924131,0.00271633682577,0.0487460261392,-0.0490440565254,-0.0239500173551,-0.0316742081448,-0.0378574305276,-0.0241935483871,-0.0461647727273,-0.0492227979275,0.49170755108,0.4,-0.000575256044352,0.00929848354312,-0.143607394326,-0.0561806400705,0.010461061604
