permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,10417.25,USD,BITSTAMP,1.0,,,1.0,416.69,1.0,1.0,-10417.25,BOT,BTC,USD,20160322 07:21:07 EST,,0.0,9582.75,-3766900.0,416.69,20000.0,-10417.25
2,Paper,Paper,10386.5,USD,BITSTAMP,2.0,,,1.0,415.46,2.0,-1.0,-22686.5,SLD,BTC,USD,20160322 07:31:43 EST,,-12300.0,-13103.75,-3766900.0,415.46,7700.0,-22686.5
3,Paper,Paper,10385.25,USD,BITSTAMP,3.0,,,1.0,415.41,2.0,1.0,-9885.25,BOT,BTC,USD,20160322 11:15:46 EST,,500.0,-22989.0,-3766900.0,415.41,8200.0,-9885.25
4,Paper,Paper,10376.25,USD,BITSTAMP,4.0,,,1.0,415.05,2.0,-1.0,-13976.25,SLD,BTC,USD,20160322 11:25:38 EST,,-3600.0,-36965.25,-3766900.0,415.05,4600.0,-13976.25
5,Paper,Paper,10377.75,USD,BITSTAMP,5.0,,,1.0,415.11,2.0,1.0,-10977.75,BOT,BTC,USD,20160322 11:47:29 EST,,-600.0,-47943.0,-3766900.0,415.11,4000.0,-10977.75
6,Paper,Paper,10400.0,USD,BITSTAMP,6.0,,,1.0,416.0,2.0,-1.0,-1500.0,SLD,BTC,USD,20160322 11:50:47 EST,,8900.0,-49443.0,-3766900.0,416.0,12900.0,-1500.0
7,Paper,Paper,10398.225,USD,BITSTAMP,7.0,,,1.0,415.929,2.0,1.0,-9688.225,BOT,BTC,USD,20160322 12:51:15 EST,,710.0,-59131.225,-3766900.0,415.929,13610.0,-9688.225
8,Paper,Paper,10412.5,USD,BITSTAMP,8.0,,,1.0,416.5,2.0,-1.0,-4702.5,SLD,BTC,USD,20160322 12:52:56 EST,,5710.0,-63833.725,-3766900.0,416.5,19320.0,-4702.5
9,Paper,Paper,10400.75,USD,BITSTAMP,9.0,,,1.0,416.03,2.0,1.0,-5700.75,BOT,BTC,USD,20160322 13:16:53 EST,,4700.0,-69534.475,-3766900.0,416.03,24020.0,-5700.75
10,Paper,Paper,10415.025,USD,BITSTAMP,10.0,,,1.0,416.601,2.0,-1.0,-4705.025,SLD,BTC,USD,20160322 13:20:18 EST,,5710.0,-74239.5,-3766900.0,416.601,29730.0,-4705.025
11,Paper,Paper,10384.475,USD,BITSTAMP,11.0,,,1.0,415.379,2.0,1.0,1835.525,BOT,BTC,USD,20160322 14:01:49 EST,,12220.0,-72403.975,-3766900.0,415.379,41950.0,1835.525
12,Paper,Paper,10399.0,USD,BITSTAMP,12.0,,,1.0,415.96,2.0,-1.0,-4589.0,SLD,BTC,USD,20160322 14:03:32 EST,,5810.0,-76992.975,-3766900.0,415.96,47760.0,-4589.0
13,Paper,Paper,10401.0,USD,BITSTAMP,13.0,,,1.0,416.04,2.0,1.0,-11201.0,BOT,BTC,USD,20160322 16:01:18 EST,,-800.0,-88193.975,-3766900.0,416.04,46960.0,-11201.0
