Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency
20160322 07:04:30 EST,paperUSD,20000.0,20000.0,400000.0,0,0.0,0.0,USD
20160322 07:04:30 EST,paperUSD,19998.0,20000.0,385727.5,0,-2.0,0.0,USD
20160322 14:23:23 EST,paperUSD,20071.8,20075.8,385727.5,0,71.8,75.8,USD
20160322 14:33:55 EST,paperUSD,20072.0,20078.0,385727.5,0,72.0,78.0,USD
20160322 18:52:20 EST,paperUSD,20052.5,20060.5,385727.5,0,52.5,60.5,USD
20160322 19:05:20 EST,paperUSD,20049.9,20059.9,385727.5,0,49.9,59.9,USD
20160322 19:36:21 EST,paperUSD,20044.3,20056.3,385727.5,0,44.3,56.3,USD
20160322 19:48:08 EST,paperUSD,20044.0,20058.0,385727.5,0,44.0,58.0,USD
20160322 20:12:30 EST,paperUSD,20046.4,20062.4,385727.5,0,46.4,62.4,USD
20160322 20:32:05 EST,paperUSD,20041.7,20059.7,385727.5,0,41.7,59.7,USD
20160322 20:56:55 EST,paperUSD,20028.6,20048.6,385727.5,0,28.6,48.6,USD
20160322 21:08:05 EST,paperUSD,20021.8,20043.8,385727.5,0,21.8,43.8,USD
20160322 21:40:44 EST,paperUSD,20028.4,20052.4,385727.5,0,28.4,52.4,USD
20160322 21:55:01 EST,paperUSD,20024.7,20050.7,385727.5,0,24.7,50.7,USD
20160323 04:54:08 EST,paperUSD,20052.6,20080.6,385727.5,0,52.6,80.6,USD
20160323 05:14:16 EST,paperUSD,20033.4,20063.4,385727.5,0,33.4,63.4,USD
