rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-01-04 14:14:11 2 @BOH7 $0,@BOH7,2017-01-04 14:14:11,35.21,2017-01-04 14:20:00,35.21,0.0,0.0,Open,-1.0,0.0,5.0,-1 days +23:54:11.000000000,-6.0
ctwo opened: 2017-01-04 16:50:50 1 @ESH7 $0,@ESH7,2017-01-04 16:50:50,2264.25,2017-01-04 17:00:00,2264.25,0.0,0.0,Open,-1.0,0.0,2.5,-1 days +23:50:50.000000000,-10.0
ctwo opened: 2017-01-04 14:14:12 1 @SMH7 $0,@SMH7,2017-01-04 14:14:12,319.1,2017-01-04 14:20:00,319.1,0.0,0.0,Open,-1.0,0.0,2.5,-1 days +23:54:12.000000000,-6.0
ctwo opened: 2017-01-04 16:50:53 1 @NQH7 $5,@NQH7,2017-01-04 16:50:53,4933.75,2017-01-04 17:00:00,4933.5,5.06739637174e-05,5.06739637174e-05,Open,-1.0,5.0,2.5,-1 days +23:50:53.000000000,-10.0
ctwo opened: 2017-01-04 14:02:59 1 @GFH7 $-12,@GFH7,2017-01-04 14:02:59,123.775,2017-01-04 14:05:00,123.75,0.00020202020202,0.00020202020202,Open,1.0,-12.0,2.5,-1 days +23:57:59.000000000,-3.0
ctwo opened: 2017-01-04 16:50:55 6 @TUH7 $281,@TUH7,2017-01-04 16:50:55,108.27344,2017-01-04 17:00:00,108.25,0.000216535796767,0.000216535796767,Open,-1.0,281.0,15.0,-1 days +23:50:55.000000000,-10.0
ctwo opened: 2017-01-04 14:14:12 1 @SH7 $-12,@SH7,2017-01-04 14:14:12,1015.0,2017-01-04 14:20:00,1015.25,-0.000246244767299,0.000246244767299,Open,-1.0,-12.0,2.5,-1 days +23:54:12.000000000,-6.0
ctwo opened: 2017-01-04 16:50:56 1 @YMH7 $24,@YMH7,2017-01-04 16:50:56,19861.0,2017-01-04 17:00:00,19856.0,0.000251813053989,0.000251813053989,Open,-1.0,24.0,2.5,-1 days +23:50:56.000000000,-10.0
ctwo opened: 2017-01-04 16:50:50 3 @FVH7 $164,@FVH7,2017-01-04 16:50:50,117.58594,2017-01-04 17:00:00,117.53125,0.00046532305238,0.00046532305238,Open,-1.0,164.0,7.5,-1 days +23:50:50.000000000,-10.0
ctwo opened: 2017-01-04 16:50:55 1 @TYH7 $78,@TYH7,2017-01-04 16:50:55,124.1875,2017-01-04 17:00:00,124.109375,0.000629485081204,0.000629485081204,Open,-1.0,78.0,2.5,-1 days +23:50:55.000000000,-10.0
ctwo opened: 2017-01-04 16:50:48 1 @BPH7 $49,@BPH7,2017-01-04 16:50:48,1.2341,2017-01-04 17:00:00,1.2333,0.000648666180167,0.000648666180167,Open,-1.0,49.0,2.5,-1 days +23:50:48.000000000,-10.0
