Dates,AC,AD,AEX,BO,BP,C,CC,CD,CGB,CL,CT,CU,DX,EBL,EBM,EBS,ED,EMD,ES,FCH,FC,FDX,FEI,FFI,FLG,FSS,FV,GC,HCM,HG,HIC,HO,JY,KC,KW,LB,LCO,LC,LGO,LH,LRC,LSU,MEM,MFX,MP,MW,NE,NG,NIY,NQ,O,OJ,PA,PL,RB,RR,RS,S,SB,SF,SI,SIN,SJB,SM,SMI,SSG,STW,SXE,TF,TU,TY,US,VX,W,YA,YB,YM,YT2,YT3
2016-05-18,0.0163214074635,-0.0117566643882,0.00522284120793,-0.010067114094,0.009753060801,0.00629722921914,0.0110382890654,-0.00529510525636,-0.00473063616159,-0.00428658909982,-0.0024115755627,-0.00781387956913,0.00562778347844,-0.0031678342979,-0.000760919190382,-8.94174453435e-05,-0.00060538795278,-0.00278570931123,-0.000978712992415,0.0052362113106,0.00386489665602,0.00719242263081,0.0,0.000978792822186,-0.00550127271957,-0.00020116676725,-0.00516962845449,-0.00195786670932,-0.0171346977619,-0.00502632838679,-0.0130351950265,0.0107964962314,-0.00796030750777,-0.0195930670686,-0.00218459858001,-0.0151327980235,-0.00710227278253,0.00125208681135,0.0154462242425,-0.0179802217561,-0.0176574455562,-0.00645967909981,-0.0102234002272,0.0113729331107,-0.00661521499449,-0.00463606861382,-0.00999705968833,-0.0247139588101,0.0096647538508,0.00295173052437,-0.0152671755725,-0.00307482063546,-0.0085528566499,-0.0113798008535,0.00872323552736,0.0028901734104,0.0112229102167,-0.00462855820412,-0.000594530321047,-0.00655962404543,-0.00684057971014,-0.00404602351791,-0.000526662277814,0.00975345434842,0.00646551724138,-0.00178195367997,-0.00067362748759,0.00860289057123,0.00493105652452,-0.00157401448474,-0.00790797989923,-0.0150829562723,0.00416666666667,-0.00363258951738,-0.00722489811041,0.0,-0.000571787981017,0.00010162601626,0.000102348907425
2016-05-19,-0.0135886369869,-0.00193664407249,-0.0113150906196,-0.0166409861325,0.00137005069188,-0.0237797246558,-0.0129648584112,-0.00856920280447,0.00262485814829,-0.00225502255023,-0.0157937147462,-0.00262513904338,0.00242996749524,-0.000122226975493,-0.000228449588791,-0.000134138162307,-5.04795557799e-05,-0.000977721907955,-0.00134704873867,-0.00868156036486,-0.00836960160696,-0.0148855921549,-4.98603909054e-05,-0.0149119947849,0.000495376496782,-0.00010060362173,0.00142903539249,-0.0153797865672,-0.00508474576342,-0.0084195333173,-0.00406380168663,-0.00315732903399,0.000604561692773,-0.0472713297463,-0.0191570881226,-0.0297899027908,-0.00245248303146,-0.0135473113797,-0.0321126760507,-0.0103753433018,-0.018573996405,-0.0069211409396,-0.00969140525376,-0.0117463427976,-0.00221975582686,-0.0153702841174,0.000742500742501,0.030032848428,-0.00717918037691,-0.00346240406255,-0.0271317829457,0.0185058259082,-0.0364906832241,-0.0280095923261,-0.00828495403967,-0.0247015232606,0.000956754688098,-0.00348756103232,-0.00654372397383,-0.00394205183798,-0.0372986224609,-0.0122508569252,-0.00217362666315,0.0144888650389,-0.00503841793677,-0.01509250244,-0.00910010112657,-0.0119413169567,-0.0068150840527,0.00050161236908,0.00229468604911,0.00669984685872,-0.00553250345781,-0.0234375,-0.00261242769173,0.0,-0.00366153670118,-0.000304847068387,-0.000614030599192
2016-05-20,0.00627746390458,-0.0001386001386,0.0113745182661,-0.0200564086493,-0.00766178683814,0.0115384615385,0.00656757691211,-0.00314300680985,-0.000141512810731,-0.00534209985617,0.00982479122319,0.0015613847252,0.000514198165677,-0.000305604791883,-0.000228501789931,4.47187192558e-05,-5.04821040941e-05,0.0120936735407,0.00551808706315,0.0143624474533,-0.00118163403106,0.0117412833733,4.9862877088e-05,0.0149722888576,-0.00198052488165,0.0,6.48634241547e-05,-0.00151418552317,0.00961304453593,-0.0026686074721,0.0127001938184,0.00552597883954,-0.00302098209382,0.00605082694635,0.00223214285714,-0.00678733031674,-0.00184388446994,-0.00739488696387,0.024956471271,-0.0101757631822,0.013431013431,0.0162618796199,0.0106876126706,0.010698516273,0.00852799406748,-0.00141911069063,0.0019290695949,0.00546697038724,0.00783368484483,0.0104233018704,0.0066401062417,0.0100942126514,0.000805801768068,0.00986874568242,0.000792731264102,-0.00633178556353,0.00554387306442,0.00256649556696,0.0221556886228,-0.000593647966756,0.00236463954405,-0.00237773922028,0.00204633969239,0.0386141232478,0.0132928218762,0.0135112868956,0.0108843537652,0.0134668508287,0.0172003659652,-0.00014324593956,0.000240992823756,-0.000570450648843,-0.0361613351878,-0.00213333333333,0.0022450888681,0.0,0.00384725811082,0.000203293352308,0.000460805898316
2016-05-23,0.00187149095446,0.000277238702523,-0.00172970479705,-0.00383754397186,-0.0013098028402,0.00823827629911,0.0161401098874,0.000131371518655,,-0.00681677339393,-0.0035673747365,8.90828916307e-05,-0.00133203276591,-0.000855955001223,-7.61846716439e-05,0.0,-5.04846526657e-05,-0.00214117972096,-0.00231707317073,-0.00499361282081,-0.0304208213622,-0.00519703315001,0.0,-0.00040749796251,0.000248056893055,0.000100613743838,0.0,-0.00111740761611,0.00192840785924,-0.000243249817563,-0.00110803324119,-0.00676898331211,0.00942096854168,-0.0204490777867,-0.00445434298441,-0.0299381711682,-0.00759441718237,-0.0255427841635,-0.0039637599094,-0.0118380062305,-0.0102409638554,-0.0172485453034,-0.0026755000637,-0.00374210381763,-0.00845588235294,-0.00757934628138,0.000888625592417,-0.00362483008609,-0.0128550074738,-0.00223508510516,0.0,-0.0163224516989,-0.0154768294916,-0.00996775139255,0.00463075798196,-0.0131690739167,,-0.0146613916686,-0.0158172231986,0.001188001188,-0.0065932736511,-0.0032208193762,-0.000329380764163,-0.0127323656735,0.00299850074963,0.000162575168362,0.031965006729,-0.00374787052811,-0.00305810397554,-0.000143266553714,0.000361402294621,0.00133181128749,0.01443001443,-0.0122928915019,-0.00392010453612,0.0,-0.000686420318041,-0.00010162601626,0.000153531218014
2016-05-24,0.00809464508095,-0.00568181818182,0.0192907473721,-0.0083467094703,0.0100089735625,-0.000628535512256,-0.00202771206238,-0.000525417049783,-0.0010614960186,0.011231281198,0.0253864930838,-0.00663608426491,0.0037808771635,0.000550728185045,0.000152380952381,0.0,-5.04872014944e-05,0.0183429085623,0.0145458990343,0.0252100840336,-0.00923827784556,0.0216575370258,4.98603909054e-05,0.0136975132491,-0.00173596755109,-0.000201207243461,-0.000908029540097,-0.0178186176598,-0.000240587033102,0.00559610705596,0.00146220944913,0.00742240215924,-0.0068769784958,-0.00286532951289,-0.00111856823266,0.00972827910097,0.00537745608603,-0.0111402359109,0.0181921546333,0.000945775535939,0.0030432136336,-0.00888137026856,0.0107307102708,0.0232031887154,0.0009269558769,-0.00334128878282,-0.0045871559633,-0.0241018644839,0.0154451847365,0.0213095921884,-0.00395778364116,-0.0145614629191,-0.0223534756898,-0.00878491757971,0.00509461426492,-0.00387430047353,-0.0117870722433,-0.00354274917336,-0.0113095238095,-0.00326312666864,-0.0102904463253,0.00239110766491,0.000131795716639,0.003095176683,0.0133283507723,-0.00877763326923,-0.0104336485389,0.0256497948016,0.0231865752436,-0.000214930485198,-0.0014450867665,-0.00247007411195,-0.0625889046942,0.004329004329,-0.00749625187406,0.0,0.0124212936463,0.000101636345157,0.000102338433198
2016-05-25,0.0105003088326,0.00236933797909,0.0124660018132,0.0145678213014,0.00615090213231,0.0182389937107,-0.00982052150504,0.00841109212774,-0.00127514870443,0.0193336075689,-0.00174575464212,0.00143472022956,-0.00246923913953,0.00238517521864,0.000685609811838,8.9433439163e-05,0.000100979501161,0.0055057096248,0.00590361445783,0.0127504553734,0.00404644616467,0.0134538052922,0.0,0.00563017775275,0.00165617749612,0.0,-0.000259672825853,-0.00439310120407,0.0249067500902,0.0169368497459,0.0250730037255,0.0160080375084,-0.00109914266872,-0.00328407224959,0.010078387458,0.0063122923588,0.0232462455895,0.00198807157058,0.0,0.00566929133858,-0.00242718446602,0.0234691700448,0.0122598584429,0.0219473040179,0.00314873124653,0.0,0.00550022298201,0.0163094128611,0.00984193259767,0.00663629717114,0.00662251655629,0.0158075601375,-0.0147550111359,-0.00936068512249,-0.00518947622496,-0.0289541918755,0.00961908426318,0.0291538279213,0.0331125827815,0.00198412698413,0.000430663221361,0.0242408613237,-0.000527113395269,0.0470557984058,0.00491702519975,0.0109872088978,0.0158154860144,0.0166722240747,0.00502601181554,0.000143317793495,-0.000723588954948,-0.00285714288261,-0.0182094081942,0.00431034482759,0.0135951661631,0.0,0.00735003109629,-0.00010162601626,-0.000306983883346
2016-05-26,0.000611246943765,0.00250278086763,0.00436534586971,-0.00957243139758,-0.00387175655482,0.00864731315627,-0.00273597811224,0.00338850514792,0.0060292240065,-0.00161420500404,0.0227344992051,0.0024176217765,-0.00186700230753,0.000793166564979,0.000609013398295,0.000178850883076,0.000353392568659,0.00135199080646,0.00119774823332,0.00719424460432,0.0190993516734,0.00685803860096,9.97158099416e-05,0.000239942413821,0.00239748682411,0.000201247735963,0.0023376623767,-0.00317952062612,0.000704390703007,0.000475850582917,0.00103143418479,-0.00705385984574,0.00313600352113,0.000823723228995,0.0249445676275,0.0184879498184,-0.00301568151096,0.0171957671958,0.00223338916806,0.0181647353586,-0.00304136253041,0.0091723994163,0.00599325758522,-0.00493233148783,-0.00129246676514,0.0239463601533,-0.00384387936132,-0.0137551581843,-0.00324867099823,0.00391083300743,0.00657894736842,0.00169147496617,0.0241122727701,0.00100522718134,-0.0132839985442,-0.0155763239875,-0.0175304878049,-0.00529709811147,0.0151515151515,0.00108910891089,0.00504274029887,0.0158620255556,0.00151625024721,0.00589390962672,0.00623853211009,0.00129764802673,0.00194615631871,0.0039357166284,-0.000701877522372,0.000859783630525,0.00325850834963,0.00592168102159,-0.0216383307573,0.0327253218884,0.00465722801788,0.000101905635382,0.0,0.000203272690314,0.00030707815139
2016-05-27,0.00305436774588,-0.00208044382802,0.00423492700323,0.014175257732,-0.00190930787589,0.0110226576852,0.030521262003,-0.00142875698143,-0.00387788200991,-0.00303152789006,-0.000777242344163,-0.00460026797678,0.0035518379185,-0.000182893373163,-7.60803408398e-05,4.47047252894e-05,-0.000151400454201,0.00641328562749,0.00358894604618,0.00122767857143,0.00894085281981,-0.000486523304466,0.0,-0.000319846473693,-0.00115463920006,0.0,-0.000647836260906,-0.00490717265069,0.00563115907947,0.00546967895363,0.00961679996081,-0.00312043553313,-0.00164536828827,-0.00164609053498,-0.00540832882639,0.00259319286872,-0.00544464615767,0.00931946250542,0.000557103064067,-0.00246078129806,0.000610128126907,0.00227225779798,-0.000868809730669,0.0031462857269,0.00221852468109,-0.0121608980355,-0.00296823983378,0.00836820083682,0.00207407407407,0.00395124937392,0.00915032679739,-0.0104694360014,-0.0085532971581,-0.0136573609158,0.00682363066331,-0.0266726943942,-0.00543056633049,0.00625144709423,0.00574052812859,-0.00227475027198,-0.00452793244814,0.0110753619602,0.000855713533439,-0.01708984375,0.00778020909312,0.0113397051743,0.0113305277067,0.00130676249592,0.00974539069359,-0.000286348315302,-0.000721761127689,-0.00151917964427,-0.0284360189573,0.000519480519481,0.0031522343779,0.0,0.00179603749228,0.0,0.000204655922231
2016-05-31,-0.00974421437272,0.00250173731758,-0.0085290208241,0.0108005082592,-0.0116144018583,-0.0193821926105,0.017970049918,-0.00949531737773,0.00332294911734,-0.0046624771944,-0.00528935905414,-0.00121146856912,0.00395811518325,0.00195539260617,0.000304553068372,-8.94134477826e-05,0.0,0.000670780788838,-0.0010728334724,-0.00488671701466,0.0027266530334,-0.00706235185991,-4.98529338451e-05,-0.005039193729,-8.14597588792e-05,0.0,6.50448809678e-05,0.000657516232432,0.00765184122429,-0.00875118259224,0.0077275188266,-0.0029304029304,-0.0062627039499,0.00206100577082,-0.0271886895052,-0.0190753313935,-0.00933280381255,0.0139574833584,0.00276243093923,0.00462534690102,0.00487804878049,-0.00288540807914,0.000745341614907,-0.00985946420729,-0.00313595277624,-0.014678030303,0.00461446859184,0.0548639926233,0.00946185688941,0.00315964523282,-0.020725388601,0.0412969283276,0.0154916512059,-0.00183262064753,-0.014898033948,0.0162563864375,-0.0033196641281,-0.00736309249885,-0.00171232876712,-0.00257731958763,-0.0169033130494,-0.000793166564979,-0.000723541406301,-0.0149031296572,-0.0125543215838,-0.00304975922953,0.00257234726688,-0.00908795845505,0.00286931571168,0.0,-0.000120467413565,0.00230149597238,-0.00650406504065,-0.0353063343718,-0.00554323725055,-0.000305716906145,-0.00420191607373,-0.000304909035471,-0.000255819902788
2016-06-01,0.0141451414514,0.00540690420075,-0.00234610658027,0.0116279069767,-0.00421649270754,0.0222359481161,-0.00424975482316,0.00433355219961,0.000827985924239,-0.00183299389002,-0.0120425398811,0.00507637017071,-0.00440142681324,0.00109776178569,0.00053280560207,0.000178842886524,-0.000252372299616,0.00462528489074,0.00143198090692,-0.00669642857143,-0.00458871515976,-0.00667413650314,0.0,-0.00811962376397,0.00553971486762,0.000201207243461,-0.00123577235772,-0.00229979466119,0.00700047460845,-0.0107372942019,0.0028328611898,0.00120232449402,0.00928741223948,0.00287947346771,0.0195640022359,-0.0227422544496,-0.00340749649228,-0.00508259212198,-0.0209366391185,0.0165745856354,-0.00121359223301,-0.00454733360893,-0.000868917576961,-0.012153201304,-0.000370096225018,0.0163382988948,0.00977922655208,0.0406468531469,-0.0125951962507,-0.000607835552854,0.00661375661376,0.0111438872501,-0.00109619073719,-0.00866993064055,0.00117763728772,0.00502742230347,0.0137147335423,0.0197032916087,-0.00457404230989,0.00536672629696,-0.00418907090159,0.00177077608842,0.000921537651396,0.00630358043369,0.000977995110024,-0.00209306069876,0.00930083386786,-0.00884376023583,0.00702271544997,-0.000573641187437,-0.0010843373494,0.00133945656334,0.0,0.0199138858988,-0.00984764028242,-0.000101936799184,0.000281309778328,0.0,0.000102354145343
2016-06-02,0.00667070952092,-0.00441257584115,0.00179171332587,0.00217458838148,0.00159655699014,0.0036253776435,0.00495540138751,-0.00287656903766,0.00324026197863,0.00326463986941,-0.0047490897578,-0.00299468108881,0.00115236339256,0.0020712762717,7.60745530621e-05,-4.47027268663e-05,5.04872014946e-05,0.00607192900514,0.00274070543375,0.000337078651685,-0.000170735871607,0.00245218244237,-4.98554192842e-05,0.00259361322743,0.00243052742445,0.00020116676725,0.00136754363115,-0.00172882193134,-0.000353481795688,-0.00144717800289,0.00384765244496,0.00660484355194,0.00618940680287,0.0090237899918,0.0186403508772,0.00101180438449,0.00643604183427,0.00170285227756,0.0123804164322,0.0199275362319,-0.00850546780073,0.0274086378738,0.00894521058517,0.00585950654424,-0.00907071455017,0.00661938534279,-0.00161408657373,0.010079798404,-0.0148323939484,0.00237752958089,0.00262812089356,0.018152350081,-0.0224965706447,-0.0121411667867,0.0119482449081,0.0341064120055,0.00618477000387,0.0404637417595,0.0384836300976,-0.00207591933571,0.00615307339738,0.00377910520541,-0.000723398658424,0.048108243548,0.00366389838788,0.00242013552759,-0.000953288846521,0.00165234633179,0.00826517434352,0.000286985220261,0.00253286696418,0.00687941907128,-0.0294599018003,0.0248021108179,-0.0093826233815,0.000101947191355,0.0025873221216,0.000305002033347,0.00025585917511
