Dates,AC,AD,AEX,BO,BP,C,CC,CD,CGB,CL,CT,CU,DX,EBL,EBM,EBS,ED,EMD,ES,FCH,FC,FDX,FEI,FFI,FLG,FSS,FV,GC,HCM,HG,HIC,HO,JY,KC,KW,LB,LCO,LC,LGO,LH,LRC,LSU,MEM,MFX,MP,MW,NE,NG,NIY,NQ,O,OJ,PA,PL,RB,RR,RS,S,SB,SF,SI,SIN,SJB,SM,SMI,SSG,STW,SXE,TF,TU,TY,US,VX,W,YA,YB,YM,YT2,YT3
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0117827868852,,,,,,,,,,,,,,
2016-05-05,0.0,0.000402900886382,,-0.00646750846936,-0.00158609751052,-0.00796284007963,-0.00878844946504,0.000128633907898,0.00413164264276,0.0123343991132,-0.0157693532972,-0.00898866646402,,,,,0.000151263046438,-0.0017285487105,-0.00146555935515,,0.0236727589208,0.00010175010175,,0.00148514851485,0.00399135207427,0.000100633994163,0.00128990646653,-0.00164783427758,,-0.0148639378001,,0.000376449121476,-0.00304470915015,0.015037593985,-0.0109229929001,0.01137504182,,0.0185185184923,,0.00611060182199,0.0201892744479,-0.0327181208054,,,-0.00766351808947,-0.0170979667283,0.0010202594374,-0.0303596458415,0.009754562618,-0.00220430419398,-0.0128205128205,-0.0101229211858,0.00712549250045,0.00776809397499,0.0032288410315,-0.00611620795107,-0.00358923230309,-0.0210348162476,-0.0486486486486,-0.0133638793433,0.00150280330617,,,-0.023768115942,,,,,,0.000428602001877,0.0022759942316,0.00627376424074,-0.00888888848009,-0.016976127321,,,-0.000398157101416,,
2016-05-06,0.0113712373416,-0.0131561283394,0.000349895044288,0.0247985120893,-0.00393700787402,0.0100334448161,-0.0265991133651,-0.00565916398714,0.000780363231397,0.00767148024602,0.000647353940767,-8.76347384103e-05,0.0010983152058,0.00195718654434,0.000609198903442,0.000178850883076,-0.000100826779593,0.0048483169414,0.00428082191781,-0.00198412698464,0.00102023465397,0.00483263811171,0.0,0.00304827813478,0.0044724200906,0.000402495471926,-0.000901771301087,0.0170557258545,-0.0159302325581,0.0,-0.0152336817198,0.00647248832684,0.00107158165452,0.0246913580247,0.00165654334622,0.00529275554085,0.00799822270479,0.00919540226509,0.00374765773557,-0.0127543273925,0.0197897340754,-0.00607111882047,0.00100137689323,0.00462619423122,0.00341235632184,0.00611189468735,-0.00640652300524,0.0120423898937,0.00218136491119,0.00651124934597,0.0025974025974,0.027027027027,0.0108207091706,0.0200225606317,0.00321845584477,0.00307692307692,0.0216129677807,0.0222277105458,-0.00631313131313,-0.0030959752322,0.0115426790558,-0.00186783460009,0.000922387666359,0.0178147268409,-0.00505443234837,-0.0119431891678,-0.00674308833623,0.00346020761246,0.00851063829787,-0.000285612253934,-0.00155372298692,-0.00226714525766,-0.0597907323667,0.00107933081489,-0.00341815419673,0.000815660685155,0.00551951746899,0.00122050447518,0.00102443272038
2016-05-09,-0.0105820139849,-0.00557747245273,0.000582954395467,-0.00695704779189,-0.00055474655017,-0.0225165562914,0.00162654521922,-0.0023282887078,0.00290635851758,-0.0273175101241,-0.0080866893094,-0.000920245398773,0.00247116091305,0.00140397997802,0.000304414003044,4.47047252894e-05,0.000252092366643,-0.000344637441412,0.000730727073438,0.00514559700599,0.0249702734839,0.0106819217334,4.9855419284e-05,-0.00213552361396,0.000164907655256,0.000100583383625,0.00141834826045,-0.0211746522395,-0.0010634526772,-0.022051996286,0.00370463078868,-0.0381365376726,-0.0124170413188,0.0156626506024,-0.01598676957,0.0329055610398,-0.038351333534,0.0213294678796,-0.0472930927267,-0.0138418947924,-0.00848999393572,0.00938045375218,-0.0137551581843,-0.00600136184753,-0.0157508501879,-0.0088785046729,-0.00835287221571,-0.00142789407747,0.0121268656716,0.00173280194074,-0.0181347150259,0.00320056899004,-0.0380434782532,-0.0352962860566,-0.0357572543926,-0.0170902716915,0.0109696376102,-0.00797294032375,0.00889453621347,0.000873447204969,-0.0249900154048,0.0201974575729,-0.000592417061611,-0.00904317386231,0.0144587729582,0.0122508984229,0.00237610320344,0.00551724137931,0.00116707065266,0.000499964240298,0.00203495336387,0.0026510130526,-0.0158982511726,-0.0156334231806,0.0123856707317,0.000203748981255,-0.00141474732613,0.000101584721658,-0.000307015299596
2016-05-10,0.0207219289368,0.00533515731874,0.0109531577926,0.018580566555,0.00159578158607,0.0325203252033,0.0071451770065,0.00298197847789,0.000141362775952,0.0280847145995,-0.00701125061145,-0.00166673976929,0.00161504542315,0.00128009753124,7.60803408399e-05,-8.94054537326e-05,-0.000100811532839,0.0111011514859,0.0113179992698,0.00709714950583,-0.00348027842227,0.00550991785213,0.0,0.0059264136966,0.0010717229425,0.0,-6.43790259586e-05,-0.00142112742777,0.000354861605071,-0.00664609541894,0.00404010175043,0.039804082558,-0.00753305874702,0.0181890075129,0.00448179271709,0.0242115323351,0.0433188173477,-0.000202757545347,0.0313520574771,0.00810979422711,0.0152905198777,0.00540306894316,0.0200329656397,0.0122377419393,0.0067284960902,0.00660066006601,-0.00339884734742,0.0285986679745,0.0310291858679,0.0129735339907,0.0131926121372,0.0152428216944,0.0138674884313,0.00238823079862,0.0298052314727,0.016495764601,0.0313892656462,0.0560155869459,0.0088161209068,-0.00494521477747,0.000175551524372,0.0018342821,6.58631364026e-05,0.0588754783633,0.0146379044684,-0.011457156705,0.00372502538339,0.00857338820302,0.00995337159254,-0.0002141633147,-0.000119460083939,0.000566572230813,-0.0613893378928,0.0104052573932,0.00395256916996,-0.000203707476064,0.0117307038422,-0.00010157440325,0.000204739724625
2016-05-11,0.00130975729498,0.00258538576677,-0.00357307515768,-0.00239234449761,0.00124688279302,-0.00918635170604,-0.00999677523442,0.00672182006205,0.00183745585498,0.0351545006088,-0.00492610837438,0.00492069768464,-0.00506009526133,-0.000487032752953,7.60745530621e-05,0.0,-5.04108484145e-05,-0.0105019094381,-0.00938628158845,-0.00496765249693,-0.0069848661234,-0.00582843479127,0.0,0.00310940184928,0.000823519741028,0.0,6.43831708844e-05,0.00845983554366,-0.00520279058788,0.005256869773,-0.0115250869348,0.0442616876274,0.00764484246164,0.00776699029126,-0.0133853876185,-0.000933125972006,0.0456942002226,-0.00365037519854,0.0487650411727,0.0250618811689,0.0066265060241,0.0313843508169,-0.00223741454319,-0.0111836294611,0.00343208092486,-0.0121779859485,0.0109727164887,0.0069508799602,-0.0208581644815,-0.00922131147541,-0.01953125,0.0164106145251,0.0267646065535,0.0160106737825,0.0644813843812,0.00789473684211,-0.0283674619575,-0.00530442804428,0.0468164794007,0.00477489768076,0.0132810671659,-0.0059347181014,0.000329293993677,0.00639421740339,-0.00101240192356,-0.00522363694728,-0.00236167342691,-0.00578034682081,-0.0142058066235,-0.000142806126967,0.000955794544772,0.00377500941023,0.0496350364964,-0.00487804878049,0.00487439070116,0.0,-0.0108665210329,-0.000101584721658,0.0
2016-05-12,0.00850228976394,-0.00651465798046,-0.00844418739227,-0.0236810551559,0.0,0.0304635761589,-0.0162866449507,0.00141242937853,-0.00239841990723,0.0101665585146,0.00214521452145,-0.00454684562585,0.00360379571383,-0.00219271531246,-0.000456412596988,0.0,-0.000201653559185,-0.000413507925568,0.00036443148688,-0.00534076396008,-0.0135655669067,-0.0117753169314,-4.98529338451e-05,-0.00978872664981,-0.000905126325733,-0.000201146535251,-0.00180261380173,-0.00337122697071,0.000950909306281,-0.0137865462325,-0.00477434918062,-0.00193313413033,-0.00612366552864,0.00231213872832,0.0169587337479,0.00280199252802,0.0100840337938,-0.00203541625442,-0.00724637682922,0.00211288856559,0.00418910831837,0.00896206752814,-0.00336364768905,-0.000684407117586,0.0012601260126,0.00521574205785,-0.000880023467292,-0.000869187309865,0.0124771758977,-0.00384924738596,0.0185922974768,0.00961868773617,-0.0187484581754,-0.0113497795704,0.00113816195696,0.0282854656223,-0.0206883217324,-0.00579642939949,0.0125223613596,0.00019396760741,-0.0124718517235,0.00641473483729,0.000592534070709,0.00662983425414,-0.0050671395997,0.0105021332585,-0.00439634763887,-0.00752393980848,-0.00495361613978,-0.000642719447147,-0.00238720460827,-0.00451297480646,-0.0278164116829,0.0196078431373,0.00167910447761,0.000101874490628,0.00050965513336,0.000203190084324,5.11744537126e-05
2016-05-13,0.0012970164649,-0.00765027322404,0.00618292113944,-0.00214921707092,-0.0059499100595,0.00449871465296,-0.0175496688758,-0.00884728811386,0.00417196999706,-0.0115911485775,-0.00181129589988,-0.00597303351047,0.00494008159102,0.00225857648639,0.000152207001522,0.0,0.000100847115773,-0.00827357970215,-0.00740740740741,0.00688689155978,-0.00679117147708,0.00856911063787,0.0,0.00584891671472,0.00230604518225,0.00010059350166,0.00135440183541,0.00117998741871,-0.0152000949997,-0.000241021932996,-0.0100489824777,0.00652798059025,0.00458015267176,0.000384467512495,0.0138966092273,-0.00496740142813,-0.00519966723203,0.00693452991995,0.0188564476964,-0.0126506024409,0.00119189511323,-0.0123941334435,-0.017875,0.00725504080151,-0.0134843581446,0.0103773584906,-0.00704638872578,-0.0239234449761,-0.014727983168,-0.00247995847511,0.0182529335072,-0.0108880571623,-0.00712310400042,-0.00180265654649,0.00309480144233,-0.011002962336,0.0183613030602,-0.00652985074627,-0.0141342756184,-0.00446038979928,0.00169560895749,-0.0118010854484,-0.000197394393999,-0.00384193194292,0.00636618283677,-0.00779473856892,-0.00509510868841,0.0079255685734,-0.00434467776973,0.000142918379892,0.00287150040421,0.00774461659186,0.0343347639485,0.0144230769231,-0.00707766809462,0.0,-0.00979171383292,0.0,0.000204687340088
2016-05-16,0.0155440432002,0.00220264317181,0.00231884057959,0.00892307692308,0.00160077951002,0.0083173384517,-0.0134816312777,0.00297542043984,-0.00330962603427,0.0324093816631,0.00610359617288,0.000927848716476,-0.000454579091476,-0.00164443632377,-0.000380459595191,-4.47067238913e-05,-0.000252092366643,0.00959399332592,0.00942011255199,-0.0017389288192,0.0100854700855,,-4.98554192842e-05,0.0025389025389,-0.00156121613872,0.000100583383625,-0.00225428313192,0.00117859668161,0.00373809236615,0.00723240115718,0.0108141195677,0.0250743731407,-0.00325662179766,0.0269023827825,-0.00548245614035,0.0234009360374,0.0238344135313,0.00631711939356,0.0274626865668,0.0131177547873,0.00357142857143,0.00543819284668,0.0127275041364,4.60978202228e-05,-0.00109349371241,0.00326797385621,0.00236546422235,-0.0298573975045,0.0134228187919,0.0118524514339,0.0089628681178,-0.0127278981768,-0.00236326805959,0.00133067198935,0.0110303334169,0.0209670517758,0.000193873594416,-0.000469483568075,0.0089605734767,-0.00311678192266,0.0012841466262,0.00638610383884,-6.58111220796e-05,-0.00495867768595,,-0.00278232406383,0.00512120176804,-0.00136752136752,0.0123636363636,-0.000714489785736,-0.00345979483048,-0.00693533272181,-0.0359612724758,0.0,0.00281373100732,0.0,0.00965990282938,0.000203148806501,0.000460452266448
2016-05-17,0.0159438758548,0.00480769230769,-0.00335454018838,-0.000304971027752,0.00458619970815,0.00761421319797,-0.00956610864217,-0.00128982329421,0.000635862622254,0.0117719950434,0.019839317921,-8.82846296459e-05,-0.000200951877314,0.00140312347487,0.000380604399787,0.0,-0.000353018306521,-0.0112243492632,-0.00933220215731,-0.00197421902269,0.00710780165849,-0.00744055100297,-4.98579049708e-05,0.00155216077118,0.00230433714118,-0.000100573267625,-0.00103285775956,0.00211897661279,0.00961076405567,0.0,0.00656035526846,0.0176202321725,-0.00125245044653,-0.00673652694611,0.00937155457552,-0.0128048780488,0.00633040632798,0.00272023435865,0.0156885531761,0.000299760191846,0.00771055753262,-0.00166423965051,-0.00427296719869,0.000103715312717,-0.00711548987411,0.00372266170312,0.00324483775811,0.00367478180983,-0.00331125827815,-0.0127421290212,-0.00253807106599,0.0198606271777,-0.010829103225,0.000949216896061,0.0161790230598,0.0150880134116,0.00174452413258,0.0147956787224,-0.00414446417999,-0.00205178309722,0.00559636236446,0.00374389237913,-0.000263261813874,0.0218715393134,-0.00202429149798,0.013129821114,0.00849184783698,-0.00513522766176,-0.0166127873563,-0.0006435006734,-0.000838022264677,0.00113250281698,0.0329985652798,0.0147446024223,0.00972689861579,-0.000407456453092,-0.0099071557971,-0.000710876409059,-0.000715929429813
