,AC,AD,AEX,BO,BP,C,CC,CD,CGB,CL,CT,CU,DX,EBL,EBM,EBS,ED,EMD,ES,FCH,FC,FDX,FEI,FFI,FLG,FSS,FV,GC,HCM,HG,HIC,HO,JY,KC,KW,LB,LCO,LC,LGO,LH,LRC,LSU,MEM,MFX,MP,MW,NE,NG,NIY,NQ,O,OJ,PA,PL,RB,RR,RS,S,SB,SF,SI,SIN,SJB,SM,SMI,SSG,STW,SXE,TF,TU,TY,US,VX,W,YA,YB,YM,YT2,YT3
FEI,-0.0864644397411,-0.0546465737056,0.580786342679,-0.173050656373,-0.0434106311026,0.0188110370022,0.131026535727,0.224365262619,0.233208536764,-0.293358816619,0.414600823324,0.147531132771,-0.13900447264,0.0904162332764,0.3073138071,0.551626710669,0.487660900991,0.266683816837,0.246225685405,0.635639849647,0.295504060979,0.68743547228,1.0,0.462427422986,-0.0224837148425,0.180610233812,0.27835818638,-0.251530403937,-0.040531250633,0.037179456781,0.00906443708991,-0.269229436351,-0.0702507082867,0.13487828852,0.199635843285,0.386741074854,-0.241552638304,0.171648060542,-0.0369712668859,-0.0762439228909,0.0586030481872,0.041537587703,0.101493358429,0.224752167621,0.104305090552,0.28024323958,-0.312539633389,-0.316029111056,0.101453429967,0.382650595253,0.084368676293,-0.355759419467,0.20703122921,0.0666095905462,-0.226757151666,-0.518590352336,-0.0568890410574,-0.176705719594,0.0355337133622,0.236547159626,0.14073382743,0.321423232833,0.555018485788,-0.0442967943897,0.675370037438,0.10371630429,0.0544955842854,0.58981674885,0.313765839337,0.350865888783,0.227251635341,0.0732805066104,-0.204754251596,0.210076387367,0.18161598227,0.253724341303,0.199137944397,0.260200716709,0.290317549922
FFI,0.391572774703,-0.0546311888307,0.8584872807,0.105698582163,0.173218380484,0.209635718682,0.0643491984706,0.161559751664,-0.119232087327,0.224598306518,0.508174058206,-0.057036616001,-0.00684472354234,0.172038462496,0.0940647401602,0.127670404223,0.10242070976,0.40883513917,0.378309927853,0.800276419974,0.054720893045,0.807897671291,0.462427422986,1.0,-0.174817260179,0.0254421407203,-0.0266027234347,0.143486061621,0.0730521066102,0.491581337993,0.210956872592,0.360870217203,-0.112257724338,0.407795475342,0.159342881714,0.372815954203,0.261952030784,-0.0177954579729,0.650906500051,-0.0184779196234,0.431802044684,0.161373527642,0.476883638964,0.740054461486,0.240299186465,0.12281543005,-0.172382679209,-0.409422211589,0.231404450094,0.547603640239,0.297041669109,-0.271305841352,0.234275155018,0.478787533162,0.271831534661,-0.0268633058412,0.150733890653,0.186777882344,0.148003660421,-0.129884420422,0.577185160202,0.0716891141738,0.425067610418,0.314649419802,0.628107089715,0.0947471045723,0.0768447559038,0.825365234982,0.506735232798,-0.0467141446502,-0.0432827377308,-0.138735855171,-0.264188597713,0.188695054482,0.0942483813882,0.0496629765385,0.379031871046,0.207328223716,0.408361245879
FLG,-0.0280882947357,0.277502989975,-0.210237123073,0.406350744939,-0.360843700069,0.0724909886852,-0.435953737257,0.172394296938,0.627136939514,0.0578887766092,-0.229325939147,0.328027183529,-0.523423728334,0.724029838259,0.799303952848,0.572623502527,0.421003827895,-0.188878545234,-0.215726648648,-0.299429288844,0.122066682375,-0.20679368661,-0.0224837148425,-0.174817260179,1.0,0.698779614462,0.537955706252,0.318687390577,0.101137805773,-0.103799623537,-0.0253083346523,-0.0258636000957,0.534677544844,0.27622453393,0.330965934923,0.0117126304672,0.0963685024603,0.215322510334,-0.198000128884,0.364620691924,0.361566276968,-0.122469885575,0.0165588144286,-0.300882338256,-0.0932047098818,0.358143376719,0.315692635809,0.288538381378,-0.381237150573,-0.312504371424,0.153922842512,0.283801025332,0.239838760934,0.26840105985,-0.0113617551502,0.00799061775984,0.208075456524,0.2897819771,-0.174673572113,0.117491408733,0.318386367662,0.0594776437015,0.111575826534,0.0708511894241,-0.280034007588,-0.167584184522,0.0213212079706,-0.277904925847,-0.246087280883,0.469077700322,0.573775245572,0.652402231146,0.102766121572,0.274531596967,-0.0219415975289,0.202894060508,-0.170587424281,0.142611186328,0.070059907059
FSS,-0.0352348614389,-0.00170231210294,-0.0618509849304,0.519498721964,-0.513593753982,0.0192188602298,-0.201958724888,0.0303679651936,0.47628963234,-0.112068782997,-0.189458543584,0.397529242436,-0.401782843718,0.505503550825,0.569047228669,0.606006989504,0.42747101615,0.0351211850044,-0.000390245125229,-0.224119684305,0.228418001142,0.0604501118321,0.180610233812,0.0254421407203,0.698779614462,1.0,0.414055803815,0.451445367899,-0.124819321388,0.000509637603348,-0.0759465055959,-0.148878421601,0.479495557779,0.501074945684,0.211153249006,0.187069437324,-0.0807456272061,0.333355398187,-0.115998551027,0.185375856195,0.255237971021,-0.000487771429359,0.0880490159292,-0.251416608381,-0.104319455721,0.375482578488,0.0099726924437,0.110467596196,-0.327802799958,0.00698315442016,0.193838518124,0.120872734225,0.32809368631,0.323398972038,-0.127788099881,-0.0202713566671,0.341465192573,0.226085013884,-0.0143091703621,0.13035564628,0.423462061012,0.103978342131,0.283402033953,-0.010859390983,-0.0708767078969,-0.161473603913,0.139673656585,-0.124700785982,0.0974969635626,0.389378615159,0.404416756823,0.394563011123,-0.120578527546,0.172438321569,-0.101138334069,0.556609965499,0.0471015003752,0.576705199946,0.562218945307
FV,-0.628656846662,0.261086819909,-0.0696563208082,-0.0820776211575,-0.453057147721,-0.373921467044,-0.0748311025214,-0.0636666730822,0.854723481346,-0.234659224635,-0.11516694754,0.14755157423,-0.196261458979,0.636438673084,0.517595903653,0.160565666781,0.901809554781,-0.0884794200616,-0.152963252007,0.0278487927965,0.181093029085,0.00708187634551,0.27835818638,-0.0266027234347,0.537955706252,0.414055803815,1.0,-0.206351241261,0.134925346677,-0.147372157759,0.147236702475,-0.301607369734,0.270864999974,0.033790839786,-0.00136816452903,0.171646090893,-0.14911167124,0.214095332869,-0.241538913232,0.203923805227,0.0783242697346,0.0685129531424,-0.0130690956118,-0.258301733608,-0.213598337402,0.0144160317699,0.0672686724644,0.150119363431,-0.292972610433,-0.139597024359,-0.0742920647469,0.102662227647,0.0179527912322,-0.0727353512806,-0.235871418239,-0.312707356087,-0.0780822383004,-0.033173070698,0.0122118600733,0.0474521786901,-0.0685074726041,0.100939452879,-0.054926660935,-0.00454882385205,0.0791718968834,-0.0403363972143,-0.0275697226258,-0.0565525522679,-0.188708451233,0.966523422897,0.989140541261,0.932521133247,0.0588622094006,-0.0107558976611,0.171958835532,0.0530295644488,-0.21189760146,-0.0793357859948,-0.1341088281
GC,0.409253883653,-0.00290665311387,-0.168801895792,0.448260579058,-0.308569729126,0.334715301789,-0.255536228068,0.0582090955087,-0.00981815678888,0.413791835603,-0.0112296833798,0.283511661751,-0.300862874122,0.0527978098761,0.1338256941,0.244733477638,-0.247456928341,-0.272765226906,-0.284209027515,-0.356468453878,-0.133539132912,-0.224007578579,-0.251530403937,0.143486061621,0.318687390577,0.451445367899,-0.206351241261,1.0,-0.200973587695,0.298786271582,-0.297470988477,0.530561859857,0.433167977754,0.381611473668,0.182361900414,-0.140375330296,0.46949208387,0.0722615749232,0.560709480412,0.196633612718,0.519514582182,0.0644232713556,0.120141278473,-0.0864752172239,0.27953953482,0.236983062642,0.244411032834,0.0756509920645,-0.264633930076,-0.238423595368,0.259168928218,0.308558504211,0.699744673448,0.833607504122,0.524146630936,0.3867600851,0.0957649627495,0.209549823573,0.101123366064,0.0144800211565,0.757703088794,-0.299987681732,0.359618858003,0.119135352235,-0.444032086451,-0.162960105812,0.086820546596,-0.244964678007,-0.195881654822,-0.294339980261,-0.167439161442,-0.0817871098376,0.170017018127,0.169070635425,-0.121078523429,0.242235819015,-0.179340898355,0.348811397618,0.513863984318
HCM,0.0672561511628,0.704486563557,0.135071985781,0.135727904109,-0.0323977963189,0.209313804225,0.237070396997,0.511609465963,-0.107231463125,0.186996916341,0.148920406943,0.433141099266,-0.423796285293,0.235165020909,0.325297446276,0.155761740302,0.171500622685,0.272888693492,0.228863259438,0.137970349377,0.115829827319,0.000829006620708,-0.040531250633,0.0730521066102,0.101137805773,-0.124819321388,0.134925346677,-0.200973587695,1.0,0.286976225274,0.924679176535,0.0107643041306,-0.0280184101628,0.0382570689281,0.0892265355549,0.0343438242474,0.122385487393,-0.0537901128135,-0.0886508861646,0.359972538217,0.114154504889,0.368440059144,0.503474148815,0.112053028899,0.307233120078,-0.0261440164237,0.591839570467,0.359462071771,0.193364033501,0.0952510655847,0.168071486455,0.166096452467,-0.0550320346117,-0.0981602295546,-0.153235247364,-0.117298308253,-0.141773010871,0.228627562024,0.32204478456,0.451867992789,-0.00457290101964,0.594812816819,0.101321539154,0.232135620359,0.0377867700459,0.586441488012,0.568967861458,0.0487376717439,0.11252871124,0.167074994868,0.112096907394,0.0462465315508,-0.0907465819922,0.022622384624,0.491780829454,-0.469893864641,0.228651480105,-0.433474428809,-0.372101857596
HG,0.356117535789,0.129952174512,0.479112685958,0.350091623359,0.311425613576,0.260495700896,-0.03170515807,0.350947611528,-0.317221280562,0.486206048747,0.445079843002,0.234120719344,-0.310116919082,0.0863682410994,0.170585012249,0.143404071092,-0.0783237600706,0.196842784564,0.202182144604,0.335946267557,-0.19800904235,0.329366589943,0.037179456781,0.491581337993,-0.103799623537,0.000509637603348,-0.147372157759,0.298786271582,0.286976225274,1.0,0.311368451864,0.535195755733,0.3261181348,-0.0218637541253,0.207389457219,0.00219548085032,0.522507195452,-0.246686793196,0.571679115931,0.227360084712,0.0227915032712,0.335963263028,0.445415661583,0.493487833414,0.391034808885,0.148046763009,0.211902216847,-0.146257226078,-0.154336251456,0.26475113058,0.298409346625,-0.129778741809,0.189683301228,0.3365447191,0.393088298337,-0.174506263783,-0.11985570086,0.24182152781,0.384490282849,0.217708685635,0.497120619681,0.125532019464,0.125054154447,0.267147225343,0.0734282399945,-0.0190189028252,0.213090435643,0.391511648678,0.163233145558,-0.112989209614,-0.156860653852,-0.202745851489,-0.0191733741273,0.247133300275,0.141502176274,-0.00644054676394,0.233854379697,0.0200042768057,0.187940849792
HIC,0.0711928021578,0.591173647669,0.316634825416,0.197334179364,-0.0157249037368,0.153662762043,0.315889664108,0.367678353884,-0.147035695915,0.103064530853,0.150561014677,0.262946038183,-0.223792883534,0.270768214854,0.242293739758,0.0580259722171,0.211586940569,0.436094956305,0.403570323564,0.301162155365,0.293783323682,0.2218804642,0.00906443708991,0.210956872592,-0.0253083346523,-0.0759465055959,0.147236702475,-0.297470988477,0.924679176535,0.311368451864,1.0,-0.0376192564153,-0.188261750147,0.124215948267,0.042393899031,0.201935500999,0.0334048142491,0.0917629411149,-0.0741422323599,0.242733798586,0.070280588972,0.338291245414,0.551869376243,0.270482005068,0.222632357582,-0.029814951405,0.355026802535,0.227789093543,0.339442300409,0.315287020824,0.208329934196,0.0420059424533,-0.138817189277,-0.177899961931,-0.271686502758,-0.170710915928,0.0479720102144,0.284613646214,0.284823322766,0.197155359984,-0.0409821521352,0.631120787541,0.0471872907428,0.260395392462,0.248663995639,0.553796107371,0.512097806689,0.229914082933,0.326899243772,0.197936489523,0.100162764877,-0.00223156667372,-0.250774148309,-0.0111700080762,0.471297628495,-0.423080209837,0.382548008591,-0.347539050635,-0.270140917303
HO,0.603437786329,0.316724084741,0.217049530441,0.313817645738,0.299481711205,0.374727364385,-0.19999572869,0.391025196541,-0.27178321365,0.868405201697,0.0913788688725,0.200871678464,-0.318335712334,-0.0887681094147,-0.106997147381,-0.236963124933,-0.379819632701,0.0159097615163,0.0623177506958,0.0299648006618,-0.246342016332,-0.0202049310425,-0.269229436351,0.360870217203,-0.0258636000957,-0.148878421601,-0.301607369734,0.530561859857,0.0107643041306,0.535195755733,-0.0376192564153,1.0,0.188641478547,0.194601238515,0.102759262256,0.0371316498664,0.932123186363,-0.251447283488,0.846458624243,0.450092530403,0.367863753793,0.297683822664,0.475480950383,0.257228343179,0.521954273144,0.104847460759,0.382650864279,0.0162241609923,0.0330743205858,0.0667309679189,0.176667353217,0.14554410725,0.506230953578,0.617445510409,0.876561767643,0.394336974789,0.0104968463273,0.437858114016,0.328657558747,-0.0149082422425,0.577199623837,-0.287955422818,0.0687063527738,0.463614489722,-0.0316998889786,-0.326926051004,-0.0815143863667,0.0750376755995,-0.0431214243314,-0.370348943966,-0.261032973074,-0.185724574268,0.0732194390116,0.206410927134,0.0366483871348,-0.246480567119,0.115421236872,-0.115427304552,0.135055566948
JY,0.00472812611399,0.230475398313,-0.228469924234,0.137524474081,-0.230076362821,0.116020000794,-0.141472715873,0.193601822541,0.35320694531,0.0804346690625,-0.118977179056,0.453750058151,-0.618505202858,0.169037361378,0.273899532822,0.335937832271,0.0996344861522,-0.293956854542,-0.397028522645,-0.391028441807,-0.431455488697,-0.33279179698,-0.0702507082867,-0.112257724338,0.534677544844,0.479495557779,0.270864999974,0.433167977754,-0.0280184101628,0.3261181348,-0.188261750147,0.188641478547,1.0,-0.172853016957,0.355735199715,-0.479351266848,0.183677734227,-0.389646591771,0.12886150981,0.357392835334,-0.112683641715,0.0699194678622,-0.075719821694,-0.342557602092,-0.0180337648719,0.290322781132,0.46914959059,0.13027522642,-0.868274529559,-0.408678100703,0.165100374863,-0.014694298783,0.225129604812,0.264942812176,0.356824740479,-0.036060855345,-0.116317371624,0.0634970323319,0.123871385945,0.415871393206,0.40868031941,-0.318865179499,0.117312008755,0.0154217103943,-0.286055264411,-0.196122772762,0.28123099848,-0.356531413727,-0.314065882848,0.168859356577,0.351439129365,0.443451595092,0.449680845359,0.312045528574,-0.329734353679,0.0707634721146,-0.346400417649,0.0250088404385,0.173286073219
KC,0.336739109438,0.0433401895523,0.27265579859,0.444027536503,-0.244070468895,0.256858333549,-0.186756469413,0.300589796977,0.0391389169433,0.325679146038,0.0830388581616,0.166586135775,-0.170382557315,0.259724845876,0.277044226342,0.360827126315,0.198911330719,0.281975190361,0.313031969144,0.153294565619,0.422470909893,0.356448502627,0.13487828852,0.407795475342,0.27622453393,0.501074945684,0.033790839786,0.381611473668,0.0382570689281,-0.0218637541253,0.124215948267,0.194601238515,-0.172853016957,1.0,0.140402345602,0.724569184114,0.276928922627,0.552337309534,0.330941475819,0.35812500903,0.698615935363,0.211393718456,0.42298751109,0.138419570996,0.148517819875,0.274412126172,-0.0149428659287,-0.139979751845,0.322243324381,0.314549258102,0.373038626453,0.0370814090148,0.439860917571,0.497800518163,0.137868098438,0.417132717435,0.157724145517,0.269669113047,0.142981181229,-0.0354887784866,0.563085011209,0.346203437965,0.501397323498,0.0549417140255,0.227792384697,0.108576336408,-0.0722244582287,0.210260642676,0.350131236968,0.00814375030439,0.0202723801719,-0.0313934757153,-0.375993059735,0.22134239639,0.199707183622,0.30462267811,0.337492171551,0.504687253348,0.573791050974
KW,0.55315593794,0.00980032376774,0.287273237003,-0.00361457419327,0.0931581786726,0.731886543427,-0.254886704349,0.352127722479,0.0226493575319,0.0508168416853,0.382829045417,0.145322396783,-0.229420063198,0.150039731633,0.246130671247,0.515280222939,0.0102006809593,0.093198796818,0.0846261619103,0.197290219079,-0.0896559870207,0.185615775028,0.199635843285,0.159342881714,0.330965934923,0.211153249006,-0.00136816452903,0.182361900414,0.0892265355549,0.207389457219,0.042393899031,0.102759262256,0.355735199715,0.140402345602,1.0,0.110764877462,0.139903521049,-0.0465269091779,0.113766547224,0.280152245646,0.0311481785603,0.223358924073,0.211353339619,0.285412659777,0.0838583022234,0.889634811553,-0.0756752692639,-0.156345552237,-0.17376735921,0.0100965337511,0.761586947267,-0.102076883376,0.0590038616342,0.130712784882,0.0449995473127,0.192002086611,0.1131214927,0.42257651854,0.221179871637,0.265156645105,0.479359611872,0.235074515105,0.457262356798,0.438840426387,0.199618055604,0.211485448307,0.0481248273577,0.201378021763,0.0450961071675,-0.0549302467884,0.0304546264069,0.0188005964757,-0.103073249675,0.956200848632,-0.0724531584699,0.0877400303826,0.141396614522,0.211991108178,0.283605087517
LB,0.15962531919,-0.0350370481678,0.46040329114,0.165333111616,0.14831643436,0.123896322493,-0.162608456047,0.372640876105,0.0166969817068,0.25791584254,0.22207015752,-0.0597647268804,0.0246224515361,0.144365692156,0.170985697534,0.202748415196,0.401422678446,0.347405651031,0.467286954285,0.444840512027,0.602760284906,0.571938830286,0.386741074854,0.372815954203,0.0117126304672,0.187069437324,0.171646090893,-0.140375330296,0.0343438242474,0.00219548085032,0.201935500999,0.0371316498664,-0.479351266848,0.724569184114,0.110764877462,1.0,0.191913282802,0.599817714418,0.125640282569,0.238534811601,0.363475641166,0.264738514867,0.383041598974,0.318274696625,0.0592900185387,0.204697836967,-0.344154632854,-0.379943187172,0.543263220048,0.445724684416,0.262460390429,-0.207314567094,0.12037054509,0.0778853482137,-0.0573624360444,0.0597720206108,0.0283174976333,0.184642914649,0.18905186113,-0.136564944352,0.231176915264,0.617576519856,0.263507315084,0.0960244227208,0.569207326234,0.143016865885,-0.226397058252,0.463868418894,0.325487191288,0.242897112556,0.110811012532,-0.0433942049845,-0.497071579817,0.245881804023,0.506678937141,0.281095978832,0.465386454294,0.349865586504,0.291054449077
LCO,0.526629599466,0.362417124175,0.169550680449,0.305814149866,0.277899863212,0.432187256395,-0.291059852618,0.561086076165,-0.209783748901,0.954371791858,0.0406162554143,0.27648846682,-0.415839519986,-0.0528174992347,-0.0155516666478,-0.136617654961,-0.181368262309,0.0991932273033,0.168161817497,-0.00421794758715,-0.253561473016,-0.0656027376551,-0.241552638304,0.261952030784,0.0963685024603,-0.0807456272061,-0.14911167124,0.46949208387,0.122385487393,0.522507195452,0.0334048142491,0.932123186363,0.183677734227,0.276928922627,0.139903521049,0.191913282802,1.0,-0.232980737145,0.721166255121,0.573158062092,0.468135924169,0.434959100099,0.587481324707,0.221621882033,0.6220385717,0.119173145058,0.434284808282,0.0594036595805,0.102928682378,0.0946724532483,0.240076887686,0.173227429724,0.489788924669,0.590777498294,0.814598283927,0.366326304052,-0.104778693357,0.485552838934,0.47094529085,0.0645246851146,0.535168583494,-0.105838855518,0.0967819762077,0.508692648982,-0.0609742271094,-0.2926755939,-0.0817913241717,0.0420923779904,-0.0412191247977,-0.184132738244,-0.126004565872,-0.0925937629451,-0.0736504213205,0.246349550197,0.1665526408,-0.114202508065,0.237516455378,-0.0175447800699,0.158308013637
LC,-0.165060831792,-0.0791684770864,-0.0105009373732,0.24376054731,-0.278736411152,-0.211646528798,-0.0677259233741,-0.0875399467645,0.358752260487,-0.133117731245,-0.0248106044296,-0.144592152439,0.194424806671,0.345222625606,0.343454921539,0.26028777106,0.36287368503,-0.128205484068,-0.0691468489287,0.0505795944919,0.883905440828,0.191433806018,0.171648060542,-0.0177954579729,0.215322510334,0.333355398187,0.214095332869,0.0722615749232,-0.0537901128135,-0.246686793196,0.0917629411149,-0.251447283488,-0.389646591771,0.552337309534,-0.0465269091779,0.599817714418,-0.232980737145,1.0,-0.121854385429,0.120714774728,0.289848003163,0.00766228414392,-0.105474428218,-0.0891619385795,-0.261531169462,0.0752546211413,-0.276935129679,-0.126671094859,0.257308067921,-0.0156552316086,-0.0384738941195,0.126245593356,0.276983002124,0.0842960188348,-0.33102890708,0.00377091562804,0.0556820525915,-0.0552705164523,-0.0648662659258,-0.29059085928,0.139507365202,0.495724121326,0.141160874443,-0.243189191303,0.012902081237,0.227599336965,-0.274320627695,0.0406924364182,-0.00441352959646,0.271057341375,0.16844611189,0.120936980521,-0.0893752841982,0.0077024181358,0.338737280922,0.172716234386,-0.095662840999,0.206246136049,0.0779623726949
LGO,0.516948504483,0.150608546869,0.389271693384,0.143761830865,0.1393899883,0.299323603814,-0.024367537332,0.221997981324,-0.193535329479,0.675275759672,0.363105856456,0.0308051042191,-0.126750011376,-0.130635322858,-0.185279242742,-0.190086919818,-0.251384973017,0.0533200424398,0.0475932367524,0.257724583165,-0.171930058585,0.221478724487,-0.0369712668859,0.650906500051,-0.198000128884,-0.115998551027,-0.241538913232,0.560709480412,-0.0886508861646,0.571679115931,-0.0741422323599,0.846458624243,0.12886150981,0.330941475819,0.113766547224,0.125640282569,0.721166255121,-0.121854385429,1.0,0.352021318206,0.505797296879,0.276508529043,0.445439215189,0.369213310093,0.40252479762,0.10423564965,0.170512155741,-0.28362667799,0.0249980821746,0.175206701714,0.247791916705,-0.060757445974,0.610947554542,0.765619750645,0.79218088207,0.403666886148,-0.130286639115,0.196952892932,0.32747974643,-0.183805560165,0.725938294773,-0.297619809397,0.306132109263,0.288815034738,0.122954969166,-0.172815090705,-0.0612872082654,0.2747037403,0.0993016648847,-0.327540621919,-0.206760647688,-0.173992387625,0.053455717205,0.223759127248,-0.0592674567176,-0.194711129317,0.0762363029987,0.0087026432394,0.348349277571
LH,0.180308545162,0.612046076733,-0.0452038118487,0.213435172733,-0.00949030915803,0.170643433496,-0.0764116924582,0.635955995036,0.22719123274,0.601834966226,0.0696208605507,0.436716559591,-0.620796053402,0.155995586611,0.291382832439,0.153019619194,0.19185129383,0.0791494835443,0.062427828977,-0.138122602848,0.128815724684,-0.170886566675,-0.0762439228909,-0.0184779196234,0.364620691924,0.185375856195,0.203923805227,0.196633612718,0.359972538217,0.227360084712,0.242733798586,0.450092530403,0.357392835334,0.35812500903,0.280152245646,0.238534811601,0.573158062092,0.120714774728,0.352021318206,1.0,0.202765660958,0.461485246033,0.514807146366,-0.209727293023,0.274925284181,0.288909478463,0.61029109096,0.165418842788,-0.17659879298,-0.0366790592021,0.120398509991,0.187276503584,0.465761737051,0.296560589372,0.44224016441,0.416251532428,-0.424549682828,0.286256515959,0.436959988709,0.312236650253,0.422665214858,0.243050672035,0.186226352283,0.169845699188,-0.13688315742,-0.0278293187186,-0.0316595943889,-0.2054526551,-0.0495595678135,0.185318970459,0.23060922899,0.278165233757,0.0265232541912,0.394832844183,0.0636357305097,-0.252692236799,0.0627124499766,-0.116703137756,0.0165352113993
LRC,0.307804280198,0.175629715244,0.228502191917,0.319755253158,-0.320934945292,0.284565102893,-0.263799588625,0.167728753609,0.0802393148338,0.447882359602,0.14424370486,0.0523210436352,-0.149925171536,0.286223768741,0.310865119001,0.303792834896,0.0989995263416,0.176327596803,0.162787897235,0.158465147234,0.183817485466,0.12145512215,0.0586030481872,0.431802044684,0.361566276968,0.255237971021,0.0783242697346,0.519514582182,0.114154504889,0.0227915032712,0.070280588972,0.367863753793,-0.112683641715,0.698615935363,0.0311481785603,0.363475641166,0.468135924169,0.289848003163,0.505797296879,0.202765660958,1.0,-0.0981737733731,0.455927402208,0.199638814902,0.441604355203,0.0683982444396,0.175611699398,-0.00647461146349,0.323546866812,0.162389242841,0.303301652906,0.163966783046,0.589345453494,0.77816972695,0.300866871244,0.269029072195,0.0616918745248,0.171550823222,-0.165503207377,-0.245716868507,0.556390755694,-0.00899808896824,0.601852260437,0.0730443043128,-0.00759419900657,-0.0109912866682,-0.079593817992,0.161878497661,0.203838950172,0.00980381898901,0.0839670111166,0.0912429795296,-0.284988631638,0.0551614159068,0.185185299887,0.132141344707,0.19169706039,0.29516852171,0.445713813922
LSU,0.102117508279,0.173448983532,0.0942103666706,0.0386302636846,0.0885324492328,0.150857615738,0.0146541870689,0.415431103052,-0.0935456772292,0.276672217515,0.148697114486,0.541449594813,-0.430927421268,0.0984639035672,0.101169475459,0.0842643329432,0.112856748616,0.106172872076,0.0807891763916,0.0856430134545,0.0261255150131,0.108025853983,0.041537587703,0.161373527642,-0.122469885575,-0.000487771429359,0.0685129531424,0.0644232713556,0.368440059144,0.335963263028,0.338291245414,0.297683822664,0.0699194678622,0.211393718456,0.223358924073,0.264738514867,0.434959100099,0.00766228414392,0.276508529043,0.461485246033,-0.0981737733731,1.0,0.391552503648,0.0557408977897,0.348094159763,0.205169629441,0.275227133544,0.258683008762,-0.101819262675,0.0407101402846,0.123897727768,0.391583564599,0.0718474865718,0.0168662986772,0.276090717716,0.211380513415,-0.215511491118,0.434181709708,0.989959899305,0.618042051032,0.252415251168,0.420303104411,0.175017110603,0.568975890798,0.118336118355,0.390879090596,-0.0289935245502,0.0805172283248,-0.0378489998765,0.0722930416951,0.0624402870895,-0.0255761859874,-0.0422114228893,0.326017129699,0.465074892355,0.023266044763,0.055062446451,0.0529767926187,-0.00962219853694
MEM,0.484435591261,0.435740097592,0.511387366193,0.340278811896,0.123060558759,0.464161342354,0.115888228178,0.509307879051,-0.191205629272,0.608772975843,0.310049255549,0.272037329277,-0.312096223732,0.117786436728,0.148503661542,0.0701661000279,0.0748944962043,0.739838672775,0.741608374215,0.382386547473,0.0197769490309,0.341923532134,0.101493358429,0.476883638964,0.0165588144286,0.0880490159292,-0.0130690956118,0.120141278473,0.503474148815,0.445415661583,0.551869376243,0.475480950383,-0.075719821694,0.42298751109,0.211353339619,0.383041598974,0.587481324707,-0.105474428218,0.445439215189,0.514807146366,0.455927402208,0.391552503648,1.0,0.448895353633,0.673746426481,0.241421873394,0.250317310419,0.125012678217,0.463299741592,0.661932786275,0.353762745997,0.100532824697,0.332391630559,0.383420396831,0.242169798316,0.260128121473,0.0440067719624,0.584271348565,0.385557713057,0.0228033535696,0.380310185461,0.320090369379,0.322472323697,0.567647792169,0.278539247957,-0.0136358843621,0.173219942083,0.375157003083,0.59050533056,0.0306544329815,-0.0706930771885,-0.141667442771,-0.648853090382,0.247224030493,0.133955618226,-0.0823026569917,0.766620586062,0.1509711911,0.329238710728
MFX,0.506652850447,-0.284724570591,0.862843045117,0.105214878216,0.500667583976,0.410289307656,0.0178989023528,0.107801922062,-0.42269214001,0.194935275332,0.396018148603,-0.461196653016,0.31100556381,0.0915796805234,-0.0402102299748,-0.0227704809983,-0.0807104551176,0.5253628768,0.571943853228,0.825198768156,-0.0269159149311,0.775661653677,0.224752167621,0.740054461486,-0.300882338256,-0.251416608381,-0.258301733608,-0.0864752172239,0.112053028899,0.493487833414,0.270482005068,0.257228343179,-0.342557602092,0.138419570996,0.285412659777,0.318274696625,0.221621882033,-0.0891619385795,0.369213310093,-0.209727293023,0.199638814902,0.0557408977897,0.448895353633,1.0,0.236962430835,0.127027548404,-0.387994181303,-0.384325130913,0.489782516183,0.634389273001,0.400445857503,-0.274465710248,-0.145259055275,0.11773511821,0.0491382178568,-0.0897770189248,0.304486099329,0.368006258631,0.0519234402295,-0.413652231592,0.266853524835,0.210191283529,0.118404254868,0.483386574686,0.553586405084,0.0856306599496,-0.0303019005609,0.892889317507,0.575693431521,-0.196949195729,-0.304365832101,-0.407745917627,-0.475563361611,0.251470719868,0.0472973098912,0.0791793904424,0.604858866795,0.19781962282,0.232968397081
MP,0.37553538538,0.258880891615,0.255510033115,0.201633155961,-0.0173622795089,0.474616345692,-0.00644346056233,0.389050629717,-0.392423819033,0.554594751055,0.200961362264,0.355843781545,-0.292562646928,-0.138215390655,0.0100685801988,0.179014319361,-0.183825502463,0.516209876837,0.482109780672,0.167687203544,-0.201628676203,0.0454395031009,0.104305090552,0.240299186465,-0.0932047098818,-0.104319455721,-0.213598337402,0.27953953482,0.307233120078,0.391034808885,0.222632357582,0.521954273144,-0.0180337648719,0.148517819875,0.0838583022234,0.0592900185387,0.6220385717,-0.261531169462,0.40252479762,0.274925284181,0.441604355203,0.348094159763,0.673746426481,0.236962430835,1.0,0.0960330637615,0.354411926534,0.325335593436,0.306954199929,0.412753945141,0.261918760196,0.271100117623,0.438197244533,0.472329215808,0.380386574831,0.0475455194447,-0.120613895471,0.368125572918,0.359356456519,0.220509727531,0.259617436466,0.022467110818,0.512329785344,0.430467344965,0.00769016825761,-0.083470753174,-0.00720966100837,0.155863578531,0.367393906543,-0.18357946215,-0.24288064645,-0.28149384703,-0.464004834987,0.119293337095,0.136784841799,0.0632456839508,0.477340012867,0.201318749934,0.329565777567
