Date,Symbol1,Symbol2,Confidence,Pv,Hurst
1458824934.0,bitfinexUSD,NZDUSD,24.0,0.760205322502,-1.0
1458824936.0,bitfinexUSD,USDCAD,83.0,0.178214944371,-1.0
1458824939.0,bitfinexUSD,USDCHF,92.0,0.0807776427454,-1.0
1458824941.0,bitfinexUSD,USDJPY,30.0,0.702473619338,-1.0
1458825033.0,bitstampUSD,AUDJPY,53.0,0.471284928175,-1.0
1458825035.0,bitstampUSD,AUDUSD,36.0,0.642529814139,-1.0
1458825038.0,bitstampUSD,CADJPY,23.0,0.77432028445,-1.0
1458825040.0,bitstampUSD,CHFJPY,24.0,0.76890793975,-1.0
1458825042.0,bitstampUSD,EURCHF,22.0,0.781472741667,-1.0
1458825045.0,bitstampUSD,EURGBP,35.0,0.657312504089,-1.0
1458825047.0,bitstampUSD,EURJPY,30.0,0.704167344645,-1.0
1458825050.0,bitstampUSD,EURUSD,31.0,0.696844263464,-1.0
1458825052.0,bitstampUSD,GBPJPY,24.0,0.760494409606,-1.0
1458825054.0,bitstampUSD,GBPUSD,49.0,0.510090591498,-1.0
1458825057.0,bitstampUSD,NZDJPY,32.0,0.68867145942,-1.0
1458825059.0,bitstampUSD,NZDUSD,34.0,0.66789644187,-1.0
1458825062.0,bitstampUSD,USDCAD,49.0,0.512896693503,-1.0
1458825064.0,bitstampUSD,USDCHF,26.0,0.741704076004,-1.0
1458825066.0,bitstampUSD,USDJPY,42.0,0.586537025117,-1.0
1458825235.0,btceUSD,btcnCNY,2.0,0.983278641873,-1.0
1458825243.0,btceUSD,AUDJPY,35.0,0.651745876254,-1.0
1458825245.0,btceUSD,AUDUSD,41.0,0.591563588399,-1.0
1458825248.0,btceUSD,CADJPY,34.0,0.666206795696,-1.0
1458825250.0,btceUSD,CHFJPY,41.0,0.592337711047,-1.0
1458825253.0,btceUSD,EURCHF,38.0,0.62949398666,-1.0
1458825255.0,btceUSD,EURGBP,27.0,0.730180565839,-1.0
1458825258.0,btceUSD,EURJPY,20.0,0.805088950251,-1.0
1458825260.0,btceUSD,EURUSD,10.0,0.902237655646,-1.0
1458825263.0,btceUSD,GBPJPY,30.0,0.704708428359,-1.0
1458825265.0,btceUSD,GBPUSD,35.0,0.658513791555,-1.0
1458825268.0,btceUSD,NZDJPY,16.0,0.842174926408,-1.0
1458825270.0,btceUSD,NZDUSD,79.0,0.212634539414,-1.0
1458825273.0,btceUSD,USDCAD,76.0,0.249914434599,-1.0
1458825275.0,btceUSD,USDCHF,12.0,0.884665869984,-1.0
1458825278.0,btceUSD,USDJPY,63.0,0.379535543123,-1.0
1458825326.0,btcnCNY,AUDJPY,65.0,0.359955779713,-1.0
1458825328.0,btcnCNY,AUDUSD,38.0,0.629014145396,-1.0
1458825331.0,btcnCNY,CADJPY,59.0,0.417241001413,-1.0
1458825333.0,btcnCNY,CHFJPY,83.0,0.178705186468,-1.0
1458825335.0,btcnCNY,EURCHF,62.0,0.384524639671,-1.0
1458825338.0,btcnCNY,EURGBP,22.0,0.785358238751,-1.0
1458825340.0,btcnCNY,EURJPY,92.0,0.0811255908437,-1.0
1458825342.0,btcnCNY,EURUSD,22.0,0.78882015551,-1.0
1458825345.0,btcnCNY,GBPJPY,31.0,0.69228359477,-1.0
1458825347.0,btcnCNY,GBPUSD,17.0,0.83319880409,-1.0
1458825350.0,btcnCNY,NZDJPY,27.0,0.733738402135,-1.0
1458825352.0,btcnCNY,NZDUSD,66.0,0.343001681702,-1.0
1458825354.0,btcnCNY,USDCAD,27.0,0.73127266623,-1.0
1458825357.0,btcnCNY,USDCHF,12.0,0.883928165495,-1.0
1458825359.0,btcnCNY,USDJPY,23.0,0.778600334312,-1.0
1458825371.0,btcoidIDR,AUDJPY,92.0,0.0831965042376,-1.0
1458825374.0,btcoidIDR,AUDUSD,55.0,0.453194915915,-1.0
1458825376.0,btcoidIDR,CADJPY,39.0,0.614695598887,-1.0
1458825379.0,btcoidIDR,CHFJPY,18.0,0.823988051295,-1.0
1458825381.0,btcoidIDR,EURCHF,54.0,0.466503689482,-1.0
1458825384.0,btcoidIDR,EURGBP,97.0,0.0362417924932,0.633260539478
1458825386.0,btcoidIDR,EURJPY,72.0,0.289105083842,-1.0
1458825389.0,btcoidIDR,EURUSD,39.0,0.61180306499,-1.0
1458825391.0,btcoidIDR,GBPJPY,39.0,0.616054642354,-1.0
1458825394.0,btcoidIDR,GBPUSD,83.0,0.170041064228,-1.0
1458825396.0,btcoidIDR,NZDJPY,21.0,0.799897597154,-1.0
1458825399.0,btcoidIDR,NZDUSD,38.0,0.624168896098,-1.0
1458825401.0,btcoidIDR,USDCAD,28.0,0.724801707208,-1.0
1458825403.0,btcoidIDR,USDCHF,40.0,0.604714650703,-1.0
1458825406.0,btcoidIDR,USDJPY,12.0,0.884416564636,-1.0
1458825458.0,coinbaseEUR,AUDJPY,2.0,0.98717972277,-1.0
1458825461.0,coinbaseEUR,AUDUSD,66.0,0.346279472908,-1.0
1458825463.0,coinbaseEUR,CADJPY,39.0,0.618675651256,-1.0
1458825465.0,coinbaseEUR,CHFJPY,68.0,0.322784270815,-1.0
1458825468.0,coinbaseEUR,EURCHF,33.0,0.670826709378,-1.0
1458825470.0,coinbaseEUR,EURGBP,1.0,0.993429726043,-1.0
1458825472.0,coinbaseEUR,EURJPY,27.0,0.73011724351,-1.0
1458825475.0,coinbaseEUR,EURUSD,55.0,0.455911824674,-1.0
1458825477.0,coinbaseEUR,GBPJPY,4.0,0.963842933124,-1.0
1458825479.0,coinbaseEUR,GBPUSD,1.0,0.995254754353,-1.0
1458825482.0,coinbaseEUR,NZDJPY,3.0,0.972510235298,-1.0
1458825484.0,coinbaseEUR,NZDUSD,18.0,0.824272683802,-1.0
1458825487.0,coinbaseEUR,USDCAD,69.0,0.314028787423,-1.0
1458825489.0,coinbaseEUR,USDCHF,46.0,0.541911699367,-1.0
1458825491.0,coinbaseEUR,USDJPY,5.0,0.956433304047,-1.0
1458825536.0,coinbaseUSD,btcnCNY,1.0,0.998631773776,-1.0
1458825543.0,coinbaseUSD,AUDJPY,100.0,0.00527088883252,0.520963319283
1458825546.0,coinbaseUSD,AUDUSD,100.0,0.00422921396267,0.48754494668
1458825549.0,coinbaseUSD,CADJPY,67.0,0.337027894803,-1.0
1458825551.0,coinbaseUSD,CHFJPY,98.0,0.0266299339501,0.820940921483
1458825554.0,coinbaseUSD,EURCHF,53.0,0.471301102537,-1.0
1458825556.0,coinbaseUSD,EURGBP,33.0,0.672420935324,-1.0
1458825559.0,coinbaseUSD,EURJPY,83.0,0.175877671802,-1.0
1458825561.0,coinbaseUSD,EURUSD,100.0,3.14863054676e-05,0.395150920677
1458825564.0,coinbaseUSD,GBPJPY,90.0,0.10670213474,-1.0
1458825566.0,coinbaseUSD,GBPUSD,89.0,0.117145480807,-1.0
1458825569.0,coinbaseUSD,NZDJPY,72.0,0.281671216214,-1.0
1458825571.0,coinbaseUSD,NZDUSD,17.0,0.837373619819,-1.0
1458825574.0,coinbaseUSD,USDCAD,100.0,0.00169860319567,0.58023501449
1458825576.0,coinbaseUSD,USDCHF,37.0,0.636450733766,-1.0
1458825579.0,coinbaseUSD,USDJPY,99.0,0.010234034414,0.44045913818
1458825946.0,krakenEUR,AUDJPY,53.0,0.471633174421,-1.0
1458825948.0,krakenEUR,AUDUSD,57.0,0.431735431798,-1.0
1458825951.0,krakenEUR,CADJPY,98.0,0.0223794543144,0.894082321608
1458825953.0,krakenEUR,CHFJPY,83.0,0.175049209442,-1.0
1458825956.0,krakenEUR,EURCHF,94.0,0.0692991869461,-1.0
1458825959.0,krakenEUR,EURGBP,100.0,0.00367949842906,0.537145093773
1458825961.0,krakenEUR,EURJPY,94.0,0.0641995523944,-1.0
1458825964.0,krakenEUR,EURUSD,100.0,0.00513053849188,0.381032473706
1458825966.0,krakenEUR,GBPJPY,100.0,0.000237887643157,0.63383560783
1458825969.0,krakenEUR,GBPUSD,100.0,2.88201037506e-05,0.275717973696
1458825971.0,krakenEUR,NZDJPY,72.0,0.287840587421,-1.0
1458825974.0,krakenEUR,NZDUSD,39.0,0.612579205266,-1.0
1458825976.0,krakenEUR,USDCAD,94.0,0.0657494913988,-1.0
1458825979.0,krakenEUR,USDCHF,99.0,0.0175550202661,0.473134812238
1458825981.0,krakenEUR,USDJPY,39.0,0.614892968203,-1.0
1458826070.0,krakenUSD,AUDJPY,46.0,0.547646108034,-1.0
1458826073.0,krakenUSD,AUDUSD,29.0,0.719256905702,-1.0
1458826078.0,krakenUSD,CHFJPY,29.0,0.719817488691,-1.0
1458826080.0,krakenUSD,EURCHF,1.0,0.990336610199,-1.0
1458826082.0,krakenUSD,EURGBP,6.0,0.946281262577,-1.0
1458826085.0,krakenUSD,EURJPY,1.0,0.995793747156,-1.0
1458826087.0,krakenUSD,EURUSD,25.0,0.751713008995,-1.0
1458826089.0,krakenUSD,GBPJPY,92.0,0.083813946901,-1.0
1458826092.0,krakenUSD,GBPUSD,1.0,0.991279729324,-1.0
1458826094.0,krakenUSD,NZDJPY,5.0,0.950615927607,-1.0
1458826096.0,krakenUSD,NZDUSD,1.0,0.994207795232,-1.0
1458826099.0,krakenUSD,USDCAD,94.0,0.0658604214386,-1.0
1458826101.0,krakenUSD,USDCHF,75.0,0.254080929873,-1.0
1458826190.0,localbtcAUD,AUDJPY,6.0,0.945111969803,-1.0
1458826192.0,localbtcAUD,AUDUSD,49.0,0.517536349081,-1.0
1458826195.0,localbtcAUD,CADJPY,3.0,0.975138313855,-1.0
1458826197.0,localbtcAUD,CHFJPY,8.0,0.923702066969,-1.0
1458826199.0,localbtcAUD,EURCHF,56.0,0.448953220035,-1.0
1458826202.0,localbtcAUD,EURGBP,39.0,0.613197101705,-1.0
1458826204.0,localbtcAUD,EURJPY,43.0,0.57282189383,-1.0
1458826206.0,localbtcAUD,EURUSD,63.0,0.377637845252,-1.0
1458826209.0,localbtcAUD,GBPJPY,25.0,0.754971470041,-1.0
1458826211.0,localbtcAUD,GBPUSD,51.0,0.495681675854,-1.0
1458826218.0,localbtcAUD,USDCAD,52.0,0.484585040404,-1.0
1458826220.0,localbtcAUD,USDCHF,93.0,0.0757506842456,-1.0
1458826222.0,localbtcAUD,USDJPY,71.0,0.294395075689,-1.0
1458826351.0,localbtcGBP,AUDJPY,41.0,0.595226975234,-1.0
1458826353.0,localbtcGBP,AUDUSD,12.0,0.886882401281,-1.0
1458826356.0,localbtcGBP,CADJPY,57.0,0.436121735717,-1.0
1458826358.0,localbtcGBP,CHFJPY,29.0,0.712865642392,-1.0
1458826361.0,localbtcGBP,EURCHF,63.0,0.379184967601,-1.0
1458826363.0,localbtcGBP,EURGBP,79.0,0.218241686986,-1.0
1458826365.0,localbtcGBP,EURJPY,35.0,0.653732879638,-1.0
1458826368.0,localbtcGBP,EURUSD,50.0,0.504682976778,-1.0
1458826370.0,localbtcGBP,GBPJPY,20.0,0.800488330342,-1.0
1458826373.0,localbtcGBP,GBPUSD,27.0,0.732791939199,-1.0
1458826375.0,localbtcGBP,NZDJPY,47.0,0.531016162846,-1.0
1458826377.0,localbtcGBP,NZDUSD,66.0,0.340108464878,-1.0
1458826380.0,localbtcGBP,USDCAD,24.0,0.760384374601,-1.0
1458826382.0,localbtcGBP,USDCHF,61.0,0.391986303874,-1.0
1458826384.0,localbtcGBP,USDJPY,60.0,0.406727201741,-1.0
1458826459.0,localbtcRUB,btcnCNY,17.0,0.83752101748,-1.0
1458826469.0,localbtcRUB,AUDJPY,43.0,0.570329106848,-1.0
1458826472.0,localbtcRUB,AUDUSD,30.0,0.702735011251,-1.0
1458826474.0,localbtcRUB,CADJPY,44.0,0.565506388093,-1.0
1458826477.0,localbtcRUB,CHFJPY,75.0,0.254976481118,-1.0
1458826480.0,localbtcRUB,EURCHF,83.0,0.173440546167,-1.0
1458826482.0,localbtcRUB,EURGBP,41.0,0.592046157249,-1.0
1458826485.0,localbtcRUB,EURJPY,65.0,0.354593821284,-1.0
1458826487.0,localbtcRUB,EURUSD,82.0,0.182384927646,-1.0
1458826490.0,localbtcRUB,GBPJPY,63.0,0.379204463398,-1.0
1458826492.0,localbtcRUB,GBPUSD,32.0,0.682021590594,-1.0
1458826495.0,localbtcRUB,NZDJPY,74.0,0.26305305744,-1.0
1458826497.0,localbtcRUB,NZDUSD,64.0,0.368850933333,-1.0
1458826500.0,localbtcRUB,USDCAD,43.0,0.570059762555,-1.0
1458826502.0,localbtcRUB,USDCHF,59.0,0.414433202888,-1.0
1458826505.0,localbtcRUB,USDJPY,42.0,0.583194259937,-1.0
1458826597.0,localbtcUSD,AUDJPY,83.0,0.171296896881,-1.0
1458826599.0,localbtcUSD,AUDUSD,78.0,0.224520039746,-1.0
1458826602.0,localbtcUSD,CADJPY,84.0,0.168349698738,-1.0
1458826604.0,localbtcUSD,CHFJPY,62.0,0.381090087082,-1.0
1458826607.0,localbtcUSD,EURCHF,93.0,0.0767909435303,-1.0
1458826609.0,localbtcUSD,EURGBP,83.0,0.178591949179,-1.0
1458826612.0,localbtcUSD,EURJPY,30.0,0.702351212936,-1.0
1458826614.0,localbtcUSD,EURUSD,88.0,0.12986070539,-1.0
1458826617.0,localbtcUSD,GBPJPY,89.0,0.119953239321,-1.0
1458826619.0,localbtcUSD,GBPUSD,80.0,0.204983322371,-1.0
1458826622.0,localbtcUSD,NZDJPY,22.0,0.785230365693,-1.0
1458826625.0,localbtcUSD,NZDUSD,61.0,0.390949576015,-1.0
1458826627.0,localbtcUSD,USDCAD,81.0,0.197848971869,-1.0
1458826630.0,localbtcUSD,USDCHF,67.0,0.331198417119,-1.0
1458826632.0,localbtcUSD,USDJPY,51.0,0.498569457149,-1.0
1458826721.0,okcoinCNY,AUDJPY,87.0,0.133804043081,-1.0
1458826723.0,okcoinCNY,AUDUSD,67.0,0.332184331124,-1.0
1458826725.0,okcoinCNY,CADJPY,53.0,0.472431616103,-1.0
1458826727.0,okcoinCNY,CHFJPY,63.0,0.377136768836,-1.0
1458826730.0,okcoinCNY,EURCHF,65.0,0.358942745976,-1.0
1458826732.0,okcoinCNY,EURGBP,20.0,0.801198374004,-1.0
1458826734.0,okcoinCNY,EURJPY,36.0,0.64620081491,-1.0
1458826736.0,okcoinCNY,EURUSD,81.0,0.19265306485,-1.0
1458826739.0,okcoinCNY,GBPJPY,40.0,0.608995355254,-1.0
1458826741.0,okcoinCNY,GBPUSD,32.0,0.689856608001,-1.0
1458826743.0,okcoinCNY,NZDJPY,93.0,0.0726979977741,-1.0
1458826745.0,okcoinCNY,NZDUSD,67.0,0.33243069784,-1.0
1458826748.0,okcoinCNY,USDCAD,51.0,0.494519600376,-1.0
1458826750.0,okcoinCNY,USDCHF,94.0,0.0623826213932,-1.0
1458826752.0,okcoinCNY,USDJPY,84.0,0.16585698456,-1.0
1458826763.0,rockEUR,AUDJPY,91.0,0.0906637189268,-1.0
1458826766.0,rockEUR,AUDUSD,87.0,0.134646056254,-1.0
1458826768.0,rockEUR,CADJPY,1.0,0.99882505878,-1.0
1458826770.0,rockEUR,CHFJPY,1.0,0.997773880271,-1.0
1458826775.0,rockEUR,EURGBP,13.0,0.879762983585,-1.0
1458826777.0,rockEUR,EURJPY,0.0,1.0,-1.0
1458826779.0,rockEUR,EURUSD,81.0,0.190234501112,-1.0
1458826782.0,rockEUR,GBPJPY,91.0,0.0938694229208,-1.0
1458826784.0,rockEUR,GBPUSD,1.0,0.996829667904,-1.0
1458826787.0,rockEUR,NZDJPY,38.0,0.625736532522,-1.0
1458826789.0,rockEUR,NZDUSD,32.0,0.680264254801,-1.0
1458826794.0,rockEUR,USDCHF,32.0,0.684365446008,-1.0
1458826867.0,virwoxSLL,AUDJPY,86.0,0.142313306415,-1.0
1458826870.0,virwoxSLL,AUDUSD,9.0,0.91503921077,-1.0
1458826872.0,virwoxSLL,CADJPY,14.0,0.867102279222,-1.0
1458826874.0,virwoxSLL,CHFJPY,31.0,0.697548499844,-1.0
1458826877.0,virwoxSLL,EURCHF,40.0,0.606020690316,-1.0
1458826879.0,virwoxSLL,EURGBP,41.0,0.593223892573,-1.0
1458826881.0,virwoxSLL,EURJPY,24.0,0.76757548121,-1.0
1458826884.0,virwoxSLL,EURUSD,31.0,0.696225944071,-1.0
1458826886.0,virwoxSLL,GBPJPY,97.0,0.0300001535793,0.278697256443
1458826889.0,virwoxSLL,GBPUSD,98.0,0.029692564742,0.274248690955
1458826891.0,virwoxSLL,NZDJPY,41.0,0.598088836978,-1.0
1458826893.0,virwoxSLL,NZDUSD,17.0,0.831202512812,-1.0
1458826896.0,virwoxSLL,USDCAD,75.0,0.253981804936,-1.0
1458826898.0,virwoxSLL,USDCHF,47.0,0.531052777606,-1.0
1458826900.0,virwoxSLL,USDJPY,8.0,0.92495550451,-1.0
1458826975.0,AUDJPY,btcnCNY,15.0,0.850242559103,-1.0
1458827071.0,AUDJPY,AUDUSD,100.0,1.11306871634e-05,0.857934707172
1458827077.0,AUDJPY,CADJPY,100.0,1.55956275216e-07,0.885079860858
1458827083.0,AUDJPY,CHFJPY,100.0,1.65233738813e-07,0.853739097617
1458827089.0,AUDJPY,EURCHF,100.0,2.94401717672e-06,0.829993463094
1458827095.0,AUDJPY,EURGBP,100.0,3.15149103597e-09,0.867979927514
1458827102.0,AUDJPY,EURJPY,100.0,3.42595312635e-07,0.858635531702
1458827108.0,AUDJPY,EURUSD,100.0,2.80812193096e-07,0.821969292958
1458827114.0,AUDJPY,GBPJPY,100.0,3.75161733196e-06,0.835944918557
1458827120.0,AUDJPY,GBPUSD,100.0,0.000326632702745,0.851483886235
1458827126.0,AUDJPY,NZDJPY,100.0,0.0025470802019,0.570374952785
1458827131.0,AUDJPY,NZDUSD,100.0,0.00647286370362,0.809298823378
1458827138.0,AUDJPY,USDCAD,100.0,9.27638259095e-07,0.863946538358
1458827144.0,AUDJPY,USDCHF,100.0,4.13494669302e-07,0.866973633384
1458827150.0,AUDJPY,USDJPY,100.0,0.0018373088636,0.780290459447
1458827187.0,AUDUSD,btcnCNY,1.0,0.998861192625,-1.0
1458827283.0,AUDUSD,AUDJPY,100.0,0.00219500160431,0.900660085566
1458827289.0,AUDUSD,CADJPY,100.0,4.00551875695e-07,0.890793112746
1458827295.0,AUDUSD,CHFJPY,100.0,1.02985751313e-06,0.885253299011
1458827301.0,AUDUSD,EURCHF,100.0,5.65135661024e-06,0.828977119776
1458827307.0,AUDUSD,EURGBP,100.0,3.7096591708e-05,0.810954677286
1458827313.0,AUDUSD,EURJPY,100.0,3.61120382904e-07,0.904098391921
1458827319.0,AUDUSD,EURUSD,100.0,5.87653111065e-05,0.794313104887
1458827325.0,AUDUSD,GBPJPY,100.0,0.000295329534533,0.884958508507
1458827331.0,AUDUSD,GBPUSD,100.0,0.00286991301373,0.79336976821
1458827336.0,AUDUSD,NZDJPY,100.0,0.000259620979505,0.521232165288
1458827342.0,AUDUSD,NZDUSD,100.0,0.00117887237674,0.712321692052
1458827348.0,AUDUSD,USDCAD,100.0,3.58235733712e-06,0.846407093814
1458827354.0,AUDUSD,USDCHF,100.0,1.83368299747e-06,0.885162564652
1458827359.0,AUDUSD,USDJPY,99.0,0.0108750824685,0.774058878219
1458827397.0,CADJPY,btcnCNY,17.0,0.838772673566,-1.0
1458827493.0,CADJPY,AUDJPY,100.0,1.39675754061e-06,0.873455217608
1458827499.0,CADJPY,AUDUSD,100.0,0.000717871928719,0.836312537065
1458827505.0,CADJPY,CHFJPY,100.0,4.809557585e-07,0.850202774053
1458827511.0,CADJPY,EURCHF,100.0,8.44550658718e-06,0.856544402224
1458827517.0,CADJPY,EURGBP,100.0,4.68297185737e-06,0.864823352705
1458827523.0,CADJPY,EURJPY,100.0,3.33680708055e-06,0.85023966419
1458827530.0,CADJPY,EURUSD,100.0,5.38332184904e-06,0.84191382156
1458827536.0,CADJPY,GBPJPY,100.0,9.91432616425e-05,0.867788020486
1458827542.0,CADJPY,GBPUSD,100.0,0.000577361552664,0.856182933628
1458827548.0,CADJPY,NZDJPY,99.0,0.0168908804328,0.554286183447
1458827553.0,CADJPY,NZDUSD,100.0,0.00177753891627,0.668129638022
1458827560.0,CADJPY,USDCAD,100.0,5.85282438025e-05,0.856271250905
1458827566.0,CADJPY,USDCHF,100.0,1.20485712916e-05,0.867953416419
1458827572.0,CADJPY,USDJPY,100.0,5.64821824985e-06,0.857619165782
1458827609.0,CHFJPY,btcnCNY,27.0,0.735549892878,-1.0
1458827705.0,CHFJPY,AUDJPY,100.0,1.08065271311e-07,0.888119181061
1458827711.0,CHFJPY,AUDUSD,100.0,2.08651677115e-06,0.853689382318
1458827717.0,CHFJPY,CADJPY,100.0,8.06162596163e-06,0.844008219864
1458827723.0,CHFJPY,EURCHF,100.0,0.000359999783279,0.860916684523
1458827729.0,CHFJPY,EURGBP,100.0,8.94431713285e-05,0.844872007743
1458827736.0,CHFJPY,EURJPY,100.0,1.08796376014e-07,0.87183414665
1458827742.0,CHFJPY,EURUSD,100.0,1.45528020874e-05,0.82663200283
1458827748.0,CHFJPY,GBPJPY,100.0,6.33881951155e-07,0.888199246244
1458827754.0,CHFJPY,GBPUSD,100.0,2.48615574592e-06,0.843127710722
1458827760.0,CHFJPY,NZDJPY,100.0,0.000426596125046,0.660127512493
1458827766.0,CHFJPY,NZDUSD,100.0,0.00553910510902,0.789004180523
1458827772.0,CHFJPY,USDCAD,100.0,6.89233963682e-06,0.833475398298
1458827778.0,CHFJPY,USDCHF,100.0,4.84324430914e-07,0.872053515402
1458827784.0,CHFJPY,USDJPY,100.0,0.00157100806397,0.822093519978
1458827821.0,EURCHF,btcnCNY,5.0,0.957905408057,-1.0
1458827917.0,EURCHF,AUDJPY,100.0,8.80411315103e-05,0.782291732194
1458827923.0,EURCHF,AUDUSD,100.0,0.000231550819499,0.827451930909
1458827929.0,EURCHF,CADJPY,100.0,2.1087767126e-07,0.842297273347
1458827935.0,EURCHF,CHFJPY,100.0,0.000578899880302,0.84015694968
1458827941.0,EURCHF,EURGBP,100.0,9.41850442682e-07,0.827861819526
1458827947.0,EURCHF,EURJPY,100.0,1.15498999936e-06,0.859606081886
1458827953.0,EURCHF,EURUSD,100.0,7.00460947923e-06,0.767935910431
1458827959.0,EURCHF,GBPJPY,100.0,2.26367768748e-06,0.850546425311
1458827965.0,EURCHF,GBPUSD,100.0,2.8262219407e-10,0.85835986267
1458827970.0,EURCHF,NZDJPY,100.0,0.000578858354944,0.609954263789
1458827976.0,EURCHF,NZDUSD,100.0,0.000483668987401,0.672441690413
1458827982.0,EURCHF,USDCAD,100.0,9.54460223581e-07,0.804280150523
1458827988.0,EURCHF,USDCHF,100.0,0.00466550147544,0.790954002221
1458827994.0,EURCHF,USDJPY,100.0,0.000962376100679,0.795548028398
1458828031.0,EURGBP,btcnCNY,31.0,0.690556630331,-1.0
1458828127.0,EURGBP,AUDJPY,100.0,3.64046859973e-07,0.902014931987
1458828133.0,EURGBP,AUDUSD,100.0,0.000345740585262,0.895179346761
1458828139.0,EURGBP,CADJPY,100.0,1.75118057079e-06,0.872507017333
1458828145.0,EURGBP,CHFJPY,100.0,0.000102102749003,0.842626184683
1458828151.0,EURGBP,EURCHF,100.0,0.000393940649679,0.818858818388
1458828157.0,EURGBP,EURJPY,100.0,8.24322622723e-07,0.842909021617
1458828164.0,EURGBP,EURUSD,100.0,1.31335118768e-06,0.838304591031
1458828170.0,EURGBP,GBPJPY,100.0,3.4107901168e-06,0.901020284143
1458828176.0,EURGBP,GBPUSD,100.0,3.37365334664e-08,0.876459873526
1458828182.0,EURGBP,NZDJPY,100.0,0.00156244201129,0.600333317877
1458828187.0,EURGBP,NZDUSD,100.0,3.29556654698e-05,0.683869954051
1458828194.0,EURGBP,USDCAD,100.0,4.0198746664e-08,0.858205665355
1458828200.0,EURGBP,USDCHF,100.0,1.97866989697e-07,0.834390717819
1458828206.0,EURGBP,USDJPY,100.0,2.52803075045e-06,0.834974715638
1458828243.0,EURJPY,btcnCNY,54.0,0.46457632172,-1.0
1458828339.0,EURJPY,AUDJPY,100.0,3.94262669047e-05,0.859642765439
1458828345.0,EURJPY,AUDUSD,100.0,1.02296205891e-05,0.867695928312
1458828351.0,EURJPY,CADJPY,100.0,0.000236055127878,0.84615861418
1458828357.0,EURJPY,CHFJPY,100.0,2.82130142825e-05,0.855625541399
1458828363.0,EURJPY,EURCHF,100.0,0.000304231278984,0.862219209213
1458828369.0,EURJPY,EURGBP,100.0,0.000239346522566,0.817557500505
