Date,Open,High,Low,Close,Volume
2016.04.11 19:15,0.92107,0.92188,0.92103,0.92168,259
2016.04.11 19:30,0.92158,0.92178,0.92078,0.92138,285
2016.04.11 19:45,0.92128,0.92128,0.92065,0.92108,308
2016.04.11 20:00,0.92118,0.92190,0.92070,0.92078,300
2016.04.11 20:15,0.92072,0.92088,0.91999,0.92018,340
2016.04.11 20:30,0.92016,0.92048,0.91988,0.92028,353
2016.04.11 20:45,0.92018,0.92175,0.92017,0.92040,273
2016.04.11 21:00,0.92041,0.92068,0.92028,0.92058,244
2016.04.11 21:15,0.92058,0.92148,0.92036,0.92138,278
2016.04.11 21:30,0.92130,0.92130,0.92078,0.92108,191
2016.04.11 21:45,0.92108,0.92138,0.92073,0.92108,257
2016.04.11 22:00,0.92050,0.92131,0.92026,0.92059,495
2016.04.11 22:15,0.92056,0.92107,0.92023,0.92032,434
2016.04.11 22:30,0.92034,0.92087,0.92002,0.92041,573
2016.04.11 22:45,0.92038,0.92128,0.92002,0.92017,863
2016.04.11 23:00,0.92017,0.92057,0.91969,0.92011,374
2016.04.11 23:15,0.92011,0.92065,0.91996,0.92018,278
2016.04.11 23:30,0.92017,0.92020,0.91927,0.91945,293
2016.04.11 23:45,0.91945,0.92026,0.91906,0.91909,233
2016.04.12 00:00,0.91926,0.91928,0.91858,0.91928,21
2016.04.12 00:15,0.91918,0.91938,0.91892,0.91910,21
2016.04.12 00:30,0.91908,0.91988,0.91818,0.91878,218
2016.04.12 00:45,0.91898,0.92038,0.91838,0.91838,193
2016.04.12 01:00,0.91848,0.92018,0.91828,0.91933,1636
2016.04.12 01:15,0.91958,0.92018,0.91900,0.91948,1919
2016.04.12 01:30,0.91958,0.92010,0.91898,0.91918,1641
2016.04.12 01:45,0.91908,0.92038,0.91900,0.91990,1380
2016.04.12 02:00,0.91990,0.92048,0.91958,0.91978,296
2016.04.12 02:15,0.91970,0.92050,0.91968,0.91988,231
2016.04.12 02:30,0.91988,0.92028,0.91968,0.91978,373
2016.04.12 02:45,0.91978,0.92068,0.91978,0.92008,278
2016.04.12 03:00,0.91998,0.92018,0.91974,0.92018,170
2016.04.12 03:15,0.92028,0.92098,0.91998,0.92028,415
2016.04.12 03:30,0.92038,0.92088,0.92028,0.92088,380
2016.04.12 03:45,0.92088,0.92168,0.92088,0.92138,254
2016.04.12 04:00,0.92148,0.92185,0.92098,0.92138,349
2016.04.12 04:15,0.92138,0.92228,0.92124,0.92213,329
2016.04.12 04:30,0.92193,0.92203,0.92050,0.92098,676
2016.04.12 04:45,0.92078,0.92168,0.92078,0.92115,321
2016.04.12 05:00,0.92128,0.92148,0.92087,0.92128,306
2016.04.12 05:15,0.92111,0.92298,0.92105,0.92258,401
2016.04.12 05:30,0.92248,0.92298,0.92235,0.92263,242
2016.04.12 05:45,0.92262,0.92278,0.92198,0.92248,185
2016.04.12 06:00,0.92235,0.92268,0.92218,0.92228,156
2016.04.12 06:15,0.92238,0.92388,0.92218,0.92348,331
2016.04.12 06:30,0.92338,0.92478,0.92338,0.92458,515
2016.04.12 06:45,0.92458,0.92498,0.92391,0.92488,289
2016.04.12 07:00,0.92478,0.92578,0.92464,0.92558,381
2016.04.12 07:15,0.92558,0.92588,0.92528,0.92548,290
