rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-11-15 07:37:18 4.0 ZN20171219 $-62,ZN20171219,ZN,TY,2017-11-15 07:37:18,125.0625,2017-11-15 17:00:00,125.046875,0.000124953142572,0.000124953142572,Open,1.0,-62.0,10.0,-563.0
ib: 2017-11-15 07:36:45 2.0 YM20171215 $-30,YM20171215,YM,YM,2017-11-15 07:36:45,23259.0,2017-11-15 17:00:00,23262.0,-0.000128965695125,0.000128965695125,Open,-1.0,-30.0,5.0,-564.0
ib: 2017-11-15 07:36:56 14.0 ZT20171229 $-875,ZT20171229,ZT,TU,2017-11-15 07:36:56,107.5703125,2017-11-15 17:00:00,107.5390625,0.000290592081366,0.000290592081366,Open,1.0,-875.0,35.0,-564.0
ib: 2017-11-15 07:36:50 8.0 ZF20171229 $-312,ZF20171229,ZF,FV,2017-11-15 07:36:50,117.0859375,2017-11-15 17:00:00,117.046875,0.00033373381391,0.00033373381391,Open,1.0,-312.0,20.0,-564.0
ib: 2017-11-15 09:30:00 1.0 HE20180214 $9,HE20180214,HE,LH,2017-11-15 09:30:00,67.475,2017-11-15 14:05:00,67.45,0.000370644922164,0.000370644922164,Open,-1.0,9.0,2.5,-275.0
ib: 2017-11-15 07:37:24 2.0 ES20171215 $125,ES20171215,ES,ES,2017-11-15 07:37:24,2566.25,2017-11-15 17:00:00,2565.0,0.000487329434698,0.000487329434698,Open,-1.0,125.0,5.0,-563.0
ib: 2017-11-15 07:36:52 4.0 ZM20180112 $80,ZM20180112,ZM,SM,2017-11-15 07:36:52,313.6,2017-11-15 14:20:00,313.4,0.000638162093172,0.000638162093172,Open,-1.0,80.0,10.0,-404.0
ib: 2017-11-15 07:37:28 2.0 EMD20171215 $-239,EMD20171215,EMD,EMD,2017-11-15 07:37:28,1816.4,2017-11-15 17:00:00,1817.6,-0.000660211267606,0.000660211267606,Open,-1.0,-239.0,5.0,-563.0
ib: 2017-11-15 07:36:39 10.0 ZC20171214 $-125,ZC20171214,ZC,C,2017-11-15 07:36:39,338.0,2017-11-15 14:20:00,338.25,-0.000739098300074,0.000739098300074,Open,-1.0,-125.0,25.0,-404.0
ib: 2017-11-15 07:37:22 2.0 NQ20171215 $240,NQ20171215,NQ,NQ,2017-11-15 07:37:22,6272.25,2017-11-15 17:00:00,6266.25,0.000957510472771,0.000957510472771,Open,-1.0,240.0,5.0,-563.0
ib: 2017-11-15 07:36:54 4.0 CAD20171219 $320,CAD20171219,CAD,CD,2017-11-15 07:36:54,0.78425,2017-11-15 17:00:00,0.78345,0.00102112451337,0.00102112451337,Open,-1.0,320.0,10.0,-564.0
ib: 2017-11-15 07:37:28 2.0 AUD20171218 $180,AUD20171218,AUD,AD,2017-11-15 07:37:28,0.759,2017-11-15 17:00:00,0.7581,0.0011871784725,0.0011871784725,Open,-1.0,180.0,5.0,-563.0
ib: 2017-11-15 07:37:26 2.0 JPY20171218 $-350,JPY20171218,JPY,JY,2017-11-15 07:37:26,0.88835,2017-11-15 17:00:00,0.88695,0.00157844297875,0.00157844297875,Open,1.0,-350.0,5.0,-563.0
