rowname,symbol,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-11-01 22:13:38 ctwo:109.10938 csi:109.109375 @TUZ6,@TUZ6,2016-11-01 22:13:38,109.10938,2016-11-01 20:00:00,109.109375,4.58255764144e-08,4.58255764144e-08,Open,0 days 02:13:38.000000000,0.0928009259259
2016-11-01 22:13:17 ctwo:120.94531 csi:120.9375 @FVZ6,@FVZ6,2016-11-01 22:13:17,120.94531,2016-11-01 20:00:00,120.9375,6.45788113696e-05,6.45788113696e-05,Open,0 days 02:13:17.000000000,0.0925578703704
2016-11-01 22:13:16 ctwo:120.953125 csi:120.9375 @FVZ6,@FVZ6,2016-11-01 22:13:16,120.953125,2016-11-01 20:00:00,120.9375,0.000129198966408,0.000129198966408,Close,0 days 02:13:16.000000000,0.0925462962963
2016-11-01 22:13:39 ctwo:163.09375 csi:163.0625 @USZ6,@USZ6,2016-11-01 22:13:39,163.09375,2016-11-01 20:00:00,163.0625,0.000191644308164,0.000191644308164,Open,0 days 02:13:39.000000000,0.0928125
2016-11-01 22:13:38 ctwo:129.84375 csi:129.796875 @TYZ6,@TYZ6,2016-11-01 22:13:38,129.84375,2016-11-01 20:00:00,129.796875,0.000361141206212,0.000361141206212,Open,0 days 02:13:38.000000000,0.0928009259259
2016-11-01 22:13:33 ctwo:18.425 csi:18.418 QSIZ6,QSIZ6,2016-11-01 22:13:33,18.425,2016-11-01 20:00:00,18.418,0.000380062981866,0.000380062981866,Close,0 days 02:13:33.000000000,0.0927430555556
2016-11-01 22:13:26 ctwo:519.25 csi:519.5 @MWZ6,@MWZ6,2016-11-01 22:13:26,519.25,2016-11-01 20:00:00,519.5,-0.000481231953802,0.000481231953802,Close,0 days 02:13:26.000000000,0.092662037037
2016-11-01 22:13:34 ctwo:151.8 csi:151.71 BBZ6,BBZ6,2016-11-01 22:13:34,151.8,2016-11-01 20:00:00,151.71,0.000593237097093,0.000593237097093,Close,0 days 02:13:34.000000000,0.0927546296296
2016-11-01 22:13:12 ctwo:348.75 csi:349.0 @CZ6,@CZ6,2016-11-01 22:13:12,348.75,2016-11-01 20:00:00,349.0,-0.000716332378223,0.000716332378223,Close,0 days 02:13:12.000000000,0.0925
2016-11-01 22:13:40 ctwo:414.75 csi:414.25 @WZ6,@WZ6,2016-11-01 22:13:40,414.75,2016-11-01 20:00:00,414.25,0.0012070006035,0.0012070006035,Open,0 days 02:13:40.000000000,0.0928240740741
2016-11-01 22:13:21 ctwo:0.009647 csi:0.0096335 @JYZ6,@JYZ6,2016-11-01 22:13:21,0.009647,2016-11-01 20:00:00,0.0096335,0.00140135983806,0.00140135983806,Close,0 days 02:13:21.000000000,0.0926041666667
2016-11-01 22:13:40 ctwo:415.0 csi:414.25 @WZ6,@WZ6,2016-11-01 22:13:40,415.0,2016-11-01 20:00:00,414.25,0.00181050090525,0.00181050090525,Close,0 days 02:13:40.000000000,0.0928240740741
2016-11-01 22:13:31 ctwo:512.4 csi:513.4 @RSF7,@RSF7,2016-11-01 22:13:31,512.4,2016-11-01 20:00:00,513.4,-0.00194779898714,0.00194779898714,Close,0 days 02:13:31.000000000,0.0927199074074
2016-11-01 22:13:27 ctwo:17205.0 csi:17240.0 @NKDZ6,@NKDZ6,2016-11-01 22:13:27,17205.0,2016-11-01 20:00:00,17240.0,-0.00203016241299,0.00203016241299,Open,0 days 02:13:27.000000000,0.0926736111111
2016-11-01 22:13:17 ctwo:1290.8 csi:1288.0 QGCZ6,QGCZ6,2016-11-01 22:13:17,1290.8,2016-11-01 20:00:00,1288.0,0.00217391304348,0.00217391304348,Close,0 days 02:13:17.000000000,0.0925578703704
2016-11-01 22:13:28 ctwo:4742.5 csi:4757.25 @NQZ6,@NQZ6,2016-11-01 22:13:28,4742.5,2016-11-01 20:00:00,4757.25,-0.00310053076883,0.00310053076883,Open,0 days 02:13:28.000000000,0.0926851851852
2016-11-01 22:13:42 ctwo:17883.0 csi:17939.0 @YMZ6,@YMZ6,2016-11-01 22:13:42,17883.0,2016-11-01 20:00:00,17939.0,-0.00312169017225,0.00312169017225,Open,0 days 02:13:42.000000000,0.0928472222222
2016-11-01 22:13:14 ctwo:2096.75 csi:2103.75 @ESZ6,@ESZ6,2016-11-01 22:13:14,2096.75,2016-11-01 20:00:00,2103.75,-0.00332739156269,0.00332739156269,Close,0 days 02:13:14.000000000,0.0925231481481
2016-11-01 22:13:10 ctwo:0.7608 csi:0.7639 @ADZ6,@ADZ6,2016-11-01 22:13:10,0.7608,2016-11-01 20:00:00,0.7639,-0.00405812279094,0.00405812279094,Close,0 days 02:13:10.000000000,0.0924768518519
2016-11-01 22:13:11 ctwo:0.7607 csi:0.7639 @ADZ6,@ADZ6,2016-11-01 22:13:11,0.7607,2016-11-01 20:00:00,0.7639,-0.00418902997775,0.00418902997775,Open,0 days 02:13:11.000000000,0.0924884259259
