rowname,symbol,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-10-27 21:41:23 ctwo:108.99219 csi:109.0 @TUZ6,@TUZ6,2016-10-27 21:41:23,108.99219,2016-10-27 20:00:00,109.0,-7.16513761468e-05,7.16513761468e-05,Open,0 days 01:41:23.000000000,0.0704050925926
2016-10-28 04:40:16 ctwo:131.1 csi:131.11 BLZ6,BLZ6,2016-10-28 04:40:16,131.1,2016-10-27 20:00:00,131.11,-7.62718328123e-05,7.62718328123e-05,Open,0 days 08:40:16.000000000,0.361296296296
2016-10-27 21:41:07 ctwo:1.2185 csi:1.2186 @BPZ6,@BPZ6,2016-10-27 21:41:07,1.2185,2016-10-27 20:00:00,1.2186,-8.20613819137e-05,8.20613819137e-05,Close,0 days 01:41:07.000000000,0.0702199074074
2016-10-27 21:41:25 ctwo:98.25 csi:98.27 HTSZ6,HTSZ6,2016-10-27 21:41:25,98.25,2016-10-27 20:00:00,98.27,-0.000203520911774,0.000203520911774,Open,0 days 01:41:25.000000000,0.0704282407407
2016-10-27 21:41:13 ctwo:120.60938 csi:120.640625 @FVZ6,@FVZ6,2016-10-27 21:41:13,120.60938,2016-10-27 20:00:00,120.640625,-0.000258992358503,0.000258992358503,Open,0 days 01:41:13.000000000,0.0702893518519
2016-10-27 21:41:22 ctwo:349.5 csi:349.6 TWV6,TWV6,2016-10-27 21:41:22,349.5,2016-10-27 20:00:00,349.6,-0.000286041189931,0.000286041189931,Open,0 days 01:41:22.000000000,0.0703935185185
2016-10-27 21:41:19 ctwo:1.0088 csi:1.0091 @SFZ6,@SFZ6,2016-10-27 21:41:19,1.0088,2016-10-27 20:00:00,1.0091,-0.000297294618968,0.000297294618968,Close,0 days 01:41:19.000000000,0.0703587962963
2016-10-28 04:40:26 ctwo:162.02 csi:161.97 BDZ6,BDZ6,2016-10-28 04:40:26,162.02,2016-10-27 20:00:00,161.97,0.000308699141816,0.000308699141816,Open,0 days 08:40:26.000000000,0.361412037037
2016-10-27 21:41:20 ctwo:17.645 csi:17.639 QSIZ6,QSIZ6,2016-10-27 21:41:20,17.645,2016-10-27 20:00:00,17.639,0.000340155337604,0.000340155337604,Open,0 days 01:41:20.000000000,0.0703703703704
2016-10-27 21:41:25 ctwo:97.655 csi:97.69 HXSZ6,HXSZ6,2016-10-27 21:41:25,97.655,2016-10-27 20:00:00,97.69,-0.000358276179752,0.000358276179752,Close,0 days 01:41:25.000000000,0.0704282407407
2016-10-28 05:02:12 ctwo:125.2 csi:125.15 LGZ6,LGZ6,2016-10-28 05:02:12,125.2,2016-10-27 20:00:00,125.15,0.00039952057531,0.00039952057531,Close,0 days 09:02:12.000000000,0.376527777778
