rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-10-20 16:45:08 1.0 ES20171215 $0,ES20171215,ES,ES,2017-10-20 16:45:08,2574.0,2017-10-20 17:00:00,2574.0,0.0,0.0,Open,1.0,0.0,2.5,-15.0
ib: 2017-10-20 16:45:06 2.0 NQ20171215 $0,NQ20171215,NQ,NQ,2017-10-20 16:45:06,6111.0,2017-10-20 17:00:00,6111.0,0.0,0.0,Open,-1.0,0.0,5.0,-15.0
ib: 2017-10-20 14:02:45 1.0 GF20180125 $12,GF20180125,GF,FC,2017-10-20 14:02:45,151.3,2017-10-20 14:05:00,151.325,-0.000165207335206,0.000165207335206,Open,1.0,12.0,2.5,-3.0
ib: 2017-10-20 16:45:04 2.0 ZB20171219 $62,ZB20171219,ZB,US,2017-10-20 16:45:04,152.15625,2017-10-20 17:00:00,152.1875,-0.000205338809035,0.000205338809035,Open,1.0,62.0,5.0,-15.0
ib: 2017-10-20 16:44:56 2.0 GBP20171218 $-49,GBP20171218,GBP,BP,2017-10-20 16:44:56,1.3209,2017-10-20 17:00:00,1.3213,-0.000302732157723,0.000302732157723,Open,-1.0,-49.0,5.0,-16.0
ib: 2017-10-20 14:02:48 1.0 LE20171229 $-20,LE20171229,LE,LC,2017-10-20 14:02:48,116.65,2017-10-20 14:05:00,116.6,0.000428816466552,0.000428816466552,Open,1.0,-20.0,2.5,-3.0
ib: 2017-10-20 14:13:14 1.0 ZS20171114 $-25,ZS20171114,ZS,S,2017-10-20 14:13:14,979.25,2017-10-20 14:20:00,978.75,0.000510855683269,0.000510855683269,Open,1.0,-25.0,2.5,-7.0
ib: 2017-10-20 16:45:10 2.0 AUD20171218 $-79,AUD20171218,AUD,AD,2017-10-20 16:45:10,0.7813,2017-10-20 17:00:00,0.7809,0.000512229478806,0.000512229478806,Open,1.0,-79.0,5.0,-15.0
ib: 2017-10-20 14:13:18 3.0 ZL20171214 $35,ZL20171214,ZL,BO,2017-10-20 14:13:18,34.14,2017-10-20 14:20:00,34.16,-0.000585480093677,0.000585480093677,Open,1.0,35.0,7.5,-7.0
ib: 2017-10-20 14:13:16 2.0 ZW20171214 $25,ZW20171214,ZW,W,2017-10-20 14:13:16,425.75,2017-10-20 14:20:00,426.0,-0.000586854460094,0.000586854460094,Open,1.0,25.0,5.0,-7.0
ib: 2017-10-20 14:02:50 1.0 HE20171214 $-20,HE20171214,HE,LH,2017-10-20 14:02:50,64.9,2017-10-20 14:05:00,64.85,0.00077101002313,0.00077101002313,Open,1.0,-20.0,2.5,-3.0
ib: 2017-10-20 16:45:00 6.0 MXP20171218 $-150,MXP20171218,MXP,MP,2017-10-20 16:45:00,0.05217,2017-10-20 17:00:00,0.05212,0.000959324635457,0.000959324635457,Open,1.0,-150.0,15.0,-15.0
ib: 2017-10-20 16:45:02 2.0 HG20171227 $174,HG20171227,HG,HG,2017-10-20 16:45:02,316.9,2017-10-20 17:00:00,316.55,0.00110567051019,0.00110567051019,Open,-1.0,174.0,5.0,-15.0
ib: 2017-10-20 14:13:22 2.0 ZM20171214 $-79,ZM20171214,ZM,SM,2017-10-20 14:13:22,317.5,2017-10-20 14:20:00,317.1,0.00126143172501,0.00126143172501,Open,1.0,-79.0,5.0,-7.0
ib: 2017-10-20 14:13:20 4.0 ZC20171214 $-100,ZC20171214,ZC,C,2017-10-20 14:13:20,345.0,2017-10-20 14:20:00,344.5,0.00145137880987,0.00145137880987,Open,1.0,-100.0,10.0,-7.0
ib: 2017-10-20 16:44:58 2.0 CL20171120 $359,CL20171120,CL,CL,2017-10-20 16:44:58,52.02,2017-10-20 17:00:00,51.84,0.00347222222222,0.00347222222222,Open,-1.0,359.0,5.0,-16.0
