rowname,Type,Unnamed: 0,Unnamed: 0.1,abs_slippage,c2price,c2timestamp,csiPrice,csitimestamp,delta,slippage,symbol,timedelta
2016-10-04 22:21:16 ctwo:166.40625 csi:166.4375 @USZ6,Open,8,,0.00018775816748,166.40625,2016-10-04 22:21:16,166.4375,2016-10-04 20:00:00,0.0981018518519,-0.00018775816748,@USZ6,0 days 02:21:16.000000000
2016-10-04 22:21:10 ctwo:466.9 csi:467.0 @RSX6,Open,9,,0.000214132762313,466.9,2016-10-04 22:21:10,467.0,2016-10-04 20:00:00,0.0980324074074,-0.000214132762313,@RSX6,0 days 02:21:10.000000000
2016-10-04 22:21:17 ctwo:98.44 csi:98.48 HTSZ6,Open,10,,0.000406173842405,98.44,2016-10-04 22:21:17,98.48,2016-10-04 20:00:00,0.0981134259259,-0.000406173842405,HTSZ6,0 days 02:21:17.000000000
2016-10-04 22:21:00 ctwo:0.00975 csi:0.0097545 @JYZ6,Open,11,,0.000461325542058,0.00975,2016-10-04 22:21:00,0.0097545,2016-10-04 20:00:00,0.0979166666667,-0.000461325542058,@JYZ6,0 days 02:21:00.000000000
2016-10-04 22:21:18 ctwo:97.92 csi:97.97 HXSZ6,Open,12,,0.000510360314382,97.92,2016-10-04 22:21:18,97.97,2016-10-04 20:00:00,0.098125,-0.000510360314382,HXSZ6,0 days 02:21:18.000000000
2016-10-04 22:21:13 ctwo:306.5 csi:306.3 @SMZ6,Open,13,,0.000652954619654,306.5,2016-10-04 22:21:13,306.3,2016-10-04 20:00:00,0.0980671296296,0.000652954619654,@SMZ6,0 days 02:21:13.000000000
2016-10-04 22:21:10 ctwo:962.75 csi:963.5 @SX6,Open,14,,0.00077841203944,962.75,2016-10-04 22:21:10,963.5,2016-10-04 20:00:00,0.0980324074074,-0.00077841203944,@SX6,0 days 02:21:10.000000000
2016-10-04 22:21:09 ctwo:699.0 csi:699.55 QPAZ6,Open,15,,0.000786219712672,699.0,2016-10-04 22:21:09,699.55,2016-10-04 20:00:00,0.0980208333333,-0.000786219712672,QPAZ6,0 days 02:21:09.000000000
2016-10-04 22:21:14 ctwo:346.6 csi:346.9 TWV6,Open,16,,0.000864802536754,346.6,2016-10-04 22:21:14,346.9,2016-10-04 20:00:00,0.0980787037037,-0.000864802536754,TWV6,0 days 02:21:14.000000000
2016-10-05 02:01:51 ctwo:131.93 csi:132.09 BLZ6,Open,17,,0.00121129532894,131.93,2016-10-05 02:01:51,132.09,2016-10-04 20:00:00,0.251284722222,-0.00121129532894,BLZ6,0 days 06:01:51.000000000
2016-10-05 09:30:25 ctwo:102.8 csi:102.675 @LEZ6,Open,18,,0.00121743364987,102.8,2016-10-05 09:30:25,102.675,2016-10-04 20:00:00,0.562789351852,0.00121743364987,@LEZ6,0 days 13:30:25.000000000
2016-10-04 22:21:12 ctwo:306.7 csi:306.3 @SMZ6,Close,19,,0.00130590923931,306.7,2016-10-04 22:21:12,306.3,2016-10-04 20:00:00,0.0980555555556,0.00130590923931,@SMZ6,0 days 02:21:12.000000000
2016-10-04 22:21:04 ctwo:0.0514 csi:0.05133 @PXZ6,Open,20,,0.0013637249172,0.0514,2016-10-04 22:21:04,0.05133,2016-10-04 20:00:00,0.097962962963,0.0013637249172,@PXZ6,0 days 02:21:04.000000000
2016-10-04 22:21:14 ctwo:316.25 csi:316.7 SSV6,Open,21,,0.00142090306284,316.25,2016-10-04 22:21:14,316.7,2016-10-04 20:00:00,0.0980787037037,-0.00142090306284,SSV6,0 days 02:21:14.000000000
2016-10-04 22:20:48 ctwo:347.75 csi:348.25 @CZ6,Open,22,,0.00143575017947,347.75,2016-10-04 22:20:48,348.25,2016-10-04 20:00:00,0.0977777777778,-0.00143575017947,@CZ6,0 days 02:20:48.000000000
2016-10-05 03:45:19 ctwo:596.5 csi:595.5 QWZ6,Open,23,,0.0016792611251,596.5,2016-10-05 03:45:19,595.5,2016-10-04 20:00:00,0.323136574074,0.0016792611251,QWZ6,0 days 07:45:19.000000000
2016-10-04 22:20:54 ctwo:9786.0 csi:9768.0 HHIV6,Close,24,,0.00184275184275,9786.0,2016-10-04 22:20:54,9768.0,2016-10-04 20:00:00,0.0978472222222,0.00184275184275,HHIV6,0 days 02:20:54.000000000
2016-10-04 22:20:48 ctwo:0.75945 csi:0.75795 @CDZ6,Open,25,,0.00197902236295,0.75945,2016-10-04 22:20:48,0.75795,2016-10-04 20:00:00,0.0977777777778,0.00197902236295,@CDZ6,0 days 02:20:48.000000000
2016-10-04 22:20:58 ctwo:23737.0 csi:23682.0 HSIV6,Open,26,,0.00232243898319,23737.0,2016-10-04 22:20:58,23682.0,2016-10-04 20:00:00,0.0978935185185,0.00232243898319,HSIV6,0 days 02:20:58.000000000
2016-10-04 22:20:45 ctwo:0.7625 csi:0.7605 @ADZ6,Open,27,,0.00262984878369,0.7625,2016-10-04 22:20:45,0.7605,2016-10-04 20:00:00,0.0977430555556,0.00262984878369,@ADZ6,0 days 02:20:45.000000000
2016-10-04 22:20:43 ctwo:0.7626 csi:0.7605 @ADZ6,Close,28,,0.00276134122288,0.7626,2016-10-04 22:20:43,0.7605,2016-10-04 20:00:00,0.0977199074074,0.00276134122288,@ADZ6,0 days 02:20:43.000000000
2016-10-04 22:21:05 ctwo:0.7169 csi:0.7189 @NEZ6,Open,29,,0.00278202809848,0.7169,2016-10-04 22:21:05,0.7189,2016-10-04 20:00:00,0.097974537037,-0.00278202809848,@NEZ6,0 days 02:21:05.000000000
2016-10-04 22:20:58 ctwo:217.4 csi:216.7 QHGZ6,Open,30,,0.00323027226581,217.4,2016-10-04 22:20:58,216.7,2016-10-04 20:00:00,0.0978935185185,0.00323027226581,QHGZ6,0 days 02:20:58.000000000
2016-10-05 02:00:21 ctwo:456.6 csi:458.1 AEXV6,Open,31,,0.00327439423707,456.6,2016-10-05 02:00:21,458.1,2016-10-04 20:00:00,0.250243055556,-0.00327439423707,AEXV6,0 days 06:00:21.000000000
2016-10-05 02:01:34 ctwo:164.74 csi:165.3 BDZ6,Open,32,,0.00338777979431,164.74,2016-10-05 02:01:34,165.3,2016-10-04 20:00:00,0.251087962963,-0.00338777979431,BDZ6,0 days 06:01:34.000000000
2016-10-04 22:21:09 ctwo:994.1 csi:990.5 QPLF7,Open,33,,0.00363452801615,994.1,2016-10-04 22:21:09,990.5,2016-10-04 20:00:00,0.0980208333333,0.00363452801615,QPLF7,0 days 02:21:09.000000000
2016-10-04 22:20:54 ctwo:1274.6 csi:1269.7 QGCZ6,Open,34,,0.0038591793337,1274.6,2016-10-04 22:20:54,1269.7,2016-10-04 20:00:00,0.0978472222222,0.0038591793337,QGCZ6,0 days 02:20:54.000000000
2016-10-04 22:20:53 ctwo:1274.7 csi:1269.7 QGCZ6,Close,35,,0.00393793809561,1274.7,2016-10-04 22:20:53,1269.7,2016-10-04 20:00:00,0.0978356481481,0.00393793809561,QGCZ6,0 days 02:20:53.000000000
2016-10-04 22:21:10 ctwo:10.055 csi:10.095 @RRX6,Open,36,,0.00396235760277,10.055,2016-10-04 22:21:10,10.095,2016-10-04 20:00:00,0.0980324074074,-0.00396235760277,@RRX6,0 days 02:21:10.000000000
2016-10-04 22:21:06 ctwo:182.0 csi:181.25 @OZ6,Close,37,,0.00413793103448,182.0,2016-10-04 22:21:06,181.25,2016-10-04 20:00:00,0.0979861111111,0.00413793103448,@OZ6,0 days 02:21:06.000000000
2016-10-04 22:21:03 ctwo:911.4 csi:907.1 @MMEZ6,Open,38,,0.00474038143534,911.4,2016-10-04 22:21:03,907.1,2016-10-04 20:00:00,0.0979513888889,0.00474038143534,@MMEZ6,0 days 02:21:03.000000000
2016-10-04 22:21:16 ctwo:5445.0 csi:5473.0 APZ6,Close,39,,0.0051160241184,5445.0,2016-10-04 22:21:16,5473.0,2016-10-04 20:00:00,0.0981018518519,-0.0051160241184,APZ6,0 days 02:21:16.000000000
2016-10-04 22:21:17 ctwo:5445.0 csi:5473.0 APZ6,Open,40,,0.0051160241184,5445.0,2016-10-04 22:21:17,5473.0,2016-10-04 20:00:00,0.0981134259259,-0.0051160241184,APZ6,0 days 02:21:17.000000000
2016-10-05 02:00:21 ctwo:3006.0 csi:3023.0 EXZ6,Open,41,,0.00562355276216,3006.0,2016-10-05 02:00:21,3023.0,2016-10-04 20:00:00,0.250243055556,-0.00562355276216,EXZ6,0 days 06:00:21.000000000
2016-10-04 22:21:05 ctwo:2.981 csi:2.964 QNGX6,Open,42,,0.0057354925776,2.981,2016-10-04 22:21:05,2.964,2016-10-04 20:00:00,0.097974537037,0.0057354925776,QNGX6,0 days 02:21:05.000000000
2016-10-04 22:21:03 ctwo:912.7 csi:907.1 @MMEZ6,Close,43,,0.00617352000882,912.7,2016-10-04 22:21:03,907.1,2016-10-04 20:00:00,0.0979513888889,0.00617352000882,@MMEZ6,0 days 02:21:03.000000000
2016-10-05 03:00:22 ctwo:7035.5 csi:7079.5 LFZ6,Open,44,,0.00621512818702,7035.5,2016-10-05 03:00:22,7079.5,2016-10-04 20:00:00,0.291921296296,-0.00621512818702,LFZ6,0 days 07:00:22.000000000
2016-10-04 22:21:05 ctwo:16845.0 csi:16740.0 @NKDZ6,Open,45,,0.00627240143369,16845.0,2016-10-04 22:21:05,16740.0,2016-10-04 20:00:00,0.097974537037,0.00627240143369,@NKDZ6,0 days 02:21:05.000000000
2016-10-04 22:21:00 ctwo:1.5688 csi:1.5544 QHOX6,Open,46,,0.00926402470407,1.5688,2016-10-04 22:21:00,1.5544,2016-10-04 20:00:00,0.0979166666667,0.00926402470407,QHOX6,0 days 02:21:00.000000000
2016-10-04 22:21:11 ctwo:17.955 csi:17.775 QSIZ6,Open,47,,0.0101265822785,17.955,2016-10-04 22:21:11,17.775,2016-10-04 20:00:00,0.0980439814815,0.0101265822785,QSIZ6,0 days 02:21:11.000000000
2016-10-05 09:30:51 ctwo:44.0 csi:43.5 @HEZ6,Open,48,,0.0114942528736,44.0,2016-10-05 09:30:51,43.5,2016-10-04 20:00:00,0.563090277778,0.0114942528736,@HEZ6,0 days 13:30:51.000000000
2016-10-04 22:20:49 ctwo:49.26 csi:48.69 QCLX6,Open,49,,0.0117067159581,49.26,2016-10-04 22:20:49,48.69,2016-10-04 20:00:00,0.0977893518519,0.0117067159581,QCLX6,0 days 02:20:49.000000000
2016-10-05 08:00:23 ctwo:205.0 csi:202.2 @OJX6,Open,50,,0.0138476755687,205.0,2016-10-05 08:00:23,202.2,2016-10-04 20:00:00,0.500266203704,0.0138476755687,@OJX6,0 days 12:00:23.000000000
2016-10-05 23:24:07 ctwo:16950.0 csi:16950.0 @NKDZ6,Close,0,,0.0,16950.0,2016-10-05 23:24:07,16950.0,2016-10-05 20:00:00,0.141747685185,0.0,@NKDZ6,0 days 03:24:07.000000000
2016-10-05 23:24:12 ctwo:109.07031 csi:109.0546875 @TUZ6,Open,1,,0.000143253814743,109.07031,2016-10-05 23:24:12,109.0546875,2016-10-05 20:00:00,0.141805555556,0.000143253814743,@TUZ6,0 days 03:24:12.000000000
2016-10-05 23:24:10 ctwo:152.03 csi:152.06 BBZ6,Close,2,,0.000197290543207,152.03,2016-10-05 23:24:10,152.06,2016-10-05 20:00:00,0.141782407407,-0.000197290543207,BBZ6,0 days 03:24:10.000000000
2016-10-05 23:24:14 ctwo:98.42 csi:98.44 HTSZ6,Close,3,,0.000203169443316,98.42,2016-10-05 23:24:14,98.44,2016-10-05 20:00:00,0.141828703704,-0.000203169443316,HTSZ6,0 days 03:24:14.000000000
2016-10-05 23:24:12 ctwo:109.078125 csi:109.0546875 @TUZ6,Close,4,,0.000214915108532,109.078125,2016-10-05 23:24:12,109.0546875,2016-10-05 20:00:00,0.141805555556,0.000214915108532,@TUZ6,0 days 03:24:12.000000000
2016-10-06 02:01:54 ctwo:131.83 csi:131.79 BLZ6,Close,5,,0.000303513164884,131.83,2016-10-06 02:01:54,131.79,2016-10-05 20:00:00,0.251319444444,0.000303513164884,BLZ6,0 days 06:01:54.000000000
2016-10-05 23:24:15 ctwo:97.88 csi:97.91 HXSZ6,Open,6,,0.000306403840261,97.88,2016-10-05 23:24:15,97.91,2016-10-05 20:00:00,0.141840277778,-0.000306403840261,HXSZ6,0 days 03:24:15.000000000
2016-10-05 23:24:14 ctwo:97.88 csi:97.91 HXSZ6,Close,7,,0.000306403840261,97.88,2016-10-05 23:24:14,97.91,2016-10-05 20:00:00,0.141828703704,-0.000306403840261,HXSZ6,0 days 03:24:14.000000000
2016-10-05 23:24:07 ctwo:4872.0 csi:4873.5 @NQZ6,Close,8,,0.000307787011388,4872.0,2016-10-05 23:24:07,4873.5,2016-10-05 20:00:00,0.141747685185,-0.000307787011388,@NQZ6,0 days 03:24:07.000000000
2016-10-05 23:23:56 ctwo:96.15 csi:96.114 @DXZ6,Close,9,,0.000374555215682,96.15,2016-10-05 23:23:56,96.114,2016-10-05 20:00:00,0.14162037037,0.000374555215682,@DXZ6,0 days 03:23:56.000000000
2016-10-05 23:24:00 ctwo:121.015625 csi:120.96875 @FVZ6,Close,10,,0.00038749677086,121.015625,2016-10-05 23:24:00,120.96875,2016-10-05 20:00:00,0.141666666667,0.00038749677086,@FVZ6,0 days 03:24:00.000000000
2016-10-06 03:30:03 ctwo:23.8 csi:23.81 @SBH7,Close,11,,0.000419991600168,23.8,2016-10-06 03:30:03,23.81,2016-10-05 20:00:00,0.312534722222,-0.000419991600168,@SBH7,0 days 07:30:03.000000000
2016-10-05 23:24:10 ctwo:317.4 csi:317.25 SSV6,Close,12,,0.000472813238771,317.4,2016-10-05 23:24:10,317.25,2016-10-05 20:00:00,0.141782407407,0.000472813238771,SSV6,0 days 03:24:10.000000000
2016-10-05 23:24:05 ctwo:0.0516 csi:0.05157 @PXZ6,Close,13,,0.000581733566027,0.0516,2016-10-05 23:24:05,0.05157,2016-10-05 20:00:00,0.141724537037,0.000581733566027,@PXZ6,0 days 03:24:05.000000000
2016-10-05 23:24:01 ctwo:415.25 csi:415.0 @KWZ6,Close,14,,0.000602409638554,415.25,2016-10-05 23:24:01,415.0,2016-10-05 20:00:00,0.141678240741,0.000602409638554,@KWZ6,0 days 03:24:01.000000000
2016-10-05 23:24:02 ctwo:415.25 csi:415.0 @KWZ6,Open,15,,0.000602409638554,415.25,2016-10-05 23:24:02,415.0,2016-10-05 20:00:00,0.141689814815,0.000602409638554,@KWZ6,0 days 03:24:02.000000000
2016-10-05 23:24:14 ctwo:18187.0 csi:18200.0 @YMZ6,Close,16,,0.000714285714286,18187.0,2016-10-05 23:24:14,18200.0,2016-10-05 20:00:00,0.141828703704,-0.000714285714286,@YMZ6,0 days 03:24:14.000000000
2016-10-05 23:24:12 ctwo:130.315625 csi:130.21875 @TYZ6,Close,17,,0.000743940484761,130.315625,2016-10-05 23:24:12,130.21875,2016-10-05 20:00:00,0.141805555556,0.000743940484761,@TYZ6,0 days 03:24:12.000000000
2016-10-05 23:24:13 ctwo:165.84375 csi:165.71875 @USZ6,Close,18,,0.000754290024514,165.84375,2016-10-05 23:24:13,165.71875,2016-10-05 20:00:00,0.14181712963,0.000754290024514,@USZ6,0 days 03:24:13.000000000
2016-10-06 03:00:12 ctwo:129.64 csi:129.54 LGZ6,Close,19,,0.000771962328238,129.64,2016-10-06 03:00:12,129.54,2016-10-05 20:00:00,0.291805555556,0.000771962328238,LGZ6,0 days 07:00:12.000000000
2016-10-05 23:23:56 ctwo:1.12375 csi:1.1247 @EUZ6,Close,20,,0.000844669689695,1.12375,2016-10-05 23:23:56,1.1247,2016-10-05 20:00:00,0.14162037037,-0.000844669689695,@EUZ6,0 days 03:23:56.000000000
2016-10-05 23:23:54 ctwo:0.75905 csi:0.7597 @CDZ6,Close,21,,0.00085560089509,0.75905,2016-10-05 23:23:54,0.7597,2016-10-05 20:00:00,0.141597222222,-0.00085560089509,@CDZ6,0 days 03:23:54.000000000
2016-10-05 23:24:10 ctwo:1.0296 csi:1.0305 @SFZ6,Close,22,,0.000873362445415,1.0296,2016-10-05 23:24:10,1.0305,2016-10-05 20:00:00,0.141782407407,-0.000873362445415,@SFZ6,0 days 03:24:10.000000000
2016-10-05 23:23:55 ctwo:6775.0 csi:6782.0 @CTZ6,Close,23,,0.00103214391035,6775.0,2016-10-05 23:23:55,6782.0,2016-10-05 20:00:00,0.141608796296,-0.00103214391035,@CTZ6,0 days 03:23:55.000000000
2016-10-06 02:00:41 ctwo:456.55 csi:455.9 AEXV6,Open,24,,0.00142575126124,456.55,2016-10-06 02:00:41,455.9,2016-10-05 20:00:00,0.250474537037,0.00142575126124,AEXV6,0 days 06:00:41.000000000
2016-10-06 02:00:32 ctwo:456.55 csi:455.9 AEXV6,Close,25,,0.00142575126124,456.55,2016-10-06 02:00:32,455.9,2016-10-05 20:00:00,0.25037037037,0.00142575126124,AEXV6,0 days 06:00:32.000000000
2016-10-05 23:24:11 ctwo:1243.2 csi:1245.2 @TFSZ6,Close,26,,0.00160616768391,1243.2,2016-10-05 23:24:11,1245.2,2016-10-05 20:00:00,0.141793981481,-0.00160616768391,@TFSZ6,0 days 03:24:11.000000000
2016-10-06 02:00:24 ctwo:3022.0 csi:3017.0 EXZ6,Close,27,,0.00165727543918,3022.0,2016-10-06 02:00:24,3017.0,2016-10-05 20:00:00,0.250277777778,0.00165727543918,EXZ6,0 days 06:00:24.000000000
2016-10-06 04:20:47 ctwo:2831.0 csi:2836.0 @CCZ6,Open,28,,0.00176304654443,2831.0,2016-10-06 04:20:47,2836.0,2016-10-05 20:00:00,0.347766203704,-0.00176304654443,@CCZ6,0 days 08:20:47.000000000
2016-10-06 04:20:34 ctwo:2831.0 csi:2836.0 @CCZ6,Close,29,,0.00176304654443,2831.0,2016-10-06 04:20:34,2836.0,2016-10-05 20:00:00,0.347615740741,-0.00176304654443,@CCZ6,0 days 08:20:34.000000000
2016-10-06 03:00:21 ctwo:7008.5 csi:6996.0 LFZ6,Close,30,,0.0017867352773,7008.5,2016-10-06 03:00:21,6996.0,2016-10-05 20:00:00,0.291909722222,0.0017867352773,LFZ6,0 days 07:00:21.000000000
2016-10-06 03:00:24 ctwo:7008.5 csi:6996.0 LFZ6,Open,31,,0.0017867352773,7008.5,2016-10-06 03:00:24,6996.0,2016-10-05 20:00:00,0.291944444444,0.0017867352773,LFZ6,0 days 07:00:24.000000000
2016-10-06 02:00:37 ctwo:10599.6666667 csi:10580.5 DXMZ6,Close,32,,0.00181150859285,10599.6666667,2016-10-06 02:00:37,10580.5,2016-10-05 20:00:00,0.250428240741,0.00181150859285,DXMZ6,0 days 06:00:37.000000000
2016-10-05 23:23:51 ctwo:0.7596 csi:0.761 @ADZ6,Close,33,,0.00183968462549,0.7596,2016-10-05 23:23:51,0.761,2016-10-05 20:00:00,0.1415625,-0.00183968462549,@ADZ6,0 days 03:23:51.000000000
2016-10-05 23:23:52 ctwo:0.7596 csi:0.761 @ADZ6,Open,34,,0.00183968462549,0.7596,2016-10-05 23:23:52,0.761,2016-10-05 20:00:00,0.141574074074,-0.00183968462549,@ADZ6,0 days 03:23:52.000000000
2016-10-05 23:24:04 ctwo:919.3 csi:921.0 @MMEZ6,Close,35,,0.00184581976113,919.3,2016-10-05 23:24:04,921.0,2016-10-05 20:00:00,0.141712962963,-0.00184581976113,@MMEZ6,0 days 03:24:04.000000000
2016-10-05 23:24:08 ctwo:676.95 csi:675.6 QPAZ6,Close,36,,0.00199822380107,676.95,2016-10-05 23:24:08,675.6,2016-10-05 20:00:00,0.141759259259,0.00199822380107,QPAZ6,0 days 03:24:08.000000000
2016-10-06 04:00:05 ctwo:1990.0 csi:1994.0 LRCX6,Close,37,,0.00200601805416,1990.0,2016-10-06 04:00:05,1994.0,2016-10-05 20:00:00,0.333391203704,-0.00200601805416,LRCX6,0 days 08:00:05.000000000
2016-10-06 04:00:23 ctwo:1990.0 csi:1994.0 LRCX6,Open,38,,0.00200601805416,1990.0,2016-10-06 04:00:23,1994.0,2016-10-05 20:00:00,0.333599537037,-0.00200601805416,LRCX6,0 days 08:00:23.000000000
2016-10-05 23:23:57 ctwo:1535.6 csi:1538.7 @EMDZ6,Close,39,,0.0020146877234,1535.6,2016-10-05 23:23:57,1538.7,2016-10-05 20:00:00,0.141631944444,-0.0020146877234,@EMDZ6,0 days 03:23:57.000000000
2016-10-06 04:15:23 ctwo:148.5 csi:148.2 @KCZ6,Open,40,,0.00202429149798,148.5,2016-10-06 04:15:23,148.2,2016-10-05 20:00:00,0.344016203704,0.00202429149798,@KCZ6,0 days 08:15:23.000000000
2016-10-06 04:15:10 ctwo:148.5 csi:148.2 @KCZ6,Close,41,,0.00202429149798,148.5,2016-10-06 04:15:10,148.2,2016-10-05 20:00:00,0.343865740741,0.00202429149798,@KCZ6,0 days 08:15:10.000000000
2016-10-06 02:00:49 ctwo:4496.0 csi:4485.5 MTV6,Open,42,,0.0023408761565,4496.0,2016-10-06 02:00:49,4485.5,2016-10-05 20:00:00,0.25056712963,0.0023408761565,MTV6,0 days 06:00:49.000000000
2016-10-06 02:00:36 ctwo:4496.0 csi:4485.5 MTV6,Close,43,,0.0023408761565,4496.0,2016-10-06 02:00:36,4485.5,2016-10-05 20:00:00,0.250416666667,0.0023408761565,MTV6,0 days 06:00:36.000000000
2016-10-06 02:00:50 ctwo:10606.0 csi:10580.5 DXMZ6,Open,44,,0.00241009404092,10606.0,2016-10-06 02:00:50,10580.5,2016-10-05 20:00:00,0.250578703704,0.00241009404092,DXMZ6,0 days 06:00:50.000000000
2016-10-06 09:30:23 ctwo:122.45 csi:122.85 @GFX6,Close,45,,0.003256003256,122.45,2016-10-06 09:30:23,122.85,2016-10-05 20:00:00,0.562766203704,-0.003256003256,@GFX6,0 days 13:30:23.000000000
2016-10-05 23:24:13 ctwo:406.5 csi:405.0 @WZ6,Close,46,,0.0037037037037,406.5,2016-10-05 23:24:13,405.0,2016-10-05 20:00:00,0.14181712963,0.0037037037037,@WZ6,0 days 03:24:13.000000000
2016-10-05 23:24:07 ctwo:183.25 csi:184.0 @OZ6,Close,47,,0.00407608695652,183.25,2016-10-05 23:24:07,184.0,2016-10-05 20:00:00,0.141747685185,-0.00407608695652,@OZ6,0 days 03:24:07.000000000
2016-10-05 23:24:13 ctwo:5460.0 csi:5433.0 APZ6,Close,48,,0.00496963003865,5460.0,2016-10-05 23:24:13,5433.0,2016-10-05 20:00:00,0.14181712963,0.00496963003865,APZ6,0 days 03:24:13.000000000
2016-10-05 23:23:53 ctwo:346.0 csi:347.75 @CZ6,Close,49,,0.00503235082674,346.0,2016-10-05 23:23:53,347.75,2016-10-05 20:00:00,0.141585648148,-0.00503235082674,@CZ6,0 days 03:23:53.000000000
2016-10-06 03:45:01 ctwo:601.4 csi:604.5 QWZ6,Close,50,,0.00512820512821,601.4,2016-10-06 03:45:01,604.5,2016-10-05 20:00:00,0.322928240741,-0.00512820512821,QWZ6,0 days 07:45:01.000000000
2016-10-05 23:24:00 ctwo:23874.0 csi:23750.0 HSIV6,Close,51,,0.00522105263158,23874.0,2016-10-05 23:24:00,23750.0,2016-10-05 20:00:00,0.141666666667,0.00522105263158,HSIV6,0 days 03:24:00.000000000
2016-10-05 23:24:03 ctwo:51.55 csi:51.86 EBZ6,Close,52,,0.00597763208639,51.55,2016-10-05 23:24:03,51.86,2016-10-05 20:00:00,0.141701388889,-0.00597763208639,EBZ6,0 days 03:24:03.000000000
2016-10-05 23:23:55 ctwo:49.51 csi:49.83 QCLX6,Open,53,,0.0064218342364,49.51,2016-10-05 23:23:55,49.83,2016-10-05 20:00:00,0.141608796296,-0.0064218342364,QCLX6,0 days 03:23:55.000000000
2016-10-05 23:23:54 ctwo:49.51 csi:49.83 QCLX6,Close,54,,0.0064218342364,49.51,2016-10-05 23:23:54,49.83,2016-10-05 20:00:00,0.141597222222,-0.0064218342364,QCLX6,0 days 03:23:54.000000000
2016-10-05 23:24:00 ctwo:9887.0 csi:9800.0 HHIV6,Close,55,,0.00887755102041,9887.0,2016-10-05 23:24:00,9800.0,2016-10-05 20:00:00,0.141666666667,0.00887755102041,HHIV6,0 days 03:24:00.000000000
2016-10-06 08:00:11 ctwo:204.0 csi:201.4 @OJX6,Close,56,,0.012909632572,204.0,2016-10-06 08:00:11,201.4,2016-10-05 20:00:00,0.500127314815,0.012909632572,@OJX6,0 days 12:00:11.000000000
2016-10-07 02:20:29 ctwo:8765.7 csi:8765.7 IBV6,Close,0,,0.0,8765.7,2016-10-07 02:20:29,8765.7,2016-10-06 20:00:00,0.264224537037,0.0,IBV6,0 days 06:20:29.000000000
2016-10-07 02:01:17 ctwo:131.75 csi:131.75 BLZ6,Open,1,,0.0,131.75,2016-10-07 02:01:17,131.75,2016-10-06 20:00:00,0.250891203704,0.0,BLZ6,0 days 06:01:17.000000000
2016-10-06 22:09:07 ctwo:0.0515 csi:0.0515 @PXZ6,Open,2,,0.0,0.0515,2016-10-06 22:09:07,0.0515,2016-10-06 20:00:00,0.0896643518519,0.0,@PXZ6,0 days 02:09:07.000000000
2016-10-06 22:09:12 ctwo:152.02 csi:152.01 BBZ6,Open,3,,6.57851457142e-05,152.02,2016-10-06 22:09:12,152.01,2016-10-06 20:00:00,0.0897222222222,6.57851457142e-05,BBZ6,0 days 02:09:12.000000000
2016-10-06 22:09:15 ctwo:109.039063 csi:109.03125 @TUZ6,Close,4,,7.16583548293e-05,109.039063,2016-10-06 22:09:15,109.03125,2016-10-06 20:00:00,0.0897569444444,7.16583548293e-05,@TUZ6,0 days 02:09:15.000000000
2016-10-06 22:09:12 ctwo:8738.5 csi:8740.5 INV6,Open,5,,0.000228819861564,8738.5,2016-10-06 22:09:12,8740.5,2016-10-06 20:00:00,0.0897222222222,-0.000228819861564,INV6,0 days 02:09:12.000000000
2016-10-07 04:15:08 ctwo:146.35 csi:146.4 @KCZ6,Close,6,,0.000341530054645,146.35,2016-10-07 04:15:08,146.4,2016-10-06 20:00:00,0.343842592593,-0.000341530054645,@KCZ6,0 days 08:15:08.000000000
2016-10-06 22:09:01 ctwo:120.85938 csi:120.8046875 @FVZ6,Open,7,,0.000452734915605,120.85938,2016-10-06 22:09:01,120.8046875,2016-10-06 20:00:00,0.0895949074074,0.000452734915605,@FVZ6,0 days 02:09:01.000000000
2016-10-06 22:08:55 ctwo:1.11665 csi:1.11725 @EUZ6,Open,8,,0.000537032893265,1.11665,2016-10-06 22:08:55,1.11725,2016-10-06 20:00:00,0.089525462963,-0.000537032893265,@EUZ6,0 days 02:08:55.000000000
2016-10-07 02:00:13 ctwo:454.9 csi:454.65 AEXV6,Close,9,,0.000549873529088,454.9,2016-10-07 02:00:13,454.65,2016-10-06 20:00:00,0.250150462963,0.000549873529088,AEXV6,0 days 06:00:13.000000000
2016-10-06 22:09:15 ctwo:130.0625 csi:129.953125 @TYZ6,Open,10,,0.000841649633281,130.0625,2016-10-06 22:09:15,129.953125,2016-10-06 20:00:00,0.0897569444444,0.000841649633281,@TYZ6,0 days 02:09:15.000000000
2016-10-06 22:09:13 ctwo:346.1 csi:346.4 TWV6,Close,11,,0.000866050808314,346.1,2016-10-06 22:09:13,346.4,2016-10-06 20:00:00,0.0897337962963,-0.000866050808314,TWV6,0 days 02:09:13.000000000
2016-10-06 22:09:14 ctwo:346.1 csi:346.4 TWV6,Open,12,,0.000866050808314,346.1,2016-10-06 22:09:14,346.4,2016-10-06 20:00:00,0.0897453703704,-0.000866050808314,TWV6,0 days 02:09:14.000000000
2016-10-06 22:09:09 ctwo:666.75 csi:666.15 QPAZ6,Open,13,,0.000900698040982,666.75,2016-10-06 22:09:09,666.15,2016-10-06 20:00:00,0.0896875,0.000900698040982,QPAZ6,0 days 02:09:09.000000000
