rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-05-23 16:43:39 3 @PXM7 $0,@PXM7,2017-05-23 16:43:39,0.05342,2017-05-23 17:00:00,0.05342,0.0,0.0,Open,1.0,0.0,7.5,-1 days +23:43:39.000000000,-17.0
ctwo opened: 2017-05-23 16:43:45 6 @TUM7 $0,@TUM7,2017-05-23 16:43:45,108.28125,2017-05-23 17:00:00,108.28125,0.0,0.0,Open,-1.0,0.0,15.0,-1 days +23:43:45.000000000,-17.0
ctwo opened: 2017-05-23 13:59:16 1 @HEN7 $-9,@HEN7,2017-05-23 13:59:16,80.05,2017-05-23 14:05:00,80.025,0.000312402374258,0.000312402374258,Open,1.0,-9.0,2.5,-1 days +23:54:16.000000000,-6.0
ctwo opened: 2017-05-23 14:17:26 2 @SMN7 $19,@SMN7,2017-05-23 14:17:26,306.4,2017-05-23 14:20:00,306.3,0.000326477309827,0.000326477309827,Open,-1.0,19.0,5.0,-1 days +23:57:26.000000000,-3.0
ctwo opened: 2017-05-23 16:43:38 1 @EUM7 $-56,@EUM7,2017-05-23 16:43:38,1.1194,2017-05-23 17:00:00,1.11985,-0.00040183953208,0.00040183953208,Open,-1.0,-56.0,2.5,-1 days +23:43:38.000000000,-17.0
ctwo opened: 2017-05-23 16:43:37 2 @BPM7 $-87,@BPM7,2017-05-23 16:43:37,1.2969,2017-05-23 17:00:00,1.2976,-0.000539457459926,0.000539457459926,Open,-1.0,-87.0,5.0,-1 days +23:43:37.000000000,-17.0
ctwo opened: 2017-05-23 14:17:27 2 @WN7 $-25,@WN7,2017-05-23 14:17:27,429.25,2017-05-23 14:20:00,429.5,-0.00058207217695,0.00058207217695,Open,-1.0,-25.0,5.0,-1 days +23:57:27.000000000,-3.0
ctwo opened: 2017-05-23 16:43:43 1 @SFM7 $-99,@SFM7,2017-05-23 16:43:43,1.026,2017-05-23 17:00:00,1.0268,-0.000779119594858,0.000779119594858,Open,-1.0,-99.0,2.5,-1 days +23:43:43.000000000,-17.0
ctwo opened: 2017-05-23 16:43:42 1 QRBN7 $180,QRBN7,2017-05-23 16:43:42,1.6603,2017-05-23 17:00:00,1.656,0.00259661835749,0.00259661835749,Open,-1.0,180.0,2.5,-1 days +23:43:42.000000000,-17.0
ctwo opened: 2017-05-23 16:43:41 1 QNGN7 $140,QNGN7,2017-05-23 16:43:41,3.326,2017-05-23 17:00:00,3.312,0.0042270531401,0.0042270531401,Open,-1.0,140.0,2.5,-1 days +23:43:41.000000000,-17.0
ctwo opened: 2017-05-23 16:43:44 1 QSIN7 $-370,QSIN7,2017-05-23 16:43:44,17.065,2017-05-23 17:00:00,17.139,-0.00431763813525,0.00431763813525,Open,-1.0,-370.0,2.5,-1 days +23:43:44.000000000,-17.0
ctwo opened: 2017-05-23 16:43:42 1 QPLN7 $-219,QPLN7,2017-05-23 16:43:42,945.0,2017-05-23 17:00:00,949.4,-0.00463450600379,0.00463450600379,Open,-1.0,-219.0,2.5,-1 days +23:43:42.000000000,-17.0
