rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-08-14 16:49:20 2.0 CHF20170918 $-24,CHF20170918,CHF,SF,2017-08-14 16:49:20,1.0308,2017-08-14 17:00:00,1.0309,-9.70026190707e-05,9.70026190707e-05,Open,-1.0,-24.0,5.0,-11.0
ib: 2017-08-14 16:49:06 2.0 EMD20170915 $-59,EMD20170915,EMD,EMD,2017-08-14 16:49:06,1729.8,2017-08-14 17:00:00,1730.1,-0.000173400381481,0.000173400381481,Open,-1.0,-59.0,5.0,-11.0
ib: 2017-08-14 16:49:14 2.0 HO20170831 $-25,HO20170831,HO,HO,2017-08-14 16:49:14,1.606,2017-08-14 17:00:00,1.6057,0.000186834402441,0.000186834402441,Open,1.0,-25.0,5.0,-11.0
ib: 2017-08-14 16:49:26 8.0 ZF20170929 $-187,ZF20170929,ZF,FV,2017-08-14 16:49:26,118.4765625,2017-08-14 17:00:00,118.5,-0.000197784810127,0.000197784810127,Open,-1.0,-187.0,20.0,-11.0
ib: 2017-08-14 16:49:29 2.0 NIY20170907 $45,NIY20170907,NIY,NIY,2017-08-14 16:49:29,19590.0,2017-08-14 17:00:00,19585.0,0.000255297421496,0.000255297421496,Open,-1.0,45.0,5.0,-11.0
ib: 2017-08-14 16:49:22 2.0 EUR20170918 $-87,EUR20170918,EUR,CU,2017-08-14 16:49:22,1.18015,2017-08-14 17:00:00,1.1805,-0.000296484540449,0.000296484540449,Open,-1.0,-87.0,5.0,-11.0
ib: 2017-08-14 14:01:32 2.0 HE20171013 $19,HE20171013,HE,LH,2017-08-14 14:01:32,69.15,2017-08-14 14:05:00,69.175,-0.000361402240694,0.000361402240694,Open,1.0,19.0,5.0,-4.0
ib: 2017-08-14 16:49:10 4.0 ZN20170920 $-187,ZN20170920,ZN,TY,2017-08-14 16:49:10,126.5,2017-08-14 17:00:00,126.546875,-0.000370416100753,0.000370416100753,Open,-1.0,-187.0,10.0,-11.0
ib: 2017-08-14 16:49:12 2.0 RB20170831 $50,RB20170831,RB,RB,2017-08-14 16:49:12,1.5773,2017-08-14 17:00:00,1.5767,0.000380541637597,0.000380541637597,Open,-1.0,50.0,5.0,-11.0
ib: 2017-08-14 16:49:33 2.0 ES20170915 $124,ES20170915,ES,ES,2017-08-14 16:49:33,2464.75,2017-08-14 17:00:00,2463.5,0.000507408159123,0.000507408159123,Open,-1.0,124.0,5.0,-11.0
ib: 2017-08-14 16:49:08 2.0 CAD20170919 $-109,CAD20170919,CAD,CD,2017-08-14 16:49:08,0.7862,2017-08-14 17:00:00,0.78675,-0.000699078487448,0.000699078487448,Open,-1.0,-109.0,5.0,-11.0
ib: 2017-08-14 14:01:39 2.0 GF20170928 $-99,GF20170928,GF,FC,2017-08-14 14:01:39,142.675,2017-08-14 14:05:00,142.775,-0.000700402731571,0.000700402731571,Open,-1.0,-99.0,5.0,-4.0
ib: 2017-08-14 16:49:31 2.0 YM20170915 $160,YM20170915,YM,YM,2017-08-14 16:49:31,21968.0,2017-08-14 17:00:00,21952.0,0.000728862973761,0.000728862973761,Open,-1.0,160.0,5.0,-11.0
ib: 2017-08-14 14:13:17 2.0 ZM20171214 $-60,ZM20171214,ZM,SM,2017-08-14 14:13:17,302.4,2017-08-14 14:20:00,302.7,-0.000991080277503,0.000991080277503,Open,-1.0,-60.0,5.0,-7.0
ib: 2017-08-14 16:52:25 2.0 PA20170927 $270,PA20170927,PA,PA,2017-08-14 16:52:25,896.8,2017-08-14 17:00:00,898.15,-0.00150308968435,0.00150308968435,Open,1.0,270.0,5.0,-8.0
ib: 2017-08-14 14:01:36 2.0 LE20171031 $-139,LE20171031,LE,LC,2017-08-14 14:01:36,106.425,2017-08-14 14:05:00,106.6,-0.00164165103189,0.00164165103189,Open,-1.0,-139.0,5.0,-4.0
ib: 2017-08-14 16:49:18 2.0 NZD20170918 $-259,NZD20170918,NZD,NE,2017-08-14 16:49:18,0.728,2017-08-14 17:00:00,0.7293,-0.0017825311943,0.0017825311943,Open,-1.0,-259.0,5.0,-11.0
ib: 2017-08-14 14:13:14 4.0 ZC20171214 $-200,ZC20171214,ZC,C,2017-08-14 14:13:14,375.25,2017-08-14 14:20:00,376.25,-0.00265780730897,0.00265780730897,Open,-1.0,-200.0,10.0,-7.0
ib: 2017-08-14 16:49:16 2.0 PL20171027 $-300,PL20171027,PL,PL,2017-08-14 16:49:16,971.9,2017-08-14 17:00:00,974.9,-0.00307723869115,0.00307723869115,Open,-1.0,-300.0,5.0,-11.0
ib: 2017-08-14 16:49:24 2.0 SI20170927 $-569,SI20170927,SI,SI,2017-08-14 16:49:24,1706.5,2017-08-14 17:00:00,1712.2,-0.00332905034459,0.00332905034459,Open,-1.0,-569.0,5.0,-11.0
