rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-09-22 13:59:31 1 @HEZ7 $0,@HEZ7,2017-09-22 13:59:31,56.625,2017-09-22 14:05:00,56.625,0.0,0.0,Open,-1.0,0.0,2.5,-1 days +23:54:31.000000000,-6.0
ctwo opened: 2017-09-22 16:46:46 6 @TUZ7 $0,@TUZ7,2017-09-22 16:46:46,107.89063,2017-09-22 17:00:00,107.890625,4.63432295585e-08,4.63432295585e-08,Open,1.0,0.0,15.0,-1 days +23:46:46.000000000,-14.0
ctwo opened: 2017-09-22 16:46:45 1 @NQZ7 $-5,@NQZ7,2017-09-22 16:46:45,5935.5,2017-09-22 17:00:00,5935.75,-4.21176767889e-05,4.21176767889e-05,Open,-1.0,-5.0,2.5,-1 days +23:46:45.000000000,-14.0
ctwo opened: 2017-09-22 16:46:43 1 @JYZ7 $-18,@JYZ7,2017-09-22 16:46:43,0.00896,2017-09-22 17:00:00,0.0089585,0.000167438745325,0.000167438745325,Open,1.0,-18.0,2.5,-1 days +23:46:43.000000000,-14.0
ctwo opened: 2017-09-22 16:46:39 1 @ESZ7 $-25,@ESZ7,2017-09-22 16:46:39,2499.0,2017-09-22 17:00:00,2499.5,-0.000200040008002,0.000200040008002,Open,-1.0,-25.0,2.5,-1 days +23:46:39.000000000,-14.0
ctwo opened: 2017-09-22 16:46:40 3 @FVZ7 $-93,@FVZ7,2017-09-22 16:46:40,117.72656,2017-09-22 17:00:00,117.6953125,0.000265494855626,0.000265494855626,Open,1.0,-93.0,7.5,-1 days +23:46:40.000000000,-14.0
ctwo opened: 2017-09-22 14:12:23 2 @SMZ7 $-20,@SMZ7,2017-09-22 14:12:23,319.1,2017-09-22 14:20:00,319.0,0.000313479623825,0.000313479623825,Open,1.0,-20.0,5.0,-1 days +23:52:23.000000000,-8.0
ctwo opened: 2017-09-22 16:46:47 2 @TYZ7 $-125,@TYZ7,2017-09-22 16:46:47,125.79688,2017-09-22 17:00:00,125.734375,0.000497119423388,0.000497119423388,Open,1.0,-125.0,5.0,-1 days +23:46:47.000000000,-14.0
ctwo opened: 2017-09-22 14:12:22 1 @SX7 $-24,@SX7,2017-09-22 14:12:22,984.75,2017-09-22 14:20:00,984.25,0.000508001016002,0.000508001016002,Open,1.0,-24.0,2.5,-1 days +23:52:22.000000000,-8.0
ctwo opened: 2017-09-22 14:12:21 3 @CZ7 $37,@CZ7,2017-09-22 14:12:21,353.25,2017-09-22 14:20:00,353.5,-0.000707213578501,0.000707213578501,Open,1.0,37.0,7.5,-1 days +23:52:21.000000000,-8.0
ctwo opened: 2017-09-22 16:46:38 1 @CDZ7 $65,@CDZ7,2017-09-22 16:46:38,0.8104,2017-09-22 17:00:00,0.81105,-0.000801430244745,0.000801430244745,Open,1.0,65.0,2.5,-1 days +23:46:38.000000000,-14.0
ctwo opened: 2017-09-22 16:46:42 1 QHOX7 $-79,QHOX7,2017-09-22 16:46:42,1.8067,2017-09-22 17:00:00,1.8086,-0.00105053632644,0.00105053632644,Open,-1.0,-79.0,2.5,-1 days +23:46:42.000000000,-14.0
ctwo opened: 2017-09-22 14:12:24 2 @WZ7 $50,@WZ7,2017-09-22 14:12:24,449.0,2017-09-22 14:20:00,449.5,-0.00111234705228,0.00111234705228,Open,1.0,50.0,5.0,-1 days +23:52:24.000000000,-8.0
ctwo opened: 2017-09-22 14:12:20 3 @BOZ7 $-71,@BOZ7,2017-09-22 14:12:20,34.18,2017-09-22 14:20:00,34.22,-0.00116890707189,0.00116890707189,Open,-1.0,-71.0,7.5,-1 days +23:52:20.000000000,-8.0
ctwo opened: 2017-09-22 16:46:48 1 @USZ7 $-218,@USZ7,2017-09-22 16:46:48,154.3125,2017-09-22 17:00:00,154.09375,0.00141959034679,0.00141959034679,Open,1.0,-218.0,2.5,-1 days +23:46:48.000000000,-14.0
ctwo opened: 2017-09-22 16:46:41 1 QGCZ7 $-229,QGCZ7,2017-09-22 16:46:41,1299.8,2017-09-22 17:00:00,1297.5,0.00177263969171,0.00177263969171,Open,1.0,-229.0,2.5,-1 days +23:46:41.000000000,-14.0
